MDTU,min_min,min_max,max_min,max_max5
1,-0.159071,0.0403784,-0.0296677,0.145217
2,-0.171308,0.0297886,-0.0364788,0.143223
3,-0.164833,0.0246715,-0.0434285,0.135196
4,-0.156277,0.0366959,-0.0270067,0.136608
5,-0.156277,0.0366959,-0.0270067,0.136608
6,-0.163586,0.0368011,-0.0490287,0.142892
7,-0.180298,0.0361948,-0.0430945,0.139058
8,-0.165034,0.0389372,-0.041018,0.144343
9,-0.165034,0.0389372,-0.041018,0.144343
10,-0.167141,0.0416937,-0.045962,0.140201
11,-0.167141,0.0416937,-0.0459619,0.140201
12,-0.174237,0.04023,-0.051735,0.151839
13,-0.189426,0.0379406,-0.047227,0.14541
14,-0.166288,0.0429435,-0.0469923,0.149134
15,-0.177817,0.0412574,-0.0468776,0.140452
16,-0.191016,0.0460895,-0.0488286,0.146156
17,-0.191016,0.0460895,-0.0488286,0.146156
18,-0.215247,0.0483213,-0.0650593,0.143786
19,-0.211868,0.0428706,-0.0686028,0.155354
20,-0.176403,0.0360181,-0.0440687,0.139011
21,-0.176403,0.0360181,-0.0440687,0.139011
22,-0.176403,0.0360181,-0.0440687,0.139011
23,-0.201563,0.0471199,-0.0760297,0.149975
24,-0.22621,0.0559195,-0.0880594,0.161879
25,-0.212281,0.0358252,-0.0625796,0.138341
26,-0.212281,0.0358252,-0.0625796,0.138341
27,-0.211648,0.0412143,-0.079592,0.148275
28,-0.207083,0.0334432,-0.0705201,0.138248
29,-0.229031,0.0361454,-0.0840549,0.15096
30,-0.229031,0.0361454,-0.0840549,0.15096
31,-0.202235,0.0105029,-0.0634353,0.136331
32,-0.209022,0.0359844,-0.0754928,0.130398
33,-0.213055,0.0380301,-0.0761961,0.131765
34,-0.199211,0.0343188,-0.0710726,0.132692
35,-0.207787,0.0459504,-0.0685335,0.151845
36,-0.207787,0.0459504,-0.0685335,0.151845
37,-0.184859,0.0302482,-0.0549318,0.134983
38,-0.197854,0.042765,-0.0526879,0.141092
39,-0.197854,0.042765,-0.0526879,0.141092
40,-0.197854,0.042765,-0.0526879,0.141092
41,-0.185134,0.0320732,-0.0669036,0.134626
42,-0.175671,0.0327303,-0.0510185,0.136087
43,-0.165532,0.0223692,-0.0397317,0.127038
44,-0.178773,0.0364693,-0.0512391,0.144022
45,-0.176801,0.0405117,-0.0557486,0.13779
46,-0.179412,0.0531378,-0.0548111,0.149893
47,-0.179412,0.0531378,-0.0548111,0.149893
48,-0.171066,0.0405611,-0.0410781,0.149744
49,-0.186443,0.0671747,-0.0402959,0.163352
50,-0.172291,0.0441427,-0.0446975,0.157727
51,-0.187132,0.0505494,-0.0513605,0.151599
52,-0.192429,0.0470784,-0.0584074,0.154213
53,-0.178303,0.039554,-0.0414653,0.145943
54,-0.190536,0.0443933,-0.0539161,0.151203
55,-0.190536,0.0443933,-0.0539161,0.151203
56,-0.18132,0.0364176,-0.0455762,0.150291
57,-0.17611,0.0305878,-0.0432008,0.142369
58,-0.177702,0.0302015,-0.0402299,0.140002
59,-0.163635,0.0239502,-0.04413,0.136325
60,-0.180803,0.0441182,-0.0410497,0.147197
61,-0.166126,0.0362667,-0.0414832,0.147701
62,-0.166354,0.0248983,-0.0421809,0.13803
63,-0.167211,0.0354207,-0.0301231,0.13912
64,-0.16039,0.0357261,-0.0326376,0.137275
65,-0.166703,0.0214868,-0.0305564,0.122008
66,-0.195802,0.0333495,-0.0408084,0.130843
67,-0.154722,0.0322087,-0.0312882,0.125986
68,-0.155449,0.0286692,-0.0293072,0.137219
69,-0.158652,0.0266929,-0.0268569,0.137878
70,-0.166865,0.036706,-0.0316914,0.144756
71,-0.188508,0.0410318,-0.0504323,0.147053
72,-0.17848,0.0436951,-0.0438104,0.147234
73,-0.189676,0.0369838,-0.0432625,0.145762
74,-0.166419,0.0507597,-0.041178,0.14447
75,-0.188023,0.0484569,-0.0527912,0.156018
76,-0.188023,0.0484569,-0.0527912,0.156018
77,-0.181455,0.0491031,-0.0446175,0.150863
78,-0.177687,0.0499389,-0.0390276,0.154808
79,-0.175291,0.0393979,-0.0366459,0.142239
80,-0.175291,0.0393979,-0.0366459,0.142239
81,-0.166649,0.030037,-0.0422571,0.127744
82,-0.185023,0.0379056,-0.0419863,0.149567
83,-0.178103,0.0306069,-0.0341211,0.143385
84,-0.180862,0.0426664,-0.0606669,0.151165
85,-0.167764,0.0274588,-0.0355409,0.136452
86,-0.180032,0.0377226,-0.0416929,0.141596
87,-0.180032,0.0377226,-0.0416929,0.141596
88,-0.180032,0.0377226,-0.0416929,0.141596
89,-0.180032,0.0377226,-0.0416929,0.141596
90,-0.177491,0.0344297,-0.0534254,0.149604
91,-0.188335,0.0425042,-0.043571,0.151045
92,-0.200651,0.0384282,-0.0633541,0.14589
93,-0.206272,0.0417444,-0.0715093,0.141631
94,-0.206272,0.0417444,-0.0715093,0.141631
95,-0.198292,0.0388852,-0.0625807,0.130844
96,-0.206906,0.0431634,-0.0723133,0.142433
97,-0.206906,0.0431634,-0.0723133,0.142433
98,-0.209549,0.0222301,-0.0605169,0.128148
99,-0.195178,0.0386769,-0.0689916,0.136493
100,-0.209189,0.0285688,-0.0705997,0.141947
101,-0.210364,0.0280497,-0.0734879,0.146164
102,-0.21378,0.0316415,-0.0751798,0.144604
103,-0.222368,0.0402161,-0.0620753,0.147668
104,-0.205017,0.0339526,-0.0794235,0.13947
105,-0.205017,0.0339526,-0.0794235,0.13947
106,-0.193969,0.0249485,-0.0651369,0.137106
107,-0.215024,0.0339325,-0.0655869,0.144113
108,-0.227127,0.0382014,-0.078905,0.142164
109,-0.227127,0.0382014,-0.078905,0.142164
110,-0.214546,0.033902,-0.0695563,0.138805
111,-0.230774,0.0444512,-0.0700656,0.147252
112,-0.230001,0.041447,-0.0744178,0.14144
113,-0.230001,0.041447,-0.0744178,0.14144
114,-0.195968,0.0399454,-0.0649227,0.144471
115,-0.209772,0.0473756,-0.0779318,0.149909
116,-0.228736,0.0598201,-0.081213,0.160015
117,-0.228736,0.0598201,-0.081213,0.160015
118,-0.195667,0.0348455,-0.0492887,0.138415
119,-0.193158,0.0413694,-0.063125,0.140866
120,-0.181153,0.0348904,-0.0434126,0.14168
121,-0.191525,0.0281788,-0.0656856,0.135667
122,-0.200113,0.0394748,-0.07079,0.147963
123,-0.199919,0.0319793,-0.062537,0.143123
124,-0.200772,0.0405153,-0.0582315,0.138319
125,-0.198412,0.0232594,-0.0549456,0.138398
126,-0.19824,0.0301532,-0.0639033,0.147104
127,-0.185837,0.0265551,-0.053238,0.135013
128,-0.169443,0.0303554,-0.041748,0.135486
129,-0.169892,0.0432241,-0.0564465,0.147864
130,-0.173308,0.0357177,-0.0382937,0.144144
131,-0.159377,0.0394825,-0.0274724,0.144238
132,-0.172425,0.0366601,-0.0343985,0.138742
133,-0.191969,0.0464749,-0.0479026,0.138951
134,-0.177572,0.0440023,-0.0530369,0.142184
135,-0.177572,0.0440023,-0.0530369,0.142184
136,-0.177572,0.0440023,-0.0530369,0.142184
137,-0.180624,0.0430248,-0.0497829,0.145618
138,-0.18131,0.0391296,-0.0449789,0.14892
139,-0.180059,0.0531977,-0.0491608,0.160228
140,-0.180059,0.0531977,-0.0491608,0.160228
141,-0.180059,0.0531977,-0.0491608,0.160228
142,-0.180059,0.0531977,-0.0491608,0.160228
143,-0.17871,0.0513796,-0.0541474,0.164885
144,-0.188357,0.0500766,-0.0450033,0.165081
145,-0.213699,0.0742232,-0.0605954,0.175719
146,-0.213699,0.0742232,-0.0605954,0.175719
147,-0.167262,0.0426443,-0.043582,0.154266
148,-0.193775,0.0554966,-0.0540266,0.155858
149,-0.188506,0.0605146,-0.0510982,0.160889
150,-0.203417,0.0513431,-0.0544817,0.154216
151,-0.203417,0.0513431,-0.0544817,0.154216
152,-0.193225,0.0583653,-0.0401683,0.151828
153,-0.202826,0.0516725,-0.0616399,0.151104
154,-0.202826,0.0516725,-0.0616399,0.151104
155,-0.211619,0.0650915,-0.0758033,0.16391
156,-0.185882,0.0419965,-0.0476978,0.133604
157,-0.204496,0.0455897,-0.0607208,0.140626
158,-0.192124,0.0288479,-0.047098,0.138663
159,-0.193832,0.0274466,-0.0523537,0.138987
160,-0.185072,0.0355005,-0.0563451,0.137772
161,-0.208388,0.030639,-0.06771,0.136269
162,-0.177645,0.0254259,-0.0463102,0.14264
163,-0.177645,0.0254259,-0.0463102,0.14264
164,-0.167567,0.0258671,-0.0373241,0.121601
165,-0.182834,0.0308537,-0.0541271,0.142525
166,-0.182858,0.0284093,-0.0391817,0.138538
167,-0.182858,0.0284093,-0.0391817,0.138538
168,-0.191306,0.024419,-0.0360116,0.131642
169,-0.191306,0.024419,-0.0360116,0.131642
170,-0.184771,0.0351786,-0.0480466,0.137147
171,-0.214613,0.0366078,-0.0726252,0.141119
172,-0.193937,0.037833,-0.0582398,0.137977
173,-0.193937,0.037833,-0.0582398,0.137977
174,-0.200315,0.0325143,-0.0651526,0.147422
175,-0.223986,0.0321533,-0.0747108,0.139116
176,-0.217648,0.0371293,-0.0698829,0.137044
177,-0.197361,0.0366594,-0.0493784,0.133179
178,-0.195933,0.0201331,-0.0575534,0.137692
179,-0.20961,0.0404226,-0.0797608,0.145072
180,-0.185436,0.0295345,-0.0581021,0.127063
181,-0.219315,0.038587,-0.0686878,0.139478
182,-0.214147,0.045236,-0.0718474,0.137003
183,-0.219216,0.0357618,-0.0784808,0.134296
184,-0.213168,0.0465161,-0.0795316,0.151772
185,-0.215108,0.0418184,-0.0637288,0.151764
186,-0.205371,0.0418306,-0.0691405,0.156986
187,-0.217363,0.0547917,-0.0714222,0.159489
188,-0.195431,0.0453304,-0.0662791,0.142225
189,-0.217578,0.0471926,-0.0723491,0.143807
190,-0.217578,0.0471926,-0.0723491,0.143807
191,-0.223369,0.0517333,-0.0768471,0.157267
192,-0.210584,0.0409471,-0.0730593,0.150923
193,-0.182476,0.0402112,-0.0560892,0.136067
194,-0.211358,0.042492,-0.0633206,0.145714
195,-0.212958,0.0475489,-0.0568346,0.141844
196,-0.216252,0.0651041,-0.0620042,0.158715
197,-0.195865,0.0442137,-0.0746228,0.15672
198,-0.212609,0.0500844,-0.0628934,0.149657
199,-0.213154,0.0465845,-0.0888176,0.150837
200,-0.208526,0.0496026,-0.062147,0.146968
201,-0.219239,0.0382763,-0.0734713,0.140634
202,-0.213008,0.0308312,-0.0641505,0.132996
203,-0.213008,0.0308312,-0.0641505,0.132996
204,-0.216778,0.040139,-0.0762296,0.144193
205,-0.197007,0.0280114,-0.0638933,0.13677
206,-0.203291,0.0408836,-0.0655017,0.143614
