MDTU,S_B
1,0.996807
2,0.995516
3,0.991421
4,1.00088
5,1.00088
6,1.00674
7,0.990963
8,0.993522
9,0.993522
10,0.994382
11,0.994382
12,0.988213
13,0.995647
14,0.997633
15,1.00089
16,0.996036
17,0.996036
18,0.995459
19,0.98518
20,0.99968
21,0.99968
22,0.99968
23,0.984235
24,0.995237
25,0.996845
26,0.996845
27,0.999997
28,1.00284
29,0.998505
30,0.998505
31,1.00365
32,1.00701
33,0.997915
34,0.992907
35,0.999573
36,0.999573
37,0.999707
38,1.00159
39,1.00159
40,1.00159
41,0.987433
42,1.00084
43,0.987089
44,0.990786
45,0.991823
46,0.990581
47,0.990581
48,0.992095
49,1.00415
50,0.987344
51,0.991752
52,0.989243
53,0.984024
54,0.986446
55,0.986446
56,0.999969
57,0.99737
58,0.993111
59,0.998979
60,0.994988
61,0.995731
62,0.998261
63,0.998694
64,0.994783
65,0.993072
66,0.999739
67,0.995633
68,1.00391
69,1.00089
70,0.999821
71,0.991797
72,0.994866
73,0.989364
74,0.993329
75,0.993748
76,0.993748
77,0.992317
78,0.995753
79,0.992839
80,0.992839
81,0.99201
82,0.998415
83,0.999327
84,0.995966
85,1.00579
86,1.00128
87,1.00128
88,1.00128
89,1.00128
90,1.002
91,0.995456
92,0.997281
93,1.00284
94,1.00284
95,0.999881
96,0.996103
97,0.996103
98,0.997358
99,0.994147
100,1.00478
101,1.00209
102,1.00183
103,1.00906
104,1.00306
105,1.00306
106,1.00952
107,1.00681
108,0.998951
109,0.998951
110,0.998402
111,1.00164
112,0.994687
113,0.994687
114,1.00551
115,0.992587
116,0.987927
117,0.987927
118,0.997603
119,0.999521
120,1.00665
121,0.999385
122,1.00375
123,0.99964
124,0.996427
125,0.995204
126,0.990492
127,0.985093
128,0.996052
129,1.00127
130,0.995717
131,1.00153
132,0.988551
133,0.979492
134,0.996364
135,0.996364
136,0.996364
137,0.983868
138,0.983583
139,0.995969
140,0.995969
141,0.995969
142,0.995969
143,0.994792
144,0.992103
145,0.993774
146,0.993774
147,0.991094
148,0.983109
149,0.995949
150,0.993115
151,0.993115
152,1.00766
153,0.997578
154,0.997578
155,1.00181
156,0.995972
157,0.988023
158,0.994593
159,1.00153
160,0.999153
161,0.999203
162,1.00038
163,1.00038
164,0.987891
165,0.987965
166,0.997857
167,0.997857
168,0.9981
169,0.9981
170,1.00201
171,0.991326
172,1.00621
173,1.00621
174,0.996961
175,0.991301
176,0.996816
177,1.00898
178,0.99522
179,0.989106
180,0.993421
181,0.998246
182,1.00634
183,0.999177
184,1.00775
185,1.00163
186,0.995186
187,1.00206
188,0.99487
189,0.995028
190,0.995028
191,0.996163
192,0.996824
193,0.999213
194,0.992336
195,0.995123
196,0.99795
197,0.999891
198,0.99662
199,0.991121
200,0.995175
201,1.00154
202,1.00679
203,1.00679
204,1.00275
205,1.00018
206,0.999571
207,1.00069
208,1.00384
209,1.00384
210,0.9958
211,1.01271
212,1.00045
213,1.00331
214,1.00331
215,1.00331
216,0.994869
217,0.994869
218,1.00308
219,0.999057
220,0.997546
221,1.00502
222,0.998293
223,0.9938
224,0.996447
225,0.993312
226,0.99332
227,1.00264
228,1.00201
229,0.998505
230,0.995093
231,0.995093
232,0.998225
233,1.00529
234,1.00478
235,0.993695
236,1.00273
237,0.999067
238,1.00113
239,0.999481
240,0.995853
241,0.999304
242,0.999304
243,1.00026
244,1.00715
245,0.996854
246,0.998328
