t,cond_num
10,5.05013
20,4.97995
30,4.94982
40,4.98032
50,4.99783
60,4.98544
70,5.05492
80,4.98408
90,5.01964
100,5.00124
110,4.95245
120,4.98168
130,5.03022
140,4.97363
150,4.94942
160,4.98031
170,5.02401
180,4.99622
190,4.96063
200,4.99658
210,5.0107
220,5.07418
230,4.9623
240,4.99743
250,4.99755
260,5.05423
270,4.93701
280,4.9906
290,4.99286
300,4.97378
310,4.99971
320,4.9734
330,4.98987
340,4.94653
350,4.95014
360,4.90928
370,4.94774
380,5.03218
390,4.98239
400,4.98378
410,4.97816
420,4.96244
430,4.9996
440,4.9643
450,4.99911
460,4.95123
470,4.98013
480,5.06661
490,5.08116
500,4.987
510,4.97211
520,4.9987
530,4.96499
540,5.04672
550,4.96543
560,4.99441
570,5.00454
580,4.99444
590,4.94535
600,4.9704
610,4.90431
620,4.93041
630,5.03641
640,5.00934
650,4.98341
660,4.99776
670,5.01228
680,4.96905
690,4.94647
700,5.0147
710,5.00089
720,4.96882
730,4.97842
740,4.94278
750,4.98584
760,4.96524
770,4.97914
780,4.97794
790,4.98402
800,4.98245
810,4.9737
820,4.98589
830,4.96759
840,4.96552
850,5.02674
860,5.00175
870,4.96165
880,4.95194
890,5.01674
900,4.9812
910,4.95064
920,4.96518
930,5.00735
940,4.96895
950,4.96887
960,5.00229
970,4.94972
980,4.97566
990,4.94162
1000,4.95912
1010,4.96958
1020,5.05012
1030,4.92261
1040,4.93122
1050,4.96435
1060,4.93206
1070,4.97399
1080,5.08018
1090,4.94311
1100,5.02072
1110,5.03968
1120,4.96052
1130,5.00594
1140,4.98603
1150,4.97559
1160,4.96824
1170,4.98873
1180,4.98778
1190,4.97527
1200,4.96509
1210,4.98771
1220,4.96612
1230,4.97909
1240,4.96538
1250,5.02316
1260,4.97236
1270,4.96893
1280,4.99985
1290,4.97025
1300,4.93618
1310,5.03082
1320,4.98641
1330,4.96173
1340,4.99103
1350,4.99582
1360,4.95714
1370,5.00279
1380,4.99888
1390,5.00491
1400,4.94558
1410,4.9518
1420,5.02403
1430,5.00522
1440,5.00606
1450,4.977
1460,4.97513
1470,4.99333
1480,5.04213
1490,5.003
1500,5.04026
1510,4.96054
1520,4.94308
1530,4.97216
1540,5.03353
1550,4.92903
1560,4.97812
1570,4.96021
1580,4.95822
1590,4.99186
1600,5.00891
1610,4.98038
1620,5.00237
1630,4.93429
1640,4.9803
1650,5.00123
1660,4.98371
1670,4.94975
1680,4.96877
1690,4.94951
1700,4.95862
1710,4.89865
1720,5.01008
1730,5.00925
1740,4.97016
1750,4.95849
1760,4.99795
1770,4.95328
1780,4.96126
1790,4.97693
1800,4.97927
1810,5.03489
1820,4.93076
1830,4.94142
1840,5.01876
1850,4.94801
1860,4.96552
1870,4.944
1880,4.96479
1890,4.99794
1900,4.98059
1910,4.97773
1920,4.98115
1930,4.9651
1940,4.99292
1950,5.04306
1960,5.03444
1970,4.9969
1980,5.02408
1990,4.97394
2000,4.9666
2010,4.98951
2020,5.01909
2030,4.99903
2040,5.02517
2050,4.9652
2060,4.9677
2070,4.96752
2080,5.00534
2090,5.00835
2100,4.99414
2110,4.90619
2120,5.00302
2130,4.99358
2140,4.99552
2150,4.96868
2160,4.94411
2170,5.00134
2180,4.99584
2190,5.01139
2200,4.91254
2210,4.9951
2220,4.98374
2230,4.9646
2240,4.99048
2250,4.9629
2260,4.97187
2270,4.98757
2280,5.00363
2290,4.91578
2300,4.95451
2310,5.00941
2320,5.00462
2330,5.0145
2340,4.98903
2350,5.00944
2360,4.97236
2370,4.95167
2380,4.98892
2390,4.96156
2400,5.01731
2410,5.02665
2420,4.99845
2430,4.95115
2440,4.99966
2450,5.01754
2460,5.02148
2470,5.01833
2480,5.04897
2490,5.03405
2500,4.99457
2510,4.96972
2520,5.00557
2530,5.01362
2540,4.99075
2550,4.89678
2560,5.00487
2570,4.96741
2580,4.96776
2590,4.97033
2600,4.97514
2610,4.92553
2620,4.9381
2630,4.94879
2640,4.95095
2650,5.01125
2660,4.94244
2670,4.9053
2680,4.97451
2690,4.97844
2700,4.94472
2710,5.00446
2720,5.00178
2730,4.9618
2740,5.01766
2750,5.00476
2760,4.97167
2770,5.00059
2780,4.94471
2790,4.95092
2800,5.02097
2810,4.99212
2820,4.9189
2830,5.02372
2840,4.99876
2850,4.9958
2860,4.94641
2870,5.06246
2880,4.9917
2890,5.00395
2900,4.97443
2910,5.03984
2920,4.96371
2930,4.98696
2940,4.98279
2950,4.9673
2960,4.98159
2970,4.95607
2980,4.97407
2990,4.96459
3000,4.96104
3010,4.95743
3020,5.00133
3030,4.97408
3040,5.01896
3050,5.0037
3060,4.9618
3070,4.93865
3080,4.93384
3090,4.97032
3100,4.9986
3110,4.94563
3120,4.99325
3130,4.91205
3140,4.94299
3150,4.95877
3160,4.98317
3170,4.95656
3180,4.96715
3190,4.98121
3200,4.96923
3210,5.03843
3220,5.0053
3230,5.00955
3240,4.9607
3250,4.98638
3260,4.95809
3270,4.93871
3280,4.94929
3290,5.03604
3300,5.03677
3310,5.0129
3320,4.97071
3330,4.93942
3340,4.9451
3350,5.05966
3360,5.02862
3370,4.92891
3380,4.95332
3390,4.97061
3400,4.98016
3410,4.9692
3420,4.94971
3430,4.98305
3440,4.90499
3450,5.03847
3460,4.94443
3470,5.015
3480,5.01971
3490,5.03992
3500,4.95243
