t,walltime
10,9.125
20,9.089
30,9.023
40,9.096
50,9.086
60,9.078
70,9.169
80,9.086
90,9.104
100,9.048
110,9.036
120,8.995
130,9.11
140,9.071
150,9.01
160,9.05
170,9.135
180,9.069
190,9.015
200,9.009
210,9.079
220,9.12
230,9.126
240,9.076
250,9.058
260,9.067
270,9.09
280,9.077
290,9.1
300,9.081
310,9.033
320,9.044
330,9.043
340,9.02
350,9.006
360,9.026
370,9.029
380,9.019
390,9.075
400,9.057
410,9.064
420,8.994
430,9.057
440,9.057
450,9.023
460,9.087
470,9.068
480,9.095
490,9.129
500,9.107
510,9.041
520,8.995
530,9.022
540,9.094
550,9.077
560,9.062
570,9.105
580,9.106
590,9.119
600,9.046
610,9.026
620,8.997
630,9.089
640,9.153
650,9.102
660,9.084
670,9.034
680,9.021
690,9.02
700,9.114
710,9.098
720,9.118
730,9.058
740,9.069
750,9.09
760,9.107
770,9.137
780,9.081
790,9.011
800,9.121
810,9.068
820,9.087
830,9.08
840,9.072
850,9.084
860,9.089
870,9.13
880,9.077
890,9.009
900,9.057
910,9.126
920,9.092
930,9.087
940,9.071
950,9.048
960,9.026
970,9.058
980,9.089
990,9.112
1000,9.106
1010,9.127
1020,9.083
1030,9.14
1040,9.055
1050,9.049
1060,9.116
1070,9.046
1080,9.116
1090,9.165
1100,9.115
1110,9.119
1120,9.122
1130,9.073
1140,9.082
1150,9.042
1160,9.127
1170,9.109
1180,9.102
1190,9.15
1200,9.096
1210,9.027
1220,9.069
1230,9.073
1240,9.122
1250,9.098
1260,9.165
1270,9.106
1280,9.064
1290,9.134
1300,9.099
1310,9.07
1320,9.092
1330,9.082
1340,9.07
1350,9.079
1360,9.118
1370,9.116
1380,9.098
1390,9.138
1400,9.075
1410,9.085
1420,9.123
1430,9.152
1440,9.152
1450,9.037
1460,9.128
1470,9.106
1480,9.139
1490,9.122
1500,9.131
1510,9.072
1520,9.102
1530,9.099
1540,9.146
1550,9.173
1560,9.161
1570,9.145
1580,9.157
1590,9.161
1600,9.122
1610,9.085
1620,9.077
1630,9.11
1640,9.136
1650,9.213
1660,9.118
1670,9.118
1680,9.161
1690,9.126
1700,9.14
1710,9.094
1720,9.139
1730,9.189
1740,9.139
1750,9.089
1760,9.112
1770,9.131
1780,9.168
1790,9.182
1800,9.177
1810,9.126
1820,9.15
1830,9.078
1840,9.173
1850,9.197
1860,9.185
1870,9.208
1880,9.238
1890,9.241
1900,9.287
1910,9.205
1920,9.194
1930,9.191
1940,9.268
1950,9.296
1960,9.289
1970,9.268
1980,9.335
1990,9.274
2000,9.278
2010,9.29
2020,9.333
2030,9.368
2040,9.291
2050,9.34
2060,9.331
2070,9.349
2080,9.291
2090,9.299
2100,9.349
2110,9.407
2120,9.302
2130,9.326
2140,9.346
2150,9.323
2160,9.251
2170,9.314
2180,9.345
2190,9.45
2200,9.357
2210,9.335
2220,9.369
2230,9.364
2240,9.412
2250,9.368
2260,9.414
2270,9.385
2280,9.396
2290,9.379
2300,9.314
2310,9.337
2320,9.369
2330,9.573
2340,9.451
2350,9.437
2360,9.472
2370,9.434
2380,9.492
2390,9.612
2400,9.484
2410,9.463
2420,9.48
2430,9.423
2440,9.479
2450,9.706
2460,9.561
2470,9.513
2480,9.461
2490,9.476
2500,9.655
2510,9.515
2520,9.517
2530,9.507
2540,9.499
2550,9.635
2560,9.513
2570,9.555
2580,9.486
2590,9.484
2600,9.734
2610,9.588
2620,9.548
2630,9.566
2640,9.54
2650,9.782
2660,9.526
2670,9.53
2680,9.55
2690,9.56
2700,9.72
2710,9.576
2720,9.564
2730,9.571
2740,9.816
2750,9.592
2760,9.663
2770,9.607
2780,9.719
2790,9.598
2800,9.62
2810,9.632
2820,9.685
2830,9.888
2840,9.642
2850,9.648
2860,9.626
2870,9.923
2880,9.763
2890,9.701
2900,9.943
2910,9.745
2920,9.727
2930,9.64
2940,9.94
2950,9.696
2960,9.67
2970,9.752
2980,9.983
2990,9.799
3000,9.766
3010,10.02
3020,9.753
3030,9.775
3040,9.724
3050,10.01
3060,9.819
3070,9.767
3080,10.12
3090,9.812
3100,9.841
3110,10.09
3120,9.892
3130,9.861
3140,10.07
3150,9.769
3160,9.87
3170,10.16
3180,9.84
3190,9.879
3200,10.04
3210,9.811
3220,9.797
3230,9.892
3240,9.928
3250,9.853
3260,9.844
3270,10.12
3280,9.909
3290,9.927
3300,10.11
3310,9.976
3320,10.04
3330,9.906
3340,9.91
3350,10.03
3360,9.997
3370,9.89
3380,10.13
3390,9.896
3400,9.962
3410,10.32
3420,10.03
3430,10
3440,10.23
3450,9.899
3460,10.04
3470,10.11
3480,10
3490,10.4
3500,10.03
