t,eps_f,eps_g
10,0.0153846,0.000769231
20,0.0153846,0.000769231
30,0.0153846,0.000769231
40,0.0153846,0.000769231
50,0.0153846,0.000769231
60,0.0153846,0.000769231
70,0.0153846,0.000769231
80,0.0153846,0.000769231
90,0.0153846,0.000769231
100,0.0153846,0.000769231
110,0.0153846,0.000769231
120,0.0153846,0.000769231
130,0.0153846,0.000769231
140,0.0153846,0.000769231
150,0.0153846,0.000769231
160,0.0153846,0.000769231
170,0.0153846,0.000769231
180,0.0153846,0.000769231
190,0.0153846,0.000769231
200,0.0153846,0.000769231
210,0.0153846,0.000769231
220,0.0153846,0.000769231
230,0.0153846,0.000769231
240,0.0153846,0.000769231
250,0.0153846,0.000769231
260,0.0153846,0.000769231
270,0.0153846,0.000769231
280,0.0153846,0.000769231
290,0.0153846,0.000769231
300,0.0153846,0.000769231
310,0.0153846,0.000769231
320,0.0153846,0.000769231
330,0.0153846,0.000769231
340,0.0153846,0.000769231
350,0.0153846,0.000769231
360,0.0153846,0.000769231
370,0.0153846,0.000769231
380,0.0153846,0.000769231
390,0.0153846,0.000769231
400,0.0153846,0.000769231
410,0.0153846,0.000769231
420,0.0153846,0.000769231
430,0.0153846,0.000769231
440,0.0153846,0.000769231
450,0.0153846,0.000769231
460,0.0153846,0.000769231
470,0.0153846,0.000769231
480,0.0153846,0.000769231
490,0.0153846,0.000769231
500,0.0153846,0.000769231
510,0.0153846,0.000769231
520,0.0153846,0.000769231
530,0.0153846,0.000769231
540,0.0153846,0.000769231
550,0.0153846,0.000769231
560,0.0153846,0.000769231
570,0.0153846,0.000769231
580,0.0153846,0.000769231
590,0.0153846,0.000769231
600,0.0153846,0.000769231
610,0.0153846,0.000769231
620,0.0153846,0.000769231
630,0.0153846,0.000769231
640,0.0153846,0.000769231
650,0.0153846,0.000769231
660,0.0153846,0.000769231
670,0.0153846,0.000769231
680,0.0153846,0.000769231
690,0.0153846,0.000769231
700,0.0153846,0.000769231
710,0.0153846,0.000769231
720,0.0153846,0.000769231
730,0.0153846,0.000769231
740,0.0153846,0.000769231
750,0.0153846,0.000769231
760,0.0153846,0.000769231
770,0.0153846,0.000769231
780,0.0153846,0.000769231
790,0.0153846,0.000769231
800,0.0153846,0.000769231
810,0.0153846,0.000769231
820,0.0153846,0.000769231
830,0.0153846,0.000769231
840,0.0153846,0.000769231
850,0.0153846,0.000769231
860,0.0153846,0.000769231
870,0.0153846,0.000769231
880,0.0153846,0.000769231
890,0.0153846,0.000769231
900,0.0153846,0.000769231
910,0.0153846,0.000769231
920,0.0153846,0.000769231
930,0.0153846,0.000769231
940,0.0153846,0.000769231
950,0.0153846,0.000769231
960,0.0153846,0.000769231
970,0.0153846,0.000769231
980,0.0153846,0.000769231
990,0.0153846,0.000769231
1000,0.0153846,0.000769231
1010,0.0153846,0.000769231
1020,0.0153846,0.000769231
1030,0.0153846,0.000769231
1040,0.0153846,0.000769231
1050,0.0153846,0.000769231
1060,0.0153846,0.000769231
1070,0.0153846,0.000769231
1080,0.0153846,0.000769231
1090,0.0153846,0.000769231
1100,0.0153846,0.000769231
1110,0.0153846,0.000769231
1120,0.0153846,0.000769231
1130,0.0153846,0.000769231
1140,0.0153846,0.000769231
1150,0.0153846,0.000769231
1160,0.0153846,0.000769231
1170,0.0153846,0.000769231
1180,0.0153846,0.000769231
1190,0.0153846,0.000769231
1200,0.0153846,0.000769231
1210,0.0153846,0.000769231
1220,0.0153846,0.000769231
1230,0.0153846,0.000769231
1240,0.0153846,0.000769231
1250,0.0153846,0.000769231
1260,0.0153846,0.000769231
1270,0.0153846,0.000769231
1280,0.0153846,0.000769231
1290,0.0153846,0.000769231
1300,0.0153846,0.000769231
1310,0.0153846,0.000769231
1320,0.0153846,0.000769231
1330,0.0153846,0.000769231
1340,0.0153846,0.000769231
1350,0.0153846,0.000769231
1360,0.0153846,0.000769231
1370,0.0153846,0.000769231
1380,0.0153846,0.000769231
1390,0.0153846,0.000769231
1400,0.0153846,0.000769231
1410,0.0153846,0.000769231
1420,0.0153846,0.000769231
1430,0.0153846,0.000769231
1440,0.0153846,0.000769231
1450,0.0153846,0.000769231
1460,0.0153846,0.000769231
1470,0.0153846,0.000769231
1480,0.0153846,0.000769231
1490,0.0153846,0.000769231
1500,0.0153846,0.000769231
1510,0.0153846,0.000769231
1520,0.0153846,0.000769231
1530,0.0153846,0.000769231
1540,0.0153846,0.000769231
1550,0.0153846,0.000769231
1560,0.0153846,0.000769231
1570,0.0153846,0.000769231
1580,0.0153846,0.000769231
1590,0.0153846,0.000769231
1600,0.0153846,0.000769231
1610,0.0153846,0.000769231
1620,0.0153846,0.000769231
1630,0.0153846,0.000769231
1640,0.0153846,0.000769231
1650,0.0153846,0.000769231
1660,0.0153846,0.000769231
1670,0.0153846,0.000769231
1680,0.0153846,0.000769231
1690,0.0153846,0.000769231
1700,0.0153846,0.000769231
1710,0.0153846,0.000769231
1720,0.0153846,0.000769231
1730,0.0153846,0.000769231
1740,0.0153846,0.000769231
1750,0.0153846,0.000769231
1760,0.0153846,0.000769231
1770,0.0153846,0.000769231
1780,0.0153846,0.000769231
1790,0.0153846,0.000769231
1800,0.0153846,0.000769231
1810,0.0153846,0.000769231
1820,0.0153846,0.000769231
1830,0.0153846,0.000769231
1840,0.0153846,0.000769231
1850,0.0153846,0.000769231
1860,0.0153846,0.000769231
1870,0.0153846,0.000769231
1880,0.0153846,0.000769231
1890,0.0153846,0.000769231
1900,0.0153846,0.000769231
1910,0.0153846,0.000769231
1920,0.0153846,0.000769231
1930,0.0153846,0.000769231
1940,0.0153846,0.000769231
1950,0.0153846,0.000769231
1960,0.0153846,0.000769231
1970,0.0153846,0.000769231
1980,0.0153846,0.000769231
1990,0.0153846,0.000769231
2000,0.0153846,0.000769231
2010,0.0153846,0.000769231
2020,0.0153846,0.000769231
2030,0.0153846,0.000769231
2040,0.0153846,0.000769231
2050,0.0153846,0.000769231
2060,0.0153846,0.000769231
2070,0.0153846,0.000769231
2080,0.0153846,0.000769231
2090,0.0153846,0.000769231
2100,0.0153846,0.000769231
2110,0.0153846,0.000769231
2120,0.0153846,0.000769231
2130,0.0153846,0.000769231
2140,0.0153846,0.000769231
2150,0.0153846,0.000769231
2160,0.0153846,0.000769231
2170,0.0153846,0.000769231
2180,0.0153846,0.000769231
2190,0.0153846,0.000769231
2200,0.0153846,0.000769231
2210,0.0153846,0.000769231
2220,0.0153846,0.000769231
2230,0.0153846,0.000769231
2240,0.0153846,0.000769231
2250,0.0153846,0.000769231
2260,0.0153846,0.000769231
2270,0.0153846,0.000769231
2280,0.0153846,0.000769231
2290,0.0153846,0.000769231
2300,0.0153846,0.000769231
2310,0.0153846,0.000769231
2320,0.0153846,0.000769231
2330,0.0153846,0.000769231
2340,0.0153846,0.000769231
2350,0.0153846,0.000769231
2360,0.0153846,0.000769231
2370,0.0153846,0.000769231
2380,0.0153846,0.000769231
2390,0.0153846,0.000769231
2400,0.0153846,0.000769231
2410,0.0153846,0.000769231
2420,0.0153846,0.000769231
2430,0.0153846,0.000769231
2440,0.0153846,0.000769231
2450,0.0153846,0.000769231
2460,0.0153846,0.000769231
2470,0.0153846,0.000769231
2480,0.0153846,0.000769231
2490,0.0153846,0.000769231
2500,0.0153846,0.000769231
2510,0.0153846,0.000769231
2520,0.0153846,0.000769231
2530,0.0153846,0.000769231
2540,0.0153846,0.000769231
2550,0.0153846,0.000769231
2560,0.0153846,0.000769231
2570,0.0153846,0.000769231
2580,0.0153846,0.000769231
2590,0.0153846,0.000769231
2600,0.0153846,0.000769231
2610,0.0153846,0.000769231
2620,0.0153846,0.000769231
2630,0.0153846,0.000769231
2640,0.0153846,0.000769231
2650,0.0153846,0.000769231
2660,0.0153846,0.000769231
2670,0.0153846,0.000769231
2680,0.0153846,0.000769231
2690,0.0153846,0.000769231
2700,0.0153846,0.000769231
2710,0.0153846,0.000769231
2720,0.0153846,0.000769231
2730,0.0153846,0.000769231
2740,0.0153846,0.000769231
2750,0.0153846,0.000769231
2760,0.0153846,0.000769231
2770,0.0153846,0.000769231
2780,0.0153846,0.000769231
2790,0.0153846,0.000769231
2800,0.0153846,0.000769231
2810,0.0153846,0.000769231
2820,0.0153846,0.000769231
2830,0.0153846,0.000769231
2840,0.0153846,0.000769231
2850,0.0153846,0.000769231
2860,0.0153846,0.000769231
2870,0.0153846,0.000769231
2880,0.0153846,0.000769231
2890,0.0153846,0.000769231
2900,0.0153846,0.000769231
2910,0.0153846,0.000769231
2920,0.0153846,0.000769231
2930,0.0153846,0.000769231
2940,0.0153846,0.000769231
2950,0.0153846,0.000769231
2960,0.0153846,0.000769231
2970,0.0153846,0.000769231
2980,0.0153846,0.000769231
2990,0.0153846,0.000769231
3000,0.0153846,0.000769231
3010,0.0153846,0.000769231
3020,0.0153846,0.000769231
3030,0.0153846,0.000769231
3040,0.0153846,0.000769231
3050,0.0153846,0.000769231
3060,0.0153846,0.000769231
3070,0.0153846,0.000769231
3080,0.0153846,0.000769231
3090,0.0153846,0.000769231
3100,0.0153846,0.000769231
3110,0.0153846,0.000769231
3120,0.0153846,0.000769231
3130,0.0153846,0.000769231
3140,0.0153846,0.000769231
3150,0.0153846,0.000769231
3160,0.0153846,0.000769231
3170,0.0153846,0.000769231
3180,0.0153846,0.000769231
3190,0.0153846,0.000769231
3200,0.0153846,0.000769231
3210,0.0153846,0.000769231
3220,0.0153846,0.000769231
3230,0.0153846,0.000769231
3240,0.0153846,0.000769231
3250,0.0153846,0.000769231
3260,0.0153846,0.000769231
3270,0.0153846,0.000769231
3280,0.0153846,0.000769231
3290,0.0153846,0.000769231
3300,0.0153846,0.000769231
3310,0.0153846,0.000769231
3320,0.0153846,0.000769231
3330,0.0153846,0.000769231
3340,0.0153846,0.000769231
3350,0.0153846,0.000769231
3360,0.0153846,0.000769231
3370,0.0153846,0.000769231
3380,0.0153846,0.000769231
3390,0.0153846,0.000769231
3400,0.0153846,0.000769231
3410,0.0153846,0.000769231
3420,0.0153846,0.000769231
3430,0.0153846,0.000769231
3440,0.0153846,0.000769231
3450,0.0153846,0.000769231
3460,0.0153846,0.000769231
3470,0.0153846,0.000769231
3480,0.0153846,0.000769231
3490,0.0153846,0.000769231
3500,0.0153846,0.000769231
