ReTr(Lx),ImTr(Lx)
-0.10184,0.0635047
0.105576,-0.0288777
0.0254363,0.00518036
0.0365678,-0.143674
0.0365678,-0.143674
0.08392,-0.0365558
-0.0124426,-0.132039
0.0769797,-0.101116
0.0769797,-0.101116
0.0515495,-0.0281111
0.0515495,-0.0281111
0.12545,0.0988117
-0.071891,0.121063
-0.0459204,0.0469944
-0.0938075,0.225692
0.0386953,-0.0159506
0.0386953,-0.0159506
0.130179,0.115636
-0.0383407,0.0116326
-0.00116207,-0.145496
-0.00116206,-0.145496
-0.00116206,-0.145496
-0.0228834,0.0861433
-0.00237878,0.123365
0.0509027,-0.123914
0.0509027,-0.123914
-0.00222986,-0.0634744
-0.0397575,-0.0395897
-0.157122,-0.0311902
-0.157122,-0.0311902
-0.161702,-0.0612987
-0.100173,-0.0228374
-0.00630048,0.0113653
0.0184512,-0.0430543
-0.0512447,0.0751478
-0.0512447,0.0751478
0.0426192,-0.00475483
-0.0159393,0.0928992
-0.0159393,0.0928992
-0.0159393,0.0928992
-0.0272626,-0.0222488
0.09521,-0.0397662
0.114634,-0.0337502
0.0400344,-0.118656
-0.0239012,-0.0751278
-0.0913858,0.0851017
-0.0913858,0.0851017
0.0346767,0.122039
0.152537,-0.0494593
0.0637431,-0.0668998
0.140462,-0.0995808
-0.000831358,0.171857
-0.0925592,0.0250102
0.0046863,0.128752
0.0046863,0.128752
0.0346668,0.00703204
0.0160609,-0.0572596
-0.000466814,-0.115022
-0.21208,-0.0780714
-0.270605,0.0824638
-0.32517,0.0164457
-0.202273,0.136278
0.0598808,0.131296
-0.161667,0.127046
-0.0780253,0.0928908
-0.0205802,-0.159408
-0.0559862,0.00247477
0.0670732,0.0752362
-0.148046,0.0753682
0.0558447,-0.118448
-0.0564352,-0.167564
-0.261472,-0.0082512
0.0674459,0.261424
0.180197,0.118325
0.00956883,-0.0732384
0.00956883,-0.0732384
0.0410124,0.0165157
-0.0645464,0.144074
0.0694029,0.1482
0.0694029,0.1482
-0.113285,0.13627
-0.134087,0.0515426
-0.0265408,0.0470625
0.0479357,-0.0386623
-0.0374559,-0.0712654
-0.0514588,-0.0771322
-0.0514588,-0.0771322
-0.0514588,-0.0771322
-0.0514588,-0.0771322
0.0574554,0.0734477
0.00973142,0.0496073
-0.00868117,-0.160036
0.134313,0.0231469
0.134313,0.0231469
0.09222,-0.0469293
-0.0626415,-0.0164607
-0.0626415,-0.0164607
-0.20938,-0.0433524
-0.0681087,-0.102983
-0.0281742,-0.129546
0.000692442,0.104201
0.0367195,0.109097
0.0238982,0.013958
-0.0341184,-0.184581
-0.0341184,-0.184581
0.00444562,0.0599019
-0.0194541,0.0970675
-0.070878,0.00397454
-0.070878,0.00397454
-0.036928,-0.00213733
0.0388172,0.0319858
-0.0225562,0.0536764
-0.0225562,0.0536764
-0.166692,-0.0320825
-0.111511,0.10316
-0.101596,0.136101
-0.101596,0.136101
-0.10022,-0.0627402
0.0109345,0.00989042
0.0597934,-0.125829
0.0565574,-0.10084
0.0504903,0.117183
-0.0886975,0.0766541
0.0177877,0.131379
0.0647616,-0.00254455
-0.00694239,-0.0111388
-0.00877683,-0.0267737
-0.0568492,0.0151953
0.103617,0.0340461
0.025005,0.0701179
-0.0418602,-0.0140101
-0.0301426,0.0215413
-0.0832278,-0.134787
-0.192072,0.0118344
-0.192072,0.0118344
-0.192072,0.0118344
-0.122574,0.116289
-0.189214,-0.0770938
-0.166129,-0.0194742
-0.166129,-0.0194742
-0.166129,-0.0194742
-0.166129,-0.0194742
-0.128494,-0.217331
-0.053725,-0.290917
-0.11992,-0.0605915
-0.11992,-0.0605915
-0.0537626,0.101374
0.0107767,0.0178224
-0.0543904,0.0922983
-0.102304,0.257829
-0.102304,0.257829
-0.00986317,0.014545
-0.0374941,0.0717276
-0.0374941,0.0717276
-0.0918317,0.0620864
0.0335529,0.086985
0.0644189,0.0477867
-0.0726053,0.0701726
0.0580422,0.177244
-0.0787288,-0.0509819
0.0271802,-0.0659208
0.0049396,-0.0467
0.0049396,-0.0467
0.0166575,-0.119485
0.0145005,-0.0413048
-0.066554,0.0211817
-0.066554,0.0211817
-0.226413,0.168285
-0.226413,0.168285
-0.159073,0.00414512
-0.154036,-0.0305266
-0.0332947,-0.13501
-0.0332947,-0.13501
-0.0901158,-0.230302
0.0531134,-0.0981258
-0.0190668,-0.121443
-0.127903,0.0352181
-0.189092,0.140077
-0.0603671,-0.0488667
-0.113743,-0.0920083
-0.0978667,-0.0185913
0.0654003,0.0324299
-0.0616113,0.0722212
0.109314,0.0793327
0.162346,0.121579
0.0120128,-0.132907
0.0576755,-0.119055
0.0655395,0.0689992
0.0998025,-0.0961508
0.0998025,-0.0961508
0.0169143,0.0210383
-0.0528759,0.0194389
-0.0952725,-0.0463013
0.166673,-0.107011
0.0869817,0.0174609
-0.0600724,0.0805225
-0.0667182,0.0146327
-0.0720597,0.00528983
0.0624878,-0.164688
-0.0074742,-0.0374457
-0.0548602,0.20802
-0.0392293,0.102127
-0.0392293,0.102127
0.0876083,-0.0511586
0.102208,-0.0803343
-0.197303,-0.107459
-0.0704017,0.166271
0.10558,0.000975517
0.10558,0.000975517
0.0899275,0.125732
-0.0645423,0.154082
0.000395177,0.0525653
0.034497,0.0777841
0.034497,0.0777841
0.034497,0.0777841
-0.0105736,-0.121308
-0.0105736,-0.121308
0.0376403,-0.0607702
-0.137612,-0.264777
0.0304336,-0.161547
-0.10823,-0.0876042
-0.136637,-0.170159
0.0670833,-0.176798
-0.000882267,0.0376275
0.00178882,0.111246
-0.178917,0.0139993
-0.16174,-0.100096
-0.0507076,-0.00292218
-0.150404,-0.027848
-0.000242118,0.197146
-0.000242119,0.197146
-0.0411562,-0.0591967
-0.137942,-0.0643896
-0.0109684,0.0629917
0.0387806,0.156268
0.0330525,0.0271197
-0.148052,0.195568
0.186285,0.112355
0.103283,0.10235
-0.000480214,0.0193763
0.0492744,0.0714029
0.0492744,0.0714029
-0.104945,-0.142833
-0.176421,0.000824512
-0.0713232,0.0996425
0.00482277,0.0638218
0.00482277,0.0638218
-0.0869342,-0.00450427
-0.0447547,0.0146917
-0.0728447,-0.0274369
-0.0425464,-0.0549886
-0.107077,0.0690324
-0.117212,-0.030411
-0.117212,-0.030411
-0.206856,0.266353
-0.206856,0.266353
-0.0293638,0.27162
-0.0293638,0.27162
-0.0716806,0.0332181
0.0683653,0.209028
0.00174508,0.0152175
0.00174508,0.0152175
-0.132183,0.0962808
-0.0802404,-0.0496842
-0.0802404,-0.0496842
-0.0802404,-0.0496842
-0.00578707,-0.0821005
-0.0530229,-0.0505232
-0.0354877,-0.131819
-0.110751,-0.098375
0.015442,0.0464198
-0.0102349,-0.0805162
-0.08641,0.0294215
-0.153943,0.0505654
-0.0185397,0.0689037
-0.115727,0.0600508
0.0938742,0.0278192
0.208327,0.0731078
0.284823,-0.0459183
0.284823,-0.0459183
-0.0123429,0.0759996
0.112491,0.0770992
0.112491,0.0770992
-0.0547999,-0.0532527
0.0396179,0.131687
-0.134331,-0.0142881
-0.134331,-0.0142881
0.161225,-0.101392
0.0593539,-0.0449829
-0.0728571,0.0218031
0.00593126,-0.036435
0.00704047,0.271901
-0.0555567,0.175847
-0.104658,0.0892775
-0.128224,-0.0106561
0.0154015,-0.113117
-0.0631292,-0.0586761
-0.0127813,-0.0621215
0.0637243,0.0131697
0.00088435,-0.126375
-0.00645672,-0.102758
-0.008739,0.00813177
-0.008739,0.00813177
0.0241984,-0.116403
0.0241984,-0.116403
-0.0670631,-0.00552235
-0.0262962,-0.0179393
0.0224699,-0.0484221
0.0233357,0.0140839
0.107567,0.164374
-0.0165298,0.102008
-0.0165298,0.102008
0.133624,-0.120988
0.000797832,0.0345577
0.000797832,0.0345577
-0.0999342,-0.0284152
0.119453,-0.037003
0.0665553,-0.236282
0.0665553,-0.236282
0.0665553,-0.236282
-0.109785,-0.0605034
-0.119162,-0.0124181
-0.119162,-0.0124181
-0.0736984,0.00216232
0.14651,-0.0109123
0.0630735,-0.0765747
0.278053,-0.138549
0.09945,-0.1501
0.226353,0.0190777
0.0395457,0.0900008
0.0305889,0.0441267
-0.0486909,-0.00292658
0.0566997,-0.0920683
0.0566997,-0.0920683
0.0454097,0.0987075
-0.0338549,-0.0437709
-0.105482,-0.0449012
-0.0382409,-0.0273221
-0.0382409,-0.0273221
-0.0275942,-0.088655
-0.0699082,0.0609705
0.0250748,-0.0129792
0.0250748,-0.0129792
-0.0109414,-0.276206
