t,deltaS
1,-0.6273
2,0.4407
3,0.1068
4,-0.433
5,0.2733
6,0.3547
7,0.2597
8,-0.2313
9,0.4702
10,-0.3044
11,0.3067
12,0.01864
13,0.5124
14,-0.576
15,-0.1336
16,-0.1724
17,0.6771
18,0.8792
19,0.08308
20,-0.2116
21,0.366
22,0.5738
23,0.5256
24,-0.03442
25,0.1368
26,0.2107
27,-0.3635
28,0.3252
29,0.06158
30,0.628
31,0.1542
32,0.04682
33,-0.3957
34,0.2992
35,-1.239
36,0.4696
37,0.2558
38,-0.5681
39,0.5826
40,0.5875
41,0.3507
42,-0.4867
43,0.386
44,0.133
45,-0.3527
46,-0.2651
47,0.8109
48,-0.481
49,-0.5749
50,0.08571
51,0.04327
52,0.07799
53,0.282
54,0.105
55,0.4575
56,-0.001579
57,-0.352
58,-0.3452
59,-0.7268
60,0.08619
61,-0.2103
62,-0.1896
63,-0.3094
64,0.2188
65,0.05374
66,0.2002
67,-0.2573
68,0.1451
69,-0.143
70,0.2139
71,0.2266
72,-0.2179
73,-0.2433
74,0.3222
75,0.9832
76,0.1746
77,-0.1398
78,-0.518
79,0.4046
80,0.5051
81,-0.001727
82,-0.04958
83,-0.3196
84,0.7349
85,-0.0106
86,-0.3858
87,0.7314
88,0.2762
89,0.9617
90,0.2227
91,0.3711
92,0.1062
93,0.1665
94,0.5489
95,0.2067
96,0.5017
97,0.2856
98,0.4878
99,-0.7923
100,0.9722
101,0.5566
102,0.09184
103,-0.01157
104,0.1515
105,0.6837
106,-0.04332
107,0.377
108,0.01454
109,0.5814
110,0.2966
111,0.04645
112,-0.1792
113,0.6027
114,0.2438
115,-0.3618
116,-0.2749
117,0.1934
118,0.01922
119,-0.1969
120,0.5679
121,0.1839
122,0.04617
123,0.1673
124,-0.1812
125,0.6932
126,-0.1263
127,-0.05536
128,-0.6806
129,0.07905
130,-0.7441
131,0.08848
132,0.5697
133,0.1282
134,-0.0785
135,0.403
136,0.3467
137,0.4168
138,0.3458
139,-0.3721
140,0.2811
141,0.401
142,0.4404
143,0.4914
144,0.4325
145,0.5582
146,0.5901
147,-0.3657
148,-0.5249
149,0.1822
150,-0.2885
151,0.588
152,-0.3727
153,-0.2254
154,0.2411
155,-0.3958
156,-0.1727
157,0.06691
158,0.1628
159,-0.02787
160,0.3925
161,-0.1507
162,-0.457
163,0.1706
164,0.3148
165,-0.4313
166,0.02746
167,0.6259
168,0.5037
169,0.3848
170,-0.01019
171,0.3124
172,-0.1555
173,0.5939
174,0.4921
175,0.3433
176,0.2917
177,-0.7448
178,-0.08211
179,1.058
180,-0.02264
181,0.05514
182,0.4052
183,0.3837
184,0.02893
185,-0.0686
186,-0.2098
187,-0.2351
188,-0.1616
189,0.04635
190,0.8126
191,-0.02131
192,0.4738
193,0.5058
194,0.06901
195,-0.1939
196,-0.324
197,0.4335
198,-0.2117
199,0.1834
200,-0.4025
201,0.2461
202,0.1297
203,0.7585
204,-0.4194
205,-0.0351
206,-0.3689
207,0.03277
208,0.2463
209,0.537
210,0.4341
211,-0.04898
212,-0.1384
213,-0.1292
214,0.4353
215,0.5263
216,0.4189
217,0.7547
218,-0.3023
219,0.1952
220,0.02102
221,0.4995
222,-1.126
223,0.2053
224,-0.03383
225,-0.4401
226,-0.3532
227,0.2473
228,-0.2219
229,-0.2552
230,-0.1684
231,0.5348
232,0.1125
233,1.01
234,-0.08971
235,0.07722
236,-0.1926
237,-0.2971
238,0.3882
239,-0.2724
240,0.3265
241,0.4432
242,0.7617
243,0.1496
244,0.2663
245,-0.2937
246,-0.5769
247,0.7145
248,-0.1292
249,-0.4631
250,-0.3097
251,0.4719
252,0.1766
253,0.2671
254,0.144
255,-0.4384
256,0.3168
257,-0.6837
258,0.7856
259,-0.1664
260,-0.2118
261,-0.444
262,0.7985
263,-0.277
264,-0.3535
265,0.8136
266,0.3107
267,0.2932
268,-0.2791
269,-0.4687
270,-0.281
271,0.02469
272,-0.296
273,-0.5296
274,0.1742
275,-0.2873
276,-0.06941
277,0.0225
278,0.3929
279,-0.2492
280,0.4606
281,-0.5924
282,-0.1573
283,0.6257
284,-0.0251
285,-0.6092
286,0.02376
287,0.5649
288,-0.07013
289,0.4186
290,-0.7772
291,0.2419
292,-0.5639
293,0.4922
294,-0.6776
295,-0.03477
296,-0.5225
297,0.01226
298,0.1167
299,0.01898
300,-0.03623
301,-0.2887
302,0.8283
303,0.3568
304,0.1105
305,0.371
306,-0.1205
307,0.008691
308,0.1181
309,0.06879
310,0.8188
311,-0.06279
312,0.5301
313,-0.4923
314,0.3189
315,0.1485
316,0.5433
317,-0.02401
318,0.176
319,0.2467
320,0.7322
321,-0.2603
322,0.4258
323,0.4373
324,0.4982
325,0.1681
326,0.7074
327,0.06255
328,-0.4974
329,-0.03718
330,0.1077
331,0.3325
332,0.01412
333,0.3246
334,0.3781
335,-0.09492
336,-0.3529
337,0.2529
338,0.08647
339,1.137
340,0.3112
341,-0.2195
342,0.168
343,0.115
344,-0.5387
345,0.009507
346,0.477
347,-0.03145
348,0.343
349,0.2429
350,0.4571
351,0.1478
352,0.1073
353,-0.2428
354,-0.2826
355,-0.1998
356,0.523
357,0.5107
358,0.5461
359,-0.1714
360,-0.4264
361,0.2176
362,0.7241
363,-0.4217
364,0.5597
365,0.2767
366,0.01857
367,0.19
368,0.3774
369,0.9376
370,0.3367
371,-0.3781
372,-0.103
373,-0.1466
374,0.3232
375,1.297
376,0.1789
377,0.05856
378,0.1584
379,-0.133
380,0.07154
381,-0.06304
382,0.6882
383,0.509
384,-0.657
385,0.03729
386,0.1657
387,-0.1503
388,-0.5969
389,0.47
390,0.6588
391,0.1406
392,-0.2271
393,0.4141
394,-0.306
395,-0.4143
396,-0.2031
397,-0.5768
398,0.01143
399,0.3291
400,-0.2778
401,0.1727
402,-0.5493
403,-0.5331
404,0.3941
405,-0.3354
406,0.3457
407,0.539
408,0.5618
409,0.435
410,-0.1196
411,0.003598
412,0.2739
413,0.2491
414,0.2965
415,-0.4326
416,-0.1603
417,0.2345
418,0.02884
419,0.2417
420,0.1704
421,0.1957
422,0.06832
423,-0.3409
424,0.2011
425,-0.4302
426,0.8924
427,0.2187
428,0.3513
429,0.5911
430,0.08279
431,0.4374
432,0.04383
433,-0.705
434,-0.3376
435,0.3025
436,-0.3826
437,0.27
438,-0.5402
439,0.22
440,0.07986
441,0.6351
442,0.6117
443,-0.3048
444,-0.7513
445,-0.05893
446,0.03552
447,0.1234
448,0.005871
449,0.04562
450,0.1475
451,0.05221
452,-0.5861
453,0.5493
454,-0.4924
455,-0.6983
456,-0.209
457,0.05075
458,0.1589
459,0.261
460,-0.01628
461,0.1656
462,0.6154
463,0.3479
464,0.1035
465,-0.4841
466,-0.1673
467,0.6145
468,0.5013
469,0.7481
470,-0.0232
471,-0.118
472,0.9378
473,0.4005
474,0.2556
475,-0.5579
476,0.2279
477,0.6596
478,0.6111
479,-0.1864
480,-0.0105
481,0.3183
482,-0.2821
483,0.1932
484,0.1848
485,0.2251
486,0.6562
487,-0.5896
488,0.3599
489,-0.6269
490,-0.5346
491,-0.3729
492,0.4124
493,0.3577
494,0.5731
495,0.6909
496,-0.3702
497,0.8053
498,0.5918
499,-0.08919
500,-0.5487
501,0.1952
502,-0.3469
503,0.2143
504,0.2487
505,-0.1608
506,-0.2328
507,-0.1614
508,-0.4543
509,0.2678
510,-0.09799
511,-0.01632
512,-0.09502
513,0.7044
514,0.2957
515,0.7921
516,-0.134
517,-0.37
518,0.4664
519,0.4337
520,-0.03681
521,-0.09762
522,-0.3404
523,0.372
524,0.4803
525,0.1869
526,0.156
527,0.2066
528,-0.2
529,0.8673
530,0.3155
531,0.1765
532,0.8694
533,-0.04481
534,0.07361
535,0.5786
536,-0.6141
537,0.1686
538,-0.9285
539,-0.08796
540,-0.168
541,-0.1249
542,0.7988
543,0.0415
544,0.3795
545,0.05429
546,-0.02948
547,0.4602
548,0.9192
549,0.1441
550,0.1993
551,0.4972
552,0.4569
553,0.2183
554,-0.6158
555,0.007182
556,0.2621
557,0.6389
558,-0.4376
559,-0.2484
560,-0.3735
561,0.2568
562,0.1527
563,-0.3548
564,0.2689
565,-0.2277
566,-0.7839
567,-0.1432
568,0.4427
569,-0.1712
570,0.3146
571,0.7752
572,0.6856
573,-0.0986
574,0.324
575,1.121
576,0.3775
577,-0.2926
578,-0.6787
579,-0.01766
580,-0.1063
581,0.5009
582,0.204
583,0.5373
584,0.1043
585,-0.3043
586,0.3706
587,-0.3187
588,-0.4424
589,-0.1202
590,0.8137
591,-0.1405
592,0.07395
593,-0.1566
594,0.6582
595,0.2701
596,0.2774
597,0.1769
598,0.1664
599,0.7004
600,0.5058
601,0.2247
602,-1.019
603,0.08655
604,0.1762
605,0.6838
606,0.1001
607,-0.5022
608,-0.786
609,-0.4818
610,-0.5371
611,-0.0861
612,-0.2966
613,0.6607
614,0.1741
615,0.918
616,0.1652
617,-0.1551
618,-0.9245
619,1.243
620,-0.154
621,0.485
622,-0.4434
623,-0.3011
624,-0.9079
625,-0.1629
626,0.8104
627,0.04044
628,-0.3289
629,0.000532
630,0.209
631,-0.478
632,0.6522
633,-0.1238
634,-0.1791
635,-0.2836
636,-0.7942
637,0.6566
638,0.9701
639,1.051
640,-0.1877
641,-0.01329
642,0.1346
643,0.3332
644,0.2334
645,-0.5397
646,-0.273
647,-0.3449
648,-0.07682
649,-0.2715
650,0.4089
651,0.4487
652,0.338
653,-1.053
654,-0.2763
655,0.532
656,-0.4526
657,0.2695
658,0.3312
659,-0.3054
660,0.1874
661,-0.24
662,0.8653
663,-0.332
664,-0.05946
665,0.2263
666,-0.7104
667,0.3254
668,-0.7326
669,0.4617
670,0.9101
671,0.09799
672,0.8632
673,0.02315
674,-0.02193
675,-0.1967
676,0.3495
677,-0.3778
678,0.3004
679,0.2019
680,-0.3892
681,0.2838
682,0.4937
683,0.05269
684,-0.1729
685,0.1632
686,0.4949
687,0.3795
688,-1.159
689,0.2326
690,0.2314
691,-0.09834
692,0.5137
693,-0.0753
694,-0.2793
695,-0.2957
696,-0.183
697,-0.1272
698,-0.7573
699,-0.8663
700,-0.2998
701,-0.2506
702,0.004732
703,-0.1287
704,-0.461
705,0.2786
706,0.2773
707,-0.3589
708,0.1706
709,-0.2506
710,-0.6724
711,-0.07143
712,0.3546
713,0.3857
714,0.3055
715,0.5486
716,0.538
717,-0.7046
718,0.1358
719,-0.2431
720,0.2771
721,0.17
722,0.2655
723,0.05407
724,0.4297
725,0.09466
726,-0.008177
727,-0.6384
728,0.5973
729,-0.4198
730,0.2207
731,-0.1812
732,-0.2204
733,-0.399
734,0.01023
735,0.3009
736,-0.07015
737,0.3903
738,-0.2011
739,-0.2361
740,0.1303
741,0.3262
742,-0.01777
743,0.4432
744,0.336
745,0.07809
746,0.7035
747,0.02714
748,0.02011
749,-0.2948
750,1.097
751,0.5428
752,-0.2439
753,0.1279
754,-0.1748
755,0.1955
756,-1.087
757,0.182
758,0.3726
759,0.111
760,0.6191
761,-0.3076
762,0.5521
763,0.6009
764,-0.1686
765,-0.007546
766,-0.158
767,-0.01116
768,-0.4225
769,0.137
770,0.3667
771,0.6044
772,0.5793
773,-0.2214
774,0.3709
775,-0.005539
776,-0.3536
777,-0.2971
778,0.4916
779,0.1684
780,0.3277
781,0.7247
782,0.4458
783,0.1268
784,0.136
785,-0.9733
786,0.6053
787,-0.2747
788,0.1242
789,-0.07416
790,0.02954
791,0.2008
792,0.4564
793,-0.3386
794,0.185
795,0.9098
796,0.04132
797,-0.3424
798,0.03698
799,0.1169
800,-0.2399
801,0.01836
802,-0.1209
803,0.09525
804,0.7918
805,0.6856
806,0.1185
807,-0.1956
808,0.2706
809,-0.3683
810,0.2837
811,0.5356
812,-0.2398
813,-0.1277
814,0.6761
815,0.4704
816,-0.4199
817,0.08675
818,0.2996
819,0.5793
820,0.134
821,0.5262
822,-0.4222
823,0.2568
824,0.5041
825,0.2282
826,0.4376
827,-0.1586
828,0.3972
829,-0.1291
830,0.362
831,0.1481
832,0.5473
833,0.4126
834,0.4518
835,0.4778
836,-0.3097
837,-0.3601
838,0.348
839,1.263
840,0.02283
841,0.6211
842,-0.7654
843,0.3402
844,0.3116
845,-0.68
846,-0.1896
847,-0.8514
848,0.08734
849,-0.02228
850,0.1751
851,1.082
852,-0.1604
853,0.1217
854,-0.01323
855,-0.3183
856,0.829
857,0.6728
858,0.2552
859,0.8474
860,0.05882
861,-0.2863
862,-0.01763
863,0.649
864,0.224
865,-0.1742
866,0.6222
867,0.068
868,0.6525
869,0.1171
870,0.8332
871,-0.5634
872,0.1564
873,0.4416
874,-0.1219
875,-0.585
876,0.3055
877,-0.8832
878,-0.333
879,0.247
880,0.1899
881,-0.2484
882,-0.3806
883,-0.5404
884,0.5301
885,-0.4948
886,0.3658
887,0.02271
888,0.2211
889,0.5186
890,0.7324
891,-0.4014
892,0.663
893,-0.9628
894,0.3178
895,0.3174
896,0.4354
897,-0.1228
898,0.4934
899,0.04567
900,-0.3053
901,0.3649
902,0.2426
903,0.2182
904,0.2383
905,0.2636
906,0.07896
907,0.05831
908,-0.1955
909,-0.01106
910,0.2788
911,0.286
912,0.3199
913,-0.5351
914,0.5639
915,0.5854
916,0.1056
917,-0.06507
918,0.9454
919,-0.1517
920,0.6614
921,0.2886
922,0.1805
923,-0.1293
924,-0.1276
925,0.144
926,0.4261
927,-0.1577
928,0.5391
929,0.4573
930,-0.5606
931,0.01504
932,0.184
933,-0.004557
934,0.615
935,0.7164
936,0.1031
937,0.03998
938,-0.3583
939,-0.07016
940,0.3105
941,0.5355
942,0.3718
943,-0.2163
944,-0.5768
945,0.03175
946,-0.03349
947,-0.009525
948,-0.2423
949,0.2497
950,-0.102
951,0.2208
952,-0.6257
953,0.6245
954,0.07726
955,0.1123
956,-0.05582
957,0.7351
958,-0.4457
959,0.7298
960,-0.39
961,0.1869
962,0.01842
963,0.3524
964,-0.2965
965,-0.4465
966,0.1629
967,-0.286
968,-0.1397
969,0.1766
970,-0.02733
971,-0.5155
972,0.02573
973,-0.3067
974,1.31
975,0.8687
976,0.1824
977,0.1974
978,0.1261
979,0.537
980,0.3302
981,0.4732
982,0.09693
983,0.1337
984,0.3613
985,-0.2806
986,0.2853
987,0.6033
988,0.09423
989,-0.1123
990,-0.3295
991,0.06622
992,0.4572
993,0.5514
994,0.07501
995,-0.1063
996,0.2958
997,0.5837
998,0.545
999,-0.4498
1000,-0.08997
1001,0.07907
1002,-0.4071
1003,0.4178
1004,-0.4061
1005,-0.7153
1006,0.3566
1007,-0.07909
1008,0.545
1009,0.02513
1010,0.844
1011,0.05655
1012,0.4709
1013,0.4236
1014,-0.1445
1015,-0.9601
1016,0.055
1017,-0.1097
1018,0.4824
1019,0.2156
1020,0.5859
1021,-0.4812
1022,-0.1861
1023,-0.3834
1024,0.8639
1025,0.3365
1026,0.2456
1027,0.1286
1028,0.4681
1029,-0.2758
1030,-0.2656
1031,1.166
1032,0.4744
1033,0.8959
1034,-0.6952
1035,0.6102
1036,-0.6483
1037,-0.1631
1038,0.1322
1039,0.5694
1040,0.3664
1041,-0.154
1042,0.8994
1043,0.7732
1044,0.1992
1045,0.7823
1046,0.1714
1047,-0.2981
1048,-0.06226
1049,0.318
1050,0.2389
1051,0.5169
1052,0.606
1053,0.05252
1054,-0.002913
1055,-0.1121
1056,-0.1723
1057,0.0973
1058,-0.3059
1059,-0.5557
1060,-0.3661
1061,0.1721
1062,0.2875
1063,-0.4789
1064,-0.9988
1065,-0.2869
1066,0.06353
1067,0.06855
1068,-0.3381
1069,0.4792
1070,0.3828
1071,0.01686
1072,0.2057
1073,0.01362
1074,-0.07387
1075,-0.1782
1076,-0.7725
1077,0.7277
1078,-0.004223
1079,0.291
1080,-0.7573
1081,0.7828
1082,0.4875
1083,0.05836
1084,-0.03105
1085,0.3929
1086,0.6797
1087,0.2229
1088,1.009
1089,-0.4569
1090,-0.3471
1091,0.744
1092,0.5848
1093,0.3764
1094,0.1066
1095,0.8443
1096,0.5044
1097,-0.2454
1098,-0.1752
1099,0.7555
1100,0.5364
1101,-0.05473
1102,0.2016
1103,0.1549
1104,1.022
1105,0.2321
1106,0.9541
1107,0.06407
1108,0.1805
1109,1.075
1110,0.2386
1111,-0.8088
1112,-0.04094
1113,-0.4465
1114,-0.02274
1115,-0.1645
1116,-0.3911
1117,0.4246
1118,-0.2984
1119,0.04428
1120,-0.08759
1121,0.322
1122,0.4358
1123,0.2997
1124,0.127
1125,0.5459
1126,-0.007522
1127,-1.067
1128,0.231
1129,0.3764
1130,0.7659
1131,0.1234
1132,-0.2722
