MDTU,0,2,4,6,8,10
10,0.0530441,0.053616,0.0564492,0.0566453,0.0576292,0.0579842
20,0.0568748,0.0570866,0.0581953,0.0582544,0.0587124,0.0587804
30,0.0574519,0.0575135,0.0595806,0.0598503,0.0607218,0.0609751
40,0.0570078,0.0571806,0.058093,0.0583838,0.0589574,0.0589811
50,0.0565268,0.0568337,0.0578731,0.0582796,0.0588016,0.0588076
60,0.0570335,0.0571082,0.0587323,0.058768,0.0596506,0.0598317
70,0.0536005,0.0537969,0.0554322,0.05555,0.0575126,0.0577993
80,0.0568369,0.0569692,0.0570557,0.0570779,0.057938,0.0579658
90,0.0552392,0.0556701,0.0565962,0.0567633,0.0575548,0.0576032
100,0.0549785,0.0551691,0.0556112,0.0560053,0.0576022,0.0579682
110,0.0567145,0.0567515,0.0584926,0.0587257,0.0590235,0.0591984
120,0.0562161,0.057125,0.0577133,0.0582592,0.0583596,0.0587039
130,0.0547971,0.0548164,0.0569033,0.0575506,0.0582083,0.0585407
140,0.0580365,0.0581637,0.0595579,0.0597549,0.0608769,0.0610535
150,0.0589644,0.0592579,0.0611447,0.0612193,0.0620286,0.0621744
160,0.0558422,0.0564342,0.0564752,0.0569317,0.0588805,0.0589493
170,0.0543649,0.0545806,0.0556372,0.0556765,0.0563469,0.0563967
180,0.0552818,0.055458,0.0569801,0.0575115,0.0583003,0.058646
190,0.0566029,0.0566955,0.0577004,0.0577066,0.0584545,0.0587725
200,0.0554928,0.055581,0.0571529,0.0576683,0.058299,0.0584208
210,0.0540089,0.0541385,0.0554636,0.0555504,0.0564542,0.0567987
220,0.0514926,0.0515329,0.0537279,0.0537468,0.0551449,0.0553905
230,0.0571251,0.0574218,0.0582905,0.0585675,0.0593951,0.0596475
240,0.0545509,0.0552103,0.0557408,0.0562291,0.0566264,0.0568766
250,0.0557879,0.0559026,0.0567372,0.0571093,0.0575592,0.0577317
260,0.0526155,0.052751,0.0548407,0.0548662,0.05595,0.0560717
270,0.0579689,0.058056,0.0597689,0.0599722,0.0609533,0.0611986
280,0.0557482,0.0560943,0.0576359,0.0576985,0.0583426,0.0589039
290,0.0567023,0.0568458,0.0591499,0.059199,0.0597987,0.0599579
300,0.0574246,0.057672,0.0583293,0.0587145,0.0595101,0.0597658
310,0.056142,0.0566427,0.057726,0.0580324,0.0587141,0.058758
320,0.0572762,0.0575773,0.0586629,0.0588981,0.0593077,0.0594725
330,0.0552882,0.0554372,0.0565862,0.0568737,0.0573239,0.057845
340,0.056725,0.0569127,0.0579725,0.0584496,0.0584831,0.0586239
350,0.0574917,0.0575074,0.0591473,0.0593772,0.0597759,0.0598339
360,0.0599632,0.0603691,0.0610631,0.0616676,0.0619818,0.0622542
370,0.0586037,0.0587453,0.0597983,0.0599772,0.060817,0.0608508
380,0.0528175,0.0533981,0.0544327,0.0549096,0.056315,0.0566677
390,0.0557801,0.0558176,0.0572521,0.0577904,0.0584089,0.0585107
400,0.0546825,0.0550689,0.0571073,0.0573905,0.0577163,0.0582179
410,0.0566124,0.0567296,0.059066,0.0591891,0.0599324,0.0602427
420,0.056433,0.0566165,0.0585417,0.0587493,0.0590832,0.0593293
430,0.0555328,0.0558755,0.057369,0.057568,0.0584514,0.0585041
440,0.0570713,0.0575913,0.0579374,0.0581351,0.0599864,0.0599964
450,0.0568249,0.0570703,0.058242,0.0583868,0.0587632,0.0588217
460,0.0591972,0.0593151,0.0612295,0.0614638,0.0618676,0.0619416
470,0.0570003,0.0570749,0.0587759,0.058823,0.0604351,0.0606791
480,0.0522327,0.052536,0.0550772,0.0555142,0.0565449,0.0568382
490,0.0506204,0.0512135,0.0533615,0.0533928,0.0545727,0.0548252
500,0.0567565,0.0568151,0.0579581,0.0582036,0.0583445,0.0585289
510,0.0553394,0.0556252,0.0568475,0.057441,0.0581118,0.0582053
520,0.0529051,0.0533434,0.0543581,0.0546849,0.0555979,0.0561451
530,0.057615,0.0580848,0.0581564,0.0582183,0.0587253,0.0587587
540,0.0526505,0.052874,0.0545727,0.0548245,0.0575068,0.0577462
550,0.0576281,0.0579915,0.0598148,0.0600228,0.0607705,0.0611162
560,0.0569094,0.056922,0.0589695,0.059139,0.0598713,0.0598953
570,0.05546,0.0555225,0.0563143,0.0566329,0.0579895,0.0580212
580,0.0558502,0.0561349,0.0567768,0.0570484,0.0574167,0.0575813
590,0.0582191,0.0585473,0.0590259,0.0594419,0.0595239,0.0600646
600,0.0559086,0.0563292,0.0579746,0.0582097,0.0588664,0.0590952
610,0.0604236,0.0606957,0.0613876,0.0615495,0.0616267,0.0620295
620,0.0585824,0.0588494,0.0595361,0.0601973,0.0605241,0.0608122
630,0.0531186,0.0532957,0.0555288,0.0555445,0.0561531,0.0563201
640,0.0561683,0.0562963,0.0573221,0.0576329,0.0579544,0.0582573
650,0.0582684,0.0587513,0.0592982,0.0596231,0.0605276,0.0608496
660,0.056431,0.0569573,0.0574862,0.0579258,0.0612137,0.0613028
670,0.0548711,0.0549175,0.0561128,0.0562163,0.0578836,0.0578965
680,0.0569009,0.0570272,0.0588197,0.0590806,0.0597587,0.0603916
690,0.0573621,0.0575367,0.0588382,0.0589788,0.059876,0.0602829
700,0.0550651,0.0552052,0.0560142,0.0562224,0.0580136,0.0584903
710,0.0573041,0.0573747,0.0592848,0.0595475,0.0609108,0.0609918
720,0.0576742,0.0581304,0.0593331,0.0595642,0.0601005,0.0604199
730,0.0578367,0.0586802,0.0600982,0.0605564,0.0614216,0.0617544
740,0.0596407,0.0597598,0.0599923,0.0602562,0.061187,0.0614774
750,0.0551084,0.0553214,0.0558349,0.0559039,0.0560535,0.056468
760,0.0576775,0.058081,0.0597401,0.0598797,0.0601403,0.060805
770,0.057819,0.0580921,0.0594653,0.0598731,0.0603988,0.0604529
780,0.0568043,0.057109,0.0589262,0.0592188,0.0596594,0.0601915
790,0.0572045,0.0573093,0.0589112,0.058926,0.0602125,0.0602678
800,0.0564827,0.0567074,0.0571436,0.057163,0.0586789,0.0587575
810,0.057715,0.0578531,0.0585683,0.0586735,0.0596883,0.0597864
820,0.0563512,0.0564956,0.0587533,0.0588144,0.0596935,0.0601162
830,0.0566544,0.0568571,0.057967,0.0580015,0.0595802,0.0597523
840,0.0573297,0.0576251,0.0599827,0.0600911,0.0611782,0.0613949
850,0.0542919,0.054825,0.0572762,0.0575348,0.0586274,0.0588624
860,0.055946,0.0560068,0.0570305,0.0570934,0.0574155,0.0577358
870,0.0569569,0.0572821,0.058354,0.0586174,0.0590003,0.059093
880,0.0577956,0.0579791,0.0595257,0.0595627,0.0608132,0.0612939
890,0.0540534,0.0540577,0.0551906,0.0555939,0.0561215,0.0564923
900,0.0567961,0.0579509,0.0583565,0.058645,0.0595756,0.0602063
910,0.0585558,0.0588965,0.0602247,0.0602565,0.0609732,0.0610268
920,0.0584345,0.0587476,0.0596153,0.0597717,0.0602166,0.0606262
930,0.0556593,0.056021,0.0577608,0.0579484,0.0590824,0.0593405
940,0.0598012,0.0600708,0.0607592,0.0614573,0.0617566,0.0622196
950,0.0582443,0.0585349,0.0603748,0.0604503,0.0621236,0.0624052
960,0.0554858,0.0555463,0.0579516,0.0581022,0.059281,0.0595709
970,0.0587536,0.0592893,0.0614545,0.0618583,0.0622217,0.0626012
980,0.0567865,0.0571976,0.0587467,0.0588123,0.0591841,0.0595129
990,0.0592448,0.0596396,0.0597981,0.0602269,0.0604545,0.0608172
1000,0.0585754,0.0588181,0.0599916,0.060039,0.0608994,0.0610278
1010,0.0576038,0.0580064,0.0589811,0.0590853,0.0594856,0.0595081
1020,0.0538292,0.0538477,0.0560403,0.0565416,0.0583349,0.0587763
1030,0.0604427,0.0605514,0.0610071,0.0611793,0.0615834,0.0616509
1040,0.0603557,0.0604186,0.0618647,0.0619517,0.062261,0.0625008
1050,0.0576195,0.0576395,0.0583192,0.0585363,0.0595478,0.0596935
1060,0.0599822,0.0601742,0.0608353,0.0609714,0.0616581,0.0620061
1070,0.0578534,0.0578743,0.0602667,0.0604681,0.0617209,0.0619061
1080,0.0516781,0.0519033,0.0546038,0.0550241,0.0553474,0.0554448
1090,0.0597517,0.0599694,0.0604029,0.0610139,0.0622883,0.0626776
1100,0.0557832,0.0559118,0.056451,0.0568384,0.058685,0.059186
1110,0.0529473,0.05306,0.0548252,0.0550646,0.0561234,0.0563514
1120,0.058445,0.0587614,0.059729,0.0599077,0.0607202,0.0609247
1130,0.0567508,0.0568476,0.0594309,0.0594981,0.0601141,0.0601777
1140,0.0571561,0.0572059,0.0602639,0.0605706,0.0612772,0.0618799
1150,0.0558835,0.0560391,0.0577058,0.0577111,0.0584278,0.0587135
1160,0.0568871,0.0571719,0.0582103,0.0584221,0.0591551,0.059376
1170,0.0552552,0.0552685,0.0586035,0.058698,0.0589665,0.0591585
1180,0.057479,0.0575591,0.0592112,0.0592644,0.0596598,0.0599197
1190,0.057313,0.0576802,0.0597442,0.0603509,0.0609512,0.0614
1200,0.0585823,0.0588041,0.0604304,0.0608068,0.0615293,0.0618014
1210,0.0576291,0.057649,0.0596108,0.0598433,0.0607533,0.0607754
1220,0.0569253,0.0571808,0.0586381,0.0588986,0.0598812,0.0600107
1230,0.0570765,0.0575643,0.0583089,0.0586144,0.0597003,0.0600279
1240,0.0560186,0.0562286,0.0585857,0.0591131,0.0596628,0.0599155
1250,0.0539584,0.054041,0.0555033,0.0556504,0.0562953,0.0563389
1260,0.0571793,0.057321,0.0582661,0.0585414,0.0594801,0.0598251
