MDTU,plaq,Re(det),Im(det),link
1,0.0870354,87320.4,50864.1,nan
2,0.0909648,3240.91,1799.19,0.0408661
3,0.0625423,289.969,213.341,0.0587293
4,0.070209,76.01,47.9115,0.0683855
5,0.0769451,21.5867,12.4291,0.0914122
6,0.0706841,6.26896,3.60291,0.0567695
7,0.0731879,2.90045,1.42255,0.094639
8,0.0927724,1.8978,0.728057,0.0874803
9,0.0636152,0.71585,0.425435,0.114357
10,0.0723905,0.621277,0.324724,0.0992607
11,0.052774,0.219178,0.15475,0.0993361
12,0.0655997,0.177787,0.0982143,0.115011
13,0.0574166,0.167378,0.101243,0.100726
14,0.0619174,0.161013,0.0809069,0.121915
15,0.0551769,0.118519,0.0783612,0.0980656
16,0.0541975,0.125574,0.0800113,0.0933949
17,0.0544514,0.0983563,0.0697021,0.0950381
18,0.0558163,0.0882503,0.0602657,0.11056
19,0.0572743,0.0806047,0.0431681,0.133808
20,0.0461274,0.0586947,0.04179,0.0968818
21,0.0461274,0.0586947,0.04179,0.0968818
22,0.0482099,0.0562111,0.0361257,0.117225
23,0.0637539,0.0689085,0.03201,0.112195
24,0.0724127,0.0766942,0.0391848,0.105878
25,0.0558877,0.0613712,0.0354364,0.119777
26,0.0517834,0.0499937,0.0349311,0.106009
27,0.0716427,0.082907,0.037731,0.118028
28,0.0635439,0.0573212,0.0289312,0.103261
29,0.0635439,0.0573212,0.0289312,0.103261
30,0.05912,0.0652492,0.0384792,0.097313
31,0.0622948,0.0730892,0.0413878,0.112671
32,0.0733776,0.0779886,0.0325252,0.105212
33,0.0541635,0.0573416,0.0353315,0.104123
34,0.0541635,0.0573416,0.0353315,0.104123
35,0.0595474,0.046267,0.0255705,0.123157
36,0.0535352,0.050931,0.0284077,0.107793
37,0.0808136,0.0736257,0.034223,0.126639
38,0.0808136,0.0736257,0.034223,0.126639
39,0.0808136,0.0736257,0.034223,0.126639
40,0.0752887,0.0664812,0.0294264,0.11811
41,0.0752887,0.0664812,0.0294264,0.11811
42,0.0752887,0.0664812,0.0294264,0.11811
43,0.0789669,0.0548802,0.0239348,0.144228
44,0.094046,0.0831307,0.0276921,0.115429
45,0.0941871,0.0721781,0.0241392,0.119956
46,0.0834372,0.0713848,0.0269498,0.110525
47,0.0925101,0.0782427,0.0307689,0.143868
48,0.0925101,0.0782427,0.0307689,0.143868
49,0.0696922,0.0528372,0.0247623,0.127113
50,0.0670464,0.0473986,0.0221097,0.127716
51,0.0550254,0.0448452,0.029259,0.120512
52,0.0576211,0.0478418,0.026475,0.109161
53,0.0594851,0.0490315,0.030827,0.122991
54,0.0471615,0.0301833,0.02011,0.13403
55,0.0451117,0.050358,0.0336877,0.0991387
56,0.0454214,0.0625897,0.0401735,0.108012
57,0.0454214,0.0625897,0.0401735,0.108012
58,0.0631001,0.105905,0.0527264,0.101246
59,0.053716,0.0819923,0.0445844,0.136247
60,0.0625985,0.073209,0.0408704,0.111646
61,0.0849379,0.106396,0.0423023,0.107351
62,0.0642043,0.067998,0.0388577,0.117309
63,0.0557075,0.0553516,0.0334647,0.134273
64,0.0557075,0.0553516,0.0334647,0.134273
65,0.0592808,0.0625785,0.0311558,0.0881806
66,0.0624833,0.0813492,0.0467356,0.138491
67,0.0573066,0.0709901,0.0446115,0.121874
68,0.0458119,0.0696476,0.050333,0.114873
69,0.0714224,0.11302,0.0530067,0.108095
70,0.0602527,0.0861657,0.0417936,0.108939
71,0.0602527,0.0861657,0.0417936,0.108939
72,0.0525282,0.0658555,0.04042,0.0986174
73,0.0536848,0.0647753,0.0414997,0.0854969
74,0.0531249,0.0673579,0.0476179,0.104839
75,0.0654175,0.06864,0.0346943,0.104574
76,0.0596468,0.0610062,0.0369081,0.112529
77,0.0628933,0.0692439,0.032749,0.129856
78,0.0538473,0.0592276,0.0371563,0.109214
79,0.0544771,0.0635696,0.0386891,0.11102
80,0.0499892,0.0808061,0.0493533,0.118362
81,0.0499891,0.0808061,0.0493533,0.118362
82,0.0540142,0.0878803,0.0589514,0.130763
83,0.0550713,0.086316,0.0546213,0.112096
84,0.0711492,0.0888783,0.0427133,0.115313
85,0.0524469,0.0588215,0.0336691,0.109937
86,0.055548,0.0787913,0.0484918,0.123324
87,0.0577197,0.0590277,0.0319228,0.105556
88,0.0661104,0.074595,0.0378755,0.1239
89,0.0661104,0.074595,0.0378755,0.1239
90,0.0585947,0.0553457,0.0305203,0.115426
91,0.0850377,0.0648465,0.0247563,0.115528
92,0.0653836,0.0686387,0.0386974,0.11689
93,0.0508935,0.0359452,0.0246373,0.11531
94,0.0487951,0.0405035,0.027935,0.123042
95,0.066281,0.0392444,0.0206832,0.121448
96,0.0578419,0.0459601,0.0269813,0.123489
97,0.0578419,0.0459601,0.0269813,0.123489
98,0.0578419,0.0459601,0.0269813,0.123489
99,0.0665286,0.0536738,0.0287091,0.113602
100,0.0689144,0.0502677,0.0239116,0.113896
101,0.060482,0.0377968,0.022109,0.0980021
102,0.060482,0.0377968,0.022109,0.0980021
103,0.0663912,0.0370522,0.0188829,0.11901
104,0.0663912,0.0370522,0.0188829,0.11901
105,0.0663912,0.0370522,0.0188829,0.11901
106,0.0742026,0.0326975,0.0154525,0.113384
107,0.0681176,0.0372123,0.0185929,0.141362
108,0.063165,0.030002,0.0152801,0.120146
109,0.063165,0.030002,0.0152801,0.120146
110,0.0690319,0.0308311,0.0154995,0.13154
111,0.0482426,0.0244773,0.0164625,0.12018
112,0.0521841,0.0222461,0.0151017,0.119926
113,0.0693663,0.0368696,0.0188893,0.123351
114,0.054341,0.0424702,0.023169,0.120348
115,0.0799086,0.0459737,0.0174781,0.126973
116,0.0617204,0.0332299,0.0168904,0.115982
117,0.0622681,0.0328342,0.0156237,0.111333
118,0.0689983,0.0412765,0.0162488,0.121231
119,0.0527732,0.030346,0.0190952,0.118047
120,0.0519913,0.0302966,0.0179521,0.128322
121,0.0560915,0.0369053,0.0218955,0.112743
122,0.0560915,0.0369053,0.0218955,0.112743
123,0.0642799,0.0417724,0.0188,0.093848
124,0.0642799,0.0417724,0.0188,0.093848
125,0.0658472,0.043663,0.0215725,0.0883991
126,0.0658472,0.043663,0.0215725,0.0883991
127,0.0594301,0.0536442,0.0296891,0.110004
128,0.0638407,0.087012,0.0440934,0.0738063
129,0.0496225,0.0690056,0.0459121,0.0989162
130,0.0558336,0.0665447,0.0461875,0.110986
