MDTU,|Tr(Lx)|
1,1333.52
2,152.448
3,49.3839
4,13.2073
5,6.33704
6,2.60182
7,0.873555
8,0.102899
9,0.17819
10,0.345838
11,0.118863
12,0.0338973
13,0.149048
14,0.120679
15,0.141828
16,0.16044
17,0.0902018
18,0.0913822
19,0.0574685
20,0.0782271
21,0.0782271
22,0.0454288
23,0.0540118
24,0.0522762
25,0.0531263
26,0.0446337
27,0.0343346
28,0.018075
29,0.018075
30,0.0572378
31,0.0391888
32,0.053515
33,0.0469761
34,0.0469761
35,0.0182429
36,0.0769236
37,0.0316837
38,0.0316837
39,0.0316837
40,0.0806673
41,0.0806673
42,0.0806673
43,0.0441457
44,0.0339387
45,0.0735339
46,0.0421247
47,0.030516
48,0.030516
49,0.0376706
50,0.0223594
51,0.0353277
52,0.0441202
53,0.0030847
54,0.0253448
55,0.049769
56,0.0469174
57,0.0469174
58,0.117571
59,0.0384517
60,0.101604
61,0.0307669
62,0.0233898
63,0.042765
64,0.042765
65,0.156089
66,0.0368905
67,0.0694966
68,0.0631076
69,0.038307
70,0.0607934
71,0.0607934
72,0.131222
73,0.0355073
74,0.0801307
75,0.0539816
76,0.036665
77,0.0221728
78,0.0442869
79,0.0482184
80,0.0383315
81,0.0383315
82,0.012021
83,0.0359078
84,0.0368185
85,0.0705865
86,0.0805554
87,0.0520679
88,0.0704681
89,0.0704681
90,0.0368193
91,0.0622598
92,0.0624533
93,0.0828829
94,0.0217527
95,0.0397123
96,0.0346846
97,0.0346846
98,0.0346846
99,0.0720089
100,0.07072
101,0.0185086
102,0.0185086
103,0.0221138
104,0.0221138
105,0.0221138
106,0.0628937
107,0.0259668
108,0.0161451
109,0.0161451
110,0.0451504
111,0.0341284
112,0.052989
113,0.0318508
114,0.0727293
115,0.0290978
116,0.0440458
117,0.0141991
118,0.0270473
119,0.0389953
120,0.0254544
121,0.0771748
122,0.0771748
123,0.116782
124,0.116782
125,0.102497
126,0.102497
127,0.0676691
128,0.0963564
129,0.0931333
130,0.0538112
131,0.0632606
132,0.123265
133,0.0377365
134,0.0377365
135,0.0642576
136,0.0642576
137,0.0490988
138,0.0329552
139,0.0329552
140,0.0361808
141,0.0361808
142,0.0361808
143,0.0361808
144,0.0361808
145,0.120654
146,0.120654
147,0.0517706
148,0.0618851
149,0.0546429
150,0.0328268
151,0.0328268
152,0.0180431
153,0.0760997
154,0.0760997
155,0.0769023
156,0.0690805
157,0.0547041
158,0.0362542
159,0.0387492
160,0.0296179
161,0.0171898
162,0.077585
163,0.0638344
164,0.131636
165,0.146572
166,0.112704
167,0.112704
168,0.0183004
169,0.0183004
170,0.0903397
171,0.0698616
172,0.0651068
173,0.00642771
174,0.0637306
175,0.0883357
176,0.0967343
177,0.0562321
178,0.113465
179,0.0476546
180,0.0476546
181,0.0927726
182,0.0927726
183,0.0414708
184,0.0276345
185,0.0713506
186,0.040802
187,0.0497166
188,0.0304833
189,0.0804107
190,0.0804107
191,0.0592597
192,0.0749197
193,0.0880607
194,0.0551867
195,0.0823573
196,0.0729063
197,0.027977
198,0.0150355
199,0.036693
200,0.00801592
201,0.0553828
202,0.034041
203,0.034041
204,0.039926
205,0.039926
206,0.039926
207,0.0105839
208,0.0607751
209,0.0869723
210,0.0602288
211,0.0477431
212,0.0393795
213,0.056003
214,0.0623256
215,0.0623256
216,0.153135
217,0.153135
218,0.0222639
219,0.0222639
220,0.0222639
221,0.0534504
222,0.0866836
223,0.0761279
224,0.0761279
225,0.0282293
226,0.0421391
227,0.0495613
228,0.180122
229,0.0681904
230,0.0681904
231,0.0276417
232,0.0739938
233,0.043246
234,0.043246
235,0.111883
236,0.104021
237,0.101534
238,0.106613
239,0.0544081
240,0.0511148
241,0.0123394
242,0.0123394
243,0.0305497
244,0.0430332
245,0.0457549
246,0.0979613
247,0.0979613
248,0.0979613
249,0.0268576
250,0.10572
251,0.0481677
252,0.0389286
253,0.0323965
254,0.0323965
255,0.0323965
256,0.0323965
257,0.0341442
258,0.0591631
259,0.0591631
260,0.0665745
261,0.0665745
262,0.0563583
263,0.0387598
264,0.0387598
265,0.0218454
266,0.0340259
267,0.00406425
268,0.0295026
269,0.0511467
270,0.0562542
271,0.0562542
272,0.0241774
273,0.034632
274,0.064008
275,0.078396
276,0.0666024
277,0.0560906
278,0.0992858
279,0.0431274
280,0.101243
281,0.101243
282,0.101243
283,0.101243
284,0.101243
285,0.133099
286,0.0712753
287,0.0712753
288,0.0526685
289,0.124836
290,0.0586037
291,0.0525682
292,0.0173757
293,0.0173757
294,0.0261611
295,0.0174859
296,0.0174859
297,0.0174859
298,0.0609216
299,0.0609216
300,0.0410864
301,0.0410864
302,0.102547
303,0.0245572
304,0.093901
305,0.093901
306,0.110908
307,0.110908
308,0.00336616
309,0.0240964
310,0.0577396
311,0.110157
312,0.0312519
313,0.0796048
314,0.0457595
315,0.0217377
316,0.083491
317,0.00276547
318,0.0324161
319,0.0324161
320,0.0289044
321,0.0558314
322,0.0620887
323,0.0258421
324,0.090946
325,0.0526009
326,0.0348404
327,0.0348404
328,0.00940915
329,0.0200408
330,0.0200408
331,0.0200408
332,0.0677348
333,0.014939
334,0.014939
335,0.0571872
336,0.0294689
337,0.0536673
338,0.057202
339,0.057202
340,0.0431087
341,0.0431087
342,0.0172662
343,0.0172662
344,0.0419382
345,0.0590796
346,0.0365521
347,0.0365521
348,0.0462264
349,0.0208904
350,0.143576
351,0.0319326
352,0.0205264
353,0.0205264
354,0.0394829
355,0.0555659
356,0.0799324
357,0.0842276
358,0.0842276
359,0.0842276
360,0.0122657
361,0.0300492
362,0.0300492
363,0.0871655
364,0.0890143
365,0.0890143
366,0.062181
367,0.014409
368,0.035581
