MDTU,min_width,max_width
1,0.00641117,0.0149897
2,0.019756,0.00833743
3,0.0259278,0.0200008
4,0.0337515,0.0175574
5,0.036413,0.0288657
6,0.0277837,0.0180445
7,0.0449071,0.036227
8,0.0395779,0.0358188
9,0.0524874,0.0512668
10,0.0473522,0.0434386
11,0.0486144,0.0447438
12,0.062877,0.0514383
13,0.0538399,0.0434449
14,0.0626974,0.0479602
15,0.055402,0.0441841
16,0.047813,0.0443681
17,0.0514169,0.0418159
18,0.0586693,0.0490089
19,0.0707378,0.0608273
20,0.0540922,0.0430748
21,0.0540922,0.0430748
22,0.0628166,0.0554019
23,0.0588924,0.0529416
24,0.0604757,0.0494725
25,0.0659397,0.0514309
26,0.0601137,0.0466706
27,0.0629801,0.0501326
28,0.0550185,0.048174
29,0.0550185,0.048174
30,0.0526149,0.0435646
31,0.0607329,0.0546488
32,0.0507748,0.0570721
33,0.0573166,0.046743
34,0.0573166,0.046743
35,0.0688877,0.0579775
36,0.0647317,0.0469051
37,0.0763353,0.0574892
38,0.0763353,0.0574892
39,0.0763353,0.0574892
40,0.0662513,0.0523556
41,0.0662513,0.0523556
42,0.0662513,0.0523556
43,0.0754933,0.0683966
44,0.0588173,0.0553924
45,0.0718767,0.0561348
46,0.062195,0.0537065
47,0.0789802,0.0645156
48,0.0789802,0.0645156
49,0.0741647,0.0581002
50,0.0697206,0.0615871
51,0.0606906,0.0593584
52,0.0588274,0.0508116
53,0.0647867,0.0596899
54,0.0715501,0.0712689
55,0.0485547,0.0474428
56,0.0544088,0.054013
57,0.0544088,0.054013
58,0.053323,0.0420526
59,0.0721902,0.064905
60,0.0642325,0.0523686
61,0.0655919,0.0478811
62,0.064337,0.051453
63,0.0716243,0.0629356
64,0.0716243,0.0629356
65,0.0460071,0.0448298
66,0.0735347,0.0672256
67,0.066204,0.0556481
68,0.0612178,0.05074
69,0.055781,0.0497454
70,0.0592157,0.0531793
71,0.0592157,0.0531793
72,0.0547237,0.0479058
73,0.0488047,0.0369561
74,0.0556206,0.0484321
75,0.0603165,0.0476428
76,0.0574596,0.0528375
77,0.0714301,0.061343
78,0.0609696,0.0482817
79,0.0624427,0.0479479
80,0.0664959,0.0567329
81,0.0664959,0.0567329
82,0.0678869,0.0594693
83,0.0591036,0.0501391
84,0.0623117,0.0543923
85,0.0567268,0.0526897
86,0.0699505,0.0554718
87,0.0567771,0.0489106
88,0.0611688,0.0551109
89,0.0611688,0.0551109
90,0.0640664,0.0554148
91,0.0545317,0.058865
92,0.0620119,0.0508213
93,0.0638362,0.0530997
94,0.0628853,0.0587439
95,0.0664499,0.0584822
96,0.069077,0.0575219
97,0.069077,0.0575219
98,0.069077,0.0575219
99,0.0638012,0.0524074
100,0.0653102,0.0535801
101,0.0532733,0.0475154
102,0.0532733,0.0475154
103,0.0719797,0.0545312
104,0.0719797,0.0545312
105,0.0719797,0.0545312
106,0.0664175,0.0531734
107,0.0807298,0.0690307
108,0.0706443,0.0588522
109,0.0706443,0.0588522
110,0.0751543,0.0614634
111,0.0688569,0.0581011
112,0.0713515,0.0564759
113,0.0763683,0.056841
114,0.0736841,0.052696
115,0.0749386,0.0608564
116,0.0642073,0.0528162
117,0.0642264,0.0535883
118,0.0628923,0.0596161
119,0.0639962,0.0562629
120,0.0740529,0.0619814
121,0.0729185,0.0477174
122,0.0729185,0.0477174
123,0.0560107,0.04221
124,0.0560107,0.04221
125,0.0516026,0.0438583
126,0.0516026,0.0438583
