t,e^(-dS)
1,1.0151
2,0.981542
3,1.00834
4,1.01373
5,1.02327
6,1.01776
7,0.989931
8,1.02831
9,1.03273
10,0.980709
11,1.01439
12,1.02371
13,0.949652
14,0.887453
15,0.920176
16,0.91001
17,1.01326
18,0.997569
19,1.01965
20,0.928068
21,0.193206
22,0.873017
23,0.823329
24,0.737492
25,1.43347
26,0.656653
27,1.07907
28,0.850696
29,0.443392
30,1.14362
31,0.612136
32,0.351692
33,1.28853
34,0.576661
35,1.51664
36,4.2207
37,0.765443
38,0.457536
39,0.539669
40,0.618289
41,0.501877
42,0.582224
43,0.805252
44,0.515561
45,1.28069
46,1.06405
47,1.02577
48,0.89682
49,0.678005
50,1.98754
51,0.949842
52,0.892972
53,0.966601
54,0.685916
55,1.90199
56,0.737197
57,0.37878
58,0.746171
59,0.388213
60,0.441799
61,1.31666
62,1.50336
63,0.651746
64,0.285076
65,0.540209
66,0.997241
67,0.949291
68,2.24274
69,1.02783
70,0.784585
71,0.509055
72,2.14299
73,0.813589
74,0.916201
75,1.4636
76,1.36561
77,1.06165
78,0.746619
79,1.8329
80,1.44268
81,0.177817
82,3.66197
83,0.969631
84,0.456667
85,0.666244
86,1.35527
87,1.27826
88,2.84056
89,0.317271
90,0.643457
91,1.9121
92,1.20057
93,0.557496
94,2.61823
95,0.920268
96,0.839457
97,0.654162
98,0.151981
99,0.84603
100,0.335209
101,1.31298
102,0.661861
103,0.658691
104,0.213099
105,0.71799
106,0.483986
107,0.437753
108,2.73191
109,0.452078
110,1.68995
111,0.797718
112,1.0752
113,0.944367
114,0.787809
115,1.1827
116,0.841222
117,1.45165
118,1.27036
119,1.16789
120,2.09677
121,0.449958
122,0.593986
123,0.43102
124,0.661795
125,0.543297
126,0.524663
127,3.15188
128,5.03795
129,1.43534
130,0.903843
131,0.744755
132,0.848742
133,1.12829
134,0.570353
135,1.67951
136,0.571209
137,1.01319
138,1.11449
139,0.464822
140,1.91995
141,0.703491
142,0.322066
143,0.192434
144,0.30851
145,0.756086
146,0.669449
147,1.21616
148,1.20009
149,2.00171
150,3.93929
151,0.763685
152,0.628135
153,2.6942
154,0.693503
155,0.513041
156,0.989595
157,0.394672
158,0.30331
159,0.763379
160,0.463894
161,0.804286
162,4.02691
163,1.75962
164,0.830606
165,0.712482
166,0.788755
167,0.263421
168,0.842822
169,0.691979
170,0.373626
171,1.70182
172,0.611464
173,1.00735
174,0.498376
175,0.707017
176,0.685916
177,1.08655
