ReTr(L),ImTr(L)
0.991217,0.024687
0.977,-0.116827
0.965517,-0.185116
0.969775,-0.149937
0.9684,-0.140703
0.966125,-0.153373
0.960583,-0.193517
0.94515,-0.259314
0.911975,-0.362623
0.867533,-0.447606
0.866208,-0.453861
0.936775,-0.28059
0.935825,-0.288779
0.896992,-0.403067
0.895942,-0.389695
0.882092,-0.421061
0.875517,-0.437915
0.899533,-0.381332
0.916192,-0.341086
0.916092,-0.335824
0.916092,-0.335824
0.88285,-0.415566
0.899725,-0.3819
0.893817,-0.392545
0.858408,-0.472062
0.825468,-0.522675
0.863167,-0.463437
0.772638,-0.60052
0.772638,-0.60052
0.766849,-0.606987
0.722059,-0.665048
0.668919,-0.710435
0.717603,-0.666432
0.717603,-0.666432
0.672761,-0.712332
0.65078,-0.731145
0.699818,-0.685938
0.699818,-0.685938
0.699818,-0.685938
0.845525,-0.493032
0.845525,-0.493032
0.845525,-0.493032
0.907933,-0.372207
0.880475,-0.430692
0.901967,-0.381861
0.842892,-0.481591
0.826636,-0.519523
0.826636,-0.519523
0.810382,-0.549743
0.843117,-0.49526
0.855925,-0.466953
0.907925,-0.356227
0.913017,-0.35411
0.841358,-0.494198
0.69078,-0.69284
0.740038,-0.637516
0.740038,-0.637516
0.766175,-0.607096
0.764364,-0.608038
0.710403,-0.678315
0.74594,-0.638333
0.740641,-0.639833
0.725328,-0.654797
0.725328,-0.654797
0.674083,-0.707133
0.725424,-0.659977
0.74476,-0.633663
0.824477,-0.524972
0.848183,-0.488287
0.8957,-0.404335
0.8957,-0.404335
0.9423,-0.25903
0.932775,-0.292471
0.937992,-0.269753
0.897308,-0.38796
0.872575,-0.442462
0.8544,-0.47847
0.861733,-0.458683
0.883442,-0.417385
0.856108,-0.469334
0.856108,-0.469334
0.881833,-0.415243
0.899125,-0.387512
0.893067,-0.400143
0.862533,-0.463942
0.859908,-0.456371
0.833162,-0.513595
0.7551,-0.613952
0.7551,-0.613952
0.728089,-0.652528
0.688544,-0.69209
0.586067,-0.783705
0.618029,-0.759475
0.677114,-0.706749
0.644998,-0.731873
0.57977,-0.782504
0.57977,-0.782504
0.57977,-0.782504
0.734654,-0.642174
0.668839,-0.713301
0.634143,-0.737777
0.634143,-0.737777
0.605173,-0.768588
0.605173,-0.768588
0.605173,-0.768588
0.508053,-0.832421
0.389125,-0.895458
0.415255,-0.884008
0.415255,-0.884008
0.331016,-0.921008
0.434448,-0.87265
0.449158,-0.867075
0.376977,-0.901258
0.361077,-0.910083
0.252613,-0.944417
0.196386,-0.95785
0.266239,-0.937683
0.194841,-0.954017
0.0936183,-0.9729
0.0886575,-0.9722
0.0396436,-0.978417
0.0396436,-0.978417
-0.104776,-0.969325
-0.104776,-0.969325
-0.110886,-0.968025
-0.110886,-0.968025
-0.191007,-0.9561
-0.187975,-0.957425
0.0482779,-0.979117
0.0350104,-0.979008
-0.224778,-0.953458
-0.279121,-0.936775
-0.139494,-0.966933
-0.139494,-0.966933
-0.06623,-0.977358
-0.06623,-0.977358
0.0720503,-0.976133
0.0110634,-0.981658
0.0110634,-0.981658
0.182457,-0.960342
0.182457,-0.960342
0.182457,-0.960342
0.182457,-0.960342
0.182457,-0.960342
0.215161,-0.9549
0.215161,-0.9549
0.194862,-0.9574
0.13482,-0.966908
0.125382,-0.9732
0.0536047,-0.972858
0.0536047,-0.972858
-0.0424148,-0.97555
-0.110311,-0.974467
-0.110311,-0.974467
-0.103854,-0.969742
-0.308564,-0.927433
-0.221219,-0.953233
-0.24047,-0.944933
-0.244921,-0.946858
-0.365302,-0.905508
-0.297262,-0.9301
-0.340827,-0.916225
-0.365613,-0.9083
-0.321093,-0.920408
-0.248762,-0.943417
-0.207191,-0.95615
-0.207191,-0.95615
-0.287732,-0.93395
-0.287732,-0.93395
-0.227615,-0.9532
-0.395892,-0.897483
-0.468528,-0.857817
-0.470232,-0.858558
-0.43497,-0.876675
-0.365612,-0.90855
-0.519607,-0.829841
-0.565371,-0.795704
-0.615891,-0.762343
-0.712289,-0.670145
-0.712289,-0.670145
-0.701491,-0.680504
-0.701491,-0.680504
-0.581854,-0.785959
-0.460333,-0.861092
-0.413696,-0.8872
-0.537767,-0.814926
-0.458474,-0.86055
-0.488374,-0.8502
-0.519717,-0.828241
-0.519717,-0.828241
-0.505425,-0.829912
-0.450459,-0.866533
-0.480856,-0.855008
