MDTU,0,2,4,6,8,10
10,0.0540461,0.054376,0.0548486,0.0552003,0.0561144,0.0561895
20,0.049779,0.0499291,0.0502764,0.0503625,0.0516791,0.0518531
30,0.0505396,0.0510117,0.0517264,0.0519415,0.0526298,0.0529125
40,0.0501168,0.0502251,0.0520485,0.0521467,0.0540111,0.0543144
50,0.0503887,0.0510094,0.0521788,0.0522709,0.0531771,0.0532109
60,0.0533017,0.0536106,0.0555787,0.0556076,0.0562106,0.0563487
70,0.0551876,0.0553876,0.0562622,0.0565177,0.0570511,0.057125
80,0.0483473,0.0487131,0.0507801,0.0509177,0.0528557,0.0529239
90,0.0498544,0.05003,0.0509867,0.0513295,0.0522482,0.0523071
100,0.0506238,0.0507309,0.0513907,0.0514666,0.053009,0.053563
110,0.0478411,0.0486403,0.0505657,0.0509734,0.0515702,0.051645
120,0.0468085,0.0468807,0.049711,0.0499417,0.0507828,0.0508175
130,0.0508089,0.0512505,0.0525882,0.0528105,0.0530412,0.053499
140,0.0496175,0.0501709,0.0522495,0.0525914,0.0527968,0.0534295
150,0.0486394,0.0490581,0.0507993,0.0510233,0.0521924,0.0524279
160,0.0496788,0.0499645,0.0513978,0.0520853,0.0527166,0.0530368
170,0.0508413,0.0510963,0.0534946,0.0537814,0.0541528,0.0544291
180,0.0502018,0.0504866,0.0513249,0.0514841,0.0533842,0.0537111
190,0.0499046,0.0504305,0.0509027,0.0515464,0.0527064,0.0532894
200,0.0478472,0.0485971,0.0509935,0.0514578,0.0514784,0.0519648
210,0.0499095,0.0502192,0.0524777,0.0532624,0.0539453,0.0543671
220,0.0501337,0.0506586,0.0514551,0.0517109,0.0539722,0.0544808
230,0.0467217,0.0467907,0.0481874,0.0487782,0.0506074,0.0509414
240,0.049067,0.0495391,0.051405,0.0516992,0.0527678,0.0529022
250,0.0508939,0.0512159,0.052495,0.0527787,0.0532558,0.0536316
260,0.0507384,0.050852,0.0519682,0.0521635,0.0527838,0.0530015
270,0.0505761,0.05066,0.0510744,0.0513358,0.0524803,0.0528443
280,0.0498761,0.0501949,0.0518745,0.0521851,0.0532932,0.0534248
290,0.0462177,0.046506,0.0487624,0.0493353,0.0498495,0.0503929
300,0.0474116,0.0476314,0.0487415,0.0495681,0.0525976,0.0526325
310,0.0516467,0.0517672,0.0535166,0.0536862,0.0553866,0.0555872
320,0.0514648,0.0515447,0.0521789,0.0524394,0.0538012,0.0539569
330,0.0503119,0.0504947,0.0517559,0.0518962,0.0528962,0.0531521
340,0.0504734,0.0505609,0.0510312,0.0515951,0.0523213,0.0524173
350,0.0461715,0.0463632,0.0478376,0.0478729,0.0505564,0.0507992
360,0.0483164,0.0490819,0.0505114,0.0507475,0.051508,0.0517785
370,0.0490404,0.0492589,0.051691,0.0520975,0.0537888,0.0538998
380,0.050935,0.0518934,0.0521311,0.0528386,0.0529482,0.0534821
390,0.0470232,0.0470852,0.0497797,0.05006,0.0501551,0.0503619
400,0.0445953,0.0451221,0.0468234,0.0468505,0.048045,0.0483565
410,0.0501414,0.0502313,0.0517888,0.0518282,0.0527468,0.0529266
420,0.0499956,0.0503629,0.0519838,0.0525694,0.0528364,0.0529465
430,0.0501544,0.050318,0.0516371,0.0521437,0.0527241,0.0528264
440,0.0486918,0.0489836,0.0517013,0.051951,0.0525563,0.0527005
450,0.0496906,0.0500237,0.0504027,0.0511201,0.0518137,0.0520898
460,0.0461504,0.0465584,0.049086,0.0494765,0.0512574,0.0514416
470,0.0498176,0.0498771,0.050263,0.0507608,0.05204,0.0522629
480,0.0480893,0.04871,0.0494567,0.0500797,0.0506614,0.0511041
490,0.0514007,0.0518911,0.053045,0.0533896,0.0535332,0.0539117
500,0.0521964,0.0522701,0.0527403,0.0527548,0.0539465,0.0540515
510,0.0516946,0.0519165,0.0533541,0.0534495,0.0545325,0.0551661
520,0.0470063,0.0473138,0.0483749,0.0484325,0.0490016,0.0492805
530,0.0508878,0.0510142,0.0519654,0.0524202,0.0546813,0.0551384
540,0.0497794,0.0504715,0.0517334,0.0519006,0.052448,0.0525984
550,0.051122,0.051313,0.0524693,0.0532695,0.0539228,0.0546932
560,0.0480201,0.048669,0.051904,0.0523777,0.0529793,0.0534147
570,0.0490763,0.0493393,0.051339,0.0514176,0.052073,0.0523643
580,0.0497763,0.0498006,0.0510746,0.0516667,0.0518155,0.0522788
590,0.044773,0.0454566,0.0460013,0.0464917,0.0468079,0.0469238
600,0.0487263,0.0487599,0.0506473,0.0509058,0.0517213,0.0521665
610,0.0477931,0.0478479,0.0489888,0.049107,0.0505769,0.0510483
620,0.0479009,0.0479493,0.0496982,0.0498138,0.0510232,0.0514105
630,0.0467875,0.0478987,0.0496426,0.0502447,0.0505922,0.0514388
640,0.0463315,0.0466254,0.0495658,0.0496155,0.0514419,0.0516937
650,0.0488657,0.0490644,0.0499413,0.0505565,0.0518743,0.0519934
660,0.0480885,0.048165,0.0494539,0.0495794,0.0499894,0.0504633
670,0.0491807,0.0495243,0.0513576,0.0516575,0.0534454,0.053974
680,0.0507439,0.0507688,0.0547065,0.0547472,0.055139,0.0558716
690,0.0479714,0.0485519,0.0502173,0.0503027,0.0511109,0.0512421
700,0.0495675,0.0496982,0.0508717,0.0512479,0.0522101,0.0525377
710,0.0453533,0.0454952,0.0498368,0.0499968,0.0514079,0.0515246
720,0.0520111,0.0520495,0.0532835,0.0535051,0.0538488,0.0538944
730,0.0481259,0.0482231,0.0508066,0.0512382,0.0520903,0.0523616
740,0.0508449,0.0516812,0.0532933,0.0535695,0.0547109,0.0553628
750,0.0498097,0.0502014,0.0514652,0.0516414,0.0521334,0.0521605
760,0.0489101,0.0490109,0.0527674,0.0529092,0.0531517,0.0531683
770,0.0516793,0.052375,0.0525443,0.0529554,0.0532082,0.0536685
780,0.0485716,0.0488477,0.0501936,0.0503874,0.0511543,0.0514001
790,0.0483811,0.0491426,0.0504291,0.050744,0.0517686,0.0518048
800,0.0497358,0.0502785,0.0517267,0.0518337,0.0521497,0.052763
810,0.0512367,0.0513087,0.0530252,0.0531349,0.0535855,0.0540168
820,0.0487644,0.048794,0.0508089,0.0508481,0.0519628,0.0521225
830,0.0492734,0.0498597,0.0506365,0.0507436,0.052484,0.0526543
840,0.0503949,0.0506421,0.0511163,0.0518537,0.05276,0.0528528
850,0.04824,0.0482652,0.0510904,0.0511232,0.0516025,0.0522677
860,0.0491889,0.0493636,0.0506811,0.0511627,0.051582,0.0518243
870,0.0440898,0.0446545,0.046452,0.0465385,0.0484073,0.0489507
880,0.0484098,0.0489031,0.0508563,0.0515982,0.0521281,0.0521602
890,0.0528731,0.0529534,0.054588,0.0547749,0.0554968,0.0559025
900,0.0516129,0.0517756,0.0527987,0.0528822,0.0534235,0.0537831
910,0.0527902,0.0528199,0.0544677,0.0547305,0.0552651,0.0557076
920,0.0486313,0.0486844,0.0505007,0.0508957,0.0527531,0.0530483
930,0.0459822,0.0462017,0.0497054,0.0497469,0.0510098,0.0510278
940,0.0444954,0.0450508,0.0494278,0.0494519,0.0499711,0.050138
950,0.0496264,0.0498547,0.0513446,0.0513639,0.0530103,0.0536844
960,0.0465529,0.0470501,0.050038,0.0501651,0.0503256,0.0506446
970,0.0476522,0.0479933,0.0494464,0.0499998,0.0502458,0.0503646
980,0.0529739,0.0530252,0.054474,0.0548977,0.0559464,0.0566658
990,0.0465784,0.0467995,0.0498384,0.050271,0.0511266,0.0514891
1000,0.0518988,0.0519817,0.0537216,0.0540243,0.0545835,0.0547768
1010,0.0518804,0.0522277,0.0539504,0.0539914,0.0549032,0.0556637
