MDTU,S_F
1,0.847081
2,1.03959
3,1.02906
4,1.01443
5,1.01113
6,1.01523
7,1.00455
8,1.01081
9,1.0044
10,1.00716
11,1.01002
12,1.00461
13,0.997943
14,1.00011
15,0.999363
16,1.00051
17,1.00604
18,0.996821
19,0.993995
20,1.00295
21,0.99996
22,1.00312
23,0.99942
24,1.00146
25,0.993082
26,1.00028
27,1.00488
28,1.00187
29,1.00112
30,0.996496
31,0.995365
32,0.999584
33,0.997015
34,0.999163
35,1.00108
36,0.998073
37,0.998415
38,1.00336
39,1.00122
40,1.00029
41,0.995531
42,1.00377
43,0.999167
44,0.997006
45,1.00088
46,0.989627
47,0.996233
48,1.00598
49,1.00614
50,0.998556
51,0.997847
52,1.00025
53,0.998356
54,0.996374
55,0.99505
56,0.99803
57,0.996698
58,0.999969
59,1.00379
60,1.00156
61,1.00512
62,1.00377
63,1.00504
64,1.00262
65,0.994247
66,0.99833
67,1.001
68,1.00222
69,0.999604
70,1.00023
71,0.999483
72,1.00408
73,1.00038
74,1.00047
75,1.00633
76,1.00238
77,0.998441
78,1.00034
79,1.00348
80,1.00033
81,0.996336
82,0.99693
83,1.00378
84,0.998764
85,1.00376
86,1.0056
87,0.999701
88,0.997582
89,0.994328
90,1.00205
91,1.01119
92,0.994923
93,1.00097
94,0.999962
95,1.00192
96,0.996416
97,1.00281
98,0.997077
99,0.994097
100,1.0017
101,1.00677
102,1.00337
103,0.998744
104,1.00507
105,0.997876
106,1.00439
107,1.00028
108,1.0015
109,0.998374
110,0.999685
111,1.00675
112,0.997033
113,0.999743
114,0.992662
115,0.995794
116,1.00367
117,1.00174
118,1.00009
119,1.00453
120,0.996845
121,0.99766
122,1.00216
123,0.998523
124,1.00178
125,0.998806
126,0.996486
127,0.998137
128,1.00159
129,1.00293
130,1.00655
131,1.00052
132,1.00458
133,0.997973
134,1.00033
135,1.00134
136,0.995762
137,1.00031
138,0.998287
139,1.00249
140,0.998341
141,0.992428
142,0.996305
143,0.999236
144,1.00372
145,1.00359
146,0.988188
147,0.996901
148,0.995767
149,1.00336
150,0.99714
151,0.995226
152,1.00613
153,0.996686
154,1.00458
155,1.00844
156,1.00083
157,1.00519
158,0.995257
159,1.00191
160,1.00385
161,1.00195
162,0.998951
163,0.992951
164,0.998724
165,0.998408
166,0.994648
167,1.00028
168,1.00272
169,1.00151
170,0.999123
171,0.996671
172,1.0005
173,0.998708
174,0.996295
175,1.00449
176,1.00771
177,0.999285
178,0.994907
179,1.0031
180,0.998938
181,0.993873
182,1.00418
183,1.00681
184,1.00113
185,1.00284
186,1.00135
187,1.0039
188,1.00761
189,0.994525
190,0.99164
191,1.00504
192,0.998732
193,1.00305
194,1.00163
195,0.997464
196,1.00687
197,0.997363
198,1.00234
199,0.997315
200,1.00083
201,0.993327
202,0.999533
203,1.00252
204,1.0042
205,0.999169
206,1.00459
207,0.996761
208,1.00292
209,0.997978
210,0.996895
211,1.00148
212,1.00163
213,1.00024
214,0.999757
215,1.0049
216,0.998547
217,0.994062
218,1.00014
219,0.99967
220,0.997359
221,1.00077
222,1.0008
223,0.998322
224,0.998138
225,0.996013
226,0.996745
227,0.998715
228,1.00096
229,1.00449
230,0.994556
231,1.00621
232,0.99399
233,1.00346
234,0.99572
235,0.997733
236,1.00255
237,1.00324
238,1.00386
239,0.996966
240,1.00168
241,1.00611
242,1.00234
243,0.999745
244,1.00664
245,0.999681
246,0.994365
247,0.994556
248,0.999328
249,1.00265
250,0.99975
251,0.997544
252,0.998602
253,1.00057
254,1.00004
255,1.01063
256,1.00042
257,1.00291
258,1.00414
259,1.00323
260,0.994682
261,1.00004
262,0.996281
263,1.00463
264,1.00192
265,0.995182
266,0.999825
267,1.00172
268,1.00264
269,0.999548
270,0.998619
271,0.999911
272,1.00405
273,1.00208
274,0.995075
275,1.00136
276,1.00553
277,0.991308
278,0.995273
279,0.999837
280,0.998325
281,0.99954
282,1.00098
283,0.998022
284,1.00285
285,0.998181
286,0.997982
287,0.998662
288,1.00385
289,0.999749
290,1.00526
291,1.00007
292,1.00373
293,1.00005
294,0.999062
295,0.999562
296,0.992973
297,0.998531
298,0.998593
299,1.00195
300,1.00277
301,1.00329
302,0.999592
303,1.00333
304,0.996769
305,0.99966
306,0.999807
307,0.998676
308,0.996904
309,1.00566
310,0.99914
311,1.00104
312,0.996805
313,1.00192
314,0.997512
315,0.996012
316,1.00241
317,1.00433
318,0.996438
319,0.996345
320,0.998059
321,1.00158
322,1.00336
323,0.997728
324,1.00473
325,0.994412
326,0.998277
327,1.00158
328,1.00401
329,1.00092
330,0.998058
331,0.993114
332,0.998
333,1.00193
334,1.00118
335,1.00121
336,1.00373
337,0.989716
338,0.995095
339,1.00117
340,1.00062
341,0.998055
342,1.00471
343,0.987365
344,1.00166
345,1.00067
346,0.997027
347,1.00154
348,1.00472
349,0.997876
350,1.00026
351,1.00284
352,1.00197
353,0.997375
354,1.00014
355,0.998456
356,0.997891
357,0.994411
358,0.995141
359,0.99982
360,0.994788
361,0.998407
362,0.996421
363,1.00162
364,1.00715
365,1.00147
366,1.0058
367,0.996819
368,1.00664
369,0.997754
370,1.00403
371,1.00232
372,1.0021
373,1.00543
374,0.998663
375,1.00275
376,0.998536
377,1.00156
378,0.996099
379,1.00469
380,0.996603
381,0.998404
382,0.996703
383,1.00186
384,1.00696
385,0.998381
386,1.00036
387,1.00123
388,0.999658
389,0.996405
390,1.00368
391,0.997161
392,0.998666
393,0.996669
394,1.00091
395,0.999921
396,1.00137
397,0.998869
398,0.991399
399,0.996382
400,1.00475
401,0.998675
402,1.00201
403,1.0059
404,1.00776
405,0.998514
406,1.00238
407,1.00292
408,0.999044
409,1.00338
410,0.995306
411,1.00128
412,0.999642
413,0.996108
414,0.996194
415,0.99773
416,0.996193
417,0.999423
418,0.996368
419,0.99882
420,1.00162
421,0.993449
422,0.998922
423,0.995807
424,1.00065
425,0.999215
426,0.992722
427,0.994094
428,0.997051
429,1.00259
430,0.997645
431,1.00309
432,1.00486
433,1.01154
434,1.00436
435,0.999733
436,0.999693
437,1.00329
438,0.997627
439,0.998081
440,1.00448
441,1.00367
442,1.00542
443,0.998406
444,1.00339
445,1.00261
446,0.997387
447,0.998109
448,1.00011
449,0.999481
450,0.998068
451,0.995143
452,1.00412
453,0.991747
454,0.999233
455,1.00116
456,0.996425
457,0.996869
458,0.9937
459,0.999155
460,1.00538
461,1.00209
462,0.997114
463,0.99846
464,1.0052
465,0.994005
466,1.00162
467,0.999573
468,1.00675
469,0.999354
470,0.997124
471,0.997572
472,0.993279
473,1.00157
474,0.996174
475,1.00252
476,0.994114
477,0.998095
478,0.996778
479,1.00324
480,1.00906
481,1.00127
482,0.999726
483,1.00192
484,0.999701
485,0.998967
486,1.0014
487,1.00148
488,1.00306
489,0.995639
490,1.00241
491,1.00196
492,0.997372
493,1.00221
494,1.00087
495,1.00136
496,1.00485
497,0.993067
498,1.00334
499,1.00109
500,0.993363
501,0.995993
502,1.0006
503,1.00127
504,1.00749
505,0.995357
506,0.999289
507,1.00094
508,1.00061
509,0.991986
510,0.99893
511,1.00289
512,0.994275
513,0.996342
514,0.997553
515,1.00036
516,1.0028
517,1.00832
518,0.996657
519,1.00109
520,0.99759
521,0.996916
522,0.999711
523,0.996766
524,1.00483
525,0.999196
526,1.00081
527,0.998687
528,1.00107
529,1.00258
530,1.00099
531,1.00064
532,0.999146
533,0.995206
