MDTU,min_min,min_max,max_min,max_max5
1,0.259139,0.284273,0.339127,0.380581
2,0.152966,0.212817,0.273596,0.303224
3,0.101675,0.171198,0.216918,0.273047
4,0.0570186,0.144648,0.188592,0.236569
5,0.0215052,0.119181,0.142917,0.223238
6,-0.000501996,0.078901,0.132795,0.188941
7,-0.0390269,0.0773992,0.093255,0.182526
8,-0.0451808,0.0580995,0.0795604,0.173426
9,-0.0786753,0.0542763,0.055842,0.17764
10,-0.0807893,0.0451671,0.0563925,0.167807
11,-0.0939981,0.0313535,0.0370657,0.152572
12,-0.133712,0.0304355,0.0169546,0.145511
13,-0.117483,0.0198714,0.0340175,0.146489
14,-0.132719,0.0204493,0.0251428,0.150771
15,-0.130699,0.0181102,0.0280604,0.146732
16,-0.119911,0.00950535,0.0275583,0.14418
17,-0.123761,0.00990198,0.0306337,0.136803
18,-0.129664,0.0146715,0.0141789,0.136474
19,-0.156433,0.0165088,0.00269364,0.15025
20,-0.138165,-0.00406546,0.0154717,0.124116
21,-0.138165,-0.00406546,0.0154717,0.124116
22,-0.147942,0.00851432,0.00115707,0.137316
23,-0.152584,-0.0034923,0.00016256,0.137258
24,-0.164727,-0.00153911,0.00700534,0.129795
25,-0.150161,0.00938108,0.00109946,0.13822
26,-0.147162,0.00805576,0.00678361,0.127025
27,-0.150928,0.0125934,0.00731258,0.135352
28,-0.14119,-0.00250248,0.00301122,0.130316
29,-0.14119,-0.00250248,0.00301122,0.130316
30,-0.141384,-0.00411053,0.0140674,0.130665
31,-0.153467,0.0029579,-0.00116337,0.138603
32,-0.148583,-0.009414,0.00240401,0.138193
33,-0.148746,-0.00296354,0.00783317,0.126615
34,-0.148746,-0.00296354,0.00783317,0.126615
35,-0.173425,0.00631809,-0.00861765,0.129606
36,-0.160778,0.00201238,0.00551596,0.124423
37,-0.170669,0.0115786,-0.00489528,0.134578
38,-0.170669,0.0115786,-0.00489528,0.134578
39,-0.170669,0.0115786,-0.00489528,0.134578
40,-0.161213,0.00475349,0.0102862,0.144105
41,-0.161213,0.00475349,0.0102862,0.144105
42,-0.161213,0.00475349,0.0102862,0.144105
43,-0.179174,0.00510506,-0.0172167,0.139709
44,-0.15135,-0.00251023,-0.00372692,0.136648
45,-0.178951,0.00573385,-0.0041029,0.130281
46,-0.153923,0.00568244,-0.00592713,0.130871
47,-0.171236,0.0189803,-0.0110222,0.14422
48,-0.171236,0.0189803,-0.0110222,0.14422
49,-0.173907,0.00940175,-0.0103401,0.1302
50,-0.166306,0.00472932,-0.0157776,0.132003
51,-0.151355,0.00270439,-0.00973809,0.13381
52,-0.152132,-0.00292634,-0.000980245,0.131059
53,-0.152032,0.00987788,-0.0109826,0.131574
54,-0.169743,0.00817531,-0.0260604,0.142736
55,-0.151524,-0.00618703,0.0101482,0.125754
56,-0.131556,0.0028977,0.00983496,0.147579
57,-0.131556,0.0028977,0.00983496,0.147579
58,-0.125049,0.00964459,0.0208103,0.131937
59,-0.147435,0.0266185,-0.000148139,0.154023
60,-0.161786,0.00664933,0.011158,0.143065
61,-0.154281,0.00930816,0.0194838,0.142827
62,-0.151061,0.00431608,0.00371324,0.134137
63,-0.165552,0.00786323,-0.00858315,0.149067
64,-0.165552,0.00786323,-0.00858315,0.149067
65,-0.138083,-0.0147712,0.0119522,0.127455
66,-0.162425,0.018009,-0.00233809,0.159883
67,-0.150842,0.0155139,0.0053557,0.138455
68,-0.139662,0.0158836,0.0179764,0.147789
69,-0.134116,0.0109416,0.0120325,0.135225
70,-0.141152,0.00301303,0.0122272,0.145593
71,-0.141152,0.00301302,0.0122272,0.145593
72,-0.139751,0.000718398,0.0129806,0.134328
73,-0.132714,0.00120377,0.0176093,0.120143
74,-0.142156,0.00319003,0.0106478,0.137705
75,-0.148301,0.00438106,0.00930797,0.128026
76,-0.143368,-0.00495745,0.00388006,0.135836
77,-0.152827,0.0196337,-0.0097633,0.135596
78,-0.14821,0.00828,0.00721737,0.129377
79,-0.150597,0.0071496,0.0108158,0.128956
80,-0.149038,0.017677,0.00412753,0.142927
81,-0.149038,0.017677,0.00412754,0.142927
82,-0.146444,0.017226,0.0062062,0.150323
83,-0.138744,0.0168316,0.0144832,0.137662
84,-0.150999,0.0070316,-3.70175e-06,0.141433
85,-0.139801,-0.000877421,0.00121648,0.131112
86,-0.156597,0.0187471,0.00427786,0.144742
87,-0.138687,0.00287536,-0.00294418,0.12456
88,-0.154227,0.00183905,-0.0037793,0.135886
89,-0.154227,0.00183905,-0.0037793,0.135886
90,-0.160215,-8.50962e-05,-0.00112155,0.14239
91,-0.15515,-0.0106391,-0.0147672,0.129133
92,-0.151844,0.00540234,0.00703309,0.132502
93,-0.162324,-0.00187864,-0.00360331,0.125788
94,-0.15381,0.00769265,-0.00885431,0.137151
95,-0.163005,0.000544462,-0.0222286,0.124463
96,-0.165597,0.0116103,-0.0125351,0.127977
97,-0.165597,0.0116103,-0.0125351,0.127977
98,-0.165597,0.0116103,-0.0125351,0.127977
99,-0.157057,0.00640527,-0.0025838,0.124296
100,-0.168087,-0.00118445,-0.00688284,0.126559
101,-0.15756,-0.0147533,0.000437144,0.114698
102,-0.15756,-0.0147533,0.000437144,0.114698
103,-0.177947,-0.00290408,-0.0107341,0.118619
104,-0.177947,-0.00290408,-0.0107341,0.118619
105,-0.177947,-0.00290408,-0.0107341,0.118619
106,-0.180459,-0.0103201,-0.0203657,0.117656
107,-0.183207,0.00819044,-0.0285479,0.13195
108,-0.187628,-0.0015386,-0.0195239,0.124513
109,-0.187628,-0.0015386,-0.0195239,0.124513
110,-0.190771,-0.00399209,-0.0275896,0.130091
111,-0.174817,-0.00745714,-0.0135433,0.126872
112,-0.192971,-0.0110266,-0.0143213,0.119708
113,-0.177009,0.00678473,-0.015421,0.118541
114,-0.192141,-0.00254417,-0.00325385,0.132075
115,-0.192157,0.00600861,-0.0210918,0.128461
116,-0.173948,-0.00694286,-0.0105741,0.121093
117,-0.168093,-0.00986137,-0.0100649,0.120513
118,-0.174903,-0.0152457,-0.020043,0.12676
119,-0.17492,-0.00597523,-0.0123937,0.131786
120,-0.176293,0.000245527,-0.0210544,0.130885
121,-0.176779,0.00419823,-0.000384338,0.119528
122,-0.176779,0.00419823,-0.000384338,0.119528
123,-0.152496,-0.0127151,0.00517285,0.119642
124,-0.152496,-0.0127151,0.00517285,0.119642
125,-0.148774,-0.0184516,0.00535851,0.115229
126,-0.148774,-0.0184516,0.00535851,0.115229
127,-0.147571,-0.00253349,-0.00362981,0.128408
128,-0.122485,-0.00934015,0.0313376,0.114046
129,-0.133531,-0.00604935,0.0139453,0.131176
130,-0.144348,0.00433494,0.00470638,0.144226
131,-0.147037,0.0149978,0.0132624,0.139213
132,-0.150847,-0.00244018,0.0180118,0.12633
133,-0.147395,0.0139253,0.0120514,0.135291
134,-0.147395,0.0139253,0.0120514,0.135291
135,-0.153053,0.00407215,0.00826659,0.129455
136,-0.153053,0.00407215,0.00826659,0.129455
137,-0.146477,0.0197935,-0.00655137,0.129758
138,-0.142791,0.00325406,0.0125306,0.12922
139,-0.142791,0.00325406,0.0125306,0.12922
140,-0.167118,0.0136649,0.00291419,0.13052
141,-0.167118,0.0136649,0.00291419,0.13052
142,-0.167118,0.0136649,0.00291419,0.13052
143,-0.167118,0.0136649,0.00291419,0.13052
144,-0.167118,0.0136649,0.00291419,0.13052
145,-0.14681,0.00512446,0.00980859,0.132885
146,-0.14681,0.00512446,0.00980859,0.132885
147,-0.142748,0.000977235,0.00402527,0.137467
148,-0.153591,0.00723937,0.00305428,0.133479
149,-0.158375,-0.00342837,0.00188777,0.130361
150,-0.16028,0.0178608,-0.00804562,0.133103
151,-0.16028,0.0178608,-0.00804561,0.133103
152,-0.156854,0.0119029,-0.0079575,0.130669
153,-0.146209,0.0146625,0.0085278,0.135044
154,-0.146209,0.0146625,0.0085278,0.135044
155,-0.155237,0.0150441,-0.000927192,0.135505
