t,|deltaS|
1,0.01499
2,0.01863
3,0.008301
4,0.01364
5,0.023
6,0.0176
7,0.01012
8,0.02792
9,0.03221
10,0.01948
11,0.01429
12,0.02343
13,0.05166
14,0.1194
15,0.08319
16,0.0943
17,0.01317
18,0.002434
19,0.01946
20,0.07465
21,1.644
22,0.1358
23,0.1944
24,0.3045
25,0.3601
26,0.4206
27,0.0761
28,0.1617
29,0.8133
30,0.1342
31,0.4908
32,1.045
33,0.2535
34,0.5505
35,0.4165
36,1.44
37,0.2673
38,0.7819
39,0.6168
40,0.4808
41,0.6894
42,0.5409
43,0.2166
44,0.6625
45,0.2474
46,0.06208
47,0.02544
48,0.1089
49,0.3886
50,0.6869
51,0.05146
52,0.1132
53,0.03397
54,0.377
55,0.6429
56,0.3049
57,0.9708
58,0.2928
59,0.9462
60,0.8169
61,0.2751
62,0.4077
63,0.4281
64,1.255
65,0.6158
66,0.002763
67,0.05204
68,0.8077
69,0.02745
70,0.2426
71,0.6752
72,0.7622
73,0.2063
74,0.08752
75,0.3809
76,0.3116
77,0.05982
78,0.2922
79,0.6059
80,0.3665
81,1.727
82,1.298
83,0.03084
84,0.7838
85,0.4061
86,0.304
87,0.2455
88,1.044
89,1.148
90,0.4409
91,0.6482
92,0.1828
93,0.5843
94,0.9625
95,0.08309
96,0.175
97,0.4244
98,1.884
99,0.1672
100,1.093
101,0.2723
102,0.4127
103,0.4175
104,1.546
105,0.3313
106,0.7257
107,0.8261
108,1.005
109,0.7939
110,0.5247
111,0.226
112,0.07251
113,0.05724
114,0.2385
115,0.1678
116,0.1729
117,0.3727
118,0.2393
119,0.1552
120,0.7404
121,0.7986
122,0.5209
123,0.8416
124,0.4128
125,0.6101
126,0.645
127,1.148
128,1.617
129,0.3614
130,0.1011
131,0.2947
132,0.164
133,0.1207
134,0.5615
135,0.5185
136,0.56
137,0.0131
138,0.1084
139,0.7661
140,0.6523
141,0.3517
142,1.133
143,1.648
144,1.176
145,0.2796
146,0.4013
147,0.1957
148,0.1824
149,0.694
150,1.371
151,0.2696
152,0.465
153,0.9911
154,0.366
155,0.6674
156,0.01046
157,0.9297
158,1.193
159,0.27
160,0.7681
161,0.2178
162,1.393
163,0.5651
164,0.1856
165,0.339
166,0.2373
167,1.334
168,0.171
169,0.3682
170,0.9845
171,0.5317
172,0.4919
173,0.007323
174,0.6964
175,0.3467
176,0.377
177,0.08301
178,0.1174
179,1.147
180,0.6203
181,1.469
182,1.656
183,1.122
184,0.03161
185,0.06834
186,0.03449
187,0.2284
188,0.9347
189,0.8891
190,0.3334
191,0.5441
192,0.1304
193,1.261
194,0.7774
195,0.401
196,0.09406
197,0.1226
198,0.5621
199,0.3952
200,0.1071
201,0.9516
202,0.846
203,0.9927
204,0.7607
205,0.3053
206,1.437
207,0.1384
208,0.4061
209,0.1418
210,0.9974
211,0.5418
212,0.7556
213,1.685
214,0.003242
215,1.502
216,0.5723
217,0.495
218,0.117
219,0.6148
220,0.3261
221,0.3652
222,0.2851
223,0.009254
224,0.5734
225,0.1818
226,0.5002
227,1.184
228,0.09038
229,0.9899
230,1.287
231,0.3095
232,0.2916
233,0.1357
234,1.496
235,0.7185
236,0.6956
237,0.2867
238,0.3332
239,0.07328
240,0.1376
241,0.4201
242,1.061
243,1.048
244,0.5716
245,0.09369
246,0.2333
247,0.2385
248,1.149
249,0.6372
250,1.452
251,0.6435
252,0.0203
253,0.6947
254,0.2587
255,0.294
256,0.3413
257,1.224
258,0.1991
259,0.7444
260,1.252
261,1.616
262,0.1992
263,0.3951
264,1.146
265,1.139
266,0.3073
267,0.003873
268,0.1563
269,0.2913
270,0.5141
271,1.264
272,0.2473
273,0.2838
274,0.5174
275,0.01798
276,0.5599
277,0.1109
278,0.05569
279,0.5071
280,0.1057
281,0.5499
282,0.6655
283,0.7068
284,1.124
285,0.6956
286,0.1468
287,0.8993
288,0.3883
289,1.455
290,0.6406
291,1.069
292,0.5714
293,1.467
294,0.3472
295,0.2577
296,0.5124
297,0.5847
298,0.1766
299,1.599
300,0.5732
301,0.6243
302,0.2059
303,0.1768
304,0.5045
305,1.418
306,0.04373
307,0.4408
308,0.6659
309,0.08941
310,0.6659
311,0.6819
312,0.4987
313,0.6568
314,0.2675
315,0.02435
316,0.9193
317,1.56
318,0.9536
319,0.8069
320,0.1138
321,0.3799
322,0.7969
323,0.1073
324,0.3658
325,0.1873
326,0.3621
327,0.6667
328,0.3065
329,0.5541
330,0.838
331,0.8762
332,0.4814
333,0.3599
334,0.7411
335,0.7454
336,0.217
337,1.895
338,0.3435
339,0.7506
340,0.3537
341,1.372
342,0.1834
343,0.3193
344,0.4297
345,0.3958
346,0.635
347,0.0739
348,0.09203
349,0.4036
350,0.4224
351,0.2127
352,0.2679
353,0.1028
354,1.139
355,0.3726
356,0.5476
357,0.2722
358,1.235
359,0.8248
360,0.7227
361,0.8667
362,2.008
363,0.8033
364,0.6655
365,0.9208
366,0.9891
367,0.5171
368,0.253
369,0.1709
370,0.2733
371,0.6419
372,0.1609
373,0.4892
374,0.4619
375,0.1832
376,0.6579
377,0.05892
378,0.01133
379,0.3248
380,0.3055
381,0.3833
382,0.7644
383,0.3521
384,0.5858
385,0.6219
386,0.418
387,0.3109
388,0.1392
389,1.412
390,0.4891
391,0.0707
392,1.125
393,0.4626
394,0.9761
395,0.3397
396,0.3457
397,1.05
398,1.382
399,0.8938
400,0.5493
401,0.6497
402,0.6498
403,0.3912
404,0.8288
405,0.4684
406,0.7409
407,0.4871
408,1.193
409,1.011
410,0.1039
411,0.5487
412,0.6612
413,0.6651
414,0.9032
415,0.2277
416,0.1908
417,0.212
418,1.125
419,0.01325
420,0.2695
421,0.5028
422,0.3134
423,0.5988
424,1.343
425,0.6042
426,0.4316
427,1.073
428,1.613
429,0.8598
430,1.043
431,0.2519
432,0.1364
433,0.01241
434,0.607
435,0.8358
436,0.1792
437,0.4999
438,0.5415
439,0.1529
440,0.02269
441,0.4786
442,2.484
443,0.663
444,1.14
445,0.4274
446,0.9543
447,0.1817
448,0.542
449,0.01927
450,0.3265
451,1.096
452,0.5333
453,0.02763
454,1.376
455,0.115
456,0.2101
457,0.7892
458,1.505
459,0.6969
460,0.7352
461,1.429
462,1.199
463,1.039
464,0.4226
465,1.287
466,0.6598
467,0.5044
468,0.4373
469,0.01815
470,0.9509
471,0.7394
472,0.3938
473,0.5459
474,0.2987
475,0.7818
476,0.579
477,0.08345
478,0.4816
479,0.1367
480,0.0406
481,0.9138
482,0.3618
483,0.2158
484,1.169
485,0.4925
486,1.121
487,0.9706
488,0.4729
489,0.1368
490,0.7754
491,1.053
492,1.427
493,2.521
494,0.7228
495,0.7028
496,0.845
497,0.1903
498,0.08512
499,0.01584
500,0.3234
501,1.254
502,0.4968
503,0.2016
504,0.3629
505,0.3703
506,0.7006
507,0.7877
508,0.1078
509,0.8819
510,0.4481
511,0.4272
512,1.091
513,1.36
514,0.08631
515,0.4964
516,0.4491
517,0.3664
518,0.3849
519,0.5874
520,1.007
521,0.04831
522,0.1913
523,1.75
524,0.548
525,0.2589
526,0.3097
527,0.6642
528,0.9695
529,0.08529
530,0.217
531,0.08591
532,0.1617
533,0.4351
534,1.014
535,0.3109
536,0.3894
537,0.9217
538,0.2649
539,1.184
540,0.6879
541,0.5416
542,0.5278
543,1.774
544,0.2904
545,1.836
546,0.06265
547,0.8717
548,1.03
549,0.1199
550,0.06814
551,0.8864
552,1.439
553,0.5381
554,0.6168
555,0.8609
556,0.8553
557,1.231
558,0.7564
559,0.1101
560,0.4412
561,0.04268
562,0.6695
563,0.001845
564,0.8415
565,0.1466
566,0.1657
567,0.00791
568,0.4213
569,0.3469
570,0.5373
571,0.2495
572,0.5849
573,0.163
574,0.367
575,0.6694
576,0.6844
577,0.5416
578,0.07343
579,0.003481
580,0.7859
581,0.2482
582,0.3011
583,1.174
584,0.7967
585,0.294
586,1.192
587,0.1643
588,0.2971
589,0.1876
590,0.3398
591,0.4711
592,0.02542
593,0.06543
594,0.2222
595,0.7772
596,0.3397
597,0.1488
598,0.8517
599,0.3949
600,0.2127
601,0.4852
602,0.2013
603,0.414
604,0.1042
605,0.4105
606,0.8255
607,0.1626
608,0.8005
609,0.115
610,0.05035
611,0.5311
612,0.3145
613,1.22
614,0.6176
615,0.2153
616,0.3941
617,0.7485
618,0.5174
619,0.3746
620,0.09798
621,1.268
622,0.2854
623,0.8464
624,0.5371
625,2.029
626,0.7334
627,0.3515
628,0.205
629,0.003044
630,0.9179
631,0.1434
632,0.686
633,0.1806
634,0.5623
635,0.3721
636,0.1698
637,0.08286
638,0.9841
639,0.7609
640,0.7307
641,0.917
642,0.1513
643,0.3201
644,0.6055
645,1.013
646,0.1332
647,0.297
648,0.1423
649,0.5002
650,1.297
651,0.3245
652,0.1893
653,0.6403
654,0.5263
655,0.1467
656,0.04634
657,0.6121
658,0.5873
659,0.6266
660,0.2249
661,0.04806
662,1.032
663,0.203
664,1.824
665,0.5239
666,0.4081
667,0.07594
668,0.9947
669,0.1139
670,1.012
671,0.5294
672,0.03585
673,0.5278
674,0.2508
675,0.03908
676,0.9354
677,0.1556
678,1.176
679,0.8078
680,0.6043
681,0.9741
