t,e^(-dS)
1,776.658
2,0.230847
3,0.223577
4,0.355582
5,0.269012
6,0.208462
7,0.43863
8,0.298496
9,0.459599
10,0.373962
11,0.452938
12,0.738008
13,0.297304
14,0.819714
15,0.700893
16,0.494207
17,1.01676
18,0.631031
19,0.929954
20,0.862172
21,0.894849
22,0.581526
23,0.632105
24,1.25521
25,0.762693
26,0.888341
27,0.878095
28,1.24583
29,1.13951
30,0.685231
31,1.02205
32,0.811314
33,1.27392
34,1.30656
35,1.35934
36,0.82729
37,1.27011
38,0.887897
39,0.809774
40,0.941755
41,1.302
42,1.53926
43,1.04559
44,1.19506
45,1.18922
46,0.731542
47,0.897987
48,1.26428
49,0.930187
50,1.10882
51,0.446954
52,1.08574
53,1.21726
54,0.760408
55,1.20623
56,0.923347
57,0.6423
58,1.1284
59,1.11516
60,0.948427
61,1.55909
62,0.626128
63,1.12356
64,0.949253
65,0.817912
66,1.05593
67,1.36084
68,1.03375
69,1.41312
70,1.61317
71,1.73638
72,1.05146
73,0.643457
74,0.982927
75,0.632547
76,1.07084
77,0.863812
78,0.493565
79,0.982466
80,0.523981
81,1.238
82,0.7598
83,0.574704
84,1.00532
85,0.702366
86,0.805735
87,1.28197
88,0.683998
89,1.20009
90,0.670119
91,1.1741
92,1.68742
93,0.796602
94,1.11016
95,0.955835
96,1.18223
97,1.3573
98,0.681881
99,0.759876
100,0.937808
101,0.538213
102,0.933934
103,1.21507
104,0.985073
105,0.972097
106,0.851377
107,0.656915
108,0.886123
109,1.08654
110,0.687221
111,1.42091
112,0.865888
113,1.26352
114,0.720507
115,0.752315
116,1.04929
117,0.795965
118,0.967422
119,0.857101
120,0.949348
121,1.11149
122,0.953077
123,0.995129
124,0.937283
125,0.663849
126,0.839625
127,1.27724
128,0.824729
129,1.85132
130,1.20575
131,1.05842
132,0.86988
133,1.13553
134,1.47211
135,0.536494
136,0.714052
137,0.91144
138,1.06577
139,0.983812
140,0.979718
141,1.15292
142,0.709354
143,0.994984
144,1.66196
145,0.80945
146,0.822506
147,0.940428
148,0.95322
149,0.855816
150,0.776934
151,1.02835
152,1.1872
153,0.975076
154,0.992833
155,0.931276
156,1.11639
157,1.11672
158,0.635782
159,0.971125
160,0.962492
161,0.986985
162,0.857787
163,0.937114
164,0.515561
165,0.57241
166,1.15039
167,1.40074
168,0.935953
169,0.797399
170,0.808641
171,1.6718
172,1.01359
173,1.0974
174,0.52666
175,1.27456
176,1.40326
177,0.683451
178,0.884883
179,1.0694
180,0.855816
181,1.48409
182,1.50471
183,0.783958
184,1.49212
185,0.942622
186,0.811882
187,0.783331
188,0.788203
189,0.884529
190,0.897628
191,2.19087
192,0.831603
193,1.36643
194,0.951562
195,1.34044
196,1.63804
197,0.55002
198,0.935345
199,1.16894
200,1.32141
201,1.11449
202,0.753143
203,1.29628
204,0.961924
205,0.98221
206,1.25596
207,1.30761
208,0.51618
209,1.15685
210,0.94088
211,0.737123
212,0.935289
213,1.20358
214,1.52791
215,0.754198
216,0.89199
217,1.0383
218,1.13542
219,0.825554
