t,cg_iters
1,13451
2,13623
3,14146
4,14018
5,13990
6,14380
7,14089
8,13873
9,13931
10,14027
11,13656
12,14057
13,13896
14,14147
15,14672
16,13600
17,13805
18,14387
19,14445
20,14315
21,14294
22,14179
23,14310
24,14054
25,14197
26,14358
27,14576
28,14407
29,14024
30,14010
31,13898
32,14226
33,13787
34,13944
35,13844
36,13866
37,13775
38,13844
39,14098
40,13813
41,13841
42,13925
43,13960
44,13853
45,14126
46,14351
47,14306
48,13735
49,14140
50,14384
51,13873
52,14026
53,14093
54,13654
55,14076
56,13991
57,14048
58,14429
59,14455
60,14293
61,13937
62,13878
63,13857
64,13941
65,14548
66,13874
67,13692
68,13539
69,13781
70,14158
71,13940
72,13727
73,13843
74,14138
75,14162
76,13903
77,14105
78,14125
79,13829
80,13631
81,13964
82,14089
83,14034
84,14097
85,14056
86,14150
87,13873
88,14182
89,14072
90,14114
91,14203
92,14637
93,14294
94,14107
95,14125
96,14592
97,14255
98,14212
99,13810
100,14029
101,14037
102,14032
103,14194
104,13732
105,13428
106,13878
107,13597
108,13648
109,13548
110,13771
111,13739
112,13829
113,14426
114,14139
115,13927
116,14113
117,14023
118,14243
119,13999
120,14085
121,14034
122,14068
123,14055
124,14054
125,14581
126,14109
127,13926
128,14106
129,14035
130,14154
131,14238
132,14093
133,14042
134,14038
135,14205
136,14436
137,14098
138,14324
139,13913
140,13684
141,13923
142,13794
143,14190
144,14297
145,13971
146,14148
147,14253
148,13911
149,14072
150,14186
151,14093
152,14008
153,14018
154,13680
155,14528
156,14079
157,14425
158,14132
159,14354
160,14278
161,13845
162,13829
163,14006
164,14110
165,14042
166,13816
167,13763
168,14153
169,14207
170,14180
171,14007
172,14296
173,14224
174,14243
175,14308
176,13854
177,13998
178,13908
179,13727
180,14098
181,14325
182,13632
183,13911
184,13839
185,13750
186,13805
187,13945
188,13935
189,14344
190,14125
191,13981
192,13936
193,13982
194,13927
195,14237
196,13987
197,14239
198,13949
199,14046
200,14078
201,14268
202,14139
203,14097
204,13894
205,13872
206,13712
207,14006
208,13909
209,13967
210,13638
211,13535
212,13772
213,13708
214,13801
215,13709
216,14155
217,13587
218,14199
219,14285
220,14094
221,14270
222,14299
223,13952
224,13932
225,13810
226,14283
227,14370
228,14276
229,14195
230,14314
231,14048
232,13767
233,14107
