t,walltime
10,17.12
20,17.23
30,17.39
40,17.06
50,17.22
60,17.25
70,17.07
80,17.12
90,17.2
100,17.36
110,16.97
120,17.21
130,17.24
140,17.26
150,17.22
160,17.3
170,17.15
180,17.22
190,17.11
200,17.19
210,17.08
220,17.04
230,17.33
240,17.17
250,17.33
260,17.34
270,17.34
280,17.2
290,17.11
300,17.26
310,17.27
320,17.27
330,17.2
340,17.27
350,17.23
360,17.18
370,17.13
380,17.27
390,17.08
400,17.26
410,17.27
420,17.15
430,17.23
440,17.06
450,17.2
460,17.23
470,17.12
480,17.31
490,17.27
500,17.29
510,17.25
520,17.09
530,17.19
540,17.32
550,17.33
560,17.26
570,17.01
580,17.08
590,17.19
600,17.33
610,17.23
620,17.23
630,17.2
640,17.06
650,17.34
660,17.17
670,17.14
680,17.3
690,17.28
700,17.13
710,17.17
720,17.15
730,17.3
740,17.24
750,17.22
760,17.22
770,17.28
780,17.12
790,17.12
800,17.28
810,17.2
820,17.13
830,17.16
840,17.13
850,17.33
860,17.12
870,17.14
880,17.3
890,17.16
900,17.21
910,17.28
920,17.22
930,17.24
940,17.18
950,17.34
960,17.42
970,17.37
980,17.27
990,17.24
1000,17.16
1010,17.18
1020,17.18
1030,17.26
1040,17.26
1050,17.23
1060,17.27
1070,17.15
1080,17.28
1090,17.25
1100,17.16
1110,17.27
1120,17.32
1130,17.2
1140,17.4
1150,17.4
1160,17.13
1170,17.36
1180,17.14
1190,17.26
1200,17.37
1210,17.37
1220,17.25
1230,17.36
1240,17.25
1250,17.17
1260,17.38
1270,17.35
1280,17.13
1290,17.29
1300,17.37
1310,17.24
1320,17.51
1330,17.33
1340,17.12
1350,17.49
1360,17.25
1370,17.34
1380,17.22
1390,17.12
1400,17.37
1410,17.37
1420,17.36
1430,17.3
1440,17.31
1450,17.33
1460,17.45
1470,17.49
1480,17.36
1490,17.23
1500,17.35
1510,17.32
1520,17.25
1530,17.16
1540,17.39
1550,17.49
1560,17.22
1570,17.28
1580,17.34
1590,17.43
1600,17.41
1610,17.3
1620,17.29
1630,17.09
1640,17.12
1650,17.25
1660,17.59
1670,17.4
1680,17.27
1690,17.36
1700,17.44
1710,17.18
1720,17.3
1730,17.33
1740,17.36
1750,17.41
1760,17.52
1770,17.4
1780,17.32
1790,17.55
1800,17.37
1810,17.34
1820,17.46
1830,17.65
1840,17.53
1850,17.37
1860,17.43
1870,17.26
1880,17.39
1890,17.43
1900,17.39
1910,17.35
1920,17.66
1930,17.43
1940,17.63
1950,17.52
1960,17.29
1970,17.53
1980,17.59
1990,17.48
2000,17.44
2010,17.6
2020,17.33
2030,17.39
2040,17.52
2050,17.49
2060,17.65
2070,17.54
2080,17.53
2090,17.38
2100,17.71
2110,17.52
2120,17.64
2130,17.61
2140,17.72
2150,17.66
2160,17.72
2170,17.58
2180,17.42
2190,17.62
2200,17.72
2210,17.69
2220,17.68
2230,17.68
2240,17.74
2250,17.7
2260,17.74
2270,17.73
2280,17.65
2290,17.59
2300,17.54
2310,17.78
2320,17.84
2330,17.72
2340,17.73
2350,17.87
2360,17.97
2370,17.85
2380,17.85
2390,17.95
2400,17.9
2410,17.88
2420,17.92
2430,17.75
2440,17.83
2450,17.85
2460,17.83
2470,17.66
2480,17.78
2490,17.81
2500,17.96
2510,17.85
2520,17.86
2530,17.89
2540,17.85
2550,17.76
2560,17.74
2570,17.94
2580,18.08
2590,17.72
2600,17.96
2610,17.91
2620,17.94
2630,17.93
2640,18.06
2650,18.04
2660,17.91
2670,18.01
2680,17.94
2690,17.89
2700,18.22
2710,18.17
2720,18.16
2730,18.06
2740,17.97
2750,18.16
2760,18.23
2770,18.21
2780,18.2
2790,18.36
2800,18.14
2810,18.16
2820,18.22
2830,18.25
2840,18.09
2850,18.22
2860,18.32
2870,18.19
2880,18.25
2890,18.23
2900,18.32
2910,18.31
2920,18.49
2930,18.38
2940,18.49
2950,18.33
2960,18.38
2970,18.47
2980,18.24
2990,18.55
3000,18.3
3010,18.36
3020,18.45
3030,18.43
3040,18.57
3050,18.79
3060,18.62
3070,18.49
3080,18.61
3090,18.62
3100,18.55
3110,18.48
3120,18.48
3130,18.4
3140,18.46
3150,18.91
3160,18.55
3170,18.66
3180,18.52
3190,18.91
3200,18.62
3210,18.47
3220,18.48
3230,19.05
3240,18.82
3250,18.63
3260,18.68
3270,18.91
3280,18.85
3290,18.81
3300,19.03
3310,18.73
3320,18.81
3330,18.83
3340,18.83
3350,18.86
3360,18.72
3370,19.13
3380,18.81
3390,18.9
3400,19.19
3410,18.99
3420,19.14
3430,18.96
3440,18.75
3450,19.08
3460,19.09
3470,19.1
3480,19.3
3490,19.04
3500,19.18
