MDTU,|Tr(Lx)|
1,0.882319
2,0.889655
3,0.870884
4,0.870884
5,0.870884
6,0.837502
7,0.844868
8,0.844868
9,0.844868
10,0.844868
11,0.844868
12,0.856884
13,0.857303
14,0.846151
15,0.811291
16,0.811291
17,0.774872
18,0.843249
19,0.866104
20,0.836266
21,0.846278
22,0.846278
23,0.823253
24,0.867063
25,0.787013
26,0.787013
27,0.814545
28,0.84294
29,0.819101
30,0.819101
31,0.825017
32,0.740097
33,0.818795
34,0.711122
35,0.770983
36,0.770983
37,0.813792
38,0.813792
39,0.848715
40,0.811416
41,0.800651
42,0.82601
43,0.785271
44,0.835179
45,0.812342
46,0.812342
47,0.803271
48,0.779607
49,0.777909
50,0.842753
51,0.842753
52,0.817496
53,0.848305
54,0.69102
55,0.810734
56,0.79614
57,0.84165
58,0.804371
59,0.809862
60,0.828012
61,0.835799
62,0.844892
63,0.81999
64,0.836567
65,0.828841
66,0.824908
67,0.816888
68,0.783325
69,0.801334
70,0.815585
71,0.830042
72,0.805805
73,0.805805
74,0.851025
75,0.809345
76,0.832665
77,0.832665
78,0.832665
79,0.842198
80,0.842198
81,0.85414
82,0.85414
83,0.819863
84,0.835695
85,0.832818
86,0.832636
87,0.779716
88,0.779716
89,0.796554
90,0.807437
91,0.818462
92,0.801139
93,0.859307
94,0.807419
95,0.741367
96,0.764145
97,0.755202
98,0.787332
99,0.787332
100,0.855882
101,0.855882
102,0.852172
103,0.765274
104,0.655022
105,0.769576
106,0.763047
107,0.775413
108,0.675612
109,0.798359
110,0.792777
111,0.793472
112,0.84391
113,0.863549
114,0.816783
115,0.809699
116,0.803838
117,0.803838
118,0.792691
119,0.807372
120,0.805985
121,0.700024
122,0.860928
123,0.84911
124,0.833588
125,0.849189
126,0.8009
127,0.766715
128,0.766715
129,0.781245
130,0.880937
131,0.812237
132,0.796788
133,0.771868
134,0.820074
135,0.820074
136,0.820074
137,0.862322
138,0.822775
139,0.797891
140,0.786101
141,0.794698
142,0.794698
143,0.849676
144,0.820126
145,0.830485
146,0.799564
147,0.820106
148,0.812099
149,0.837901
150,0.805311
151,0.787467
152,0.823449
153,0.780902
154,0.814609
155,0.821053
156,0.704438
157,0.749136
