MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,4.29715,4.28027,-0.380546
2,3.60743,3.55695,-0.601352
3,2.99844,2.99739,-0.0795343
4,2.99844,2.99739,-0.0795343
5,2.99844,2.99739,-0.0795343
6,2.45732,2.45633,0.0698113
7,2.26686,2.23844,0.357816
8,2.26686,2.23844,0.357816
9,2.26686,2.23844,0.357816
10,2.26686,2.23844,0.357816
11,2.26686,2.23844,0.357816
12,2.07678,2.02989,0.438841
13,1.71812,1.69644,0.272065
14,1.81052,1.80748,0.104942
15,1.63585,1.63576,-0.0171565
16,1.63585,1.63576,-0.0171565
17,1.59378,1.58789,-0.136922
18,1.50112,1.4996,0.0674611
19,1.42549,1.41604,-0.163847
20,1.47476,1.46712,-0.149966
21,1.25702,1.25289,-0.101914
22,1.25702,1.25289,-0.101914
23,1.30352,1.28761,0.203038
24,1.51145,1.4945,0.22573
25,1.26946,1.26248,0.132942
26,1.26946,1.26248,0.132942
27,1.34947,1.34947,-0.00470039
28,1.39821,1.37696,-0.242839
29,1.35321,1.31367,-0.324722
30,1.35321,1.31367,-0.324722
31,1.31654,1.309,-0.14077
32,1.28964,1.27818,-0.17151
33,1.28613,1.28192,-0.104002
34,1.31335,1.29671,-0.208457
35,1.29412,1.23765,-0.378118
36,1.29412,1.23765,-0.378118
37,1.34139,1.31522,-0.263665
38,1.34139,1.31522,-0.263665
39,1.26767,1.25835,-0.153419
40,1.31713,1.3159,-0.0569668
41,1.3513,1.35067,-0.0410412
42,1.34926,1.30524,-0.341853
43,1.33028,1.29021,-0.324027
44,1.27708,1.27518,-0.0696427
45,1.36822,1.34934,-0.226509
46,1.36822,1.34934,-0.226509
47,1.2613,1.23147,-0.272689
48,1.40473,1.37382,-0.293057
49,1.31293,1.30986,-0.0896006
50,1.40348,1.403,-0.0369632
51,1.40348,1.403,-0.0369632
52,1.30922,1.30892,0.0284717
53,1.35248,1.35093,-0.0649055
54,1.2167,1.19001,-0.253483
55,1.26768,1.25016,-0.210051
56,1.30767,1.30765,-0.00766183
57,1.16477,1.16105,-0.0930834
58,1.10954,1.08037,-0.25274
59,1.28759,1.06516,-0.723417
60,1.27896,1.20589,-0.426129
61,1.32912,1.21916,-0.52935
62,1.29824,1.1001,-0.689349
63,1.20304,1.05803,-0.572605
64,1.24969,1.04642,-0.683181
65,1.15767,0.9357,-0.681663
66,1.24726,1.14623,-0.491758
67,1.30494,1.27102,-0.295613
68,1.38902,1.27022,-0.562067
69,1.28008,1.14216,-0.577998
70,1.40512,1.23492,-0.67032
71,1.43282,1.1782,-0.815364
72,1.4358,1.10375,-0.91829
73,1.4358,1.10375,-0.91829
74,1.49814,1.20996,-0.883422
75,1.42888,1.28775,-0.619202
76,1.31329,1.23662,-0.442166
77,1.31329,1.23662,-0.442166
78,1.31329,1.23662,-0.442166
79,1.52843,1.46276,-0.443191
80,1.52843,1.46276,-0.443191
81,1.36231,1.27212,-0.487426
82,1.36231,1.27212,-0.487426
83,1.36495,1.32213,-0.339173
84,1.31499,1.29724,-0.215361
85,1.26695,1.25138,-0.197993
86,1.20965,1.19019,-0.216095
87,1.24769,1.14041,-0.506142
88,1.24769,1.14041,-0.506142
89,1.19454,0.983682,-0.677712
90,1.19225,1.03057,-0.599485
91,1.19789,1.02449,-0.620765
92,1.17822,0.924449,-0.730482
93,1.15111,0.899872,-0.717829
94,1.24412,0.915199,-0.842762
95,1.24593,0.871305,-0.890603
96,1.15543,0.78087,-0.851622
97,1.27209,0.819656,-0.972818
