MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.62253e+07,-4026.95,0.013466
2,1.6186e+06,-1271.72,0.0167793
3,148491,-385.211,0.00663865
4,148491,-385.211,0.00663865
5,148491,-385.211,0.00663865
6,21556.4,-146.757,0.000195807
7,4948.96,-70.3222,-0.00330698
8,4948.96,-70.3222,-0.00330698
9,4948.96,-70.3222,-0.00330698
10,4948.96,-70.3222,-0.00330698
11,4948.96,-70.3222,-0.00330697
12,1825.24,-42.7081,0.000364134
13,380.724,-19.5014,0.00202509
14,249.399,-15.7861,1.68539e-05
15,109.015,-10.4358,0.000542702
16,109.015,-10.4358,0.000542702
17,64.7028,-8.0388,-7.44841e-06
18,25.1944,-5.01534,6.06199e-05
19,14.7669,-3.83831,0.000470706
20,8.8278,-2.96683,-4.24568e-05
21,1.5766,-1.25306,7.07331e-05
22,1.5766,-1.25306,7.07331e-05
23,0.864747,-0.92688,0.000263055
24,1.95768,-1.39733,-9.2712e-05
25,0.563526,-0.74827,-6.96107e-05
26,0.563526,-0.74827,-6.96107e-05
27,0.876811,-0.93436,-0.000136476
28,0.541638,-0.73389,3.42882e-05
29,0.992942,-0.99358,-0.000166425
30,0.992942,-0.99358,-0.000166425
31,0.189414,-0.43212,-1.55817e-05
32,0.00112907,-0.0053,-1.61112e-06
33,0.00245729,0.03781,1.4101e-05
34,0.0620895,-0.24534,-5.14595e-05
35,0.0797862,-0.27976,1.02343e-05
36,0.0797862,-0.27976,1.02343e-05
37,0.3135,-0.55733,6.51597e-06
38,0.3135,-0.55733,6.51597e-06
39,0.210832,-0.45639,0.000224975
40,0.0635266,-0.2488,4.49799e-05
41,0.267044,-0.51433,2.05686e-05
42,0.316068,-0.5592,0.000104383
43,0.165309,-0.40368,2.96135e-05
44,0.0487321,-0.21468,4.61689e-05
45,0.335404,-0.57649,-3.75396e-05
46,0.335404,-0.57649,-3.75396e-05
47,0.0258599,-0.15453,-5.07669e-05
48,0.262026,-0.50926,1.72268e-06
49,0.0658797,-0.25128,1.25455e-05
50,0.0586168,-0.23691,-5.57973e-05
51,0.0586168,-0.23691,-5.57972e-05
52,0.0202594,-0.13556,4.45055e-05
53,0.266746,-0.51322,-5.13454e-05
54,0.0114734,-0.09996,-4.9469e-05
55,0.108025,-0.32571,7.74352e-07
56,0.247958,-0.49521,3.50417e-05
57,0.00156234,-0.0098,3.35398e-05
58,0.011595,0.10258,-4.22901e-06
59,0.0242238,-0.1501,-0.000117862
60,0.106514,-0.32288,-7.468e-05
61,0.175012,-0.4156,-2.12619e-05
62,0.00357208,0.039254,-2.47086e-05
63,0.00137316,-0.00401,-6.37306e-05
64,0.0235264,-0.14771,-7.85597e-05
65,0.00132188,0.005933,1.9112e-05
66,0.00519916,0.063936,1.19373e-05
67,0.0989829,-0.31177,9.90413e-05
68,0.0182694,-0.12882,3.28451e-06
69,0.160193,-0.39758,-6.36327e-05
70,0.145814,-0.37904,2.02046e-05
