MDTU,S_B
1,0.84902
2,0.898383
3,0.923899
4,0.923899
5,0.923899
6,0.944824
7,0.956644
8,0.956644
9,0.956644
10,0.956644
11,0.956644
12,0.969623
13,0.972802
14,0.977679
15,0.980791
16,0.980791
17,0.984634
18,0.980253
19,0.987308
20,0.986817
21,0.981791
22,0.981791
23,0.984068
24,1.00159
25,0.992483
26,0.992483
27,1.00407
28,1.0064
29,1.00132
30,1.00132
31,0.990627
32,0.990873
33,0.990855
34,0.99612
35,0.992152
36,0.992152
37,0.992705
38,0.992705
39,0.987262
40,0.994201
41,0.992169
42,1.00176
43,0.993995
44,0.991941
45,1.00256
46,1.00256
47,0.994503
48,0.993161
49,0.994903
50,1.00119
51,1.00119
52,0.992221
53,0.995603
54,0.979448
55,0.99306
56,0.997224
57,0.991751
58,0.997414
59,0.997607
60,1.00534
61,0.998468
62,0.995491
63,1.001
64,1.00175
65,0.998003
66,0.992616
67,0.997002
68,0.99243
69,1.00131
70,0.996826
71,0.988733
72,0.987038
73,0.987038
74,1.0004
75,0.996894
76,0.995371
77,0.995371
78,0.995371
79,0.997818
80,0.997818
81,0.991981
82,0.991981
83,0.986394
84,0.99099
85,0.985877
86,0.99222
87,0.998445
88,0.998445
89,0.993907
90,0.997254
91,1.00164
92,0.996942
93,0.991035
94,0.999211
95,1.00728
96,0.998468
97,0.993994
98,0.99127
99,0.99127
100,0.998707
101,0.998707
102,1.00136
103,0.998757
104,0.990266
105,1.004
106,1.00782
107,0.99619
108,0.992341
109,0.990716
110,0.993576
111,0.995082
112,0.99491
113,0.997184
114,0.990875
115,0.998639
116,0.99892
117,0.99892
118,1.00257
119,1.00381
120,0.995543
121,1.00137
122,0.998681
123,0.998772
124,0.994753
125,0.994699
126,0.996616
127,0.99179
128,0.99179
129,1.00751
130,1.00131
131,1.00026
132,0.994712
133,0.995393
134,1.00802
135,1.00802
136,1.00802
137,0.99868
138,0.994438
139,0.99663
140,0.992342
141,0.991966
142,0.991966
143,0.992358
144,0.994389
145,0.992557
146,0.99059
147,0.994876
148,0.998238
149,1.00349
150,1.0057
151,1.00611
152,1.00156
153,1.00775
154,1.00467
155,0.995778
156,0.999967
157,1.00266
158,0.994066
159,0.995138
160,1.0006
161,1.00535
162,0.997442
163,0.997442
164,0.997442
165,0.995336
166,0.99259
167,0.994952
168,0.999196
169,0.985848
170,0.991509
171,0.999861
172,1.00168
173,1.00002
174,0.993109
175,1.00292
176,1.00982
177,0.999033
178,0.99539
179,0.997102
180,0.999103
181,0.997822
182,1.00006
183,0.994169
184,1.00087
185,0.990567
186,0.990583
187,0.991914
188,1.00157
189,0.999996
190,0.994405
191,0.995558
192,0.993387
193,0.990954
194,0.993782
195,1.00143
196,1.00254
197,0.992677
198,0.998018
199,0.996113
200,0.996644
201,0.999561
202,0.994034
203,0.998511
204,1.0052
205,0.994703
206,0.994151
207,1.00024
208,1.00024
209,0.994789
210,0.997085
211,1.00474
212,0.995246
213,0.991714
214,1.0002
215,1.0002
216,0.9944
217,0.991815
218,0.992846
219,0.998435
220,0.98752
221,0.991518
222,0.994281
223,1.00231
224,1.0004
225,0.992494
226,1.00217
227,1.0031
228,0.997254
229,0.999586
230,0.998394
231,0.997896
232,0.997896
233,1.0037
234,0.99695
235,1.00573
236,1.00137
237,1.00235
238,1.00078
239,0.991545
240,1.00229
241,1.00874
242,1.00325
243,0.999452
244,1.00006
245,1.0017
246,0.997685
247,0.998688
248,0.997939
249,0.993118
250,1.00491
251,0.995422
252,1.00486
253,0.990886
254,0.990886
255,0.99589
256,0.99589
257,0.991415
258,0.997554
259,0.993123
260,0.997107
261,0.997107
262,0.997123
263,0.991352
264,0.99778
265,0.99778
266,1.00177
267,1.01211
268,1.01211
269,0.994353
270,0.998226
271,0.998226
272,1.00429
273,1.0023
274,0.99621
275,0.989633
276,0.989633
277,0.994115
278,1.00452
279,0.999735
280,1.00293
281,0.996337
282,0.99265
283,1.00321
284,0.999047
285,0.98807
286,0.989714
287,1.00177
288,1.00126
289,1.00536
290,0.999214
291,0.998061
292,0.999759
293,1.001
294,0.997148
295,1.00247
296,1.00247
297,1.00247
298,1.00247
299,1.00247
300,0.99308
301,0.988687
302,0.986794
303,0.994896
304,0.996428
305,0.989308
306,0.995906
307,0.9952
308,0.993166
309,0.993944
310,0.995081
311,0.993824
312,1.00441
313,0.999835
314,1.00311
315,0.989835
316,1.00201
317,0.999551
318,0.996739
319,0.996739
320,0.995178
321,1.00028
322,1.00425
323,1.00425
324,1.00004
325,0.991436
326,0.992844
327,0.992844
328,0.992844
329,1.00148
330,1.00148
331,1.00148
332,0.99317
333,0.999541
334,0.99901
335,0.999516
336,0.994949
337,0.985282
338,0.988663
339,1.0008
340,1.00027
341,0.998324
342,0.98918
343,1.00307
344,0.99342
345,1.002
346,1.00243
347,1.00243
348,0.986929
349,0.989805
350,1.00301
351,0.996326
352,0.995453
353,0.999305
354,0.990362
355,0.99458
356,0.999505
357,1.00007
358,1.00007
359,0.995172
360,0.996834
361,0.987743
362,0.987743
363,1.00086
364,1.00434
365,1.00434
366,1.00967
367,0.992227
368,1.00328
369,1.00264
370,1.00036
371,1.00307
372,1.00307
373,0.994906
374,0.987845
375,0.99173
376,0.993144
377,1.00037
378,0.994545
379,0.997464
380,0.993946
381,0.985278
382,0.988888
383,0.994239
384,0.994239
385,1.00222
386,0.990405
387,0.998673
388,0.993154
389,0.988836
390,1.00333
391,0.996015
392,1.00544
393,0.997243
394,0.997243
395,0.991661
396,0.999587
397,1.00075
398,1.00075
399,1.00075
400,0.999379
401,0.989053
402,0.993507
403,0.993675
404,1.00241
405,0.999923
406,0.98453
407,0.994718
408,0.988916
409,0.992769
410,0.999997
411,1.00119
412,1.00119
413,0.996953
414,0.993094
415,1.00322
416,1.00012
417,0.992565
418,0.992058
419,0.992009
420,0.9981
421,0.987708
422,0.999093
423,0.994909
424,0.994935
425,0.996277
426,0.989373
427,0.989373
428,0.995672
429,0.995641
430,0.996636
431,0.991599
432,0.991886
433,1.00235
434,1.00076
435,0.992813
436,0.997767
437,1.00244
438,0.99633
439,0.99634
440,0.994784
441,1.00046
442,1.00181
443,1.00081
444,0.996128
445,0.989406
446,0.99715
447,0.99715
448,1.00041
449,0.999186
450,0.995378
451,1.00065
452,0.990581
453,0.998166
454,0.996119
455,0.994308
456,1.00241
457,0.99338
458,0.989253
459,0.994968
460,0.994056
461,0.996259
462,0.996556
463,1.0012
464,0.997783
465,0.997783
466,1.00018
467,1.00243
468,1.00009
469,0.996595
470,0.996595
471,1.00652
472,1.00201
473,0.998829
474,1.00256
475,0.992821
476,0.991628
477,0.991628
478,0.998911
479,0.984892
480,1.00231
481,1.00049
482,1.00049
483,0.999231
484,0.993409
485,0.996931
486,0.993176
487,1.00328
488,1.00739
489,1.01663
490,1.00011
491,1.00067
492,0.996492
493,1.00579
494,0.996768
495,0.998138
496,1.00727
497,1.00024
498,1.00024
499,0.999735
500,0.995091
501,1.00595
502,1.00043
503,1.00119
504,0.998911
505,1.00216
506,0.98304
507,1.00508
508,1.00508
509,1.00508
510,0.998072
511,0.996972
512,0.993604
513,0.993604
514,0.990222
515,0.990222
516,1.00085
517,1.00788
518,0.995414
519,1.0049
520,0.996389
521,0.996389
522,1.00029
523,1.002
524,0.999342
525,0.993035
526,0.990034
527,0.992972
528,0.99672
529,1.00012
530,0.997413
531,0.999791
532,0.995129
533,0.995263
534,0.997753
535,0.99685
536,1.00002
537,0.987742
538,0.998172
539,1.0013
540,1.00287
541,1.00331
542,1.01017
543,1.01122
544,1.00634
545,1.00656
546,1.00507
547,1.00507
548,0.999976
549,1.00322
550,1.00635
551,1.00177
552,0.994273
553,0.994273
554,0.997683
555,1.00076
556,1.00436
557,0.990253
558,1.00311
559,0.99416
560,1.00121
561,1.00091
562,0.997709
563,0.991603
564,1.00173
565,1.00173
566,1.00304
567,1.00054
568,0.996914
569,0.996914
570,0.998823
571,0.994085
572,0.990068
573,1.00404
574,1.00259
575,1.00096
576,1.00096
