MDTU,plaq,Re(det),Im(det),link
1,0.0378529,77.6332,53.6685,0.0261062
2,0.0464299,32.3726,16.9214,0.0324364
3,0.0379034,8.64198,5.3663,0.0359606
4,0.0379034,8.64198,5.3663,0.0359606
5,0.0379034,8.64198,5.3663,0.0359606
6,0.0377962,3.61657,2.37186,0.0238322
7,0.029595,1.46539,1.26577,0.0299841
8,0.029595,1.46539,1.26577,0.0299841
9,0.029595,1.46539,1.26577,0.0299841
10,0.029595,1.46539,1.26577,0.0299841
11,0.029595,1.46539,1.26577,0.0299841
12,0.0286546,0.919347,0.638539,0.0297241
13,0.0352853,0.561674,0.323357,0.012671
14,0.0272606,0.360026,0.261671,0.0350558
15,0.0296733,0.273125,0.186543,0.022855
16,0.0296733,0.273125,0.186543,0.022855
17,0.0326933,0.241511,0.148606,0.027475
18,0.0346977,0.174333,0.101566,0.0318637
19,0.0396782,0.163567,0.0868938,0.0249444
20,0.0403836,0.142695,0.0730557,0.0420756
21,0.0328871,0.0703309,0.0384903,0.0239986
22,0.0328871,0.0703309,0.0384903,0.0239986
23,0.0360487,0.066153,0.035539,0.0400588
24,0.0267779,0.060072,0.0390706,0.0708077
25,0.0303105,0.0509824,0.0318749,0.0389689
26,0.0303105,0.0509824,0.0318749,0.0389689
27,0.0263904,0.0476053,0.0389706,0.0516755
28,0.0270163,0.0450435,0.0317747,0.0621351
29,0.0354244,0.0666332,0.0360367,0.0487641
30,0.0354244,0.0666332,0.0360367,0.0487641
31,0.0328819,0.0459009,0.0241442,0.0556387
32,0.0276985,0.0278768,0.0179961,0.0642129
33,0.0257532,0.0253341,0.0196447,0.0642897
34,0.0317032,0.0385064,0.020406,0.0592806
35,0.025568,0.0317584,0.0226463,0.0555533
36,0.025568,0.0317584,0.0226463,0.0555533
37,0.0297799,0.0452913,0.028887,0.0559272
38,0.0297799,0.0452913,0.028887,0.0559272
39,0.0315736,0.0413624,0.0287339,0.0436527
40,0.0285281,0.0343661,0.021119,0.0606363
41,0.0289507,0.0423203,0.0267794,0.0595051
42,0.0332917,0.0502763,0.0289186,0.0577697
43,0.03011,0.0408628,0.0261629,0.0581991
44,0.038039,0.0462326,0.0224905,0.0532796
45,0.0311753,0.0470524,0.0290497,0.0621364
46,0.0311753,0.0470524,0.0290497,0.0621364
47,0.0340142,0.038886,0.0216304,0.0521356
48,0.0302426,0.042352,0.0297445,0.0706906
49,0.0368215,0.0475816,0.0217687,0.0623295
50,0.0339814,0.0427672,0.0257318,0.0767591
51,0.0339814,0.0427672,0.0257318,0.0767591
52,0.0338441,0.0381491,0.0206484,0.0611288
53,0.0354957,0.051104,0.0271344,0.0588115
54,0.0300639,0.0325437,0.0205396,0.046147
55,0.0291726,0.0361811,0.0250311,0.0476119
56,0.0318391,0.0459833,0.0246078,0.0503933
57,0.0336748,0.0336175,0.0183365,0.037183
58,0.0311514,0.0287386,0.015698,0.0308595
59,0.0327238,0.0370241,0.0180069,0.0584588
60,0.0303522,0.0392384,0.0268669,0.0514713
61,0.0294536,0.0407987,0.0250218,0.0553004
62,0.0421306,0.0418068,0.0168354,0.064776
63,0.0318475,0.0318137,0.0185738,0.0459398
64,0.0311328,0.0353699,0.0213628,0.0509238
65,0.0305061,0.0298181,0.0199391,0.0369231
66,0.029622,0.0278132,0.0183788,0.0584593
67,0.0282569,0.035474,0.0229265,0.0558398
68,0.0303041,0.034105,0.022611,0.0767027
69,0.0277558,0.0370728,0.0274142,0.0476301
70,0.0295664,0.040272,0.0228339,0.0713655
71,0.0437709,0.0623047,0.0301821,0.0719525
72,0.0344946,0.0595741,0.034307,0.065172
73,0.0344946,0.0595741,0.034307,0.065172
74,0.0303143,0.0700871,0.0443131,0.0645374
75,0.0296786,0.0540661,0.0310742,0.0640045
76,0.0299777,0.064253,0.0393026,0.0370745
77,0.0299777,0.064253,0.0393026,0.0370745
78,0.0299777,0.064253,0.0393026,0.0370745
79,0.0279805,0.0560256,0.0371879,0.0777345
80,0.0279805,0.0560256,0.0371879,0.0777345
81,0.0315922,0.0645103,0.0422634,0.0470333
82,0.0315922,0.0645103,0.0422634,0.0470333
83,0.0289214,0.0504246,0.0327067,0.0550156
84,0.0338381,0.0588995,0.0329271,0.0453006
85,0.0266679,0.0422911,0.0311589,0.0389129
