t,cost
10,10.272
20,10.338
30,10.434
40,10.236
50,10.332
60,10.35
70,10.242
80,10.272
90,10.32
100,10.416
110,10.182
120,10.326
130,10.344
140,10.356
150,10.332
160,10.38
170,10.29
180,10.332
190,10.266
200,10.314
210,10.248
220,10.224
230,10.398
240,10.302
250,10.398
260,10.404
270,10.404
280,10.32
290,10.266
300,10.356
310,10.362
320,10.362
330,10.32
340,10.362
350,10.338
360,10.308
370,10.278
380,10.362
390,10.248
400,10.356
410,10.362
420,10.29
430,10.338
440,10.236
450,10.32
460,10.338
470,10.272
480,10.386
490,10.362
500,10.374
510,10.35
520,10.254
530,10.314
540,10.392
550,10.398
560,10.356
570,10.206
580,10.248
590,10.314
600,10.398
610,10.338
620,10.338
630,10.32
640,10.236
650,10.404
660,10.302
670,10.284
680,10.38
690,10.368
700,10.278
710,10.302
720,10.29
730,10.38
740,10.344
750,10.332
760,10.332
770,10.368
780,10.272
790,10.272
800,10.368
810,10.32
820,10.278
830,10.296
840,10.278
850,10.398
860,10.272
870,10.284
880,10.38
890,10.296
900,10.326
910,10.368
920,10.332
930,10.344
940,10.308
950,10.404
960,10.452
970,10.422
980,10.362
990,10.344
1000,10.296
1010,10.308
1020,10.308
1030,10.356
1040,10.356
1050,10.338
1060,10.362
1070,10.29
1080,10.368
1090,10.35
1100,10.296
1110,10.362
1120,10.392
1130,10.32
1140,10.44
1150,10.44
1160,10.278
1170,10.416
1180,10.284
1190,10.356
1200,10.422
1210,10.422
1220,10.35
1230,10.416
1240,10.35
1250,10.302
1260,10.428
1270,10.41
1280,10.278
1290,10.374
1300,10.422
1310,10.344
1320,10.506
1330,10.398
1340,10.272
1350,10.494
1360,10.35
1370,10.404
1380,10.332
1390,10.272
1400,10.422
1410,10.422
1420,10.416
1430,10.38
1440,10.386
1450,10.398
1460,10.47
1470,10.494
1480,10.416
1490,10.338
1500,10.41
1510,10.392
1520,10.35
1530,10.296
1540,10.434
1550,10.494
1560,10.332
1570,10.368
1580,10.404
1590,10.458
1600,10.446
1610,10.38
1620,10.374
1630,10.254
1640,10.272
1650,10.35
1660,10.554
1670,10.44
1680,10.362
1690,10.416
1700,10.464
1710,10.308
1720,10.38
1730,10.398
1740,10.416
1750,10.446
1760,10.512
1770,10.44
1780,10.392
1790,10.53
1800,10.422
1810,10.404
1820,10.476
1830,10.59
1840,10.518
1850,10.422
1860,10.458
1870,10.356
1880,10.434
1890,10.458
1900,10.434
1910,10.41
1920,10.596
1930,10.458
1940,10.578
1950,10.512
1960,10.374
1970,10.518
1980,10.554
1990,10.488
2000,10.464
2010,10.56
2020,10.398
2030,10.434
2040,10.512
2050,10.494
2060,10.59
2070,10.524
2080,10.518
2090,10.428
2100,10.626
2110,10.512
2120,10.584
2130,10.566
2140,10.632
2150,10.596
2160,10.632
2170,10.548
2180,10.452
2190,10.572
2200,10.632
2210,10.614
2220,10.608
2230,10.608
2240,10.644
2250,10.62
2260,10.644
2270,10.638
2280,10.59
2290,10.554
2300,10.524
2310,10.668
2320,10.704
2330,10.632
2340,10.638
2350,10.722
2360,10.782
2370,10.71
2380,10.71
2390,10.77
2400,10.74
2410,10.728
2420,10.752
2430,10.65
2440,10.698
2450,10.71
2460,10.698
2470,10.596
2480,10.668
2490,10.686
2500,10.776
2510,10.71
2520,10.716
2530,10.734
2540,10.71
2550,10.656
2560,10.644
2570,10.764
2580,10.848
2590,10.632
2600,10.776
2610,10.746
2620,10.764
2630,10.758
2640,10.836
2650,10.824
2660,10.746
2670,10.806
2680,10.764
2690,10.734
2700,10.932
2710,10.902
2720,10.896
2730,10.836
2740,10.782
2750,10.896
2760,10.938
2770,10.926
2780,10.92
2790,11.016
2800,10.884
2810,10.896
2820,10.932
2830,10.95
2840,10.854
2850,10.932
2860,10.992
2870,10.914
2880,10.95
2890,10.938
2900,10.992
2910,10.986
2920,11.094
2930,11.028
2940,11.094
2950,10.998
2960,11.028
2970,11.082
2980,10.944
2990,11.13
3000,10.98
3010,11.016
3020,11.07
3030,11.058
3040,11.142
3050,11.274
3060,11.172
3070,11.094
3080,11.166
3090,11.172
3100,11.13
3110,11.088
3120,11.088
3130,11.04
3140,11.076
3150,11.346
3160,11.13
3170,11.196
3180,11.112
3190,11.346
3200,11.172
3210,11.082
3220,11.088
3230,11.43
3240,11.292
3250,11.178
3260,11.208
3270,11.346
3280,11.31
3290,11.286
3300,11.418
3310,11.238
3320,11.286
3330,11.298
3340,11.298
3350,11.316
3360,11.232
3370,11.478
3380,11.286
3390,11.34
3400,11.514
3410,11.394
3420,11.484
3430,11.376
3440,11.25
3450,11.448
3460,11.454
3470,11.46
3480,11.58
3490,11.424
3500,11.508
