MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.985875,0.98215,-0.0856183
2,0.978793,0.96595,-0.158041
3,0.977255,0.976983,-0.0230482
4,0.977255,0.976983,-0.0230482
5,0.977255,0.976983,-0.0230482
6,0.971172,0.970725,0.0294678
7,0.982644,0.970075,0.156666
8,0.982644,0.970075,0.156666
9,0.982644,0.970075,0.156666
10,0.982644,0.970075,0.156666
11,0.982644,0.970075,0.156666
12,0.977777,0.955042,0.209627
13,0.975209,0.963208,0.152518
14,0.976866,0.975242,0.0563048
15,0.981292,0.981133,-0.0176431
16,0.981292,0.981133,-0.0176431
17,0.977515,0.973142,-0.0923625
18,0.971148,0.97025,0.0417494
19,0.97808,0.970733,-0.119655
20,0.978822,0.974225,-0.0947558
21,0.974553,0.971458,-0.0775981
22,0.974553,0.971458,-0.0775981
23,0.976236,0.963125,0.159458
24,0.972027,0.9608,0.147311
25,0.971618,0.965983,0.104488
26,0.971618,0.965983,0.104488
27,0.967202,0.9672,-0.00190461
28,0.977238,0.96145,-0.17495
29,0.978257,0.949133,-0.236924
30,0.978257,0.949133,-0.236924
31,0.978067,0.972442,-0.104749
32,0.978859,0.96995,-0.131764
33,0.980034,0.977142,-0.0752385
34,0.979091,0.967642,-0.149292
35,0.978573,0.934417,-0.290639
36,0.978573,0.934417,-0.290639
37,0.977274,0.958225,-0.192013
38,0.977274,0.958225,-0.192013
39,0.979111,0.971983,-0.117925
40,0.976737,0.97575,-0.0439076
41,0.976829,0.97635,-0.0305922
42,0.976734,0.943975,-0.250838
43,0.978224,0.94575,-0.249957
44,0.97944,0.9778,-0.0566613
45,0.971215,0.957542,-0.162399
46,0.971215,0.957542,-0.162399
47,0.977324,0.951408,-0.223572
48,0.972785,0.951458,-0.202579
49,0.969316,0.967042,-0.0663639
50,0.975151,0.974742,-0.0282351
51,0.975151,0.974742,-0.0282351
52,0.982315,0.981992,0.0251869
53,0.979939,0.978808,-0.0470517
54,0.976174,0.955692,-0.198918
55,0.980158,0.966867,-0.160869
56,0.980701,0.9807,-0.00111187
57,0.978926,0.97605,-0.07498
58,0.97099,0.943083,-0.231118
59,0.971443,0.803222,-0.546384
60,0.976493,0.921367,-0.323452
