t,cond_num
10,5.76934
20,5.57902
30,5.7041
40,5.69912
50,5.666
60,5.57829
70,5.65794
80,5.60104
90,5.61463
100,5.55338
110,5.64166
120,5.6041
130,5.52743
140,5.54018
150,5.4577
160,5.45112
170,5.38962
180,5.42836
190,5.29331
200,5.37136
210,5.25376
220,5.22942
230,5.70468
240,5.6821
250,5.94006
260,5.84273
270,5.84273
280,5.84273
290,5.80316
300,5.80316
310,5.80316
320,5.79078
330,5.79078
340,5.72514
350,5.72514
360,5.72514
370,5.70043
380,5.70043
390,5.94053
400,5.94053
410,5.94053
420,5.94053
430,5.74925
440,5.74925
450,5.73644
460,5.73644
470,5.73644
480,5.73644
490,5.72593
500,5.72593
