MDTU,0,2,4,6,8,10
10,0.0278444,0.0281747,0.0303571,0.0305918,0.0318919,0.0321192
20,0.034194,0.0343134,0.0359473,0.0361382,0.0363719,0.0368199
30,0.0301432,0.0302492,0.032073,0.0321347,0.0325146,0.032712
40,0.0298378,0.029926,0.0310466,0.0315854,0.0319599,0.0320958
50,0.0309263,0.0309539,0.0321711,0.0325328,0.0334157,0.0336485
60,0.0329377,0.0331951,0.0344893,0.0346869,0.0351554,0.035532
70,0.0303063,0.0304871,0.0327596,0.0328961,0.0338719,0.0341592
80,0.0316226,0.031719,0.0341212,0.0341619,0.034352,0.0345644
90,0.0315786,0.0318222,0.0329935,0.0333049,0.0338761,0.0340767
100,0.0330557,0.0332778,0.0342438,0.0345457,0.0348026,0.034859
110,0.0291763,0.0296145,0.0301323,0.0303609,0.0323809,0.032581
120,0.0306147,0.0314412,0.0321609,0.032454,0.0328604,0.0330763
130,0.0326768,0.0330988,0.0341417,0.0343787,0.0344111,0.0346501
140,0.0323486,0.0330278,0.0337499,0.0337986,0.0345144,0.0349121
150,0.0336679,0.0338494,0.0350072,0.0351312,0.0356484,0.0357278
160,0.0339796,0.034141,0.0354387,0.0354999,0.0357904,0.0359598
170,0.0356844,0.0360249,0.0377437,0.0378463,0.0382614,0.0384973
180,0.0346279,0.0349912,0.0356577,0.0360653,0.0368348,0.0370512
190,0.039003,0.0391967,0.040186,0.0402683,0.0404483,0.0408289
200,0.0356158,0.0361323,0.0371571,0.0374284,0.037929,0.0380301
210,0.0407504,0.0410055,0.04185,0.0419293,0.0432681,0.0434391
220,0.0425296,0.0429435,0.0446191,0.0447882,0.0452872,0.0453855
230,0.0317715,0.032097,0.035758,0.0363289,0.0366898,0.0371649
240,0.0329845,0.0331711,0.0331832,0.0335012,0.0335205,0.0338561
250,0.0254889,0.0260564,0.0272028,0.0276915,0.0292297,0.0295961
260,0.0287294,0.0296985,0.032168,0.032388,0.0329928,0.0342288
270,0.0287294,0.0296985,0.032168,0.032388,0.0329928,0.0342288
280,0.0287294,0.0296985,0.032168,0.032388,0.0329928,0.0342288
290,0.0299501,0.030467,0.0310577,0.0314827,0.031614,0.0324765
300,0.0299501,0.030467,0.0310577,0.0314827,0.031614,0.0324765
310,0.0299501,0.030467,0.0310577,0.0314827,0.031614,0.0324765
320,0.0304846,0.0305024,0.030579,0.0316746,0.0323164,0.032566
330,0.0304846,0.0305024,0.030579,0.0316746,0.0323164,0.032566
340,0.0323468,0.0330649,0.0335368,0.0336381,0.033747,0.0345982
350,0.0323468,0.0330649,0.0335368,0.0336381,0.033747,0.0345982
360,0.0323468,0.0330649,0.0335368,0.0336381,0.033747,0.0345982
370,0.032846,0.0336008,0.0337999,0.0346092,0.0348322,0.0354219
380,0.032846,0.0336008,0.0337999,0.0346092,0.0348322,0.0354219
390,0.0261421,0.0264471,0.0297558,0.0305393,0.0312689,0.0313293
400,0.0261421,0.0264471,0.0297558,0.0305393,0.0312689,0.0313293
410,0.0261421,0.0264471,0.0297558,0.0305393,0.0312689,0.0313293
420,0.0261421,0.0264471,0.0297558,0.0305393,0.0312689,0.0313293
430,0.0311968,0.0313766,0.0325301,0.0337455,0.0339409,0.0341531
440,0.0311968,0.0313766,0.0325301,0.0337455,0.0339409,0.0341531
450,0.0322392,0.032796,0.0333774,0.0337422,0.0338808,0.0338908
460,0.0322392,0.032796,0.0333774,0.0337422,0.0338808,0.0338908
470,0.0322392,0.032796,0.0333774,0.0337422,0.0338808,0.0338908
480,0.0322392,0.032796,0.0333774,0.0337422,0.0338808,0.0338908
490,0.0322535,0.0332146,0.0332155,0.033224,0.0336373,0.0345858
500,0.0322535,0.0332146,0.0332155,0.033224,0.0336373,0.0345858
