MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.978418,0.324707,-0.922967
2,0.971216,0.449568,-0.8609
3,0.971216,0.449568,-0.8609
4,0.973794,0.473439,-0.850958
5,0.973794,0.473439,-0.850958
6,0.976982,0.524868,-0.824018
7,0.966553,0.577019,-0.775418
8,0.97674,0.593591,-0.775675
9,0.977397,0.557118,-0.803072
10,0.977397,0.557118,-0.803072
11,0.972643,0.654851,-0.71917
12,0.972643,0.654851,-0.71917
13,0.966976,0.563266,-0.785987
14,0.966976,0.563266,-0.785987
15,0.966976,0.563266,-0.785987
16,0.980425,0.532382,-0.823288
17,0.980425,0.532382,-0.823288
18,0.974245,0.548737,-0.805009
19,0.983912,0.676601,-0.714348
20,0.983912,0.676601,-0.714348
21,0.983912,0.676601,-0.714348
22,0.983912,0.676601,-0.714348
23,0.983912,0.676601,-0.714348
24,0.983912,0.676601,-0.714348
25,0.983912,0.676601,-0.714348
26,0.983912,0.676601,-0.714348
27,0.975629,0.736262,-0.640133
28,0.975629,0.736262,-0.640133
29,0.975629,0.736262,-0.640133
30,0.974787,0.734663,-0.640688
31,0.974787,0.734663,-0.640688
32,0.975324,0.726961,-0.650219
33,0.973277,0.615814,-0.753685
34,0.969395,0.558108,-0.792617
35,0.97328,0.657532,-0.717583
36,0.97328,0.657532,-0.717583
37,0.97328,0.657532,-0.717583
38,0.974196,0.62564,-0.746748
39,0.97079,0.62925,-0.739241
40,0.97079,0.62925,-0.739241
41,0.97079,0.62925,-0.739241
42,0.977409,0.525074,-0.824394
43,0.972061,0.451803,-0.860683
44,0.972944,0.551402,-0.801608
45,0.972944,0.551402,-0.801608
46,0.972944,0.551402,-0.801608
47,0.972944,0.551402,-0.801608
48,0.976476,0.426055,-0.878625
49,0.976476,0.426055,-0.878625
50,0.976476,0.426055,-0.878625
51,0.976476,0.426055,-0.878625
52,0.981828,0.307142,-0.93255
53,0.973134,0.103318,-0.967633
54,0.980668,0.0511513,-0.979333
55,0.980668,0.0511513,-0.979333
56,0.977708,-0.0171204,-0.977558
57,0.983956,-0.148567,-0.972675
58,0.97638,-0.197525,-0.956192
59,0.978368,-0.229237,-0.951133
60,0.97816,-0.169614,-0.963342
61,0.980515,0.0078866,-0.980483
62,0.978838,-0.0717065,-0.976208
63,0.977927,-0.216438,-0.953675
64,0.977927,-0.216438,-0.953675
65,0.977927,-0.216438,-0.953675
66,0.977927,-0.216438,-0.953675
67,0.977413,-0.229653,-0.95005
68,0.96952,-0.191717,-0.950375
69,0.972465,-0.0477598,-0.971292
70,0.979821,-0.274676,-0.940533
71,0.976273,-0.397111,-0.891858
72,0.975179,-0.548593,-0.806238
73,0.973554,-0.506071,-0.831685
74,0.973554,-0.506071,-0.831685
75,0.976801,-0.456486,-0.863575
76,0.979126,-0.378383,-0.903058
77,0.974176,-0.41198,-0.882775
78,0.974176,-0.41198,-0.882775
79,0.974176,-0.41198,-0.882775
80,0.977481,-0.495262,-0.842725
81,0.97966,-0.555734,-0.806779
82,0.97966,-0.555734,-0.806779
83,0.979798,-0.384308,-0.901283
84,0.980551,-0.456766,-0.867667
85,0.980551,-0.456766,-0.867667
86,0.980551,-0.456766,-0.867667
87,0.97815,-0.554333,-0.805911
88,0.973519,-0.521707,-0.821926
89,0.974682,-0.651473,-0.724975
90,0.974682,-0.651473,-0.724975
91,0.978228,-0.778528,-0.592303
92,0.978228,-0.778528,-0.592303
93,0.977366,-0.8501,-0.48226
94,0.977366,-0.8501,-0.48226
95,0.976145,-0.84225,-0.493432
96,0.977463,-0.893442,-0.39648
97,0.977463,-0.893442,-0.39648
98,0.981721,-0.95915,-0.209302
99,0.979727,-0.969733,-0.139577
100,0.979488,-0.958767,-0.200409
101,0.979566,-0.960083,-0.194397
102,0.976276,-0.942533,-0.254451
103,0.97905,-0.92025,-0.334184
104,0.976275,-0.9316,-0.291947
105,0.976275,-0.9316,-0.291947
106,0.978712,-0.840908,-0.500749
107,0.980107,-0.830998,-0.519667
108,0.980107,-0.830998,-0.519667
109,0.980107,-0.830998,-0.519667
110,0.973775,-0.825058,-0.517221
111,0.973775,-0.825058,-0.517221
112,0.970796,-0.782858,-0.574089
113,0.975736,-0.654028,-0.724091
114,0.978292,-0.652048,-0.729307
115,0.972418,-0.717744,-0.65608
116,0.973841,-0.602848,-0.764814
117,0.973841,-0.602848,-0.764814
118,0.974185,-0.613152,-0.757022
119,0.974185,-0.613152,-0.757022
120,0.974185,-0.613152,-0.757022
121,0.970474,-0.446246,-0.861792
122,0.975842,-0.262343,-0.939917
123,0.974014,-0.120952,-0.966475
124,0.975246,-0.229155,-0.947942
125,0.977524,-0.452152,-0.866667
126,0.974629,-0.509935,-0.830583
127,0.976154,-0.568085,-0.793824
128,0.975326,-0.492378,-0.841917
129,0.975382,-0.606452,-0.763928
130,0.977941,-0.593629,-0.777157
131,0.975839,-0.585327,-0.780803
132,0.977904,-0.544913,-0.812014
133,0.981762,-0.601873,-0.775632
134,0.981762,-0.601873,-0.775632
135,0.983019,-0.561337,-0.806987
136,0.977769,-0.618396,-0.757377
137,0.973007,-0.496496,-0.8368
138,0.97357,-0.595013,-0.770583
139,0.972659,-0.586882,-0.775652
140,0.974362,-0.590541,-0.775012
141,0.974362,-0.590541,-0.775012
142,0.966625,-0.725049,-0.639272
143,0.977299,-0.81733,-0.535803
144,0.980599,-0.715148,-0.670923
145,0.980091,-0.715131,-0.670198
146,0.977067,-0.690265,-0.691516
147,0.974699,-0.805044,-0.549493
148,0.974699,-0.805044,-0.549493
149,0.977659,-0.790509,-0.57525
150,0.979449,-0.839342,-0.504802
151,0.979449,-0.839342,-0.504802
152,0.978474,-0.8402,-0.501473
153,0.981256,-0.80159,-0.565965
154,0.977667,-0.829063,-0.518157
155,0.981517,-0.830932,-0.522424
156,0.981517,-0.830932,-0.522424
157,0.981517,-0.830932,-0.522424
158,0.981517,-0.830932,-0.522424
159,0.980072,-0.858233,-0.473262
160,0.980757,-0.797768,-0.570483
161,0.979136,-0.889842,-0.408521
162,0.977528,-0.851808,-0.479567
163,0.976822,-0.779516,-0.588673
164,0.978924,-0.744253,-0.635908
165,0.982521,-0.721345,-0.667089
166,0.979468,-0.576917,-0.791533
167,0.979468,-0.576917,-0.791533
168,0.982689,-0.475551,-0.859958
169,0.982689,-0.475551,-0.859958
170,0.982689,-0.475551,-0.859958
171,0.982689,-0.475551,-0.859958
172,0.980228,-0.276379,-0.940458
173,0.980228,-0.276379,-0.940458
174,0.978751,-0.132738,-0.969708
175,0.979598,0.0105315,-0.979542
176,0.981695,-0.155922,-0.969233
177,0.975442,-0.133175,-0.966308
