MDTU,susyTrans,Im(bilin)
10,-0.00676713,4.29979e-05
20,0.000141288,1.43807e-05
30,0.0124151,-8.21815e-05
40,-0.000998851,-3.882e-05
50,0.00531553,-6.56363e-05
60,0.00464016,1.85958e-05
70,0.00671997,5.66146e-05
80,0.00456526,5.61707e-05
90,0.0184956,-0.000106836
100,-0.00372619,8.90109e-05
110,-0.0193423,1.86374e-05
120,0.00119734,1.47695e-05
130,-0.0232905,8.05382e-05
140,-0.0155148,-0.000114295
150,-0.0113114,-5.15372e-05
160,0.000686055,-5.52216e-05
170,-0.0124079,-2.94575e-05
180,-0.00156087,0.000114774
190,-0.00492356,7.4653e-05
200,-0.00869776,-1.29855e-05
210,0.0101282,6.17142e-05
220,-0.0136098,5.08597e-05
230,-0.0204685,-1.04902e-05
240,-0.00823129,0.000273388
250,-0.0250046,-0.000132005
260,-2.85348e-05,-5.73278e-05
270,-0.00771444,0.000240447
280,-0.00865459,0.00012559
290,-0.0109385,-2.50149e-05
300,-0.00804297,5.85391e-06
310,-0.00703731,-0.000144217
320,-0.00770528,2.52151e-06
330,-0.00890796,0.000134521
340,-0.0221693,-8.69835e-05
350,-0.020114,-0.000109831
360,-0.0171285,8.44038e-05
370,-0.049684,-1.02716e-05
380,-0.0510568,6.59448e-05
390,-0.0110632,3.17416e-05
400,-0.0140545,0.000136928
410,-0.0127983,0.000157243
420,-0.0134619,-6.18377e-05
430,-0.0310881,-4.2177e-05
440,-0.0301631,3.62104e-05
450,-0.00911432,8.85154e-06
460,-0.00491443,0.000152727
470,-0.00413478,0.000102597
480,-0.0088373,-6.4509e-05
490,-0.0357547,-0.000107144
500,-0.0359054,1.37614e-05
