MDTU,susyTrans,Im(bilin)
10,0.00331006,-5.2342e-05
20,0.0132707,-7.55401e-05
30,0.0279213,-1.14837e-05
40,-0.0250216,-5.58915e-05
50,-0.0341132,-6.70202e-05
60,-0.042544,-6.34975e-06
70,-0.0458444,8.77e-06
80,-0.0457823,-4.97822e-05
90,-0.040516,-8.57591e-06
100,-0.0693156,8.04315e-05
110,-0.0419078,-1.60609e-05
120,-0.0288553,-1.8419e-06
130,-0.0568584,4.64819e-05
140,-0.0159576,0.000139085
150,-0.0398443,-7.20416e-05
160,-0.0191367,-0.000176055
170,-0.0274539,6.94617e-05
180,-0.0530197,2.86602e-05
190,-0.0672696,3.24268e-05
200,-0.0358157,-9.46425e-05
210,-0.0608378,-3.19628e-05
220,-0.0362435,-9.95091e-05
230,0.00458937,3.7192e-05
240,-0.0276556,4.24447e-05
250,-0.0495222,0.000192784
260,-0.0557285,3.31512e-06
270,-0.0549128,1.09846e-05
280,-0.0588953,-0.000224496
290,-0.0376284,5.82902e-05
300,-0.0296795,0.000104053
310,-0.0290963,6.64004e-06
320,-0.00726208,-9.78251e-05
330,-0.0613315,-0.000154193
340,-0.0361377,-5.65506e-05
350,-0.0915171,-0.00020915
360,-0.042252,-1.68822e-05
370,-0.0197352,-2.72941e-05
380,-0.0431699,7.61882e-06
390,-0.0390169,8.90122e-05
400,0.00775801,-2.56644e-05
410,-0.00574722,-9.28876e-06
420,-0.0443874,-6.17573e-05
430,-0.0409504,0.000104656
440,-0.0501751,-2.18976e-05
450,-0.0502101,-7.30017e-05
460,-0.00487786,0.00015496
470,-0.0564009,0.00018366
480,-0.0465005,-5.23365e-05
490,-0.0316627,0.000109169
500,-0.0274906,8.56611e-05
510,-0.000388976,2.0484e-05
520,-0.0106793,-6.61046e-05
530,-0.0575381,6.43121e-05
540,-0.0374358,-0.000103999
550,-0.0657165,-2.23809e-05
560,0.00774456,-1.19101e-05
570,-0.0239143,0.00012486
580,-0.04685,-0.000100985
590,-0.0261836,0.000234435
600,-0.0491936,-0.000121209
610,-0.0154188,6.73869e-05
620,-0.0115253,-0.000131262
630,-0.0237206,-1.50623e-05
640,-0.0107009,-4.38701e-05
650,-0.0439732,4.08478e-05
660,-0.0507819,5.93225e-05
670,-0.0644045,-1.69722e-05
680,-0.0273754,-8.14655e-05
690,-0.0336791,-3.25719e-05
700,-0.025477,0.000139812
710,-0.0600099,7.36855e-05
720,-0.0453902,7.23495e-05
730,-0.0167106,-3.86405e-05
740,-0.0234009,0.000129033
750,-0.0460431,2.75559e-06
760,-0.0769829,0.000115683
770,-0.0712293,-3.20008e-05
780,0.00762522,-0.000119205
790,-0.0350106,9.21443e-06
800,-0.0269373,0.000106961
810,-0.0510839,-2.64833e-05
820,-0.0685215,9.67269e-05
830,-0.0308118,6.56167e-05
840,-0.0287019,1.50406e-05
850,-0.0476344,-7.34768e-05
860,-0.0418381,1.33042e-05
870,-0.0462038,0.000239182
880,-0.0465342,-8.64141e-05
890,-0.046109,-1.77918e-05
900,-0.0636227,3.69608e-05
910,-0.037519,-0.000178629
920,-0.0481946,-0.000150113
930,-0.0291337,-0.000126765
940,-0.0224,7.76207e-05
950,-0.030933,-0.000139752
960,-0.0352751,-0.000138573
970,-0.0488937,5.6698e-05
980,-0.0688734,6.74334e-05
990,-0.0720469,1.25202e-05
1000,-0.0220845,-8.45269e-05
1010,-0.038041,-4.23165e-05
1020,-0.0567879,2.32859e-05
1030,-0.00150443,0.000194216
1040,-0.0426075,7.91004e-05
1050,-0.028957,0.000103485
1060,-0.0656922,1.4644e-05
1070,-0.0179387,-6.18925e-05
1080,-0.0223113,-5.91111e-05
1090,-0.0288416,-3.80864e-05
1100,-0.0754518,3.16931e-05
1110,0.00229668,2.8992e-05
1120,-0.0615896,-0.000156121
1130,-0.0170505,1.62516e-05
1140,-0.0563491,-9.08194e-05
1150,-0.023012,8.30111e-05
1160,-0.0275663,-0.000148942
1170,-0.0516994,-1.24904e-05
1180,-0.0462549,8.66359e-06
1190,-0.0298773,-9.80194e-05
1200,-0.0440761,-0.000231374
1210,-0.0340569,7.90601e-05
1220,-0.0317965,2.5386e-05
1230,-0.0182057,-7.35698e-05
1240,-0.0366453,-5.27926e-05
1250,-0.0481592,-0.000121143
1260,-0.0204121,-1.56656e-05
1270,-0.0694371,5.21188e-05
1280,-0.0615148,-0.00012199
1290,-0.0460173,4.71845e-05
1300,-0.0486954,-0.000102712
1310,-0.00792497,0.000163565
1320,-0.030519,-5.6061e-05
1330,-0.047051,0.000151355
1340,-0.0706859,6.20625e-05
1350,-0.0546043,3.2944e-05
1360,-0.030319,9.164e-05
1370,-0.0332358,0.000126405
1380,-0.0546263,-5.77213e-05
1390,-0.0246674,-0.000108196
1400,-0.0778317,-0.000164615
1410,-0.0249796,4.58805e-05
1420,-0.0683288,-6.63811e-05
1430,-0.0154539,-7.29478e-05
1440,-0.00227777,0.000150814
1450,0.0105479,8.33335e-05
1460,-0.0423949,-0.000182632
1470,-0.013128,-8.16792e-05
1480,0.0180861,8.38686e-05
1490,-0.0232589,0.000170575
1500,-0.019518,-3.81089e-05
1510,-0.0501582,-5.9779e-05
1520,-0.0284387,-0.00016547
1530,-0.00054137,-1.85849e-05
1540,-0.0341116,-1.64134e-05
1550,-0.0225095,0.000157951
1560,-0.0347446,3.35769e-05
1570,-0.0261047,0.000138157
1580,0.015677,6.66194e-05
1590,-0.00259957,1.07689e-05
1600,-0.0185363,-0.000148585
1610,-0.0683171,1.45117e-05
1620,-0.0163225,-0.000159631
1630,-0.0383196,-2.77384e-05
1640,-0.0291488,3.62996e-05
1650,-0.0384057,-2.58754e-05
1660,-0.0370799,6.86041e-06
1670,-0.0336566,0.000169107
