MDTU,min_ave,max_ave
1,-0.0598062,0.0580864
2,-0.0730523,0.0517247
3,-0.0768411,0.0435304
4,-0.0625629,0.0505154
5,-0.0625629,0.0505154
6,-0.078504,0.0497641
7,-0.0800367,0.0427537
8,-0.0806892,0.042934
9,-0.0830503,0.0386449
10,-0.0948441,0.030614
11,-0.0917535,0.0324024
12,-0.100544,0.0288369
13,-0.102387,0.0206711
14,-0.102387,0.0206711
15,-0.107404,0.0228546
16,-0.10556,0.0211721
17,-0.10556,0.0211721
18,-0.119755,0.0198765
19,-0.118181,0.0142788
20,-0.122575,0.00957334
21,-0.122575,0.00957335
22,-0.132361,0.00102585
23,-0.133552,-0.001266
24,-0.129996,-0.000290468
25,-0.129996,-0.000290468
26,-0.129996,-0.000290468
27,-0.141871,-0.00377595
28,-0.160697,-0.0116938
29,-0.160697,-0.0116938
30,-0.160697,-0.0116938
31,-0.171696,-0.0288767
32,-0.173721,-0.02854
33,-0.191999,-0.0308458
34,-0.181359,-0.0342164
35,-0.192659,-0.0470331
36,-0.192659,-0.0470331
37,-0.200957,-0.0521047
38,-0.21028,-0.0559372
39,-0.207472,-0.0558831
40,-0.233481,-0.0736437
41,-0.256555,-0.0884093
42,-0.271214,-0.0989985
43,-0.291955,-0.11497
44,-0.331225,-0.140586
45,-0.3773,-0.167405
46,-0.445769,-0.204476
47,-0.57835,-0.266349
48,-0.878933,-0.338937
49,-1.84872,-0.476972
50,-2.16812,-0.598156
51,-2.33953,-0.627038
52,-2.23014,-0.633438
53,-2.29554,-0.627219
54,-2.30284,-0.631931
55,-2.30284,-0.631931
56,-2.269,-0.632204
57,-2.25977,-0.623903
58,-2.24854,-0.62989
59,-2.27962,-0.6244
60,-2.30864,-0.622885
61,-2.27237,-0.628
62,-2.35908,-0.632293
63,-2.30255,-0.627493
64,-2.30255,-0.627493
65,-2.27037,-0.616845
66,-2.2977,-0.629015
67,-2.25301,-0.628036
68,-2.28872,-0.623117
69,-2.29933,-0.626246
70,-2.27006,-0.620683
71,-2.27006,-0.620683
72,-2.26515,-0.629716
73,-2.26515,-0.629716
74,-2.14013,-0.62136
75,-2.20271,-0.622316
76,-2.24538,-0.624835
77,-2.24538,-0.624835
78,-2.20309,-0.621936
79,-2.33037,-0.631821
80,-2.33037,-0.631821
81,-2.23977,-0.620727
82,-2.23977,-0.620727
83,-2.22876,-0.62151
84,-2.20547,-0.622087
85,-2.34251,-0.624227
86,-2.26307,-0.619548
87,-2.17158,-0.620912
88,-2.17158,-0.620912
89,-2.17158,-0.620912
90,-2.30252,-0.629278
91,-2.29304,-0.615985
92,-2.32342,-0.615088
93,-2.32342,-0.615088
94,-2.26597,-0.624252
95,-2.31978,-0.631213
96,-2.35357,-0.628988
97,-2.19954,-0.630143
98,-2.27418,-0.624596
99,-2.32806,-0.627025
100,-2.25343,-0.627859
101,-2.25343,-0.627859
102,-2.25343,-0.627859
103,-2.25501,-0.622895
104,-2.1732,-0.611262
105,-2.26857,-0.632843
106,-2.17909,-0.621728
107,-2.20103,-0.619132
108,-2.30285,-0.623947
109,-2.26378,-0.633803
110,-2.27213,-0.626384
111,-2.19184,-0.625392
112,-2.25158,-0.630918
113,-2.21128,-0.621345
114,-2.28847,-0.630775
115,-2.18807,-0.629047
116,-2.18493,-0.628754
117,-2.18493,-0.628754
118,-2.18493,-0.628754
119,-2.29645,-0.628443
120,-2.23986,-0.623715
121,-2.23482,-0.623386
122,-2.28477,-0.631766
123,-2.23878,-0.626747
124,-2.19972,-0.628792
125,-2.19981,-0.632124
126,-2.19981,-0.632124
127,-2.26091,-0.622167
128,-2.26091,-0.622167
129,-2.22752,-0.621614
130,-2.29319,-0.626466
131,-2.22629,-0.617792
132,-2.16254,-0.615558
133,-2.2414,-0.626354
134,-2.2985,-0.619257
135,-2.24057,-0.619228
136,-2.3238,-0.61558
137,-2.209,-0.619807
138,-2.19455,-0.623703
139,-2.315,-0.627357
140,-2.3003,-0.636542
141,-2.25399,-0.623541
142,-2.25399,-0.623541
143,-2.3216,-0.627451
144,-2.26979,-0.630356
145,-2.23074,-0.626066
146,-2.23268,-0.627429
147,-2.23061,-0.626506
148,-2.19801,-0.627553
149,-2.30597,-0.626168
150,-2.24722,-0.626291
151,-2.24722,-0.626291
152,-2.2051,-0.623409
153,-2.2403,-0.620676
154,-2.2403,-0.620676
155,-2.28756,-0.626968
156,-2.2854,-0.637411
157,-2.18946,-0.614089
158,-2.17371,-0.620485
159,-2.17371,-0.620485
160,-2.22495,-0.622815
161,-2.24742,-0.625456
162,-2.25665,-0.628891
163,-2.25665,-0.628891
164,-2.25665,-0.628891
165,-2.19287,-0.631438
166,-2.28872,-0.628508
167,-2.21648,-0.629644
168,-2.20811,-0.630212
169,-2.19157,-0.630724
170,-2.27481,-0.632953
171,-2.30432,-0.626174
172,-2.31997,-0.629552
173,-2.23382,-0.632241
174,-2.30689,-0.622143
175,-2.31577,-0.614237
176,-2.21176,-0.626336
177,-2.28345,-0.623399
178,-2.2488,-0.621451
179,-2.30981,-0.633897
180,-2.31737,-0.631509
181,-2.30244,-0.630091
182,-2.29294,-0.624855
183,-2.29064,-0.62608
184,-2.29064,-0.62608
185,-2.24638,-0.623605
186,-2.24638,-0.623605
187,-2.24638,-0.623605
188,-2.34171,-0.618595
189,-2.2686,-0.633649
190,-2.2686,-0.633649
191,-2.21419,-0.631313
192,-2.2495,-0.627815
193,-2.25674,-0.624077
194,-2.23158,-0.63098
195,-2.29673,-0.625274
196,-2.30544,-0.624335
197,-2.27809,-0.624674
198,-2.24268,-0.640002
199,-2.20365,-0.628164
200,-2.26747,-0.619861
201,-2.22407,-0.622198
202,-2.30406,-0.619987
203,-2.23986,-0.620148
204,-2.22726,-0.633363
205,-2.22726,-0.633363
206,-2.18682,-0.620715
207,-2.18682,-0.620715
208,-2.23475,-0.626074
209,-2.23475,-0.626074
210,-2.18538,-0.625448
211,-2.24546,-0.633308
212,-2.38885,-0.623274
213,-2.27475,-0.609927
214,-2.27475,-0.609927
215,-2.27475,-0.609927
216,-2.14543,-0.623436
217,-2.3673,-0.622635
218,-2.26188,-0.622724
219,-2.26988,-0.635887
220,-2.26988,-0.635887
221,-2.21654,-0.612533
222,-2.31182,-0.621769
223,-2.2744,-0.626452
224,-2.2506,-0.624185
225,-2.29509,-0.624589
226,-2.29509,-0.624589
227,-2.21117,-0.620924
228,-2.26473,-0.625043
229,-2.19233,-0.625086
230,-2.22289,-0.62881
231,-2.23812,-0.63245
232,-2.23812,-0.63245
233,-2.25222,-0.622117
234,-2.28109,-0.624829
235,-2.30362,-0.63176
236,-2.23543,-0.628615
237,-2.29645,-0.627416
238,-2.26342,-0.625645
239,-2.22658,-0.633038
240,-2.29036,-0.626733
241,-2.22539,-0.620884
242,-2.27053,-0.634123
243,-2.21102,-0.635005
244,-2.35476,-0.621694
245,-2.20715,-0.625357
246,-2.2134,-0.633782
247,-2.22697,-0.64319
248,-2.25261,-0.629471
249,-2.26313,-0.635747
250,-2.21119,-0.631745
251,-2.25295,-0.627678
252,-2.3001,-0.624044
253,-2.20849,-0.628148
254,-2.20849,-0.628148
255,-2.28596,-0.614492
256,-2.21422,-0.619417
257,-2.35857,-0.63388
258,-2.28158,-0.624338
259,-2.25452,-0.623936
260,-2.33116,-0.620231
261,-2.33116,-0.620231
262,-2.33116,-0.620231
263,-2.21937,-0.614824
264,-2.24963,-0.618169
265,-2.24963,-0.618169
266,-2.24963,-0.618169
