t,cg_iters
1,7035
2,6881
3,6850
4,6873
5,6844
6,6782
7,6725
8,6764
9,6786
10,6737
11,6669
12,6683
13,6686
14,6624
15,6620
16,6544
17,6532
18,6558
19,6556
20,6580
21,6545
22,6500
23,6512
24,6467
25,6469
26,6493
27,6434
28,6448
29,6345
30,6368
31,6449
32,6368
33,6408
34,6321
35,6310
36,6214
37,6248
38,6231
39,6237
40,6203
41,6179
42,6064
43,6011
44,5875
45,5809
46,5843
47,5695
48,5634
49,5969
50,6932
51,7319
52,7350
53,7331
54,7400
55,7353
56,7344
57,7248
58,7333
59,7324
60,7263
61,7229
62,7190
63,7238
64,7258
65,7337
66,7338
67,7360
68,7375
69,7206
70,7409
71,7225
72,7318
73,7333
74,7263
75,7247
76,7323
77,7311
78,7477
79,7215
80,7323
81,7309
82,7292
83,7308
84,7323
85,7355
86,7305
87,7409
88,7310
89,7284
90,7313
91,7324
92,7330
93,7301
94,7252
95,7324
96,7330
97,7408
98,7240
99,7308
100,7285
101,7383
102,7309
103,7355
104,7359
105,7428
106,7396
107,7264
108,7321
109,7379
110,7222
111,7337
112,7272
113,7214
114,7277
115,7205
116,7324
117,7392
118,7398
119,7389
120,7334
121,7311
122,7229
123,7451
124,7297
125,7406
126,7323
127,7289
128,7321
129,7354
130,7185
131,7362
132,7411
133,7359
134,7318
135,7329
136,7366
137,7219
138,7341
139,7362
140,7578
141,7376
142,7325
143,7374
144,7348
145,7330
146,7251
147,7322
148,7270
149,7343
150,7338
151,7323
152,7261
153,7425
154,7422
155,7277
156,7259
157,7304
158,7398
159,7276
160,7311
161,7240
162,7336
163,7375
164,7347
165,7226
166,7346
167,7295
168,7384
169,7290
170,7336
171,7349
172,7347
173,7349
174,7393
175,7313
176,7293
177,7270
178,7317
179,7342
180,7304
181,7330
182,7261
183,7373
184,7354
185,7342
186,7378
187,7287
188,7349
189,7298
190,7284
191,7275
192,7350
193,7301
194,7304
195,7325
196,7385
197,7325
198,7319
199,7311
200,7309
201,7341
202,7266
203,7344
204,7319
205,7235
206,7358
207,7333
208,7286
209,7328
210,7330
211,7399
212,7301
213,7293
214,7271
215,7217
216,7235
217,7313
218,7281
219,7352
220,7381
221,7221
222,7261
223,7377
224,7460
225,7248
226,7243
227,7314
228,7295
229,7259
230,7309
231,7258
232,7271
233,7331
234,7398
235,7298
236,7308
237,7309
238,7345
239,7355
240,7240
241,7278
242,7338
243,7455
244,7368
245,7435
246,7317
247,7393
248,7397
249,7377
250,7279
251,7230
252,7217
253,7281
254,7274
255,7297
256,7337
257,7282
258,7309
259,7330
260,7237
261,7304
262,7322
263,7152
264,7227
265,7311
266,7443
267,7354
268,7323
269,7170
270,7232
271,7220
272,7212
273,7269
274,7503
275,7339
276,7382
277,7261
278,7279
279,7210
280,7367
281,7449
282,7305
283,7404
284,7334
285,7292
286,7283
287,7378
288,7241
289,7221
290,7228
291,7268
292,7366
293,7316
294,7302
295,7232
296,7437
297,7279
298,7464
299,7353
300,7305
301,7370
302,7337
303,7326
304,7245
305,7291
306,7318
307,7278
308,7351
309,7353
310,7310
311,7347
312,7203
313,7278
314,7190
315,7179
316,7288
317,7232
318,7300
319,7289
320,7277
321,7256
322,7300
323,7224
324,7237
325,7356
326,7302
327,7319
328,7239
329,7239
330,7306
331,7276
332,7226
333,7420
334,7274
335,7310
336,7317
337,7267
338,7322
339,7348
340,7223
341,7276
342,7262
343,7276
344,7208
345,7288
346,7326
347,7328
348,7321
349,7318
350,7221
351,7294
352,7289
353,7265
354,7411
355,7338
356,7297
357,7317
358,7275
359,7348
360,7245
361,7326
362,7311
363,7383
364,7317
365,7259
366,7236
367,7372
368,7216
369,7246
370,7314
371,7360
372,7334
373,7342
374,7295
375,7355
376,7329
377,7332
378,7300
379,7230
380,7331
381,7327
382,7233
383,7293
384,7350
385,7329
386,7284
387,7267
388,7332
389,7330
390,7330
391,7307
392,7162
393,7246
394,7401
395,7263
396,7281
397,7555
398,7345
399,7311
400,7282
401,7316
402,7211
403,7439
404,7375
405,7357
406,7399
407,7375
408,7178
409,7248
410,7330
411,7326
412,7222
413,7342
414,7314
415,7421
416,7285
417,7239
418,7323
419,7367
420,7296
421,7320
422,7336
423,7312
424,7257
425,7256
426,7237
427,7240
428,7246
429,7220
430,7388
431,7414
432,7263
433,7256
434,7228
435,7359
436,7348
437,7408
438,7290
439,7307
440,7388
441,7262
442,7284
443,7322
444,7303
445,7220
446,7242
447,7335
448,7260
449,7250
450,7233
451,7294
452,7386
453,7284
454,7353
455,7358
456,7362
457,7353
458,7416
459,7306
460,7312
461,7363
462,7313
463,7291
464,7289
465,7344
466,7298
467,7322
468,7283
469,7403
470,7282
471,7264
472,7350
473,7267
474,7342
475,7370
476,7357
477,7238
478,7265
479,7258
480,7243
481,7266
482,7318
483,7331
484,7379
485,7382
486,7381
487,7399
488,7338
489,7418
490,7262
491,7412
492,7328
493,7305
494,7369
495,7298
496,7360
497,7404
498,7331
499,7257
500,7345
501,7361
502,7322
503,7337
504,7421
505,7318
506,7393
507,7314
508,7467
509,7399
510,7341
511,7329
512,7277
513,7191
514,7285
515,7314
516,7284
517,7214
518,7290
519,7343
520,7224
521,7309
522,7422
523,7308
524,7394
525,7193
526,7318
527,7299
528,7386
529,7276
530,7294
531,7269
532,7406
533,7385
534,7420
535,7318
536,7355
537,7293
538,7263
539,7303
540,7185
541,7254
542,7287
543,7270
544,7351
545,7224
546,7233
547,7283
548,7407
549,7348
550,7306
551,7318
552,7404
553,7348
554,7358
555,7370
556,7421
557,7374
558,7457
559,7338
560,7336
561,7225
562,7263
563,7288
564,7249
565,7270
566,7266
567,7259
568,7362
569,7231
570,7288
571,7495
572,7367
573,7298
574,7408
575,7387
576,7312
577,7240
578,7269
579,7333
580,7276
581,7380
582,7354
583,7329
584,7310
585,7252
586,7284
587,7403
588,7334
589,7344
590,7390
591,7288
592,7286
593,7391
594,7329
595,7382
596,7302
597,7328
598,7265
599,7412
600,7278
601,7345
602,7341
603,7402
604,7375
605,7310
606,7281
607,7221
608,7244
609,7332
610,7375
611,7493
612,7331
613,7265
614,7331
615,7271
616,7337
617,7372
618,7238
619,7410
620,7269
621,7431
622,7427
623,7303
624,7288
625,7422
626,7396
627,7287
628,7218
629,7286
630,7365
631,7268
632,7360
633,7377
634,7352
635,7180
636,7279
637,7309
638,7289
639,7455
640,7306
641,7310
642,7269
643,7355
644,7339
645,7361
646,7350
647,7368
648,7293
649,7391
650,7280
651,7378
652,7328
653,7527
654,7321
655,7342
656,7416
657,7377
658,7329
659,7333
660,7352
661,7337
662,7347
663,7408
664,7190
665,7376
666,7328
667,7215
668,7346
669,7332
670,7369
671,7323
672,7290
673,7361
674,7333
675,7310
676,7369
677,7387
678,7339
679,7254
680,7315
681,7360
682,7340
683,7283
684,7319
685,7311
686,7293
687,7348
688,7247
689,7251
690,7392
691,7355
692,7391
693,7325
694,7350
695,7282
696,7300
697,7323
698,7267
699,7258
700,7320
701,7322
702,7396
703,7289
704,7360
705,7347
706,7306
707,7239
708,7264
709,7267
710,7339
711,7124
712,7263
713,7222
714,7276
715,7356
716,7406
717,7321
718,7306
719,7303
720,7300
721,7316
722,7334
723,7290
724,7337
725,7370
726,7265
727,7339
728,7439
729,7307
730,7336
731,7297
732,7309
733,7307
734,7272
735,7307
736,7338
737,7386
738,7342
739,7325
740,7143
741,7416
742,7287
743,7265
744,7250
745,7331
746,7287
747,7342
748,7270
749,7363
750,7269
751,7326
752,7220
753,7293
754,7346
755,7249
756,7351
757,7364
758,7236
759,7229
760,7329
761,7421
762,7263
763,7268
764,7338
765,7297
766,7305
767,7325
768,7320
769,7321
770,7329
771,7292
772,7391
773,7260
774,7291
775,7349
776,7369
777,7256
778,7302
779,7314
780,7345
781,7328
782,7361
783,7331
784,7355
785,7289
786,7330
787,7245
788,7326
789,7298
790,7304
791,7293
792,7398
793,7343
794,7376
795,7281
796,7231
797,7308
798,7268
799,7328
800,7205
801,7209
802,7330
803,7252
804,7407
805,7306
806,7318
807,7375
808,7461
809,7313
810,7340
811,7300
812,7380
813,7282
814,7380
815,7322
816,7259
817,7242
818,7236
819,7209
820,7330
821,7350
822,7271
823,7261
824,7380
825,7326
826,7276
827,7260
828,7320
829,7285
830,7342
831,7304
832,7471
833,7339
834,7379
835,7422
836,7454
837,7289
838,7245
839,7344
840,7324
841,7275
842,7288
843,7317
844,7398
845,7279
846,7422
847,7422
848,7326
849,7445
850,7289
851,7312
852,7317
853,7302
854,7274
855,7335
856,7358
857,7476
858,7332
859,7361
860,7383
861,7327
862,7315
863,7331
864,7330
865,7247
866,7286
867,7226
868,7280
869,7260
870,7365
871,7235
872,7328
873,7368
874,7294
875,7301
876,7268
877,7333
878,7188
879,7293
880,7413
881,7264
882,7399
883,7301
884,7356
885,7277
886,7346
887,7334
888,7191
889,7317
890,7339
891,7293
892,7263
893,7227
894,7310
895,7335
896,7340
897,7307
898,7369
899,7305
900,7180
901,7305
902,7234
903,7259
904,7255
905,7182
906,7156
907,7209
908,7190
909,7301
910,7311
911,7365
912,7382
913,7295
914,7335
915,7306
916,7209
917,7347
918,7323
919,7342
920,7282
921,7395
922,7250
923,7333
924,7463
925,7359
926,7342
927,7311
928,7213
929,7301
930,7273
931,7304
932,7359
933,7167
934,7358
935,7331
936,7260
937,7324
938,7309
939,7378
940,7381
941,7412
942,7344
943,7439
944,7450
945,7552
946,7439
947,7355
948,7384
949,7270
950,7326
951,7357
952,7303
953,7346
954,7242
955,7422
956,7459
957,7316
958,7438
959,7278
960,7390
961,7336
962,7399
963,7278
964,7311
965,7248
966,7339
967,7290
968,7323
969,7369
970,7272
971,7388
972,7317
973,7314
974,7237
975,7360
976,7291
977,7244
978,7281
979,7265
980,7330
981,7402
982,7340
983,7342
984,7292
985,7280
986,7292
987,7282
988,7354
989,7391
990,7340
991,7287
992,7463
993,7333
994,7297
995,7318
996,7328
997,7287
998,7209
