MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.85234,1.8192,0.348868
2,1.81167,1.80766,0.120564
3,1.83602,1.79062,0.405781
4,2.00131,1.95472,0.429317
5,2.00131,1.95472,0.429317
6,2.05044,1.91099,0.743242
7,2.07404,1.90143,0.828375
8,2.15248,1.67756,1.34869
9,1.97694,1.34206,1.4516
10,2.19752,1.52419,1.58301
11,2.23865,1.33206,1.79922
12,2.10479,1.12519,1.77879
13,2.17159,1.26845,1.76262
14,2.17159,1.26845,1.76262
15,2.31821,0.973753,2.10378
16,2.38291,0.938424,2.19035
17,2.38291,0.938424,2.19035
18,2.23609,0.619961,2.14843
19,2.35917,0.826908,2.20951
20,2.18414,0.843757,2.01458
21,2.18414,0.843757,2.01458
22,2.25747,1.1047,1.96871
23,2.33164,0.907544,2.14777
24,2.49592,1.03195,2.27259
25,2.49592,1.03195,2.27259
26,2.49592,1.03195,2.27259
27,2.57672,1.42092,2.14953
28,2.48036,1.46523,2.00132
29,2.48036,1.46523,2.00132
30,2.48036,1.46523,2.00132
31,2.392,1.43753,1.91185
32,2.40347,1.07761,2.14836
33,2.57962,1.03877,2.36123
34,2.60577,0.989418,2.41063
35,2.71505,1.12233,2.47223
36,2.71505,1.12233,2.47223
37,2.82994,1.1846,2.57008
38,2.7954,1.00436,2.60874
39,2.81949,1.22762,2.5382
40,3.05261,1.44411,2.68942
41,3.20263,1.65368,2.74267
42,3.26241,1.85709,2.68226
43,3.4706,2.21135,2.67489
44,3.73314,2.39912,2.86017
45,4.06742,2.76969,2.97871
46,4.4883,3.01362,3.3261
47,5.40385,3.53948,4.08334
48,6.84303,4.85801,4.81942
49,7.68504,5.4776,5.39035
50,7.40405,5.3434,5.12524
51,7.49064,5.09244,5.49333
52,7.41385,5.21565,5.26898
53,7.59922,5.03222,5.69429
54,7.47789,5.0035,5.55732
55,7.47789,5.0035,5.55732
56,7.41045,4.66647,5.75664
57,7.48251,4.13938,6.23326
58,7.41361,3.27916,6.64896
59,7.67366,2.94303,7.08687
60,7.67466,3.47083,6.84498
61,7.65671,3.56947,6.77378
62,7.36901,3.53823,6.464
63,7.56947,3.7815,6.55722
64,7.56947,3.7815,6.55722
65,7.19885,3.85372,6.08049
66,6.99561,2.90702,6.36301
67,7.27432,3.00814,6.6232
68,7.61541,3.80803,6.59496
69,7.6527,4.39589,6.26418
70,8.14248,4.89492,6.5069
71,8.14248,4.89492,6.5069
72,7.86239,4.90935,6.1413
73,7.86239,4.90935,6.1413
74,7.70554,5.2851,5.6074
75,7.70003,5.32326,5.56358
76,7.72314,5.4454,5.47673
77,7.72314,5.4454,5.47673
78,7.82258,5.85048,5.19274
79,7.64269,5.68549,5.10744
80,7.64269,5.68549,5.10744
81,7.69878,4.92228,5.91965
82,7.69878,4.92228,5.91965
83,7.7992,4.89623,6.07079
84,7.86745,4.97576,6.09413
85,7.91381,4.99968,6.13446
86,7.75983,5.49446,5.47958
87,7.6271,5.29025,5.49417
88,7.6271,5.29025,5.49417
89,7.6271,5.29025,5.49417
90,7.45674,5.43651,5.10366
91,7.73426,5.27867,5.65282
92,7.96071,5.25314,5.98142
93,7.96071,5.25314,5.98142
