t,|deltaS|
182,0.5839
183,0.4271
184,0.1434
185,0.2064
186,0.4162
187,0.9207
188,0.008786
189,1.427
190,0.1664
191,0.4858
192,0.5953
193,0.9103
194,0.4127
195,0.08517
196,0.5338
197,0.4738
198,0.428
199,0.3799
200,0.2562
201,1.222
202,0.08073
203,0.394
204,0.4708
205,0.4688
206,0.3112
207,0.7513
208,0.162
209,1.33
210,1.038
211,0.5509
212,0.4339
213,0.0873
214,0.4531
215,0.1766
216,0.4205
217,0.02793
218,0.3747
219,0.3657
220,1.064
221,0.422
222,0.2246
223,0.06356
224,0.1212
225,0.3173
226,0.2726
227,0.839
228,0.05384
229,0.9433
230,0.8442
231,0.5886
232,0.709
233,0.3949
234,0.1436
235,0.008497
236,0.3601
237,0.4133
238,0.05383
239,0.4401
240,0.1351
241,0.7151
242,0.01889
243,1.003
244,0.162
245,0.03022
246,0.3978
247,0.6473
248,0.2278
249,0.04631
250,0.5793
251,0.006296
252,0.3664
253,0.3826
254,0.1186
255,0.3374
256,0.4724
257,0.1481
258,0.103
259,0.3722
260,0.1552
261,1.141
262,0.2992
263,0.1962
264,0.4869
265,0.7679
266,0.5771
267,0.5221
268,0.3728
269,0.9191
270,0.3447
271,0.4261
272,0.3571
273,0.3901
274,0.05191
275,0.1976
276,0.3454
277,0.4811
278,0.3065
279,0.2288
280,0.3988
281,0.1105
282,0.8626
283,0.2381
284,0.06065
285,0.8769
286,0.4783
287,0.3335
288,0.356
289,0.09168
290,0.03887
291,0.08357
292,0.8728
293,0.07431
294,0.4788
295,0.2338
296,0.1519
297,0.8374
298,0.6862
299,0.02733
300,0.07906
301,0.2962
302,0.07447
303,0.08707
304,0.2235
305,0.339
306,1.046
307,0.1642
308,0.2072
309,0.2964
310,0.0943
311,0.3951
312,0.6412
313,0.7394
314,0.815
315,0.8011
316,0.2717
317,0.1065
318,0.3051
319,0.0565
320,0.7341
321,0.553
322,0.2016
323,0.4117
324,0.7747
325,0.5581
326,0.1684
327,0.1707
328,0.6185
329,1.038
330,0.3216
331,0.3399
332,0.24
333,0.962
334,0.4013
335,0.5133
336,0.004743
337,1.43
338,1.031
339,0.08089
340,0.2997
341,0.01571
342,0.2516
343,0.1261
344,0.4125
345,0.7477
346,0.8835
347,0.2653
348,0.5058
349,0.3388
350,0.05884
351,0.4081
352,0.5593
353,1.367
354,0.1005
355,0.4245
356,0.3842
357,0.1692
358,0.03959
359,0.4978
360,0.3174
361,0.7185
362,0.0826
363,0.8531
364,0.09253
365,0.4921
366,0.08964
367,1.235
368,0.4425
369,0.2783
370,0.2499
371,1.005
372,0.334
373,0.8801
374,0.4293
375,0.6972
376,0.054
377,0.4762
378,0.6779
379,0.6113
380,0.06438
381,0.4873
382,0.1146
383,0.9395
384,0.1422
385,0.3557
386,0.308
387,0.07355
388,0.1039
389,0.7357
390,0.5257
391,0.7988
392,0.05935
393,0.3423
394,0.7255
395,0.1016
396,0.2753
397,0.2595
398,0.2452
399,0.4993
400,0.05376
401,0.4247
402,0.5671
403,0.4309
404,0.2565
405,0.4942
406,0.5624
407,0.2841
408,0.1723
409,0.297
410,0.8252
411,0.7534
412,0.6642
413,0.8889
414,1.466
415,0.08246
416,0.1
417,0.8156
418,0.5376
419,0.03284
420,0.3968
421,1.163
422,0.2803
423,0.3423
424,0.02652
425,0.1083
426,0.8218
427,1.085
428,0.08952
429,0.4338
430,0.5187
431,0.003939
432,1.288
433,0.8032
434,0.6065
435,0.5615
436,1.315
437,0.567
438,0.1527
439,0.5366
440,0.06719
441,0.4414
442,0.4927
443,0.2382
444,0.4197
445,0.6635
446,0.3538
447,0.2277
448,0.9364
449,0.5753
450,0.04577
451,0.1948
452,0.2563
453,0.1559
454,0.2101
455,0.1891
456,0.3036
457,0.9416
458,0.8891
459,1.157
460,0.5281
461,0.2978
462,0.6069
463,0.6358
464,0.544
465,0.0334
466,0.515
467,0.3623
468,0.6113
469,0.5644
470,0.5364
471,0.9
472,0.5755
473,0.4039
474,0.05119
475,0.1514
476,0.6299
477,0.2795
478,0.5708
479,0.7186
480,0.122
481,0.2063
482,0.5038
483,0.3006
484,0.02414
485,0.6723
486,0.1767
487,0.3616
488,0.8985
489,0.02577
490,0.5346
491,0.7175
492,0.7295
493,0.05698
494,0.4682
495,0.3337
496,0.4956
497,0.6722
498,0.2664
499,0.6696
500,1.049
501,0.1973
502,0.3896
503,0.4247
504,0.07183
505,0.3311
506,0.6855
507,0.05165
508,0.6856
509,0.5685
510,0.2282
511,0.643
512,0.712
513,0.09341
514,0.7276
515,0.1543
516,0.2566
517,0.946
518,0.2397
519,0.4582
520,0.1477
521,0.5898
522,0.8016
523,0.5217
524,0.2624
525,0.183
526,0.241
527,0.4814
528,1.032
529,0.5977
530,0.5452
531,0.4781
532,0.7578
533,0.2277
534,0.2071
535,0.3871
536,0.8442
537,0.4154
538,0.1772
539,0.1877
540,0.4831
541,0.04797
542,0.2768
543,0.08
544,0.8405
545,0.3177
546,0.2731
547,0.4204
548,0.3078
549,0.06939
550,0.4069
551,0.7614
552,0.3117
553,0.1789
554,0.6247
555,0.2299
556,0.4952
557,0.3865
558,0.992
559,0.5976
560,0.2206
561,0.3272
562,0.06863
563,0.3098
564,0.6999
565,0.04134
566,0.3233
567,1.011
568,0.04849
569,0.8313
570,0.7424
571,0.8882
572,0.01078
573,0.2266
574,0.2178
575,0.5766
576,0.7793
577,0.7502
578,0.7158
579,0.2593
580,0.07743
581,0.2206
582,1.013
583,0.9118
584,0.3198
585,0.566
586,0.01924
587,0.2966
588,0.5221
589,0.3714
590,0.8206
591,0.76
592,0.6802
593,0.2577
594,0.4642
595,1.103
596,1.676
597,0.5908
598,0.379
599,0.02598
600,0.8399
601,0.5324
602,0.01345
603,0.01617
604,0.008992
605,0.1154
606,0.09892
607,0.1574
608,0.2828
609,0.3491
610,0.2673
611,0.3678
612,0.6205
613,0.1606
614,0.2132
615,0.9174
616,0.2156
617,0.3358
618,0.07384
619,0.6198
620,0.1661
621,0.04761
622,0.7068
623,0.02687
624,0.6406
625,0.8196
626,0.6218
627,0.01756
628,0.6044
629,0.2487
630,0.6568
631,0.4027
632,0.4435
633,0.9202
634,0.1763
635,0.8125
636,0.005993
637,0.02869
638,0.7758
639,0.2432
640,0.04439
641,0.7802
642,0.7978
643,1.31
644,0.6197
645,0.6548
646,0.4788
647,0.3418
648,0.6121
649,0.2148
650,0.5965
651,0.3599
652,0.3143
653,0.5731
654,0.5892
655,0.03737
656,0.2429
657,0.47
658,0.5056
659,0.2776
660,0.2653
661,0.0167
662,0.9018
663,0.2023
664,0.02483
665,0.01781
666,0.2598
667,0.3202
668,0.34
669,0.8145
670,1.239
671,0.2666
672,0.3892
673,0.4127
674,0.4313
675,0.5659
676,0.5655
677,0.1105
678,0.2379
679,0.6132
680,0.6118
681,0.6525
682,0.4779
683,0.2427
684,0.369
685,0.6581
686,0.4944
687,0.4462
688,0.08246
689,0.4655
690,0.5382
691,0.2395
692,0.3242
693,0.01731
694,0.9797
695,0.6148
696,0.8166
697,0.6425
698,0.4926
699,0.06155
700,0.6374
701,0.6844
702,0.1956
703,0.6546
704,1.249
705,0.482
706,0.1081
707,0.03244
708,0.5329
709,0.02629
710,0.3538
711,0.1506
712,0.7059
713,0.8675
714,1.083
715,0.5344
716,0.6309
717,0.2198
718,0.119
719,0.4801
720,0.2038
721,0.8381
722,1.192
723,0.05811
724,0.4355
725,0.2184
726,0.7922
727,0.01387
728,0.3342
729,0.2438
730,0.8175
731,0.1209
732,0.06158
733,0.4799
734,0.7357
735,0.0722
736,0.1796
737,0.01305
738,0.5751
739,0.1931
740,0.1469
741,1.255
742,0.1249
743,0.5692
744,0.218
745,0.2279
746,0.5697
747,0.101
748,0.1061
749,0.08537
750,0.2652
751,0.04257
752,0.3854
753,0.5065
754,0.1606
755,0.3912
756,0.5322
757,0.4314
758,0.4632
759,0.4327
760,0.4092
761,0.06193
762,0.6225
763,0.657
764,0.5519
765,0.03133
766,0.4142
767,1.012
768,0.0185
769,0.2744
770,0.412
771,0.06836
772,0.667
773,0.4354
774,0.3161
775,0.02084
776,0.1324
777,0.1103
778,1.143
779,1.765
780,0.4157
781,0.793
782,0.7171
783,0.1843
784,0.3226
785,0.6025
786,0.2935
787,0.1144
788,0.05996
789,0.5537
790,0.5075
791,0.1665
792,0.5133
793,0.917
794,0.7089
795,1.108
796,0.9471
797,0.4405
798,0.136
799,0.1472
800,0.06798
801,0.7072
802,0.8194
803,0.781
804,0.3313
805,0.2936
806,0.7954
807,0.6621
808,0.2289
809,0.8367
810,0.02351
811,0.09224
812,0.3816
813,0.6882
814,0.03308
815,0.1636
816,0.4922
817,0.3388
818,0.05763
819,0.5367
820,0.1669
821,0.1231
822,0.09532
823,0.02155
824,0.2101
825,0.9958
826,0.1256
827,0.6149
828,0.6417
829,0.2233
830,0.3336
831,0.3156
832,0.738
833,0.6764
834,0.4081
835,0.672
836,1.113
837,0.4388
838,0.6511
839,0.4138
840,0.465
841,0.1187
842,0.6398
843,0.9119
844,0.7633
845,0.9532
846,0.5553
847,0.4401
848,0.7024
849,0.8524
850,0.8431
851,0.8315
852,0.471
853,0.3852
854,0.121
855,0.4025
856,0.02169
857,0.1206
858,0.3576
859,0.09715
860,0.08204
861,0.09901
862,0.07439
863,0.3656
864,1.06
865,1.343
866,0.01963
867,0.4936
868,0.3424
869,0.2471
870,0.2359
871,0.3633
872,0.1044
873,0.5127
874,0.2671
875,0.2964
876,0.08921
877,0.2693
878,0.614
879,0.5508
880,0.3106
881,1.211
882,0.3341
883,0.5646
884,0.5131
885,0.04764
886,0.3494
887,0.6665
888,0.4046
889,0.6316
890,0.6495
891,0.1476
892,0.6654
893,0.6656
894,0.4856
895,0.3122
896,1.126
897,0.0752
898,0.4575
899,0.2137
900,0.2874
901,0.2314
902,0.4583
903,0.06629
904,0.04081
905,0.5174
906,0.2749
907,0.2299
908,0.2237
909,0.5473
910,0.3631
911,0.7269
912,0.1111
913,0.4672
914,0.6117
915,0.02171
916,0.4777
917,0.1029
918,0.1395
919,0.3106
920,0.2548
921,0.2355
922,0.06948
923,0.4978
924,0.05679
925,0.5815
926,0.2808
927,0.687
928,0.7725
929,0.3198
930,0.05543
931,0.02441
932,0.6771
933,0.02471
934,0.2496
935,0.1243
936,0.1263
937,0.3076
938,0.03839
939,0.4099
940,0.7559
941,0.3976
942,0.2522
943,0.3758
944,0.2052
945,0.5602
946,0.2357
947,0.3035
948,0.4242
949,0.629
950,0.3782
951,0.4158
952,0.412
953,0.464
954,0.1184
955,0.6463
956,0.7156
957,0.8829
958,0.4869
959,1.31
960,0.8981
961,0.08662
962,0.1358
963,0.1182
964,0.4868
965,0.0473
966,0.6696
967,0.5014
968,0.1945
969,0.8068
970,0.5912
971,0.1635
972,0.6232
973,0.4128
974,0.8931
975,0.3172
976,0.1419
977,0.156
978,0.6503
979,0.08732
980,0.4387
981,0.8541
982,0.03687
983,0.182
984,0.685
985,0.5657
986,0.6909
987,0.4227
988,0.291
989,0.6685
990,0.5076
991,0.1595
992,0.4303
993,0.7702
994,0.7015
995,0.1887
996,0.2246
997,0.2761
998,0.4092
999,0.6615
1000,0.4023
1001,0.8842
1002,0.1675
1003,0.8425
1004,0.06921
1005,0.5441
1006,0.5115
1007,0.6361
1008,0.0822
1009,0.6281
1010,0.1862
1011,0.02261
1012,0.3573
1013,0.07698
1014,0.1395
1015,0.8257
1016,0.1307
1017,0.7949
1018,0.8686
1019,0.5467
1020,0.3448
1021,0.4657
1022,1.24
1023,0.1509
1024,0.4821
1025,0.4375
1026,0.5625
1027,0.264
1028,0.3149
1029,0.3269
1030,0.01561
1031,1.044
1032,0.04115
1033,0.4903
1034,0.1351
1035,0.7794
1036,0.2445
1037,1.152
1038,0.8006
1039,0.1455
1040,0.7331
1041,0.3611
1042,0.07629
1043,0.1131
1044,0.4565
1045,0.1694
1046,0.4571
1047,0.1134
1048,0.1079
1049,0.4131
1050,0.2391
1051,0.02164
1052,0.7561
1053,0.5857
1054,0.2258
1055,0.3664
1056,0.2348
1057,0.01805
1058,0.6314
1059,0.6532
1060,0.07876
1061,0.357
1062,0.2907
1063,0.2369
1064,0.535
1065,0.03349
1066,0.3298
1067,0.03393
1068,0.5948
1069,1.059
1070,0.2379
1071,0.7714
1072,0.4882
1073,1.13
1074,0.2541
1075,0.1888
1076,0.5209
1077,0.332
1078,0.1432
1079,1.121
1080,0.04727
1081,0.295
1082,0.1209
1083,0.4543
1084,0.3747
1085,0.6679
1086,0.9055
1087,0.3543
1088,0.01249
1089,0.1952
1090,0.8647
1091,0.185
1092,0.3991
1093,0.2773
1094,0.3573
1095,0.378
1096,0.05225
1097,0.6991
1098,0.3044
1099,0.3935
1100,0.1447
1101,0.5209
1102,0.3299
1103,0.3518
1104,0.03876
1105,0.4178
1106,0.2154
1107,0.028
1108,0.3948
1109,0.2934
1110,0.6014
1111,1.13
1112,0.7594
1113,0.1583
1114,0.986
1115,0.2213
1116,0.3115
1117,0.5059
1118,0.3484
1119,0.7773
1120,0.6392
1121,0.8072
1122,0.07694
1123,0.001234
1124,0.7595
1125,0.3798
1126,0.1521
1127,0.8269
1128,1.016
1129,0.1003
1130,0.6485
1131,0.8273
1132,0.2742
1133,0.2845
1134,0.766
1135,0.1309
1136,0.06812
1137,0.5845
1138,0.986
1139,0.4865
1140,0.5002
1141,0.1279
1142,0.7007
1143,0.8187
1144,0.3747
1145,0.06208
1146,0.3024
1147,1.048
1148,0.23
1149,0.8303
1150,0.6378
1151,0.4263
1152,0.4134
1153,0.52
1154,0.0672
1155,0.1636
1156,0.3805
1157,0.3845
1158,0.5642
1159,0.773
1160,0.4329
1161,0.2834
1162,0.6602
1163,0.323
1164,0.2908
1165,0.9244
1166,0.02779
1167,0.0556
1168,0.2199
1169,0.6135
1170,0.2716
1171,0.3525
1172,0.4363
1173,0.4339
1174,0.0187
1175,0.5102
1176,1.444
1177,0.2713
1178,0.4983
1179,0.1032
1180,0.3618
1181,0.1589
1182,0.2201
1183,0.4297
1184,0.4935
1185,0.2049
1186,0.478
1187,0.493
1188,0.4884
1189,0.586
1190,0.564
1191,0.2244
1192,0.2612
1193,0.4573
1194,0.9438
1195,0.4007
1196,0.4405
1197,0.5811
1198,0.7096
1199,0.1218
1200,0.5587
1201,0.6214
1202,0.2025
1203,0.3759
1204,1.095
1205,0.07129
1206,0.5224
1207,0.4524
1208,0.7929
1209,0.4704
1210,0.3223
1211,0.8133
1212,0.8193
1213,0.563
1214,0.038
1215,0.5618
1216,0.09881
1217,0.3603
1218,0.3887
1219,0.7869
1220,0.4303
1221,0.4009
1222,0.509
1223,0.6213
1224,0.2999
1225,0.09039
1226,0.1653
1227,0.4991
1228,0.002128
1229,1.071
1230,0.4653
1231,0.7481
1232,0.1951
1233,0.2068
1234,0.2221
1235,0.4325
1236,0.2281
1237,0.9263
1238,0.5384
1239,0.4594
1240,0.378
1241,0.7488
1242,0.6615
1243,0.3019
1244,0.7406
1245,0.2034
1246,0.178
1247,0.02652
1248,0.1793
1249,0.4338
1250,0.8895
1251,0.347
1252,0.5918
1253,0.04827
1254,0.05631
1255,0.4383
1256,1.008
1257,0.1436
1258,0.1169
1259,1.069
1260,0.4864
1261,0.3162
1262,0.0002824
1263,0.7664
1264,0.06078
1265,0.487
1266,0.4178
1267,0.3697
1268,0.9922
1269,0.2723
1270,0.4432
1271,0.667
1272,0.2382
1273,0.598
1274,0.8106
1275,0.8058
1276,0.2159
1277,1.028
1278,0.1618
1279,0.3086
1280,0.1193
1281,0.04973
1282,1.082
1283,0.2589
1284,0.275
1285,0.09935
1286,0.1999
1287,0.7938
1288,0.1567
1289,0.8801
1290,0.0799
1291,1.408
1292,0.1942
1293,0.05979
1294,0.8564
1295,1.206
1296,0.135
1297,0.1102
1298,0.08586
1299,0.2241
1300,0.09901
1301,0.8642
1302,0.1744
1303,1.275
1304,0.07301
1305,0.2996
1306,0.08475
1307,0.1882
1308,0.01344
1309,0.799
1310,0.2286
1311,0.8021
1312,0.8753
1313,0.2176
1314,0.2143
1315,1.309
1316,0.7981
1317,0.2358
1318,0.03817
1319,0.4885
1320,0.5614
1321,0.3685
1322,0.2552
1323,1.111
1324,1.105
1325,0.4623
1326,0.7647
1327,0.03322
1328,1.027
1329,0.3709
1330,1.158
1331,0.08902
1332,0.2187
1333,0.3157
1334,0.5912
1335,0.5807
1336,0.1344
1337,0.3726
1338,0.2979
1339,0.2427
1340,0.6084
1341,0.8098
1342,0.293
1343,1.276
1344,0.2594
1345,1.156
1346,0.5601
1347,0.07698
1348,0.6121
1349,0.7835
1350,0.5778
1351,0.1474
1352,0.5354
1353,0.08257
1354,0.003869
1355,0.6819
1356,0.2841
1357,0.2714
1358,0.4388
1359,0.01505
1360,0.03645
1361,0.7248
1362,0.06008
1363,0.0575
1364,0.1489
1365,0.1704
1366,0.7773
1367,0.04289
1368,0.2514
1369,0.2448
1370,0.808
1371,0.4457
1372,0.8425
1373,0.327
1374,0.7762
1375,0.9059
1376,0.8332
1377,0.9723
1378,0.6049
1379,1.363
1380,0.5276
1381,0.5668
1382,0.2918
1383,0.2726
1384,0.0631
1385,0.4051
1386,0.3231
1387,0.4691
1388,0.01613
1389,0.4602
1390,0.6258
1391,0.822
1392,0.5414
1393,0.06752
1394,0.2764
1395,0.285
1396,0.6835
1397,0.4291
1398,0.1657
1399,0.2048
1400,0.165
1401,0.496
1402,0.0636
1403,0.5444
1404,0.2271
1405,0.05838
1406,0.5492
1407,0.6484
1408,0.6048
1409,0.09658
1410,0.181
1411,1.119
1412,1.748
1413,0.2708
1414,0.4316
1415,0.8523
1416,0.1336
1417,0.1144
1418,0.3204
1419,0.01509
1420,0.5828
1421,0.173
1422,0.9515
1423,0.3382
1424,0.1698
1425,0.4566
1426,0.4701
1427,0.06648
1428,0.7193
1429,0.2259
1430,0.6647
1431,0.302
1432,0.1241
1433,1.041
1434,0.03201
1435,0.8237
1436,0.5727
1437,0.6645
1438,0.0431
1439,0.3216
1440,0.1915
1441,0.3796
1442,0.5409
1443,0.7417
1444,0.0198
1445,1.107
1446,0.006192
1447,0.09409
1448,0.1235
1449,0.2266
1450,0.8212
1451,0.1822
1452,0.3652
1453,0.1177
1454,0.1377
1455,0.3406
1456,0.4283
1457,0.4657
1458,0.4083
1459,0.4434
1460,0.2971
1461,0.1787
1462,0.3462
1463,0.2812
1464,0.06161
1465,0.2798
1466,0.7774
1467,0.4105
1468,0.8066
1469,0.5827
1470,0.2035
1471,0.8899
1472,0.9019
1473,0.3464
1474,0.7314
1475,0.1436
1476,1.012
1477,0.9241
1478,0.5424
1479,0.9679
1480,1.006
1481,0.4697
1482,0.1621
1483,0.6804
1484,0.3993
1485,0.2025
1486,0.0852
1487,0.2617
1488,0.6886
1489,0.09651
1490,0.1465
1491,0.07193
1492,0.7128
1493,0.616
1494,0.02677
1495,0.2085
1496,0.9945
1497,1.15
1498,0.1468
1499,0.4678
1500,0.3902
1501,0.9768
1502,0.02999
1503,0.577
1504,0.2073
1505,0.02836
1506,0.8008
1507,0.1934
1508,0.1062
1509,0.3231
1510,0.2711
1511,0.0978
1512,1.615
1513,0.1825
1514,0.5567
1515,0.2595
1516,0.6359
1517,0.2144
1518,0.3084
1519,0.5138
1520,0.0863
1521,0.2321
1522,0.9018
1523,0.294
1524,0.01754
1525,0.5123
1526,0.6477
1527,0.3245
1528,0.3677
1529,0.8742
1530,0.3781
1531,0.3566
1532,0.4104
1533,0.02181
1534,0.4722
1535,0.6526
1536,0.6115
1537,1.23
1538,0.7731
1539,1.117
1540,0.6644
1541,0.6512
1542,0.2096
1543,0.6334
1544,0.5505
1545,0.7474
1546,0.8327
1547,0.2816
1548,1.18
1549,0.06236
1550,0.6756
1551,0.7974
1552,0.4811
1553,0.3324
1554,0.3023
1555,0.7863
1556,0.3626
1557,0.3369
1558,0.144
1559,0.5466
1560,0.8129
1561,0.2673
1562,0.09805
1563,0.2754
1564,0.02771
1565,0.19
1566,0.7392
1567,0.1075
1568,0.339
1569,1.087
1570,0.61
1571,0.2933
1572,1.112
1573,0.06624
1574,0.03638
1575,0.4859
1576,0.3929
1577,0.4933
1578,0.4571
1579,0.7475
1580,0.2891
1581,0.5771
1582,0.02464
1583,0.28
1584,0.2007
1585,0.3589
1586,0.11
1587,0.01672
1588,0.4498
1589,0.1737
1590,0.323
1591,0.5048
1592,0.8896
1593,0.1262
1594,0.8086
1595,0.07339
1596,0.3235
1597,0.1685
1598,0.1282
1599,0.8139
1600,0.1263
1601,1.318
1602,1.111
1603,0.1257
1604,0.2211
1605,0.06789
1606,0.02384
1607,1.38
1608,1.693
1609,0.4775
1610,0.03279
1611,0.3688
1612,0.4753
1613,0.4597
1614,0.2615
1615,0.1744
1616,0.1608
1617,0.4514
1618,0.3638
1619,0.5962
1620,0.3751
1621,0.4947
1622,0.9734
1623,1.214
1624,0.432
1625,0.4073
1626,0.9442
1627,0.306
1628,0.449
1629,0.1693
1630,0.1902
1631,0.2542
1632,0.005946
1633,0.7748
1634,0.2866
1635,1.074
1636,0.987
1637,0.07628
1638,1.239
1639,0.4847
1640,0.4562
1641,0.2351
1642,0.1084
1643,0.8643
1644,0.5241
1645,0.588
1646,0.1969
1647,0.1696
1648,0.1661
1649,0.381
1650,0.8931
1651,0.25
1652,0.223
1653,0.2321
1654,0.8872
1655,0.2435
1656,0.2376
1657,0.3496
1658,0.6303
1659,0.6406
1660,0.1486
1661,0.656
1662,0.1273
1663,0.02767
1664,0.3053
1665,0.07842
1666,0.5224
1667,0.5707
1668,0.81
1669,0.52
1670,0.5372
1671,0.2412
1672,0.4634
1673,0.008501
1674,0.06705
1675,0.7839
1676,0.1269
1677,0.07088
1678,0.8804
1679,0.6987
1680,0.08694
1681,0.468
1682,0.1478
1683,0.5294
1684,0.5071
1685,0.3055
1686,0.8796
1687,0.05655
1688,0.6501
1689,1.205
1690,0.217
1691,0.008294
1692,0.07881
1693,0.8015
1694,0.01931
1695,0.05282
1696,1.411
1697,0.5318
1698,0.4508
1699,1.003
1700,0.1495
1701,0.3672
1702,0.01755
1703,0.4118
1704,0.2372
1705,0.16
1706,0.06433
1707,0.1984
1708,0.6585
1709,0.3611
1710,0.2948
1711,0.08658
1712,0.6759
1713,0.04806
1714,0.6227
1715,0.551
1716,0.08823
1717,0.6219
1718,0.3544
1719,1.337
1720,0.8829
1721,1.288
1722,0.43
1723,0.4942
1724,0.3833
1725,0.3615
1726,0.3184
1727,0.4621
1728,1.099
1729,0.5622
1730,0.453
1731,0.4603
1732,0.02655
1733,0.5784
1734,0.4118
1735,0.3331
1736,0.2448
1737,0.2685
1738,0.1483
1739,0.3541
1740,0.4094
1741,0.01319
1742,0.4061
1743,0.2869
1744,0.4825
1745,0.228
1746,0.2695
1747,0.04343
1748,0.9467
1749,0.6604
1750,0.1351
1751,0.7574
1752,0.5799
1753,0.1778
1754,0.8391
1755,0.7638
1756,0.6458
1757,0.04956
1758,0.2449
1759,0.7714
1760,0.1061
1761,0.2965
1762,0.4264
1763,0.2055
1764,0.04864
1765,1.482
1766,0.01589
1767,0.1139
1768,0.4949
1769,0.4379
1770,0.1247
1771,0.325
1772,0.009536
1773,0.7163
1774,0.4439
1775,0.07896
1776,0.03371
1777,0.5229
1778,0.4565
1779,0.1091
1780,0.0636
1781,0.08465
1782,0.7041
1783,0.558
1784,0.01503
1785,0.2293
1786,1.033
1787,0.1532
1788,0.2955
1789,0.519
1790,0.8558
1791,0.8384
1792,0.04397
1793,0.4767
1794,0.4172
1795,0.08541
1796,1.202
1797,0.2341
1798,0.001478
1799,0.5995
1800,0.187
1801,0.08932
1802,0.5564
1803,0.5994
1804,1.118
1805,0.03434
1806,1.039
1807,0.4838
1808,0.5602
1809,0.9972
1810,0.04014
1811,0.5834
1812,0.3081
1813,0.009748
1814,0.2924
1815,0.5946
1816,0.1763
1817,0.1543
1818,0.2329
1819,0.6289
1820,0.02519
1821,0.09604
1822,0.5618
1823,0.5676
1824,0.7184
1825,0.9364
1826,0.4853
1827,0.3425
1828,0.08187
1829,0.2446
1830,0.015
1831,0.2264
1832,0.1308
1833,0.2265
1834,1.47
1835,0.5934
1836,0.0008219
1837,1.769
1838,0.1806
1839,0.2687
1840,0.5129
1841,0.4877
1842,0.2658
1843,0.123
1844,0.3202
1845,0.4667
1846,0.163
1847,0.3453
1848,0.09056
1849,0.4414
1850,0.1561
1851,0.02028
1852,1.011
1853,0.4809
1854,0.3896
1855,0.09736
1856,0.4562
1857,0.7143
1858,0.1839
1859,0.3886
1860,0.4323
1861,0.6406
1862,0.01639
1863,0.4519
1864,0.08807
1865,0.02794
1866,0.2852
1867,1.164
1868,0.38
1869,1.308
1870,0.3519
1871,0.8351
1872,0.4423
1873,1.198
1874,0.1841
1875,0.2593
1876,0.3543
1877,0.829
1878,0.3924
1879,0.09375
1880,0.1918
1881,0.1294
1882,0.233
1883,0.2206
1884,0.04119
1885,0.5506
1886,0.3189
1887,0.541
1888,0.2699
1889,0.1883
1890,0.224
1891,0.8976
1892,0.5362
1893,0.4999
1894,0.7559
1895,1.063
1896,0.07598
1897,0.3924
1898,0.05975
1899,0.3729
1900,1.3
1901,0.1024
1902,0.1844
1903,0.2923
1904,0.5381
1905,0.9872
