t,walltime
10,8.919
20,8.731
30,8.6
40,8.461
50,8.207
60,9.378
70,9.345
80,9.336
90,9.374
100,9.364
110,9.388
120,9.365
130,9.368
140,9.395
150,9.369
160,9.369
170,9.351
180,9.377
190,9.367
200,9.372
210,9.358
220,9.349
230,9.353
240,9.369
250,9.405
260,9.337
270,9.347
280,9.342
290,9.378
300,9.387
310,9.36
320,9.333
330,9.344
340,9.349
350,9.33
360,9.364
370,9.354
380,9.371
390,9.369
400,9.356
410,9.361
420,9.367
430,9.35
440,9.375
450,9.34
460,9.378
470,9.367
480,9.34
490,9.41
500,9.378
510,9.423
520,9.342
530,9.376
540,9.382
550,9.355
560,9.423
570,9.334
580,9.391
590,9.387
600,9.371
610,9.383
620,9.379
630,9.395
640,9.362
650,9.395
660,9.421
670,9.378
680,9.397
690,9.382
700,9.37
710,9.382
720,9.374
730,9.392
740,9.377
750,9.377
760,9.364
770,9.384
780,9.375
790,9.386
800,9.382
810,9.392
820,9.361
830,9.366
840,9.425
850,9.409
860,9.413
870,9.372
880,9.363
890,9.373
900,9.391
910,9.33
920,9.383
930,9.414
940,9.392
950,9.454
960,9.432
970,9.385
980,9.367
990,9.412
1000,9.383
1010,9.4
1020,9.363
1030,9.429
1040,9.383
1050,9.39
1060,9.426
1070,9.39
1080,9.448
1090,9.374
1100,9.423
1110,9.408
1120,9.434
1130,9.395
1140,9.394
1150,9.398
1160,9.403
1170,9.395
1180,9.437
1190,9.425
1200,9.381
1210,9.399
1220,9.408
1230,9.399
1240,9.489
1250,9.437
1260,9.415
1270,9.402
1280,9.432
1290,9.453
1300,9.396
1310,9.405
1320,9.387
1330,9.412
1340,9.452
1350,9.446
1360,9.428
1370,9.423
1380,9.418
1390,9.459
1400,9.409
1410,9.467
1420,9.407
1430,9.456
1440,9.423
1450,9.411
1460,9.425
1470,9.439
1480,9.444
1490,9.435
1500,9.437
1510,9.389
1520,9.415
1530,9.432
1540,9.425
1550,9.43
1560,9.416
1570,9.444
1580,9.454
1590,9.436
1600,9.438
1610,9.439
1620,9.466
1630,9.422
1640,9.439
1650,9.43
1660,9.456
1670,9.422
1680,9.487
1690,9.454
1700,9.484
1710,9.438
1720,9.444
1730,9.426
1740,9.479
1750,9.482
1760,9.437
1770,9.48
1780,9.469
1790,9.46
1800,9.568
1810,9.516
1820,9.522
1830,9.507
1840,9.477
1850,9.466
1860,9.482
1870,9.519
1880,9.49
1890,9.473
1900,9.482
1910,9.569
1920,9.543
1930,9.554
1940,9.506
1950,9.514
1960,9.601
1970,9.47
1980,9.563
1990,9.516
2000,9.53
2010,9.631
2020,9.555
2030,9.594
2040,9.562
2050,9.542
2060,9.655
2070,9.606
2080,9.596
2090,9.604
2100,9.629
2110,9.623
2120,9.606
2130,9.628
2140,9.643
2150,9.728
2160,9.63
2170,9.621
2180,9.653
2190,9.735
2200,9.66
2210,9.659
2220,9.692
2230,9.762
2240,9.698
2250,9.681
2260,9.714
2270,9.777
2280,9.691
2290,9.711
2300,9.697
2310,9.816
2320,9.743
2330,9.73
2340,9.741
2350,9.847
2360,9.724
2370,9.777
2380,9.715
2390,9.792
2400,9.694
2410,9.761
2420,9.742
2430,9.848
2440,9.761
2450,9.724
2460,9.952
2470,9.785
2480,9.758
2490,9.757
2500,9.953
2510,9.809
2520,9.81
2530,9.952
2540,9.813
2550,9.797
2560,9.872
2570,9.841
2580,9.88
2590,9.847
2600,10.01
2610,9.824
2620,9.818
2630,9.987
2640,9.834
2650,9.87
2660,10.01
2670,9.85
2680,9.852
2690,10
2700,9.886
2710,9.908
2720,10.1
2730,9.875
2740,9.832
2750,9.985
2760,9.92
2770,9.903
2780,10.07
2790,9.919
2800,9.946
2810,10.13
2820,9.963
2830,9.945
2840,10.22
2850,10.02
2860,10.01
2870,10.23
2880,9.985
2890,10.09
2900,10.04
2910,10.01
2920,10.21
2930,9.997
2940,9.992
2950,10.28
2960,10.09
2970,10.31
2980,10.01
2990,10.02
3000,10.25
3010,10.1
3020,10.31
3030,10.08
3040,10.05
3050,10.29
3060,10.1
3070,10.34
3080,10.09
3090,10.16
3100,10.41
3110,10.14
3120,10.38
3130,10.13
3140,10.44
3150,10.13
3160,10.18
3170,10.46
3180,10.19
3190,10.4
3200,10.18
3210,10.44
3220,10.12
3230,10.27
3240,10.25
3250,10.17
3260,10.42
3270,10.17
3280,10.44
3290,10.15
3300,10.44
3310,10.21
3320,10.48
3330,10.18
3340,10.22
3350,10.56
3360,10.22
3370,10.58
3380,10.21
3390,10.48
3400,10.25
3410,10.55
3420,10.25
3430,10.53
3440,10.24
3450,10.56
3460,10.29
3470,10.59
3480,10.32
3490,10.67
3500,10.34
