t,cost
10,5.3514
20,5.2386
30,5.16
40,5.0766
50,4.9242
60,5.6268
70,5.607
80,5.6016
90,5.6244
100,5.6184
110,5.6328
120,5.619
130,5.6208
140,5.637
150,5.6214
160,5.6214
170,5.6106
180,5.6262
190,5.6202
200,5.6232
210,5.6148
220,5.6094
230,5.6118
240,5.6214
250,5.643
260,5.6022
270,5.6082
280,5.6052
290,5.6268
300,5.6322
310,5.616
320,5.5998
330,5.6064
340,5.6094
350,5.598
360,5.6184
370,5.6124
380,5.6226
390,5.6214
400,5.6136
410,5.6166
420,5.6202
430,5.61
440,5.625
450,5.604
460,5.6268
470,5.6202
480,5.604
490,5.646
500,5.6268
510,5.6538
520,5.6052
530,5.6256
540,5.6292
550,5.613
560,5.6538
570,5.6004
580,5.6346
590,5.6322
600,5.6226
610,5.6298
620,5.6274
630,5.637
640,5.6172
650,5.637
660,5.6526
670,5.6268
680,5.6382
690,5.6292
700,5.622
710,5.6292
720,5.6244
730,5.6352
740,5.6262
750,5.6262
760,5.6184
770,5.6304
780,5.625
790,5.6316
800,5.6292
810,5.6352
820,5.6166
830,5.6196
840,5.655
850,5.6454
860,5.6478
870,5.6232
880,5.6178
890,5.6238
900,5.6346
910,5.598
920,5.6298
930,5.6484
940,5.6352
950,5.6724
960,5.6592
970,5.631
980,5.6202
990,5.6472
1000,5.6298
1010,5.64
1020,5.6178
1030,5.6574
1040,5.6298
1050,5.634
1060,5.6556
1070,5.634
1080,5.6688
1090,5.6244
1100,5.6538
1110,5.6448
1120,5.6604
1130,5.637
1140,5.6364
1150,5.6388
1160,5.6418
1170,5.637
1180,5.6622
1190,5.655
1200,5.6286
1210,5.6394
1220,5.6448
1230,5.6394
1240,5.6934
1250,5.6622
1260,5.649
1270,5.6412
1280,5.6592
1290,5.6718
1300,5.6376
1310,5.643
1320,5.6322
1330,5.6472
1340,5.6712
1350,5.6676
1360,5.6568
1370,5.6538
1380,5.6508
1390,5.6754
1400,5.6454
1410,5.6802
1420,5.6442
1430,5.6736
1440,5.6538
1450,5.6466
1460,5.655
1470,5.6634
1480,5.6664
1490,5.661
1500,5.6622
1510,5.6334
1520,5.649
1530,5.6592
1540,5.655
1550,5.658
1560,5.6496
1570,5.6664
1580,5.6724
1590,5.6616
1600,5.6628
1610,5.6634
1620,5.6796
1630,5.6532
1640,5.6634
1650,5.658
1660,5.6736
1670,5.6532
1680,5.6922
1690,5.6724
1700,5.6904
1710,5.6628
1720,5.6664
1730,5.6556
1740,5.6874
1750,5.6892
1760,5.6622
1770,5.688
1780,5.6814
1790,5.676
1800,5.7408
1810,5.7096
1820,5.7132
1830,5.7042
1840,5.6862
1850,5.6796
1860,5.6892
1870,5.7114
1880,5.694
1890,5.6838
1900,5.6892
1910,5.7414
1920,5.7258
1930,5.7324
1940,5.7036
1950,5.7084
1960,5.7606
1970,5.682
1980,5.7378
1990,5.7096
2000,5.718
2010,5.7786
2020,5.733
2030,5.7564
2040,5.7372
2050,5.7252
2060,5.793
2070,5.7636
2080,5.7576
2090,5.7624
2100,5.7774
2110,5.7738
2120,5.7636
2130,5.7768
2140,5.7858
2150,5.8368
2160,5.778
2170,5.7726
2180,5.7918
2190,5.841
2200,5.796
2210,5.7954
2220,5.8152
2230,5.8572
2240,5.8188
2250,5.8086
2260,5.8284
2270,5.8662
2280,5.8146
2290,5.8266
2300,5.8182
2310,5.8896
2320,5.8458
2330,5.838
2340,5.8446
2350,5.9082
2360,5.8344
2370,5.8662
2380,5.829
2390,5.8752
2400,5.8164
2410,5.8566
2420,5.8452
2430,5.9088
2440,5.8566
2450,5.8344
2460,5.9712
2470,5.871
2480,5.8548
2490,5.8542
2500,5.9718
2510,5.8854
2520,5.886
2530,5.9712
2540,5.8878
2550,5.8782
2560,5.9232
2570,5.9046
2580,5.928
2590,5.9082
2600,6.006
2610,5.8944
2620,5.8908
2630,5.9922
2640,5.9004
2650,5.922
2660,6.006
2670,5.91
2680,5.9112
2690,6
2700,5.9316
2710,5.9448
2720,6.06
2730,5.925
2740,5.8992
2750,5.991
2760,5.952
2770,5.9418
2780,6.042
2790,5.9514
2800,5.9676
2810,6.078
2820,5.9778
2830,5.967
2840,6.132
2850,6.012
2860,6.006
2870,6.138
2880,5.991
2890,6.054
2900,6.024
2910,6.006
2920,6.126
2930,5.9982
2940,5.9952
2950,6.168
2960,6.054
2970,6.186
2980,6.006
2990,6.012
3000,6.15
3010,6.06
3020,6.186
3030,6.048
3040,6.03
3050,6.174
3060,6.06
3070,6.204
3080,6.054
3090,6.096
3100,6.246
3110,6.084
3120,6.228
3130,6.078
3140,6.264
3150,6.078
3160,6.108
3170,6.276
3180,6.114
3190,6.24
3200,6.108
3210,6.264
3220,6.072
3230,6.162
3240,6.15
3250,6.102
3260,6.252
3270,6.102
3280,6.264
3290,6.09
3300,6.264
3310,6.126
3320,6.288
3330,6.108
3340,6.132
3350,6.336
3360,6.132
3370,6.348
3380,6.126
3390,6.288
3400,6.15
3410,6.33
3420,6.15
3430,6.318
3440,6.144
3450,6.336
3460,6.174
3470,6.354
3480,6.192
3490,6.402
3500,6.204
