t,N_f,N_g
10,65,1300
20,65,1300
30,65,1300
40,65,1300
50,65,1300
60,65,1300
70,65,1300
80,65,1300
90,65,1300
100,65,1300
110,65,1300
120,65,1300
130,65,1300
140,65,1300
150,65,1300
160,65,1300
170,65,1300
180,65,1300
190,65,1300
200,65,1300
210,65,1300
220,65,1300
230,65,1300
240,65,1300
250,65,1300
260,65,1300
270,65,1300
280,65,1300
290,65,1300
300,65,1300
310,65,1300
320,65,1300
330,65,1300
340,65,1300
350,65,1300
360,65,1300
370,65,1300
380,65,1300
390,65,1300
400,65,1300
410,65,1300
420,65,1300
430,65,1300
440,65,1300
450,65,1300
460,65,1300
470,65,1300
480,65,1300
490,65,1300
500,65,1300
510,65,1300
520,65,1300
530,65,1300
540,65,1300
550,65,1300
560,65,1300
570,65,1300
580,65,1300
590,65,1300
600,65,1300
610,65,1300
620,65,1300
630,65,1300
640,65,1300
650,65,1300
660,65,1300
670,65,1300
680,65,1300
690,65,1300
700,65,1300
710,65,1300
720,65,1300
730,65,1300
740,65,1300
750,65,1300
760,65,1300
770,65,1300
780,65,1300
790,65,1300
800,65,1300
810,65,1300
820,65,1300
830,65,1300
840,65,1300
850,65,1300
860,65,1300
870,65,1300
880,65,1300
890,65,1300
900,65,1300
910,65,1300
920,65,1300
930,65,1300
940,65,1300
950,65,1300
960,65,1300
970,65,1300
980,65,1300
990,65,1300
1000,65,1300
1010,65,1300
1020,65,1300
1030,65,1300
1040,65,1300
1050,65,1300
1060,65,1300
1070,65,1300
1080,65,1300
1090,65,1300
1100,65,1300
1110,65,1300
1120,65,1300
1130,65,1300
1140,65,1300
1150,65,1300
1160,65,1300
1170,65,1300
1180,65,1300
1190,65,1300
1200,65,1300
1210,65,1300
1220,65,1300
1230,65,1300
1240,65,1300
1250,65,1300
1260,65,1300
1270,65,1300
1280,65,1300
1290,65,1300
1300,65,1300
1310,65,1300
1320,65,1300
1330,65,1300
1340,65,1300
1350,65,1300
1360,65,1300
1370,65,1300
1380,65,1300
1390,65,1300
1400,65,1300
1410,65,1300
1420,65,1300
1430,65,1300
1440,65,1300
1450,65,1300
1460,65,1300
1470,65,1300
1480,65,1300
1490,65,1300
1500,65,1300
1510,65,1300
1520,65,1300
1530,65,1300
1540,65,1300
1550,65,1300
1560,65,1300
1570,65,1300
1580,65,1300
1590,65,1300
1600,65,1300
1610,65,1300
1620,65,1300
1630,65,1300
1640,65,1300
1650,65,1300
1660,65,1300
1670,65,1300
1680,65,1300
1690,65,1300
1700,65,1300
1710,65,1300
1720,65,1300
1730,65,1300
1740,65,1300
1750,65,1300
1760,65,1300
1770,65,1300
1780,65,1300
1790,65,1300
1800,65,1300
1810,65,1300
1820,65,1300
1830,65,1300
1840,65,1300
1850,65,1300
1860,65,1300
1870,65,1300
1880,65,1300
1890,65,1300
1900,65,1300
1910,65,1300
1920,65,1300
1930,65,1300
1940,65,1300
1950,65,1300
1960,65,1300
1970,65,1300
1980,65,1300
1990,65,1300
2000,65,1300
2010,65,1300
2020,65,1300
2030,65,1300
2040,65,1300
2050,65,1300
2060,65,1300
2070,65,1300
2080,65,1300
2090,65,1300
2100,65,1300
2110,65,1300
2120,65,1300
2130,65,1300
2140,65,1300
2150,65,1300
2160,65,1300
2170,65,1300
2180,65,1300
2190,65,1300
2200,65,1300
2210,65,1300
2220,65,1300
2230,65,1300
2240,65,1300
2250,65,1300
2260,65,1300
2270,65,1300
2280,65,1300
2290,65,1300
2300,65,1300
2310,65,1300
2320,65,1300
2330,65,1300
2340,65,1300
2350,65,1300
2360,65,1300
2370,65,1300
2380,65,1300
2390,65,1300
2400,65,1300
2410,65,1300
2420,65,1300
2430,65,1300
2440,65,1300
2450,65,1300
2460,65,1300
2470,65,1300
2480,65,1300
2490,65,1300
2500,65,1300
2510,65,1300
2520,65,1300
2530,65,1300
2540,65,1300
2550,65,1300
2560,65,1300
2570,65,1300
2580,65,1300
2590,65,1300
2600,65,1300
2610,65,1300
2620,65,1300
2630,65,1300
2640,65,1300
2650,65,1300
2660,65,1300
2670,65,1300
2680,65,1300
2690,65,1300
2700,65,1300
2710,65,1300
2720,65,1300
2730,65,1300
2740,65,1300
2750,65,1300
2760,65,1300
2770,65,1300
2780,65,1300
2790,65,1300
2800,65,1300
2810,65,1300
2820,65,1300
2830,65,1300
2840,65,1300
2850,65,1300
2860,65,1300
2870,65,1300
2880,65,1300
2890,65,1300
2900,65,1300
2910,65,1300
2920,65,1300
2930,65,1300
2940,65,1300
2950,65,1300
2960,65,1300
2970,65,1300
2980,65,1300
2990,65,1300
3000,65,1300
3010,65,1300
3020,65,1300
3030,65,1300
3040,65,1300
3050,65,1300
3060,65,1300
3070,65,1300
3080,65,1300
3090,65,1300
3100,65,1300
3110,65,1300
3120,65,1300
3130,65,1300
3140,65,1300
3150,65,1300
3160,65,1300
3170,65,1300
3180,65,1300
3190,65,1300
3200,65,1300
3210,65,1300
3220,65,1300
3230,65,1300
3240,65,1300
3250,65,1300
3260,65,1300
3270,65,1300
3280,65,1300
3290,65,1300
3300,65,1300
3310,65,1300
3320,65,1300
3330,65,1300
3340,65,1300
3350,65,1300
3360,65,1300
3370,65,1300
3380,65,1300
3390,65,1300
3400,65,1300
3410,65,1300
3420,65,1300
3430,65,1300
3440,65,1300
3450,65,1300
3460,65,1300
3470,65,1300
3480,65,1300
3490,65,1300
3500,65,1300
