MDTU,S_F
1,0.999828
2,1.00644
3,1.00247
4,0.994244
5,0.993839
6,1.00526
7,1.00427
8,0.994632
9,1.00363
10,0.999873
11,1.00096
12,1.00542
13,0.994132
14,1.00114
15,1.00429
16,0.999353
17,1.00538
18,1.00067
19,0.998415
20,1.00951
21,0.997194
22,1.00096
23,1.00047
24,1.00169
25,0.996778
26,1.00203
27,1.00325
28,1.00601
29,1.0027
30,1.00097
31,1.00245
32,0.999413
33,0.995418
34,1.001
35,1.00039
36,0.999483
37,0.999543
38,1.00564
39,1.00148
40,1.00446
41,0.998426
42,1.00661
43,0.999234
44,1.00545
45,1.00297
46,0.9971
47,0.999768
48,1.00086
49,1.00538
50,1.00667
51,1.00063
52,1.00217
53,0.997736
54,0.994158
55,1.00058
56,1.00115
57,0.994094
58,1.00372
59,1.00043
60,0.997008
61,1.00539
62,1.00512
63,1.00062
64,1.00262
65,0.999206
66,1.00579
67,0.995832
68,1.00182
69,0.99953
70,0.992694
71,0.999484
72,1.00684
73,0.999258
74,1.00442
75,1.00304
76,1.00275
77,0.998623
78,0.998128
79,1.00794
80,1.00541
81,0.996663
82,0.996894
83,1.00019
84,0.996857
85,1.00085
86,1.00791
87,0.996958
88,0.999126
89,0.994328
90,1.00017
91,1.00436
92,0.997237
93,0.995866
94,1.00127
95,1.00361
96,0.997822
97,1.00055
98,1.00278
99,0.992833
100,1.00068
101,1.00358
102,1.00337
103,1.00159
104,1.00004
105,1.00301
106,1.00371
107,1.0008
108,1.00141
109,0.997975
110,0.99387
111,1.00512
112,0.999766
113,1.00056
114,0.995637
115,0.992487
116,1.00127
117,1.00184
118,1.00146
119,1.00443
120,0.997053
121,0.998758
122,1.00438
123,0.997229
124,1.00058
125,0.999006
126,0.996486
127,1.00305
128,1.00815
129,1.0012
130,1.00452
131,1.00317
132,1.00217
133,1.0003
134,0.997812
135,1.00345
136,0.996975
137,1.00202
138,1.00077
139,1.0037
140,0.998742
141,0.991231
142,0.996305
143,1.00175
144,1.00202
145,1.00217
146,0.989235
147,0.99692
148,0.997612
149,1.00235
150,0.996918
151,0.995226
152,1.00136
153,1.00218
154,1.00458
155,1.00317
156,1.00503
157,0.996151
158,1.00075
159,1.00229
160,0.9997
161,1.00665
162,0.999986
163,0.994284
164,0.999069
165,0.997305
166,0.997149
167,1.00419
168,1.00391
169,1.00148
170,0.99317
171,1.00186
172,1.00316
173,0.994167
174,0.995715
175,0.999858
176,1.0061
177,0.996477
178,0.991871
179,0.997507
180,1.0009
181,1.00294
182,1.00228
183,1.00016
184,1.00416
185,1.00637
186,0.996322
187,1.00338
188,1.00639
189,0.9984
190,0.99164
191,1.00477
192,0.999926
193,1.0012
194,0.999322
