t,cost
10,18.03
20,5.9994
30,6.054
40,5.9394
50,6.012
60,5.9994
70,5.9586
80,5.9592
90,6.03
100,6.006
110,5.9544
120,6.138
130,6.036
140,5.9898
150,5.9802
160,5.9904
170,5.9886
180,5.9502
190,5.973
200,5.949
210,5.9886
220,6.018
230,5.9916
240,5.9754
250,6
260,6.09
270,5.9784
280,5.9712
290,5.9934
300,5.9496
310,5.9502
320,5.9778
330,5.9928
340,5.9718
350,5.9388
360,5.9958
370,5.9418
380,5.9736
390,6.066
400,6.132
410,5.9382
420,5.9958
430,5.967
440,6.024
450,5.8884
460,5.9544
470,6.018
480,5.9658
490,6.018
500,6.018
510,5.9676
520,6.012
530,5.9838
540,6.048
550,6.024
560,6.054
570,5.9868
580,6
590,5.9742
600,6.006
610,6.06
620,6.012
630,6.024
640,6.072
650,6.036
660,5.8932
670,6.048
680,6.018
690,5.9658
700,5.9958
710,6.036
720,5.9916
730,5.9094
740,5.9712
750,6.054
760,5.9994
770,5.9262
780,5.9994
790,6.012
800,6.024
810,5.973
820,6.006
830,6.054
840,6.018
850,5.9718
860,5.9838
870,6.09
880,5.9466
890,5.925
900,6.03
910,6.09
920,6.096
930,6.078
940,5.9376
950,5.9814
960,5.9748
970,5.9916
980,5.9658
990,6.042
1000,6.228
1010,6.03
1020,5.9766
1030,6.03
1040,5.91
1050,5.8914
1060,6.006
1070,6.012
1080,5.9346
1090,6.042
1100,6.084
1110,6.018
1120,6.024
1130,5.9286
1140,6.012
1150,6.024
1160,6.042
1170,6.048
1180,6.114
1190,6.054
1200,6.048
1210,6.048
1220,6.036
1230,5.9628
1240,5.9658
1250,5.988
1260,5.9514
1270,6.018
1280,6.006
1290,6.024
1300,5.976
1310,6.024
1320,5.9712
1330,5.9868
1340,6.03
1350,6.024
1360,6.042
1370,6
1380,6.042
1390,6.036
1400,6.024
1410,5.9934
1420,5.9808
1430,6.03
1440,5.9778
1450,5.9586
1460,6.072
1470,6.024
1480,6.084
1490,6.018
1500,6.012
1510,6.06
1520,6.012
1530,6.054
1540,6.042
1550,6.09
1560,6.066
1570,6.108
1580,6.036
1590,6.018
1600,6.018
1610,5.9748
1620,6
1630,6.078
1640,6.006
1650,6.012
1660,6.048
1670,6.006
1680,6.018
1690,6.042
1700,6.024
1710,6.126
1720,6.054
1730,6.054
1740,6.048
1750,6.06
1760,6.018
1770,6
1780,6.018
1790,6.108
1800,6.066
1810,6.018
1820,6.06
1830,6.072
1840,6.048
1850,6.126
1860,6.096
1870,6.084
1880,5.9946
1890,6.03
1900,6.024
1910,6.126
1920,6.222
1930,6.078
1940,6.06
1950,6.096
1960,6.204
1970,6.144
1980,6.084
1990,6.078
2000,6.174
2010,6.096
2020,6.102
2030,6.042
2040,6.108
2050,6.204
2060,6.114
2070,6.186
2080,6.066
2090,6.12
2100,6.102
2110,6.108
2120,6.12
2130,6.078
2140,6.114
2150,6.09
2160,6.12
2170,6.144
2180,6.192
2190,6.198
2200,6.12
2210,6.192
2220,6.15
2230,6.198
2240,6.156
2250,6.12
2260,6.294
2270,6.168
2280,6.312
2290,6.168
2300,6.198
2310,6.198
2320,6.276
2330,6.222
2340,6.216
2350,6.21
2360,6.288
2370,6.09
2380,6.108
2390,6.342
2400,6.21
2410,6.252
2420,6.162
2430,6.24
2440,6.186
2450,6.216
2460,6.228
2470,6.33
2480,6.246
2490,6.372
2500,6.288
2510,6.288
2520,6.216
2530,6.408
2540,6.258
2550,6.336
2560,6.42
2570,6.276
2580,6.396
2590,6.312
2600,6.366
2610,6.198
2620,6.36
2630,6.228
2640,6.324
2650,6.246
2660,6.354
2670,6.252
2680,6.426
2690,6.342
2700,6.342
2710,6.27
2720,6.306
2730,6.246
2740,6.312
2750,6.432
2760,6.312
2770,6.438
2780,6.33
2790,6.408
2800,6.288
2810,6.438
2820,6.312
2830,6.432
2840,6.396
2850,6.27
2860,6.468
2870,6.354
2880,6.504
2890,6.348
2900,6.444
2910,6.426
2920,6.3
2930,6.39
2940,6.354
2950,6.498
2960,6.324
2970,6.516
2980,6.486
2990,6.33
3000,6.516
3010,6.348
3020,6.522
3030,6.444
3040,6.402
3050,6.516
3060,6.378
3070,6.54
3080,6.6
3090,6.426
3100,6.522
3110,6.564
3120,6.504
3130,6.522
3140,6.492
3150,6.426
3160,6.522
3170,6.504
3180,6.606
3190,6.666
3200,6.456
3210,6.564
3220,6.558
3230,6.57
3240,6.624
3250,6.666
3260,6.63
3270,6.522
3280,6.726
3290,6.612
3300,6.522
3310,6.636
3320,6.648
3330,6.426
3340,6.63
3350,6.57
3360,6.468
3370,6.72
3380,6.666
3390,6.492
3400,6.66
3410,6.666
3420,6.576
3430,6.612
3440,6.702
3450,6.726
3460,6.576
3470,6.78
3480,6.702
3490,6.564
3500,6.582
