MDTU,min_ave,max_ave
1,0.10621,0.223889
2,0.0791719,0.20414
3,0.0533183,0.179904
4,0.0341521,0.163154
5,0.0195781,0.154014
6,-0.00204021,0.142877
7,-0.00204021,0.142877
8,-0.00725216,0.133276
9,-0.0198613,0.120469
10,-0.0203966,0.118385
11,-0.0281792,0.110357
12,-0.0350423,0.106988
13,-0.031733,0.0946014
14,-0.0412316,0.0927192
15,-0.0378653,0.104645
16,-0.0458218,0.0943139
17,-0.0458218,0.0943139
18,-0.0458218,0.0943139
19,-0.0460617,0.0925983
20,-0.05234,0.0906115
21,-0.0652906,0.0871257
22,-0.0686042,0.0805342
23,-0.0684701,0.0885103
24,-0.0684701,0.0885103
25,-0.0606179,0.0800104
26,-0.0684339,0.0761031
27,-0.0658357,0.0718561
28,-0.0711503,0.0681752
29,-0.067859,0.0752425
30,-0.0733614,0.0734256
31,-0.0749225,0.0720605
32,-0.0828506,0.0652092
33,-0.0854243,0.0667689
34,-0.0803059,0.0660793
35,-0.0757338,0.0666371
36,-0.0757338,0.0666371
37,-0.0690037,0.0685528
38,-0.0690037,0.0685528
39,-0.0672948,0.0666927
40,-0.0624724,0.0729309
41,-0.0606373,0.0682983
42,-0.0606373,0.0682983
43,-0.0684539,0.0712609
44,-0.068088,0.0720615
45,-0.0659336,0.0721233
46,-0.0659336,0.0721233
47,-0.0675694,0.0770244
48,-0.0675694,0.0770244
49,-0.0675694,0.0770244
50,-0.0710461,0.0700368
51,-0.0710461,0.0700368
52,-0.0700652,0.0656055
53,-0.0661575,0.0720918
54,-0.0681971,0.0682124
55,-0.0662806,0.0756291
56,-0.0613865,0.079313
57,-0.0634196,0.0832977
58,-0.0624052,0.073018
59,-0.066151,0.0757243
60,-0.0625478,0.0812158
61,-0.0594269,0.0767401
62,-0.064649,0.0809495
63,-0.0543864,0.0837051
64,-0.0520621,0.0782489
65,-0.0562689,0.0744465
66,-0.0718191,0.0810673
67,-0.067171,0.0708133
68,-0.0556121,0.0797902
69,-0.0646308,0.074062
70,-0.0625892,0.0749918
71,-0.0522477,0.0861211
72,-0.0556462,0.0785906
