t,walltime
10,30.05
20,9.999
30,10.09
40,9.899
50,10.02
60,9.999
70,9.931
80,9.932
90,10.05
100,10.01
110,9.924
120,10.23
130,10.06
140,9.983
150,9.967
160,9.984
170,9.981
180,9.917
190,9.955
200,9.915
210,9.981
220,10.03
230,9.986
240,9.959
250,10
260,10.15
270,9.964
280,9.952
290,9.989
300,9.916
310,9.917
320,9.963
330,9.988
340,9.953
350,9.898
360,9.993
370,9.903
380,9.956
390,10.11
400,10.22
410,9.897
420,9.993
430,9.945
440,10.04
450,9.814
460,9.924
470,10.03
480,9.943
490,10.03
500,10.03
510,9.946
520,10.02
530,9.973
540,10.08
550,10.04
560,10.09
570,9.978
580,10
590,9.957
600,10.01
610,10.1
620,10.02
630,10.04
640,10.12
650,10.06
660,9.822
670,10.08
680,10.03
690,9.943
700,9.993
710,10.06
720,9.986
730,9.849
740,9.952
750,10.09
760,9.999
770,9.877
780,9.999
790,10.02
800,10.04
810,9.955
820,10.01
830,10.09
840,10.03
850,9.953
860,9.973
870,10.15
880,9.911
890,9.875
900,10.05
910,10.15
920,10.16
930,10.13
940,9.896
950,9.969
960,9.958
970,9.986
980,9.943
990,10.07
1000,10.38
1010,10.05
1020,9.961
1030,10.05
1040,9.85
1050,9.819
1060,10.01
1070,10.02
1080,9.891
1090,10.07
1100,10.14
1110,10.03
1120,10.04
1130,9.881
1140,10.02
1150,10.04
1160,10.07
1170,10.08
1180,10.19
1190,10.09
1200,10.08
1210,10.08
1220,10.06
1230,9.938
1240,9.943
1250,9.98
1260,9.919
1270,10.03
1280,10.01
1290,10.04
1300,9.96
1310,10.04
1320,9.952
1330,9.978
1340,10.05
1350,10.04
1360,10.07
1370,10
1380,10.07
1390,10.06
1400,10.04
1410,9.989
1420,9.968
1430,10.05
1440,9.963
1450,9.931
1460,10.12
1470,10.04
1480,10.14
1490,10.03
1500,10.02
1510,10.1
1520,10.02
1530,10.09
1540,10.07
1550,10.15
1560,10.11
1570,10.18
1580,10.06
1590,10.03
1600,10.03
1610,9.958
1620,10
1630,10.13
1640,10.01
1650,10.02
1660,10.08
1670,10.01
1680,10.03
1690,10.07
1700,10.04
1710,10.21
1720,10.09
1730,10.09
1740,10.08
1750,10.1
1760,10.03
1770,10
1780,10.03
1790,10.18
1800,10.11
1810,10.03
1820,10.1
1830,10.12
1840,10.08
1850,10.21
1860,10.16
1870,10.14
1880,9.991
1890,10.05
1900,10.04
1910,10.21
1920,10.37
1930,10.13
1940,10.1
1950,10.16
1960,10.34
1970,10.24
1980,10.14
1990,10.13
2000,10.29
2010,10.16
2020,10.17
2030,10.07
2040,10.18
2050,10.34
2060,10.19
2070,10.31
2080,10.11
2090,10.2
2100,10.17
2110,10.18
2120,10.2
2130,10.13
2140,10.19
2150,10.15
2160,10.2
2170,10.24
2180,10.32
2190,10.33
2200,10.2
2210,10.32
2220,10.25
2230,10.33
2240,10.26
2250,10.2
2260,10.49
2270,10.28
2280,10.52
2290,10.28
2300,10.33
2310,10.33
2320,10.46
2330,10.37
2340,10.36
2350,10.35
2360,10.48
2370,10.15
2380,10.18
2390,10.57
2400,10.35
2410,10.42
2420,10.27
2430,10.4
2440,10.31
2450,10.36
2460,10.38
2470,10.55
2480,10.41
2490,10.62
2500,10.48
2510,10.48
2520,10.36
2530,10.68
2540,10.43
2550,10.56
2560,10.7
2570,10.46
2580,10.66
2590,10.52
2600,10.61
2610,10.33
2620,10.6
2630,10.38
2640,10.54
2650,10.41
2660,10.59
2670,10.42
2680,10.71
2690,10.57
2700,10.57
2710,10.45
2720,10.51
2730,10.41
2740,10.52
2750,10.72
2760,10.52
2770,10.73
2780,10.55
2790,10.68
2800,10.48
2810,10.73
2820,10.52
2830,10.72
2840,10.66
2850,10.45
2860,10.78
2870,10.59
2880,10.84
2890,10.58
2900,10.74
2910,10.71
2920,10.5
2930,10.65
2940,10.59
2950,10.83
2960,10.54
2970,10.86
2980,10.81
2990,10.55
3000,10.86
3010,10.58
3020,10.87
3030,10.74
3040,10.67
3050,10.86
3060,10.63
3070,10.9
3080,11
3090,10.71
3100,10.87
3110,10.94
3120,10.84
3130,10.87
3140,10.82
3150,10.71
3160,10.87
3170,10.84
3180,11.01
3190,11.11
3200,10.76
3210,10.94
3220,10.93
3230,10.95
3240,11.04
3250,11.11
3260,11.05
3270,10.87
3280,11.21
3290,11.02
3300,10.87
3310,11.06
3320,11.08
3330,10.71
3340,11.05
3350,10.95
3360,10.78
3370,11.2
3380,11.11
3390,10.82
3400,11.1
3410,11.11
3420,10.96
3430,11.02
3440,11.17
3450,11.21
3460,10.96
3470,11.3
3480,11.17
3490,10.94
3500,10.97
