MDTU,plaq,Re(det),Im(det),link
1,0.0666956,112.355,79.2991,0.0165487
2,0.0934746,48.5117,23.5399,0.0354123
3,0.0748033,14.3478,8.38524,0.0522672
4,0.0656087,5.87258,3.92036,0.0184983
5,0.069106,3.44738,2.18506,0.0383476
6,0.0572315,1.49456,1.22825,0.0389085
7,0.0572315,1.49456,1.22825,0.0389085
8,0.05762,1.14303,0.9067,0.0570247
9,0.0633169,0.64271,0.44058,0.0468362
10,0.056882,0.548073,0.438191,0.0647723
11,0.0720666,0.480816,0.270134,0.0433611
12,0.0488814,0.261931,0.217622,0.0576462
13,0.0514477,0.247527,0.204415,0.0513581
14,0.0487499,0.174254,0.130213,0.0615126
15,0.106907,0.461161,0.189268,0.0528637
16,0.0586296,0.19484,0.138985,0.0597087
17,0.0586296,0.19484,0.138985,0.0597087
18,0.0586296,0.19484,0.138985,0.0597087
19,0.0639206,0.215434,0.13645,0.0392869
20,0.0533204,0.143202,0.0997612,0.0247916
21,0.0497508,0.104706,0.0933598,0.0471099
22,0.0541047,0.0821805,0.0610012,0.0371059
23,0.0726209,0.135658,0.0725864,0.0417264
24,0.0726209,0.135658,0.0725864,0.0417264
25,0.0608383,0.101616,0.0650739,0.035593
26,0.0676474,0.0899118,0.0508432,0.0287381
27,0.0624359,0.0787818,0.0472642,0.0625157
28,0.0570295,0.0599837,0.0363456,0.0311687
29,0.0639509,0.0884936,0.0547121,0.0545111
30,0.0530457,0.0642356,0.047814,0.0435341
31,0.0665749,0.0631515,0.040721,0.0630313
32,0.0682006,0.053167,0.0309996,0.0632535
33,0.0661921,0.0553264,0.0329706,0.0851786
34,0.05195,0.0442675,0.0329615,0.0839986
35,0.0543498,0.0523478,0.033975,0.0607654
36,0.0543498,0.0523478,0.033975,0.0607654
37,0.0538281,0.0609306,0.0454651,0.0612297
38,0.0538281,0.0609306,0.0454651,0.0612297
39,0.0606008,0.0710222,0.0419751,0.0759913
40,0.0586944,0.0753507,0.0478345,0.0677285
41,0.0626901,0.0798781,0.0480351,0.0493065
