MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.971283,0.956258,-0.170179
2,0.964252,0.954467,-0.137022
3,0.967408,0.945625,-0.204138
4,0.967545,0.966717,-0.0400212
5,0.958251,0.92145,-0.26301
6,0.963277,0.939408,-0.213106
7,0.963277,0.939408,-0.213106
8,0.956301,0.898567,-0.327244
9,0.965298,0.924108,-0.278971
10,0.96786,0.912492,-0.322663
11,0.959988,0.897233,-0.341392
12,0.96802,0.867967,-0.428599
13,0.962112,0.830986,-0.484893
14,0.961758,0.841792,-0.465152
15,0.957877,0.783099,-0.551619
16,0.953296,0.881375,-0.363251
17,0.953296,0.881375,-0.363251
18,0.953296,0.881375,-0.363251
19,0.96236,0.861475,-0.42895
20,0.953392,0.8485,-0.434747
21,0.958741,0.754499,-0.591536
22,0.959946,0.825815,-0.489414
23,0.95984,0.863175,-0.419787
24,0.95984,0.863175,-0.419787
25,0.95771,0.917692,-0.273953
26,0.962749,0.960392,-0.067327
27,0.955726,0.952758,-0.0752557
28,0.946611,0.90475,-0.278389
29,0.948998,0.835017,-0.450937
30,0.954716,0.807422,-0.509463
31,0.954365,0.901267,-0.313897
32,0.961198,0.883058,-0.379617
33,0.963038,0.838325,-0.473976
34,0.95582,0.681277,-0.670413
35,0.963164,0.70305,-0.658336
36,0.963164,0.70305,-0.658336
37,0.956355,0.750654,-0.592564
38,0.956355,0.750654,-0.592564
39,0.962456,0.760603,-0.589749
40,0.957121,0.732113,-0.616515
41,0.958509,0.768494,-0.57285
42,0.958509,0.768494,-0.57285
43,0.958181,0.714148,-0.638829
44,0.954702,0.742835,-0.59971
45,0.956036,0.696296,-0.655116
46,0.956036,0.696296,-0.655116
47,0.954082,0.706062,-0.641677
48,0.954082,0.706062,-0.641677
49,0.954082,0.706062,-0.641677
50,0.953636,0.517525,-0.800993
51,0.953636,0.517525,-0.800993
52,0.956166,0.78729,-0.542613
53,0.955147,0.797556,-0.525558
54,0.957566,0.824263,-0.487365
55,0.967948,0.849983,-0.46309
56,0.955627,0.901475,-0.31712
57,0.963985,0.89875,-0.348591
58,0.949954,0.921325,-0.23146
59,0.949969,0.908258,-0.278401
60,0.959238,0.95015,-0.13173
61,0.942606,0.925525,-0.178635
62,0.96325,0.939758,-0.211435
63,0.95402,0.889992,-0.343611
64,0.962928,0.893067,-0.360086
65,0.962423,0.932092,-0.239714
66,0.963424,0.952167,-0.146846
67,0.957924,0.856175,-0.429632
68,0.952309,0.861567,-0.405704
69,0.96116,0.883875,-0.377615
70,0.959905,0.920592,-0.271899
71,0.960624,0.931125,-0.23623
72,0.963145,0.933842,-0.235771
73,0.963145,0.933842,-0.235771
74,0.951931,0.890283,-0.336998
75,0.958484,0.863025,-0.416988
76,0.964623,0.90565,-0.332109
