ReTr(L),ImTr(L)
0.956258,-0.170179
0.954467,-0.137022
0.945625,-0.204138
0.966717,-0.0400212
0.92145,-0.26301
0.939408,-0.213106
0.939408,-0.213106
0.898567,-0.327244
0.924108,-0.278971
0.912492,-0.322663
0.897233,-0.341392
0.867967,-0.428599
0.830986,-0.484893
0.841792,-0.465152
0.783099,-0.551619
0.881375,-0.363251
0.881375,-0.363251
0.881375,-0.363251
0.861475,-0.42895
0.8485,-0.434747
0.754499,-0.591536
0.825815,-0.489414
0.863175,-0.419787
0.863175,-0.419787
0.917692,-0.273953
0.960392,-0.067327
0.952758,-0.0752557
0.90475,-0.278389
0.835017,-0.450937
0.807422,-0.509463
0.901267,-0.313897
0.883058,-0.379617
0.838325,-0.473976
0.681277,-0.670413
0.70305,-0.658336
0.70305,-0.658336
0.750654,-0.592564
0.750654,-0.592564
0.760603,-0.589749
0.732113,-0.616515
0.768494,-0.57285
0.768494,-0.57285
0.714148,-0.638829
0.742835,-0.59971
0.696296,-0.655116
0.696296,-0.655116
0.706062,-0.641677
0.706062,-0.641677
0.706062,-0.641677
0.517525,-0.800993
0.517525,-0.800993
0.78729,-0.542613
0.797556,-0.525558
0.824263,-0.487365
0.849983,-0.46309
0.901475,-0.31712
0.89875,-0.348591
0.921325,-0.23146
0.908258,-0.278401
0.95015,-0.13173
0.925525,-0.178635
0.939758,-0.211435
0.889992,-0.343611
0.893067,-0.360086
0.932092,-0.239714
0.952167,-0.146846
0.856175,-0.429632
0.861567,-0.405704
0.883875,-0.377615
0.920592,-0.271899
0.931125,-0.23623
0.933842,-0.235771
0.933842,-0.235771
0.890283,-0.336998
0.863025,-0.416988
0.90565,-0.332109
0.90565,-0.332109
0.854067,-0.438108
0.854067,-0.438108
0.854067,-0.438108
0.840808,-0.456317
0.920275,-0.275261
0.938042,-0.166614
0.951633,-0.0591687
0.94805,0.10005
0.950233,-0.0174955
0.950233,-0.0174955
0.962125,-0.0576854
0.95895,-0.0441046
0.95895,-0.0441046
0.893025,-0.364858
0.846933,-0.449849
0.903742,-0.340931
0.903742,-0.340931
0.957842,-0.0958675
0.949158,-0.0568538
0.948467,0.111032
0.95325,0.0938525
