MDTU,link
1,1.40259
2,1.33372
3,1.27619
4,1.23093
5,1.19765
6,1.1647
7,1.1647
8,1.14856
9,1.11573
10,1.11532
11,1.09424
12,1.08384
13,1.07683
14,1.06303
15,1.07564
16,1.0621
17,1.0621
18,1.0621
19,1.06118
20,1.04913
21,1.03953
22,1.02545
23,1.03377
24,1.03377
25,1.02779
26,1.01661
27,1.01658
28,1.00611
29,1.02032
30,1.0113
31,1.00403
32,0.995423
33,0.999935
34,1.00061
35,1.0027
36,1.0027
37,1.01047
38,1.01047
39,1.01228
40,1.01708
41,1.01494
42,1.01494
43,1.00747
44,1.00871
45,1.01446
46,1.01446
47,1.0143
48,1.0143
49,1.0143
50,1.01496
51,1.01496
52,1.0013
53,1.01855
54,1.01461
55,1.02289
56,1.02902
57,1.02295
58,1.02265
59,1.01903
60,1.0253
61,1.02358
62,1.02217
63,1.03413
64,1.03707
65,1.02425
66,1.02384
67,1.0154
68,1.03457
69,1.02056
70,1.02519
71,1.04313
72,1.03215
73,1.03215
74,1.02445
75,1.02644
76,1.02707
77,1.02707
78,1.01883
79,1.01883
80,1.01883
81,1.01767
82,1.01646
83,1.02209
84,1.02735
85,1.02482
86,1.02254
87,1.02254
88,1.01229
89,1.00565
90,1.00565
91,1.01627
92,1.01022
93,1.0108
94,1.0108
95,1.00345
96,1.0052
97,1.01009
98,1.01165
99,1.00063
100,1.01433
101,1.01433
102,1.01616
103,1.01751
104,1.01399
105,1.01399
106,1.01276
107,1.01311
108,1.01311
109,1.00434
110,1.01849
111,1.0195
112,1.02252
113,1.02252
114,1.02266
115,1.02295
116,1.0206
117,1.0206
118,1.02099
119,1.02472
120,1.03476
121,1.021
122,1.01795
123,1.01562
124,1.01562
125,1.00872
126,1.00872
127,1.01345
128,1.01345
129,1.00234
130,1.00234
131,0.996784
132,1.00084
133,0.993597
134,1.01059
135,1.00819
136,1.00579
137,1.0148
138,1.01169
139,1.00328
140,1.0138
141,1.0138
142,1.01455
143,1.01455
144,1.01481
145,1.02647
146,1.02647
147,1.02862
148,1.01186
149,1.01186
150,1.01186
151,1.01186
152,1.01246
153,1.01621
154,1.01569
155,1.01159
156,1.01694
157,1.01969
158,1.01019
159,1.01796
160,1.00426
161,1.0168
162,1.02264
163,1.01497
164,1.01483
165,1.01736
166,1.02708
167,1.02708
168,1.02518
169,1.01817
170,1.0252
171,1.02422
172,1.02438
173,1.02438
174,1.021
175,1.00729
176,1.01591
177,1.00977
178,1.00793
179,1.00745
180,1.00796
181,1.01412
182,1.00571
183,0.99739
184,1.00768
185,1.01971
186,1.00839
187,1.01994
188,1.01544
189,1.0143
190,1.00407
191,1.00407
192,1.0076
193,1.01373
194,1.01197
195,1.00838
196,1.01681
197,1.01761
198,1.0167
199,1.0167
200,1.01934
201,1.00467
202,1.00562
203,1.02264
204,1.01514
205,1.02081
206,1.03464
207,1.03861
208,1.03974
209,1.0434
210,1.03285
211,1.01814
212,1.01559
213,1.01459
214,1.01459
215,1.01459
216,1.02213
217,1.01943
218,1.00921
219,1.01107
220,1.01107
221,1.00249
222,1.00416
223,0.999756
224,1.00406
225,1.01303
226,1.01595
227,1.0085
228,1.01909
229,1.02356
230,1.01301
231,1.02241
232,1.02241
233,1.02286
234,1.007
235,1.00386
236,1.01123
237,1.01748
238,1.01515
239,1.01717
240,1.01522
241,1.01933
242,1.01933
243,1.01624
244,1.01785
245,1.01754
246,1.0155
247,1.0155
248,1.02371
249,1.03205
250,1.01501
251,1.00588
252,1.02436
253,1.02738
254,1.02738
255,1.03702
256,1.03702
257,1.03702
258,1.02378
259,1.02254
260,1.01354
261,1.01084
262,1.01084
263,1.01643
264,1.01073
265,1.01073
266,1.01258
267,1.01174
268,1.02767
269,1.02046
270,1.02046
271,1.02046
272,1.02046
273,1.02046
274,1.01836
275,1.02538
276,1.02538
277,1.01476
278,1.02196
279,1.01931
280,1.01931
281,1.02316
282,1.02899
283,1.01704
284,1.00743
285,1.01022
286,1.01022
287,1.01273
288,1.01667
289,1.0243
290,1.03104
291,1.0232
292,1.01818
293,1.01607
294,1.02617
295,1.0273
296,1.0273
297,1.0273
298,1.0273
299,1.02487
300,1.03194
301,1.0312
302,1.0283
303,1.02144
304,1.02407
305,1.02598
306,1.02265
307,1.01407
308,1.01011
309,1.00036
310,1.00508
311,1.00238
312,1.00371
313,1.0102
314,1.00783
315,1.00783
316,1.01174
317,1.0036
318,1.0101
319,1.01324
320,1.02251
321,1.01866
322,1.02232
323,1.03013
324,1.02913
325,1.01924
326,1.00483
327,1.00483
328,1.01073
329,1.01605
330,1.01605
331,1.0093
332,1.00615
333,1.0068
334,1.0068
335,1.01833
336,1.01867
337,1.00428
338,1.00215
339,1.01019
340,1.0162
341,1.0162
342,1.02281
343,1.02281
344,1.02281
345,1.02392
346,1.0196
347,1.0196
348,1.0196
349,1.02207
350,1.03448
351,1.03226
352,1.02863
353,1.04308
354,1.0381
355,1.02382
356,1.02382
357,1.02544
358,1.01713
359,1.0257
360,1.01925
361,1.01641
362,1.01618
363,1.02407
364,1.02503
365,1.02503
366,1.0167
367,1.01291
368,1.01362
369,1.00991
370,1.02697
371,1.02697
372,1.03735
373,1.04399
374,1.04399
375,1.02877
376,1.02384
377,1.02709
378,1.01204
379,1.00389
380,1.01619
381,1.01236
382,1.0054
383,1.00704
384,1.00704
385,1.00738
386,1.01539
387,1.01539
388,1.0179
389,1.02224
390,1.02711
391,1.02494
392,1.02494
393,1.02568
394,1.02568
395,1.02252
396,1.01902
397,1.0183
398,1.0178
399,1.01774
400,1.01798
401,1.02331
402,1.02471
403,1.03111
404,1.03223
405,1.0334
406,1.02742
407,1.02025
408,1.017
409,1.01415
410,1.02152
411,1.02491
412,1.02491
413,1.00447
414,1.01528
415,1.01395
416,1.01395
417,1.02234
418,1.01212
419,1.01212
420,1.00575
421,1.01082
422,1.00143
423,1.0017
424,1.00025
425,1.00507
426,0.991679
427,0.991679
428,0.999662
429,0.994225
430,0.993963
431,0.993963
432,0.993787
433,1.00768
434,1.01408
435,1.00611
436,1.00168
437,1.00404
438,1.00302
439,1.00986
440,1.02633
441,1.01808
442,1.02536
443,1.02239
444,1.02107
445,1.01312
446,1.00657
447,1.00657
448,1.00657
449,1.00857
450,1.00639
451,0.998962
452,0.998962
453,1.00447
454,1.00447
455,1.01655
456,1.01459
457,1.01895
458,1.01845
459,1.01863
460,1.01863
461,1.01446
462,1.01598
463,1.0209
464,1.0146
465,1.0146
466,1.01803
467,1.01803
468,1.01961
469,1.01961
470,1.01961
471,1.01961
472,1.0046
473,1.00962
474,0.987556
475,0.990257
476,0.990257
477,0.985416
478,0.985416
479,0.981951
480,0.983417
481,0.994845
482,0.988729
483,0.991535
484,1.00182
485,1.00182
486,1.00182
487,1.0051
488,1.0051
489,0.995145
490,0.995145
491,1.0031
492,0.99504
493,1.00434
494,1.00871
495,1.00432
496,1.015
497,1.01025
498,1.01025
499,1.02487
500,1.01519
501,1.01519
502,1.01736
503,1.01736
504,1.0265
505,1.01846
506,1.0156
507,1.00195
508,1.00693
509,1.00433
510,1.00735
511,1.00735
512,1.00735
513,0.996618
514,0.99879
515,0.99879
516,1.00581
517,1.00581
518,0.999262
519,0.990956
520,0.996093
521,0.996093
522,0.989859
523,0.987566
524,0.987729
525,0.993214
526,0.991767
527,0.98031
528,0.989207
529,0.989207
530,0.989207
531,0.97669
532,0.972961
533,0.97898
534,0.980383
535,0.966026
536,0.973043
537,0.980367
538,0.982133
539,0.991589
540,1.00049
541,1.00687
542,1.01121
543,0.993082
544,0.982185
545,0.977836
546,0.989835
547,0.989835
548,0.989835
549,0.989835
550,1.00598
551,1.01019
552,1.00713
553,1.01325
554,1.00423
555,1.0103
556,1.00417
557,1.00652
558,1.01089
559,1.00031
560,1.00557
561,0.995727
562,0.997147
563,1.00361
564,1.00113
565,1.00113
566,1.00192
567,0.998701
568,1.01244
569,1.00696
570,1.00978
571,1.01112
572,1.00937
573,1.01372
574,1.00721
575,1.01191
576,1.01191
577,1.02619
578,1.02622
579,1.03762
580,1.02537
581,1.01482
582,1.01898
583,1.01898
584,1.01898
585,1.00445
586,0.999581
587,1.00831
588,1.00831
589,1.0198
590,1.00943
591,1.00072
592,0.997792
593,1.00609
594,1.0027
595,0.996136
596,0.996136
597,0.98725
598,1.00354
599,1.01136
600,1.00442
601,1.00442
602,1.00965
603,1.00952
604,1.00327
605,0.994772
606,1.00137
607,1.00712
608,1.00791
609,1.00824
610,1.00824
611,1.00889
612,1.00663
613,0.992882
614,1.00642
615,1.00591
616,0.999978
617,0.994152
618,0.995307
619,0.986835
620,0.988517
621,0.994276
622,0.994276
623,0.994276
624,0.998426
625,1.00824
626,1.01281
627,1.01922
628,1.01922
629,1.0232
630,1.0242
631,1.02931
632,1.02931
633,1.02639
634,1.03236
635,1.03124
636,1.02602
637,1.02602
638,1.02602
639,1.02428
640,1.02136
641,1.0151
642,1.0151
643,1.00836
644,1.00836
645,1.00553
646,1.00619
647,1.01332
648,1.01144
649,1.01144
650,1.01219
651,1.01668
652,1.01616
653,1.01616
654,1.0081
655,1.01347
656,1.01658
657,1.01807
658,1.02709
659,1.02158
660,1.02158
661,1.02158
662,1.01933
663,1.02353
664,1.01743
665,1.02275
666,1.02275
667,1.03588
668,1.02041
669,1.02997
670,1.02368
671,1.02552
672,1.01489
673,1.01818
674,1.01449
675,1.02608
676,1.0185
677,1.01941
678,1.0252
679,1.01449
680,1.01449
681,1.00937
682,1.00937
683,1.00937
684,1.00766
685,1.02222
686,1.01781
687,1.00799
688,1.00622
689,1.01019
690,1.01019
691,1.00224
692,1.00153
693,0.996098
694,1.00784
695,1.01074
696,1.01074
697,0.996387
698,0.988957
699,0.988957
700,0.985903
701,0.988408
702,0.97699
