t,cg_iters
1,24653
2,25665
3,24386
4,24786
5,25024
6,25020
7,25017
8,25203
9,25043
10,24470
11,8072
12,8310
13,8359
14,8089
15,8283
16,8559
17,8201
18,8246
19,8450
20,8262
21,8603
22,8348
23,8413
24,8399
25,8309
26,8214
27,8267
28,8319
29,8456
30,8542
31,8219
32,8431
33,8000
34,8064
35,8162
36,8328
37,8201
38,8092
39,8154
40,7919
41,8376
42,8135
43,8166
44,8250
45,8571
46,8137
47,8279
48,8145
49,8242
50,8389
51,8308
52,8291
53,8417
54,8225
55,8248
56,8160
57,8137
58,8107
59,8410
60,8349
61,8426
62,8382
63,8176
64,8144
65,8202
66,8106
67,8151
68,8109
69,8169
70,8081
71,8131
72,8018
73,8168
74,8117
75,8254
76,8199
77,8242
78,8070
79,8129
80,8459
81,8290
82,8369
83,8391
84,8481
85,8324
86,8283
87,8222
88,8179
89,8252
90,8220
91,8238
92,8096
93,8099
94,8201
95,8191
96,8343
97,8701
98,8357
99,8588
100,8132
101,8278
102,8008
103,8095
104,8224
105,8112
106,8116
107,8366
108,8211
109,8211
110,8069
111,8281
112,8519
113,8632
114,8583
115,9041
116,8526
117,8246
118,8190
119,8416
120,8597
121,8555
122,8242
123,8318
124,8478
125,8161
126,8368
127,8475
128,8174
129,8377
130,8135
131,8135
132,8346
133,8379
134,8143
135,8343
136,8268
137,8235
138,7977
139,8247
140,8248
141,8333
142,8393
143,8217
144,8292
145,7910
146,8030
147,8203
148,8185
149,8410
150,8356
151,8208
152,8036
153,8185
154,8305
155,8089
156,8257
157,8351
158,8330
159,8260
160,8417
161,8259
162,8260
163,8218
164,8194
165,8416
166,8241
167,8232
168,8218
169,8052
170,8235
171,8134
172,8226
173,8087
174,8318
175,8047
176,8253
177,8134
178,8157
179,8194
180,8223
181,8243
182,8157
183,7966
184,8139
185,8399
186,8098
187,8313
188,8426
189,8107
190,8409
191,8277
192,8167
193,7873
194,8129
195,7971
196,8008
197,8020
198,8282
199,8396
200,8501
201,8041
202,8155
203,8195
204,8261
205,8273
206,8132
207,8164
208,8495
209,8143
210,8483
211,8387
212,8281
213,8419
214,8266
215,8173
216,8321
217,8322
218,8114
219,8314
220,8198
221,8290
222,8184
223,8285
224,8212
225,8063
226,8031
227,8216
228,8322
