MDTU,S_F
1,0.916784
2,1.01027
3,1.01615
4,1.00648
5,1.00431
6,1.00672
7,0.993847
8,1.00613
9,1.00556
10,1.00328
11,1.00473
12,1.006
13,1.00487
14,0.998766
15,0.997501
16,1.00583
17,1.00097
18,1.00258
19,1.00047
20,1.00251
21,1.00189
22,1.00726
23,0.994647
24,1.00033
25,0.994768
26,1.00197
27,1.00659
28,1.00278
29,0.997585
30,1.00137
31,0.997804
32,1.00025
33,0.996291
34,0.999197
35,0.998241
36,0.999483
37,0.997715
38,1.00336
39,0.999624
40,1.00066
41,0.997483
42,1.00377
43,0.997878
44,0.999815
45,0.997098
46,0.991777
47,0.998058
48,1.00598
49,1.0024
50,0.999693
51,1.00095
52,1.00569
53,0.994115
54,0.994393
55,0.997826
56,1.00155
57,0.999581
58,1.00188
59,1.00423
60,0.997332
61,1.00816
62,1.00215
63,0.998653
64,1.00235
65,0.998333
66,1.00307
67,1.00252
68,0.999591
69,1.00444
70,0.997172
71,0.994857
72,1.00696
73,0.999258
74,1.00473
75,1.00229
76,1.0024
77,0.998623
78,1.00259
79,1.00493
80,1.00541
81,0.996361
82,0.996104
83,1.00015
84,0.994524
85,1.0005
86,1.00847
87,0.995751
88,1.00181
89,0.995521
90,0.999106
91,1.00529
92,1.00331
93,0.995322
94,1.00216
95,1.00095
96,0.997256
97,1.00063
98,0.9966
99,0.995276
100,0.997866
101,1.00358
102,1.00448
103,0.998272
104,1.00499
105,0.997877
106,1.00214
107,1.00321
108,1.00008
109,1.00037
110,0.995102
111,1.00525
112,0.993611
113,1.00228
114,0.996589
115,0.992405
116,1.00354
117,1.00184
118,1.00128
119,1.00008
120,0.994987
121,1.00329
122,1.00372
123,0.9959
124,1.00178
125,0.999997
126,0.996486
127,0.999502
128,1.00815
129,1.00662
130,1.00747
131,1.00222
132,0.998347
133,1.00201
134,0.99654
135,0.99929
136,0.996421
137,1.00146
138,0.999075
139,1.00573
140,0.996762
141,0.992428
142,0.995092
143,0.999236
144,1.00327
145,1.0011
146,0.988188
147,0.99381
148,0.999535
149,0.998531
150,0.999676
151,0.995226
152,1.005
153,1.00029
154,1.00438
155,1.01026
156,1.00022
157,0.999784
158,1.0023
159,1.00016
160,1.00913
161,0.997806
162,0.999941
163,0.996387
164,0.999612
165,1.00035
166,0.993423
167,1.00028
168,1.00257
169,1.00236
170,0.993659
171,0.999639
172,1.0026
173,0.996221
174,0.99751
175,1.00911
176,0.999613
177,1.00436
178,0.992861
179,0.998936
180,0.996108
181,1.00018
182,1.00562
183,0.999819
184,0.999693
185,1.00375
186,0.998965
187,1.00181
188,1.00817
189,0.993429
190,0.994398
191,1.0075
192,0.997335
193,1.00252
194,0.997968
195,0.999535
196,1.00298
197,0.994772
198,1.00037
199,0.994931
200,0.999267
201,0.996006
202,0.999981
203,0.997981
204,1.0069
205,0.996767
206,1.00143
207,0.997903
208,0.999815
209,0.997984
210,1.00105
211,1.00099
212,0.99896
213,0.999393
214,1.00066
215,1.0049
216,0.996127
217,0.994921
218,1.00595
219,1.00021
220,0.997359
221,1.00686
222,1.00317
223,0.998886
224,0.997743
225,0.994234
226,0.996644
227,1.0003
228,0.997818
229,1.00172
230,0.997314
231,0.999521
232,0.996122
233,1.00043
234,0.999944
235,1.00228
236,1.00131
237,1.00116
238,1.00372
239,0.99957
240,1.002
241,1.00442
242,1.00234
243,0.997506
244,1.00476
245,1.00038
246,0.996985
247,0.994556
248,0.997227
249,1.00032
250,1.00426
251,0.99759
252,0.99677
253,0.998412
254,1.00004
255,1.00645
256,1.00042
257,1.00365
258,1.00615
259,1.00381
260,1.00062
261,1.00084
262,0.995695
263,1.00127
264,1.00342
265,0.994343
266,1.00031
267,1.00051
268,0.999853
269,1.00003
270,0.998577
271,0.999911
272,1.00388
273,1.0037
274,0.998701
275,0.999467
276,1.00546
277,0.997816
278,0.994825
279,0.998245
280,0.999824
281,0.99867
282,0.999755
283,1.00188
284,1.00613
285,0.997429
286,0.999458
287,0.998466
288,1.00536
289,1.00054
290,1.00092
291,1.00179
292,1.00546
293,1.00151
294,0.997244
295,1.00094
296,0.992973
297,0.998531
298,1.00133
299,1.00346
300,0.998608
301,1.00316
302,1.0005
303,1.00311
304,0.994567
305,0.998717
306,0.998165
307,1.00077
308,0.997461
309,1.00725
310,0.999067
311,1.00232
312,0.994742
313,0.999659
314,1.00133
315,0.998205
316,1.00074
317,1.0026
318,0.995779
319,0.995489
320,0.99776
321,1.00642
322,1.00396
323,0.994346
324,1.00445
325,0.997158
326,1.00292
327,1.00158
328,0.997959
329,1.00047
330,0.998058
331,0.994924
332,0.997027
333,0.99891
334,1.00118
335,0.996595
336,1.00294
337,0.995305
338,0.99855
339,0.997961
340,0.998618
341,0.998055
342,1.00154
343,0.987365
344,1.00475
345,0.99695
346,1.00362
347,1.00154
348,1.0026
349,0.995763
350,0.998325
351,1.00282
352,1.00263
353,0.993019
354,0.99364
355,1.00343
356,0.999248
357,0.996371
358,0.997248
359,0.997364
360,0.994734
361,0.998111
362,0.995585
363,1.0024
364,1.00551
365,1.00147
366,1.00812
367,0.998339
368,1.00407
369,1.00121
370,1.00027
371,1.00206
372,1.0009
373,1.00234
374,0.997106
375,1.00847
376,1.0054
377,0.995933
378,1.00028
379,1.00327
380,0.991808
381,1.00038
382,0.997145
383,1.0013
384,1.00696
385,0.998679
386,0.997324
387,1.00123
388,1.0011
389,0.995616
390,0.999485
391,0.999317
392,0.998666
393,0.995974
394,1.00091
395,0.999472
396,1.00379
397,0.999586
398,0.990708
399,0.993352
400,1.00361
401,0.996563
402,1.00203
403,1.00258
404,1.00411
405,1.00308
406,1.00331
407,1.00331
408,0.999602
409,1.00106
410,0.995355
411,0.999986
412,0.999642
413,1.00174
414,0.997063
415,0.997791
416,0.99636
417,0.99189
418,1.00044
419,0.998648
420,1.00656
421,0.99215
422,1.00319
423,0.999208
424,0.999689
425,0.997698
426,0.99377
427,0.994094
428,0.997114
429,1.00089
430,0.999228
431,1.00356
432,1.00449
433,1.00655
434,0.999113
435,1.00259
436,1.00109
437,1.00325
438,0.996404
439,0.998638
440,1.0018
441,1.00565
442,1.00337
443,0.999608
444,0.998463
445,1.00441
446,1.00011
447,0.998109
448,1.00011
449,0.997218
450,1.00241
451,0.997732
452,1.00413
453,0.990919
454,0.999233
455,1.00126
456,0.997521
457,0.997182
458,0.994562
459,1.00096
460,1.00538
461,0.999141
462,0.996913
463,0.999432
464,1.00375
465,0.997054
466,0.998552
467,0.999573
468,1.0046
469,0.997664
470,0.997124
471,0.999543
472,1.00266
473,0.997222
474,1.00284
475,0.999265
476,0.994594
477,1.00005
478,1.00082
479,1.0024
480,1.00838
481,1.00052
482,0.998753
483,1.00337
484,0.996987
485,0.998967
486,0.995795
487,1.00026
488,1.00393
489,0.998626
490,0.999495
491,0.999682
492,1.00044
493,0.999017
494,0.998119
495,1.00394
496,1.00452
497,0.995271
498,1.00272
499,1.00022
500,0.997806
