t,e^(-dS)
1,0.926714
2,1.34138
3,1.20442
4,0.976081
5,0.590964
6,0.693988
7,1.15096
8,1.21385
9,1.36848
10,1.42476
11,1.31956
12,1.32817
13,0.571895
14,1.58788
15,1.0591
16,0.581409
17,1.32009
18,1.38763
19,1.18424
20,0.882938
21,1.04726
22,1.95932
23,0.632927
24,0.490122
25,0.64076
26,1.24433
27,0.626254
28,1.62255
29,1.5917
30,1.16381
31,0.933149
32,0.7049
33,1.03383
34,1.18329
35,1.13145
36,0.677463
37,0.9973
38,1.08941
39,0.701664
40,1.16567
41,1.38472
42,1.42533
43,0.899065
44,1.53235
45,0.908192
46,1.20202
47,0.897538
48,1.25571
49,0.712055
50,0.635464
51,1.63166
52,1.10297
53,1.1165
54,0.870663
55,0.624752
56,0.989614
57,1.67397
58,0.671058
59,0.693572
60,1.57822
61,0.472414
62,1.36165
63,0.57822
64,0.935794
65,1.6827
66,0.736608
67,0.957739
68,1.07887
69,0.77082
70,0.825637
71,1.42476
72,0.605258
73,0.509258
74,0.631347
75,1.33683
76,0.816686
77,0.94349
78,0.839121
79,0.535047
80,0.495197
81,1.08104
82,0.836106
83,1.01172
84,2.17385
85,0.589606
86,1.00297
87,1.06451
88,0.755179
89,0.401841
90,0.794216
91,0.985585
92,0.910683
93,0.778022
94,1.07439
95,2.08423
96,0.755481
97,0.944282
98,0.827538
99,0.610547
100,0.978778
101,1.01303
102,0.827787
103,0.961712
104,0.757297
105,0.637692
106,1.33736
107,0.762083
108,0.979572
109,0.50404
110,0.539885
111,0.912434
112,1.34245
113,0.60248
114,1.71412
115,0.567111
116,1.47197
117,1.19578
118,1.34353
119,0.807106
120,0.609144
121,1.04571
122,0.494603
123,1.61559
124,1.19494
125,0.693087
126,0.575567
127,1.38279
128,1.16918
129,1.14924
130,0.72644
131,1.56894
132,1.21908
133,0.767129
134,0.867795
135,1.36479
136,0.777322
137,1.22495
138,1.01743
139,0.887453
140,2.02547
141,1.99551
142,0.609815
143,0.535904
144,1.02412
145,0.909073
146,0.834686
147,1.13338
148,0.950801
149,0.972816
150,0.642878
151,0.608657
152,0.534673
153,0.534887
154,1.39515
155,0.971271
156,1.3527
157,2.25241
158,0.933056
159,1.75558
160,0.932935
161,0.425964
162,1.62012
163,1.47698
164,1.15963
165,0.937236
166,0.628952
167,0.587429
168,0.776157
169,0.565752
170,1.36957
171,1.05064
172,0.643328
173,1.19782
174,0.716627
175,1.63902
176,2.60674
177,1.43104
178,0.738525
179,0.345418
180,1.1402
181,1.54141
182,0.685299
183,1.01056
184,1.09293
185,0.88692
186,1.33162
187,0.574245
188,1.06692
189,0.502731
190,0.858817
191,1.35988
192,0.95572
193,1.3101
194,1.16883
195,1.46053
196,1.54543
197,0.579378
198,0.758813
199,1.27647
200,1.03041
201,0.810017
202,0.825637
203,0.9787
204,0.836775
205,0.693988
206,1.25383
207,0.724119
208,0.740448
209,1.2158
210,0.768665
211,0.646876
212,1.13758
213,1.08373
214,1.25571
215,0.864071
216,1.23652
217,0.643393
218,1.9098
219,1.75172
220,1.45878
221,1.09131
222,0.841727
223,1.34972
224,0.961731
225,1.66546
226,1.29499
227,0.787809
228,1.43247
229,1.49915
230,1.02745
231,0.645261
232,0.778334
233,0.652594
234,1.06954
235,1.39166
236,0.866927
237,1.52531
238,1.66929
239,0.812613
240,1.1136
241,0.565525
242,1.60705
243,0.550791
244,0.734034
245,1.37616
246,0.613485
247,0.741189
248,0.701594
249,0.873192
250,0.819468
251,0.906549
252,1.04292
253,1.15581
254,0.970756
255,1.32923
256,0.922618
257,1.81939
258,0.740152
259,0.923412
260,1.1284
261,1.40973
262,1.28956
263,1.14878
264,0.402243
265,1.00839
266,0.832185
267,0.954211
268,1.01208
269,0.988951
270,1.36684
271,0.879414
272,0.685162
273,1.46448
274,1.55457
275,0.816115
276,1.31154
277,1.12154
278,0.651746
279,1.33016
280,0.740152
281,0.932991
282,0.651355
283,0.808722
284,2.01778
285,1.21823
286,0.806703
287,0.598338
288,1.02031
289,1.02438
290,0.642814
291,0.834519
292,0.835855
293,0.731542
294,1.17621
295,1.19483
296,0.613914
297,1.0329
298,0.786943
299,0.803723
300,0.721589
301,1.26062
302,0.5134
303,1.48944
304,0.654293
305,1.05136
306,1.14775
307,1.11751
308,0.801476
309,1.52638
310,0.823082
311,0.811395
312,1.02012
313,0.705252
314,1.4547
315,0.94729
316,1.06808
317,1.32022
318,0.838618
319,0.906803
320,1.40088
321,1.30343
322,0.496536
323,1.13633
324,0.665777
325,1.32498
326,0.732128
327,0.883733
328,1.74665
329,0.765367
330,0.593808
331,0.758206
332,0.89101
333,2.3575
334,1.38583
335,1.31232
336,1.31969
337,0.89682
338,1.03669
339,0.483405
340,1.43204
341,1.13134
342,1.0191
343,0.767743
344,0.787572
345,1.0298
346,1.03466
347,1.0848
348,0.790413
349,0.609023
350,0.990263
