t,cost
10,6.42
20,6.414
30,6.402
40,6.432
50,6.414
60,6.432
70,6.402
80,6.402
90,6.414
100,6.408
110,6.438
120,6.432
130,6.384
140,6.414
150,6.402
160,6.408
170,6.444
180,6.426
190,6.426
200,6.42
210,6.408
220,6.408
230,6.432
240,6.402
250,6.414
260,6.414
270,6.432
280,6.444
290,6.432
300,6.42
310,6.408
320,6.414
330,6.432
340,6.396
350,6.408
360,6.438
370,6.432
380,6.432
390,6.396
400,6.432
410,6.42
420,6.414
430,6.396
440,6.408
450,6.414
460,6.426
470,6.42
480,6.426
490,6.426
500,6.414
510,6.414
520,6.402
530,6.42
540,6.42
550,6.414
560,6.408
570,6.402
580,6.402
590,6.432
600,6.42
610,6.42
620,6.42
630,6.456
640,6.414
650,6.42
660,6.402
670,6.408
680,6.414
690,6.408
700,6.444
710,6.456
720,6.42
730,6.42
740,6.438
750,6.414
760,6.432
770,6.426
780,6.444
790,6.408
800,6.438
810,6.414
820,6.402
830,6.438
840,6.408
850,6.432
860,6.456
870,6.456
880,6.438
890,6.414
900,6.444
910,6.45
920,6.45
930,6.45
940,6.444
950,6.45
960,6.438
970,6.45
980,6.432
990,6.426
1000,6.444
1010,6.468
1020,6.432
1030,6.408
1040,6.432
1050,6.444
1060,6.444
1070,6.432
1080,6.444
1090,6.468
1100,6.45
1110,6.444
1120,6.456
1130,6.432
1140,6.408
1150,6.486
1160,6.462
1170,6.45
1180,6.432
1190,6.426
1200,6.438
1210,6.444
1220,6.462
1230,6.42
1240,6.432
1250,6.45
1260,6.414
1270,6.45
1280,6.42
1290,6.438
1300,6.444
1310,6.432
1320,6.468
1330,6.42
1340,6.438
1350,6.426
1360,6.438
1370,6.462
1380,6.45
1390,6.516
1400,6.432
1410,6.456
1420,6.462
1430,6.474
1440,6.468
1450,6.444
1460,6.468
1470,6.468
1480,6.462
1490,6.486
1500,6.498
1510,6.45
1520,6.45
1530,6.504
1540,6.474
1550,6.474
1560,6.462
1570,6.48
1580,6.456
1590,6.456
1600,6.444
1610,6.492
1620,6.522
1630,6.48
1640,6.486
1650,6.48
1660,6.456
1670,6.462
1680,6.462
1690,6.45
1700,6.456
1710,6.48
1720,6.498
1730,6.48
1740,6.48
1750,6.51
1760,6.492
1770,6.468
1780,6.522
1790,6.486
1800,6.48
1810,6.486
1820,6.48
1830,6.474
1840,6.48
1850,6.498
1860,6.57
1870,6.498
1880,6.516
1890,6.528
1900,6.534
1910,6.558
1920,6.51
1930,6.54
1940,6.552
1950,6.516
1960,6.54
1970,6.552
1980,6.516
1990,6.57
2000,6.57
2010,6.534
2020,6.552
2030,6.564
2040,6.522
2050,6.606
2060,6.594
2070,6.522
2080,6.594
2090,6.618
2100,6.552
2110,6.606
2120,6.606
2130,6.546
2140,6.6
2150,6.612
2160,6.558
2170,6.618
2180,6.624
2190,6.606
2200,6.624
2210,6.672
2220,6.6
2230,6.672
2240,6.726
2250,6.672
2260,6.57
2270,6.666
2280,6.66
2290,6.648
2300,6.666
2310,6.672
2320,6.666
2330,6.618
2340,6.672
2350,6.684
2360,6.612
2370,6.732
2380,6.714
2390,6.708
2400,6.654
2410,6.714
2420,6.75
2430,6.774
2440,6.624
2450,6.672
2460,6.726
2470,6.726
2480,6.654
2490,6.762
2500,6.75
2510,6.738
2520,6.666
2530,6.744
2540,6.726
2550,6.744
2560,6.69
2570,6.816
2580,6.804
2590,6.786
2600,6.72
2610,6.798
2620,6.798
2630,6.81
2640,6.852
2650,6.702
2660,6.81
2670,6.84
2680,6.822
2690,6.84
2700,6.714
2710,6.852
2720,6.864
2730,6.864
2740,6.852
2750,6.744
2760,6.81
2770,6.834
2780,6.876
2790,6.882
2800,6.762
2810,6.888
2820,6.9
2830,6.876
2840,6.84
2850,6.888
2860,6.768
2870,6.852
2880,6.918
2890,6.924
2900,6.894
2910,6.864
2920,6.822
2930,6.918
2940,6.918
2950,6.93
2960,6.948
2970,6.93
2980,6.918
2990,6.78
3000,6.9
3010,6.918
3020,6.918
3030,6.972
3040,6.996
3050,6.996
3060,6.852
3070,7.02
3080,7.032
3090,7.008
3100,6.942
3110,6.984
3120,6.996
3130,7.008
3140,6.996
3150,6.996
3160,6.846
3170,7.056
3180,7.026
3190,7.038
3200,7.044
3210,7.002
3220,7.044
3230,7.044
3240,7.056
3250,7.05
3260,7.056
3270,6.984
3280,6.936
3290,7.062
3300,7.068
3310,7.086
3320,7.092
3330,7.128
3340,7.11
3350,7.098
3360,7.134
3370,7.122
3380,7.146
3390,7.134
3400,7.146
3410,7.146
3420,7.128
3430,7.14
3440,7.098
3450,7.116
3460,7.152
3470,7.17
3480,7.122
3490,7.104
3500,7.134
