MDTU,|Tr(Lx)|
1,0.169255
2,0.158536
3,0.110013
4,0.102976
5,0.102976
6,0.0482482
7,0.140304
8,0.291097
9,0.241216
10,0.138174
11,0.0725973
12,0.194109
13,0.166713
14,0.0636929
15,0.244835
16,0.167465
17,0.177712
18,0.0769135
19,0.133946
20,0.0498695
21,0.0580477
22,0.104201
23,0.0597753
24,0.0609658
25,0.118263
26,0.165827
27,0.097809
28,0.141033
29,0.226456
30,0.232086
31,0.337441
32,0.280827
33,0.355895
34,0.428265
35,0.511994
36,0.511994
37,0.43634
38,0.222376
39,0.329957
40,0.379252
41,0.283524
42,0.318881
43,0.349804
44,0.219063
45,0.185514
46,0.0733175
47,0.0543276
48,0.0213697
49,0.0515593
50,0.119306
51,0.0795508
52,0.0901186
53,0.243163
54,0.233784
55,0.233784
56,0.299053
57,0.272933
58,0.258572
59,0.270829
60,0.167643
61,0.219315
62,0.204045
63,0.0889442
64,0.205415
65,0.135422
66,0.148709
67,0.122165
68,0.109808
69,0.0848479
70,0.114444
71,0.191977
72,0.193301
73,0.193301
74,0.0747569
75,0.11396
76,0.11396
77,0.113739
78,0.157669
79,0.157669
80,0.157669
81,0.0610566
82,0.0610566
83,0.160202
84,0.0691791
85,0.0224054
86,0.117983
87,0.0777551
88,0.0777551
89,0.0777551
90,0.19155
91,0.114104
92,0.132537
93,0.225973
94,0.199967
95,0.084537
96,0.093487
97,0.124852
98,0.315973
99,0.315973
100,0.290107
101,0.231117
102,0.189307
103,0.184502
104,0.115716
105,0.115716
106,0.216493
107,0.158803
108,0.180771
109,0.180771
110,0.142352
111,0.136585
112,0.201274
113,0.201274
114,0.242749
115,0.113977
116,0.206522
117,0.102533
118,0.187303
119,0.161574
120,0.116232
121,0.11982
122,0.11982
123,0.0741186
124,0.12287
125,0.165748
126,0.165748
127,0.10867
128,0.265956
129,0.0690064
130,0.0156059
131,0.182785
132,0.229989
133,0.12011
134,0.12011
135,0.143206
136,0.143206
137,0.294634
138,0.2139
139,0.224755
140,0.118422
141,0.24295
142,0.24295
143,0.219632
144,0.0846818
145,0.229863
146,0.127467
147,0.218058
148,0.325005
149,0.253364
150,0.0761693
151,0.0761693
152,0.196315
153,0.0950558
154,0.178476
155,0.0810478
156,0.0989887
157,0.148965
158,0.226518
159,0.11798
160,0.0911838
161,0.0639809
162,0.0836288
163,0.077026
164,0.311012
165,0.319371
166,0.319371
167,0.319371
168,0.386394
169,0.386394
170,0.327074
171,0.281064
172,0.285122
173,0.246505
174,0.209151
175,0.15741
176,0.157277
177,0.0347845
178,0.0541564
179,0.14932
180,0.09402
181,0.105059
182,0.0942174
183,0.224169
184,0.120564
185,0.101062
186,0.132151
187,0.169094
188,0.32477
189,0.164313
190,0.164313
191,0.200182
192,0.213087
193,0.358585
194,0.303252
195,0.150375
196,0.141838
197,0.223187
198,0.288578
199,0.136505
200,0.119693
201,0.132568
202,0.237812
203,0.0288969
204,0.191488
205,0.191488
206,0.247777
207,0.247777
208,0.149277
209,0.0408333
210,0.239249
211,0.368258
212,0.302857
213,0.202806
214,0.208876
215,0.208876
216,0.220556
217,0.190848
218,0.126316
219,0.0948213
220,0.179623
221,0.314594
222,0.148068
223,0.103449
224,0.0494691
225,0.127864
226,0.162865
227,0.179428
228,0.199651
229,0.246458
230,0.249213
231,0.249213
232,0.344193
233,0.0955356
234,0.0954958
235,0.15052
236,0.241158
237,0.1686
238,0.166803
239,0.315909
240,0.357465
241,0.313578
242,0.110955
243,0.131521
244,0.119143
245,0.165666
246,0.165666
247,0.165666
248,0.109398
249,0.0334287
250,0.153442
251,0.23573
252,0.122878
253,0.280904
254,0.357322
255,0.145002
256,0.145002
257,0.19813
258,0.07504
259,0.291385
260,0.215599
261,0.2527
262,0.196271
263,0.32232
264,0.317424
265,0.178456
266,0.178456
267,0.126718
268,0.0627509
269,0.100813
270,0.0732666
271,0.201792
272,0.201792
273,0.169904
274,0.104222
275,0.176652
276,0.224369
277,0.289053
278,0.290252
279,0.210379
280,0.104079
281,0.238935
282,0.238935
283,0.0742857
284,0.17515
285,0.185562
286,0.31181
287,0.31181
288,0.245177
289,0.114672
290,0.0391638
291,0.110387
292,0.0202292
293,0.00981234
294,0.0818215
295,0.114899
296,0.114899
297,0.089785
298,0.0930008
299,0.0930008
300,0.108369
301,0.0619616
302,0.207627
303,0.208468
304,0.188349
305,0.382702
306,0.205707
307,0.0973196
308,0.117313
309,0.211329
310,0.0953957
311,0.140058
312,0.21787
313,0.0864092
314,0.174186
315,0.174186
316,0.280821
317,0.183013
318,0.208712
319,0.208712
320,0.0350914
321,0.195704
322,0.0887393
323,0.225142
324,0.307516
325,0.2973
326,0.202891
327,0.202891
328,0.404672
329,0.322457
330,0.322457
331,0.117871
332,0.0337013
333,0.119988
334,0.20698
335,0.132769
336,0.165932
337,0.122706
338,0.0920804
339,0.0920804
340,0.121706
341,0.141508
342,0.248775
343,0.248775
344,0.248775
345,0.217985
346,0.262985
347,0.292498
348,0.226693
349,0.42862
350,0.284022
351,0.351606
352,0.328133
353,0.332562
354,0.295642
355,0.292496
356,0.237546
357,0.384422
358,0.33095
359,0.329487
360,0.334963
361,0.324778
362,0.308154
363,0.199365
364,0.210459
365,0.210459
366,0.237613
367,0.140062
368,0.223891
369,0.263977
370,0.237395
371,0.142343
372,0.328858
373,0.166219
374,0.166219
375,0.0639824
376,0.0990168
377,0.218896
378,0.200328
379,0.337932
380,0.180358
381,0.144302
382,0.150326
383,0.188443
384,0.237761
385,0.267202
386,0.306879
387,0.306879
388,0.31898
389,0.374184
390,0.504229
391,0.379383
392,0.299567
393,0.249788
394,0.249788
395,0.369846
396,0.33821
397,0.380921
398,0.380921
399,0.293793
400,0.0767829
401,0.0671926
402,0.130646
403,0.199257
404,0.16497
405,0.0281362
406,0.0359247
407,0.155654
408,0.192981
409,0.224144
410,0.152948
411,0.163297
412,0.233613
413,0.123962
414,0.174639
415,0.359034
416,0.15803
417,0.0477111
418,0.110367
419,0.0762644
420,0.203166
421,0.175525
422,0.197128
423,0.296207
424,0.296207
425,0.0544999
426,0.0426335
427,0.0426335
428,0.0485645
429,0.0606098
430,0.0682978
431,0.168312
432,0.155428
433,0.154627
434,0.279095
435,0.230155
436,0.251164
437,0.197638
438,0.133249
439,0.223826
440,0.223826
441,0.102791
442,0.147295
443,0.13351
444,0.423306
445,0.416537
446,0.320319
447,0.19333
448,0.250886
449,0.255639
450,0.415584
451,0.419289
452,0.474158
453,0.454277
454,0.30523
455,0.321754
456,0.210305
457,0.0337557
458,0.0332852
459,0.155459
460,0.0740779
461,0.152666
462,0.17121
463,0.131251
464,0.0941848
465,0.0203548
466,0.0889696
467,0.0889696
468,0.236416
469,0.208001
470,0.208001
471,0.21474
472,0.188473
473,0.113046
474,0.104063
475,0.199818
476,0.199818
477,0.0363036
478,0.0363036
479,0.0964406
480,0.161315
481,0.212699
482,0.0369204
483,0.093226
484,0.114883
485,0.0883107
486,0.0883107
487,0.0642288
488,0.0907465
489,0.0907465
490,0.0470907
491,0.0470907
492,0.14682
493,0.101698
494,0.0433185
495,0.141534
496,0.248905
497,0.263243
498,0.182897
499,0.128317
500,0.253104
501,0.219839
502,0.0892379
503,0.0892379
504,0.155595
505,0.192084
506,0.14966
507,0.208505
508,0.208505
509,0.208505
510,0.138473
511,0.281102
512,0.0578972
513,0.100115
514,0.0713262
515,0.0713262
516,0.16682
517,0.17731
518,0.156998
519,0.227904
520,0.0445566
521,0.0652066
522,0.129675
523,0.0276332
524,0.0481533
525,0.018058
526,0.0886261
527,0.450931
528,0.237604
529,0.237604
530,0.178783
531,0.274115
532,0.11701
533,0.227891
534,0.411984
535,0.150825
536,0.306828
537,0.328555
538,0.160757
539,0.0827156
540,0.13637
541,0.107733
542,0.107733
543,0.170658
544,0.283238
545,0.175247
546,0.100637
547,0.100637
548,0.0167025
549,0.0945374
550,0.0859945
551,0.11925
552,0.0912226
553,0.0912226
554,0.153737
555,0.204107
556,0.307297
557,0.230369
558,0.263354
559,0.293581
560,0.316475
561,0.1872
562,0.206878
563,0.149563
564,0.0728671
565,0.0728671
566,0.0470952
567,0.0961292
568,0.127687
569,0.127687
570,0.0107532
571,0.0107532
572,0.156308
573,0.196086
574,0.219633
575,0.256805
576,0.256805
577,0.175265
578,0.172412
