t,cg_iters
1,8304
2,8397
3,8342
4,8307
5,8304
6,8320
7,8316
8,8377
9,8441
10,8307
11,8417
12,8337
13,8301
14,8267
15,8287
16,8213
17,8357
18,8312
19,8271
20,8418
21,8397
22,8351
23,8294
24,8258
25,8216
26,8292
27,8216
28,8201
29,8254
30,8522
31,8295
32,8432
33,8337
34,8419
35,8359
36,8402
37,8310
38,8401
39,8357
40,8423
41,8337
42,8337
43,8403
44,8384
45,8341
46,8385
47,8318
48,8231
49,8216
50,8286
51,8267
52,8218
53,8269
54,8546
55,8421
56,8455
57,8269
58,8338
59,8383
60,8369
61,8375
62,8338
63,8299
64,8202
65,8238
66,8325
67,8251
68,8369
69,8289
70,8266
71,8365
72,8383
73,8380
74,8281
75,8354
76,8258
77,8255
78,8284
79,8239
80,8362
81,8393
82,8317
83,8232
84,8379
85,8327
86,8228
87,8326
88,8385
89,8260
90,8416
91,8353
92,8325
93,8262
94,8279
95,8351
96,8259
97,8299
98,8319
99,8335
100,8411
101,8385
102,8346
103,8298
104,8345
105,8296
106,8300
107,8445
108,8402
109,8435
110,8319
111,8215
112,8257
113,8290
114,8433
115,8533
116,8409
117,8374
118,8398
119,8409
120,8266
121,8262
122,8222
123,8235
124,8224
125,8285
126,8282
127,8226
128,8295
129,8363
130,8260
131,8256
132,8384
133,8380
134,8314
135,8371
136,8327
137,8307
138,8357
139,8310
140,8309
141,8344
142,8338
143,8335
144,8377
145,8276
146,8300
147,8248
148,8283
149,8318
150,8229
151,8342
152,8304
153,8305
154,8376
155,8314
156,8376
157,8304
158,8277
159,8257
160,8273
161,8241
162,8369
163,8350
164,8313
165,8538
166,8440
167,8346
168,8468
169,8344
170,8390
171,8350
172,8309
173,8385
174,8473
175,8386
176,8323
177,8329
178,8312
179,8335
180,8289
181,8342
182,8279
183,8236
184,8341
185,8292
186,8280
187,8320
188,8429
189,8560
190,8326
191,8268
192,8293
193,8352
194,8389
195,8401
196,8238
197,8336
198,8394
199,8407
200,8316
201,8273
202,8390
203,8342
204,8360
205,8362
206,8311
207,8309
208,8264
209,8245
210,8258
211,8361
212,8237
213,8240
214,8286
215,8239
216,8443
217,8335
218,8310
219,8241
220,8315
221,8469
222,8382
223,8310
224,8462
225,8346
226,8378
227,8337
228,8284
229,8403
230,8312
231,8468
232,8372
233,8343
234,8286
235,8246
236,8259
237,8293
238,8220
239,8225
240,8239
241,8299
242,8341
243,8307
244,8335
245,8343
246,8301
247,8309
248,8252
249,8317
250,8400
251,8450
252,8340
253,8314
254,8319
255,8275
256,8364
257,8376
258,8262
259,8377
260,8342
261,8407
262,8287
263,8268
264,8356
265,8373
266,8308
267,8355
268,8231
269,8415
270,8485
271,8444
272,8265
273,8435
274,8399
275,8380
276,8324
277,8419
278,8343
279,8431
280,8413
281,8386
282,8309
283,8420
284,8366
285,8251
286,8343
287,8557
288,8347
289,8274
290,8284
291,8320
292,8279
293,8263
294,8348
