MDTU,plaq,Re(det),Im(det),link
1,0.043989,0.0329054,0.0146332,0.0650074
2,0.0325292,0.0271651,0.015127,0.0660623
3,0.0404955,0.0406696,0.0188942,0.055455
4,0.0515477,0.0498143,0.0214639,0.0772105
5,0.0515477,0.0498143,0.0214639,0.0772105
6,0.0597655,0.0591971,0.0207044,0.0598581
7,0.0315148,0.0315449,0.0209815,0.0668991
8,0.0303674,0.0309527,0.0219827,0.0646224
9,0.0342619,0.0288634,0.0179665,0.0611067
10,0.034922,0.0257743,0.015686,0.0639484
11,0.0341118,0.0286146,0.015497,0.052278
12,0.0291046,0.0258193,0.0185495,0.0680983
13,0.0458197,0.0430375,0.0174657,0.0556321
14,0.0281572,0.03602,0.0268277,0.0537332
15,0.0360383,0.0539506,0.0322257,0.0655432
16,0.0350558,0.0416676,0.0242812,0.071974
17,0.0496467,0.0662704,0.0248279,0.0789123
18,0.0432756,0.0507239,0.0229339,0.0709888
19,0.0398567,0.047721,0.0266546,0.0652894
20,0.0638393,0.0987901,0.0308263,0.0598082
21,0.0522126,0.0650322,0.0282963,0.0790207
22,0.0396177,0.0590495,0.0333126,0.0508736
23,0.0369277,0.0480765,0.0292515,0.0628444
24,0.0311806,0.0334837,0.0216522,0.0716627
25,0.0344314,0.0339401,0.0191476,0.0709319
26,0.0461568,0.0476893,0.0222275,0.0629183
27,0.0478195,0.0459566,0.0200833,0.0775591
28,0.0361785,0.0436644,0.025789,0.0856735
29,0.0539021,0.0597476,0.0241293,0.0604813
30,0.0268567,0.0292369,0.0233825,0.0691124
31,0.0418821,0.0412432,0.0188897,0.0674476
32,0.0411649,0.0335437,0.0171633,0.0434811
33,0.0346003,0.028964,0.0184473,0.0600602
34,0.0551119,0.0450909,0.0174206,0.044281
35,0.0434167,0.046124,0.0240858,0.0588389
36,0.0434167,0.046124,0.0240858,0.0588389
37,0.03145,0.0362132,0.0260485,0.0757746
38,0.0497418,0.0564065,0.0254644,0.047228
39,0.0377328,0.0468928,0.0276329,0.0685482
40,0.0394606,0.0485365,0.0257096,0.0574998
41,0.0452239,0.0480513,0.0174714,0.0748975
42,0.0320724,0.0360659,0.0230247,0.0473873
43,0.0386283,0.0383055,0.0222013,0.0619027
44,0.042477,0.0541066,0.0295877,0.0588104
45,0.0462219,0.0595143,0.0270779,0.0625565
46,0.0383211,0.0463168,0.02348,0.0619356
