t,walltime
10,10.7
20,10.69
30,10.67
40,10.72
50,10.69
60,10.72
70,10.67
80,10.67
90,10.69
100,10.68
110,10.73
120,10.72
130,10.64
140,10.69
150,10.67
160,10.68
170,10.74
180,10.71
190,10.71
200,10.7
210,10.68
220,10.68
230,10.72
240,10.67
250,10.69
260,10.69
270,10.72
280,10.74
290,10.72
300,10.7
310,10.68
320,10.69
330,10.72
340,10.66
350,10.68
360,10.73
370,10.72
380,10.72
390,10.66
400,10.72
410,10.7
420,10.69
430,10.66
440,10.68
450,10.69
460,10.71
470,10.7
480,10.71
490,10.71
500,10.69
510,10.69
520,10.67
530,10.7
540,10.7
550,10.69
560,10.68
570,10.67
580,10.67
590,10.72
600,10.7
610,10.7
620,10.7
630,10.76
640,10.69
650,10.7
660,10.67
670,10.68
680,10.69
690,10.68
700,10.74
710,10.76
720,10.7
730,10.7
740,10.73
750,10.69
760,10.72
770,10.71
780,10.74
790,10.68
800,10.73
810,10.69
820,10.67
830,10.73
840,10.68
850,10.72
860,10.76
870,10.76
880,10.73
890,10.69
900,10.74
910,10.75
920,10.75
930,10.75
940,10.74
950,10.75
960,10.73
970,10.75
980,10.72
990,10.71
1000,10.74
1010,10.78
1020,10.72
1030,10.68
1040,10.72
1050,10.74
1060,10.74
1070,10.72
1080,10.74
1090,10.78
1100,10.75
1110,10.74
1120,10.76
1130,10.72
1140,10.68
1150,10.81
1160,10.77
1170,10.75
1180,10.72
1190,10.71
1200,10.73
1210,10.74
1220,10.77
1230,10.7
1240,10.72
1250,10.75
1260,10.69
1270,10.75
1280,10.7
1290,10.73
1300,10.74
1310,10.72
1320,10.78
1330,10.7
1340,10.73
1350,10.71
1360,10.73
1370,10.77
1380,10.75
1390,10.86
1400,10.72
1410,10.76
1420,10.77
1430,10.79
1440,10.78
1450,10.74
1460,10.78
1470,10.78
1480,10.77
1490,10.81
1500,10.83
1510,10.75
1520,10.75
1530,10.84
1540,10.79
1550,10.79
1560,10.77
1570,10.8
1580,10.76
1590,10.76
1600,10.74
1610,10.82
1620,10.87
1630,10.8
1640,10.81
1650,10.8
1660,10.76
1670,10.77
1680,10.77
1690,10.75
1700,10.76
1710,10.8
1720,10.83
1730,10.8
1740,10.8
1750,10.85
1760,10.82
1770,10.78
1780,10.87
1790,10.81
1800,10.8
1810,10.81
1820,10.8
1830,10.79
1840,10.8
1850,10.83
1860,10.95
1870,10.83
1880,10.86
1890,10.88
1900,10.89
1910,10.93
1920,10.85
1930,10.9
1940,10.92
1950,10.86
1960,10.9
1970,10.92
1980,10.86
1990,10.95
2000,10.95
2010,10.89
2020,10.92
2030,10.94
2040,10.87
2050,11.01
2060,10.99
2070,10.87
2080,10.99
2090,11.03
2100,10.92
2110,11.01
2120,11.01
2130,10.91
2140,11
2150,11.02
2160,10.93
2170,11.03
2180,11.04
2190,11.01
2200,11.04
2210,11.12
2220,11
2230,11.12
2240,11.21
2250,11.12
2260,10.95
2270,11.11
2280,11.1
2290,11.08
2300,11.11
2310,11.12
2320,11.11
2330,11.03
2340,11.12
2350,11.14
2360,11.02
2370,11.22
2380,11.19
2390,11.18
2400,11.09
2410,11.19
2420,11.25
2430,11.29
2440,11.04
2450,11.12
2460,11.21
2470,11.21
2480,11.09
2490,11.27
2500,11.25
2510,11.23
2520,11.11
2530,11.24
2540,11.21
2550,11.24
2560,11.15
2570,11.36
2580,11.34
2590,11.31
2600,11.2
2610,11.33
2620,11.33
2630,11.35
2640,11.42
2650,11.17
2660,11.35
2670,11.4
2680,11.37
2690,11.4
2700,11.19
2710,11.42
2720,11.44
2730,11.44
2740,11.42
2750,11.24
2760,11.35
2770,11.39
2780,11.46
2790,11.47
2800,11.27
2810,11.48
2820,11.5
2830,11.46
2840,11.4
2850,11.48
2860,11.28
2870,11.42
2880,11.53
2890,11.54
2900,11.49
2910,11.44
2920,11.37
2930,11.53
2940,11.53
2950,11.55
2960,11.58
2970,11.55
2980,11.53
2990,11.3
3000,11.5
3010,11.53
3020,11.53
3030,11.62
3040,11.66
3050,11.66
3060,11.42
3070,11.7
3080,11.72
3090,11.68
3100,11.57
3110,11.64
3120,11.66
3130,11.68
3140,11.66
3150,11.66
3160,11.41
3170,11.76
3180,11.71
3190,11.73
3200,11.74
3210,11.67
3220,11.74
3230,11.74
3240,11.76
3250,11.75
3260,11.76
3270,11.64
3280,11.56
3290,11.77
3300,11.78
3310,11.81
3320,11.82
3330,11.88
3340,11.85
3350,11.83
3360,11.89
3370,11.87
3380,11.91
3390,11.89
3400,11.91
3410,11.91
3420,11.88
3430,11.9
3440,11.83
3450,11.86
3460,11.92
3470,11.95
3480,11.87
3490,11.84
3500,11.89
