MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.17233,-0.140082,1.16393
2,1.18124,-0.274432,1.14892
3,1.17636,-0.242931,1.151
4,1.25565,-0.336167,1.20982
5,1.25565,-0.336167,1.20982
6,1.19309,-0.3378,1.14427
7,1.22114,-0.473895,1.12544
8,1.21457,-0.50309,1.10548
9,1.17263,-0.49128,1.06475
10,1.16263,-0.54239,1.02836
11,1.1381,-0.475769,1.03388
12,1.2125,-0.502358,1.10353
13,1.17043,-0.463993,1.07454
14,1.21349,-0.388329,1.14967
15,1.27915,-0.402619,1.21413
16,1.26121,-0.479498,1.16651
17,1.3089,-0.309837,1.2717
18,1.25958,-0.308745,1.22116
19,1.2391,-0.376696,1.18046
20,1.26044,-0.508142,1.15347
21,1.30258,-0.552313,1.17969
22,1.22477,-0.56402,1.08717
23,1.24684,-0.410806,1.17722
24,1.25147,-0.296193,1.21591
25,1.23354,-0.135672,1.22606
26,1.21615,0.0657591,1.21437
27,1.25628,0.168463,1.24494
28,1.32543,0.0650609,1.32383
29,1.21857,0.0509851,1.2175
30,1.24654,0.0263324,1.24626
31,1.22056,0.117422,1.2149
32,1.11052,0.335288,1.0587
33,1.172,0.440018,1.08627
34,1.11892,0.518998,0.991274
35,1.2055,0.496711,1.09841
36,1.2055,0.496711,1.09841
37,1.28327,0.455951,1.19954
38,1.17421,0.376883,1.11208
39,1.26671,0.426926,1.19259
40,1.2202,0.354111,1.16768
41,1.26659,0.504896,1.16161
42,1.16693,0.470145,1.06803
43,1.21396,0.505034,1.10392
44,1.22629,0.604447,1.06697
45,1.23927,0.673938,1.04
46,1.23195,0.733607,0.989712
47,1.30089,0.676054,1.11142
48,1.20185,0.63319,1.02153
49,1.17696,0.670082,0.967586
50,1.2325,0.534713,1.11047
51,1.20947,0.665392,1.00999
52,1.23125,0.467332,1.13911
53,1.23147,0.540979,1.10628
54,1.21188,0.619489,1.04158
55,1.21188,0.619489,1.04158
56,1.18314,0.496628,1.07387
57,1.19526,0.359462,1.13993
58,1.14758,0.36292,1.08868
59,1.19496,0.366617,1.13733
60,1.19292,0.501177,1.08253
61,1.20431,0.528826,1.08199
62,1.23069,0.605729,1.0713
63,1.26571,0.38041,1.20719
64,1.23908,0.519921,1.12473
65,1.19788,0.371546,1.1388
66,1.19734,0.499968,1.08796
67,1.25566,0.732088,1.02016
68,1.19415,0.718934,0.953486
69,1.21531,0.814975,0.901551
70,1.20539,0.810198,0.892495
71,1.25474,0.809877,0.958367
72,1.19347,0.808082,0.878276
73,1.19347,0.808082,0.878276
74,1.24177,0.689743,1.03259
75,1.238,0.664102,1.04481
76,1.238,0.664102,1.04481
77,1.21245,0.647709,1.02495
78,1.21006,0.745402,0.953222
79,1.21006,0.745402,0.953222
80,1.21006,0.745402,0.953222
81,1.17913,0.73351,0.923201
82,1.17913,0.73351,0.923201
83,1.21644,0.788593,0.926204
84,1.18601,0.831016,0.846187
85,1.30883,0.80196,1.03436
86,1.25808,0.767942,0.996511
87,1.24243,0.617579,1.07807
88,1.24243,0.617579,1.07807
89,1.24243,0.617579,1.07807
90,1.18502,0.751061,0.916612
91,1.22093,0.738733,0.972088
92,1.17982,0.621612,1.00278
93,1.18241,0.497603,1.07261
94,1.19234,0.594478,1.03357
95,1.22556,0.480453,1.12746
96,1.21497,0.465905,1.12209
97,1.26678,0.450329,1.18404
98,1.19502,0.421499,1.11822
99,1.19502,0.421499,1.11822
100,1.20223,0.396593,1.13493
101,1.16688,0.369708,1.10676
102,1.21668,0.353994,1.16404
103,1.22494,0.48975,1.12277
104,1.23303,0.468604,1.14051
105,1.23303,0.468604,1.14051
106,1.1851,0.490389,1.07888
107,1.2196,0.601304,1.06107
108,1.19878,0.679939,0.987296
109,1.19878,0.679939,0.987296
110,1.18551,0.666831,0.980183
111,1.10915,0.720071,0.843632
112,1.177,0.66572,0.970642
113,1.177,0.66572,0.970642
114,1.16655,0.735281,0.905648
