t,|deltaS|
268,0.01201
269,0.01111
270,0.3125
271,0.1285
272,0.3781
273,0.3815
274,0.4412
275,0.2032
276,0.2712
277,0.1147
278,0.4281
279,0.2853
280,0.3009
281,0.06936
282,0.4287
283,0.2123
284,0.702
285,0.1974
286,0.2148
287,0.5136
288,0.02011
289,0.02409
290,0.4419
291,0.1809
292,0.1793
293,0.3126
294,0.1623
295,0.178
296,0.4879
297,0.03237
298,0.2396
299,0.2185
300,0.3263
301,0.2316
302,0.6667
303,0.3984
304,0.4242
305,0.05008
306,0.1378
307,0.1111
308,0.2213
309,0.4229
310,0.1947
311,0.209
312,0.01992
313,0.3492
314,0.3748
315,0.05415
316,0.06586
317,0.2778
318,0.176
319,0.09783
320,0.3371
321,0.265
322,0.7001
323,0.1278
324,0.4068
325,0.2814
326,0.3118
327,0.1236
328,0.5577
329,0.2674
330,0.5212
331,0.2768
332,0.1154
333,0.8576
334,0.3263
335,0.2718
336,0.2774
337,0.1089
338,0.03603
339,0.7269
340,0.3591
341,0.1234
342,0.01892
343,0.2643
344,0.2388
345,0.02936
346,0.03407
347,0.0814
348,0.2352
349,0.4959
350,0.009785
351,0.602
352,0.3533
353,0.2517
354,0.3311
355,0.4163
356,0.05697
357,0.2542
358,0.1603
359,0.3673
360,0.2106
361,0.18
362,0.34
363,0.354
364,0.006561
365,0.5313
366,0.4041
367,0.5029
368,0.08318
369,0.6878
370,0.169
371,0.0618
372,0.1957
373,0.4342
374,0.6522
375,0.09807
376,0.04989
377,0.5386
378,0.2236
379,0.1752
380,0.3586
381,0.08316
382,0.01541
383,0.3661
384,0.2816
385,0.6316
386,0.05774
387,0.4961
388,0.1615
389,0.304
390,0.1926
391,0.4313
392,0.4078
393,0.1484
394,0.4556
395,0.03736
396,0.0238
397,0.232
398,0.443
399,0.1491
400,0.05965
401,0.4865
402,0.1855
403,0.1921
404,0.1871
405,0.4475
406,0.08341
407,0.3155
408,0.09903
409,0.03335
410,0.2755
411,0.4423
412,0.2241
413,0.1942
414,0.461
415,0.2315
416,0.1057
417,0.2837
418,0.7865
419,0.4648
420,0.04098
421,0.2417
422,0.4193
423,0.1296
424,0.2201
425,0.3255
426,0.2595
427,0.4663
428,0.4106
429,0.2955
430,0.2141
431,0.07991
432,0.2441
433,0.1624
434,0.4837
435,0.4025
436,0.006217
437,0.0126
438,0.3308
439,0.05588
440,0.2113
441,0.3434
442,0.5401
443,0.06962
444,0.1323
445,0.1199
446,0.2697
447,0.1015
448,0.2433
449,0.3848
450,0.03517
451,0.137
452,0.1345
453,0.2089
454,0.2679
455,0.0114
456,0.0606
457,0.5682
458,0.16
459,0.502
460,0.1912
461,0.5747
462,0.1337
463,0.1401
464,0.1588
465,0.1388
466,0.04233
467,0.6554
468,0.08445
469,0.1703
470,0.1952
471,0.3078
472,0.06734
473,0.2743
474,0.2609
475,0.1468
476,0.4435
477,0.2302
478,0.3982
479,0.09889
480,0.02889
481,0.3505
482,0.235
483,0.2429
484,0.2009
485,0.2218
486,0.3373
487,0.4711
488,0.2628
489,0.3082
490,0.1493
491,0.6014
492,0.2184
493,0.0002016
494,0.008639
495,0.3753
496,0.3718
497,0.4941
498,1.017
499,0.07104
500,0.1438
501,0.0822
502,0.08677
503,0.537
504,0.1114
505,0.244
506,0.3314
507,0.04931
508,0.362
509,0.1057
510,0.01078
511,0.1752
512,0.2296
513,0.3028
514,0.5349
515,0.2685
516,0.05035
517,0.2703
518,0.5469
519,0.3696
520,0.2476
521,0.3258
522,0.1273
523,0.229
524,0.1187
525,0.05588
526,0.07484
527,0.2388
528,0.2028
529,0.482
530,0.07573
531,0.3388
532,0.4644
533,0.1651
534,0.3182
535,0.06571
536,0.04856
537,0.5229
538,0.3294
539,0.3065
540,0.1092
541,0.7444
542,0.7941
543,0.08477
544,0.1018
545,0.08612
546,0.3827
547,0.853
548,0.3193
549,0.2005
550,0.3319
551,0.5782
552,0.1357
553,0.06404
554,0.3772
555,0.04925
556,0.1784
557,0.01685
558,0.2513
559,0.09219
560,0.002466
561,0.1991
562,0.07238
563,0.05421
564,0.0674
565,0.04497
566,0.2034
567,0.1468
568,0.08357
569,0.2697
570,0.3535
571,0.8658
572,0.1505
573,0.4953
574,0.3835
575,0.05416
576,0.6138
577,0.2686
578,0.2021
579,0.5384
580,0.05477
581,0.6857
582,0.1087
583,0.2458
584,0.4454
585,0.0617
586,0.3196
587,0.06794
588,0.1343
589,0.6186
590,0.1425
591,0.884
592,0.2008
593,0.326
594,0.3517
595,0.5932
596,0.5304
597,0.4058
598,0.08175
599,0.4271
600,0.05112
601,0.1532
602,0.2765
603,0.2032
604,0.2604
605,0.35
606,0.2856
607,0.003493
608,0.6462
609,0.3817
610,0.2739
611,0.1503
612,0.3208
613,0.3685
614,0.002054
615,0.5847
616,0.3876
617,0.007432
618,0.5678
619,0.0763
620,0.05639
621,0.3573
622,0.004573
623,0.5671
624,0.5779
625,0.2574
626,0.1033
627,0.3714
628,0.4325
629,0.3394
630,0.2008
631,0.2273
632,0.4009
633,0.4729
634,0.3703
635,0.1145
636,0.3651
637,0.00374
638,0.7676
639,0.01673
640,0.3511
641,0.1477
642,0.3568
643,0.1025
644,0.7121
645,0.01083
646,0.2434
647,0.5176
648,0.02752
649,0.532
650,0.1752
651,0.1766
652,0.1807
653,0.08278
654,0.3054
655,0.9519
656,0.4517
657,0.1457
658,0.2278
659,0.5092
660,0.527
661,0.04441
662,0.04154
663,0.3898
664,0.04805
665,0.1381
666,0.4146
667,0.162
668,0.8818
669,0.1216
670,0.04075
671,0.8711
672,0.04033
673,0.2758
674,0.2113
675,0.2296
676,0.1099
677,0.694
678,0.1455
679,0.4599
680,0.341
681,0.692
682,0.08936
683,0.01639
684,0.2532
685,0.1166
686,0.712
687,0.3623
688,0.6681
689,0.2288
690,0.4586
691,0.5368
692,0.02642
693,0.1202
694,0.2143
695,0.1678
696,0.3889
697,0.6336
698,0.1436
699,0.3869
700,0.1494
701,0.03925
702,0.4784
703,0.04725
704,0.06942
705,0.3
706,0.3138
707,0.4386
708,0.1588
709,0.2878
710,0.004563
711,0.575
712,0.5241
713,0.3434
714,0.3439
715,0.2876
716,0.2973
717,0.2791
718,0.1673
719,0.827
720,0.405
721,0.1909
722,0.2038
723,0.1706
724,0.2517
725,0.09165
726,0.3068
727,0.2496
728,0.2578
729,0.4552
730,0.6188
731,0.3458
732,0.1717
733,0.3259
734,0.6052
735,0.2377
736,0.1474
737,0.119
738,0.6082
739,0.6322
740,0.09367
741,0.4943
742,0.1901
743,0.3773
744,0.1905
745,0.1341
746,0.2138
747,0.7092
748,0.07066
749,0.2854
750,0.005688
751,0.1438
752,0.1868
753,0.001025
754,0.02301
755,0.02742
756,0.06247
757,0.1169
758,0.2097
759,0.7786
760,0.1361
761,0.1675
762,0.3041
763,0.2679
764,0.3968
765,0.2182
766,0.2401
767,0.3025
768,0.5114
769,0.1679
770,0.4837
771,0.8513
772,0.002561
773,0.2403
774,0.5062
775,0.199
776,0.4934
777,0.08828
778,0.5269
779,0.03953
780,0.7719
781,0.566
782,0.1055
783,0.3383
784,0.3059
785,0.2
786,0.2182
787,0.4363
788,0.6113
789,0.372
790,0.2063
791,0.6362
792,0.1019
793,0.01427
794,0.199
795,0.6176
796,0.4037
797,0.3227
798,0.1793
799,0.6189
800,0.01419
801,0.2901
802,0.1265
803,0.286
804,0.07493
805,0.05878
806,0.03004
807,0.1458
808,0.06369
809,0.3525
810,0.1419
811,0.2688
812,0.2719
813,0.04701
814,0.08731
815,1.051
816,0.5048
817,0.2158
818,0.487
819,0.2498
820,0.1094
821,0.8244
822,0.1422
823,0.5757
824,0.7778
825,0.04486
826,0.7543
827,0.216
828,0.3443
829,0.613
830,0.03293
831,0.4269
832,0.5189
833,0.1247
834,0.003741
835,0.09851
836,0.2215
837,0.05765
838,0.2806
839,0.1394
840,0.02779
841,0.1814
842,0.294
843,0.1468
844,0.09394
845,0.2559
846,0.1005
847,0.3081
848,0.08804
849,0.07144
850,0.4347
851,0.2897
852,0.1749
853,0.3314
854,0.1072
855,0.1951
856,0.0829
857,0.02229
858,0.0105
859,0.01187
860,0.3167
861,0.6022
862,0.2877
863,0.3845
864,0.05188
865,0.08202
866,0.1414
867,0.2523
868,0.1641
869,0.1546
870,0.5087
871,0.2853
872,0.4127
873,0.2778
874,0.3253
875,0.4854
876,0.1333
877,0.1971
878,0.3743
879,0.354
880,0.4113
881,0.01649
882,0.04205
883,0.2947
884,0.1533
885,0.2784
886,0.41
887,0.1712
888,0.07337
889,0.2543
890,0.001515
891,0.2913
892,0.03891
893,0.2142
894,0.3267
895,0.2134
896,0.6006
897,0.9015
898,0.2217
899,0.06105
900,0.0002709
901,0.1075
902,0.8026
903,0.5112
904,0.09235
905,0.1272
906,0.3208
907,0.2962
908,0.8881
909,0.04449
910,0.1281
911,0.299
912,0.1568
913,0.07018
914,0.3565
915,0.3264
916,0.3605
917,0.4073
918,0.3432
919,0.06631
920,0.147
921,0.2453
922,0.05073
923,0.3243
924,0.0853
925,0.0594
926,0.09039
927,0.1599
928,0.7679
929,0.1397
930,0.06777
931,0.3087
932,0.0365
933,0.1073
934,0.2697
935,0.3121
936,0.04588
937,0.06195
938,0.1457
939,0.0125
940,0.1191
941,0.1032
942,0.1854
943,0.05151
944,0.3291
945,0.691
946,0.3433
947,0.4917
948,0.1282
949,0.6268
950,0.0578
951,0.5921
952,0.3288
953,0.5012
954,0.03693
955,0.3167
956,0.1153
957,0.1622
958,0.128
959,0.4486
960,0.009027
961,0.04625
962,0.4451
963,0.2562
964,0.0128
965,0.1659
966,0.1555
967,0.5489
968,0.219
969,0.07441
970,0.03352
971,0.2527
972,0.4166
973,0.4456
974,0.1126
975,0.2807
976,0.009314
977,0.4907
978,0.1308
979,0.2747
980,0.5696
981,0.003549
982,0.6267
983,0.0783
984,0.4529
985,0.4974
986,0.4549
987,0.5171
988,0.2998
989,0.2217
990,0.212
991,0.269
992,0.03483
993,0.5994
994,0.7102
995,0.237
996,0.4405
997,0.5858
998,0.1017
999,0.5562
1000,0.2724
1001,0.01583
1002,0.2958
1003,0.3729
1004,0.3695
1005,0.4845
1006,0.2681
1007,0.1205
1008,0.2248
1009,0.001289
1010,0.08293
1011,0.3206
1012,0.1558
1013,0.1306
1014,0.1931
1015,0.04071
1016,0.7742
1017,0.1258
1018,0.8044
1019,0.408
1020,0.6354
1021,0.0558
1022,0.1476
1023,0.2193
1024,0.2109
1025,0.5082
1026,0.3743
1027,0.8517
1028,0.04228
1029,0.137
1030,0.2363
1031,0.1394
1032,0.2786
1033,0.2172
1034,0.211
1035,0.09322
1036,0.4018
1037,0.5219
1038,0.7275
1039,0.09379
1040,0.6335
1041,0.03039
1042,0.2911
1043,0.7176
1044,0.2259
1045,0.5043
1046,0.3557
1047,0.465
1048,0.2797
1049,0.4102
1050,0.04779
1051,0.2477
1052,0.2855
1053,0.3211
1054,0.2156
1055,0.0645
1056,0.1745
1057,0.1641
1058,0.5306
1059,0.2207
1060,0.08351
1061,0.3615
1062,0.3039
1063,0.1494
1064,0.2411
1065,0.7301
1066,0.4718
1067,0.2221
1068,0.4343
1069,0.256
1070,0.1473
1071,0.04306
1072,0.05125
1073,0.4375
1074,0.7288
1075,0.3455
1076,0.04977
1077,0.123
1078,0.07971
1079,0.586
1080,0.1622
1081,0.2042
1082,0.1514
1083,0.06383
1084,0.04549
1085,0.2279
1086,0.1149
1087,0.02768
1088,0.5582
1089,0.441
1090,0.08017
1091,0.3488
1092,0.3257
1093,0.03647
1094,0.1497
1095,0.2665
1096,0.5792
1097,0.5629
1098,0.09828
1099,0.6846
1100,0.3515
1101,0.3376
1102,0.4144
1103,0.1754
1104,0.7078
1105,0.02857
1106,0.2657
1107,0.02073
1108,0.1808
1109,0.1779
1110,0.1858
1111,0.2869
1112,0.3181
1113,0.1966
1114,0.3932
1115,0.5241
1116,0.01902
1117,0.06854
1118,0.437
1119,0.1369
1120,0.2949
1121,0.302
1122,0.08233
1123,0.5404
1124,0.4501
1125,0.1558
1126,0.3119
1127,0.4886
1128,0.4514
1129,0.6023
1130,0.1039
1131,0.6725
1132,0.759
1133,0.2699
1134,0.6525
1135,0.02006
1136,0.08335
1137,0.3541
1138,0.4185
1139,0.534
1140,0.05107
1141,0.2985
1142,0.6657
1143,0.05212
1144,0.5378
1145,0.5236
1146,0.374
1147,0.2985
1148,0.5288
1149,0.02107
1150,0.1483
1151,0.6404
1152,0.157
1153,0.3428
1154,0.1278
1155,0.1006
1156,0.3098
1157,0.06351
1158,0.2333
1159,0.2661
1160,0.1209
1161,0.426
1162,0.1976
1163,0.6882
1164,0.02483
1165,0.3841
1166,0.321
1167,0.5786
1168,0.5258
1169,0.2257
1170,0.03554
1171,0.7753
1172,0.4549
1173,0.1184
1174,0.3821
1175,0.7547
1176,0.5957
1177,0.5023
1178,0.3373
1179,0.1805
1180,0.202
1181,0.2043
1182,0.3841
1183,0.3032
1184,0.4872
1185,0.5556
1186,0.05797
1187,0.264
1188,0.3591
1189,0.2878
1190,0.2327
1191,0.01079
1192,0.3758
1193,0.1406
1194,0.04775
1195,0.06338
1196,0.09039
1197,0.268
1198,0.1012
1199,0.6567
1200,0.0492
1201,0.1488
1202,0.5094
1203,0.5892
1204,0.5051
1205,0.4128
1206,0.08893
1207,0.1564
1208,0.2301
1209,0.1094
1210,0.01171
1211,0.4482
1212,0.6114
1213,0.07719
1214,0.4515
1215,1.071
1216,0.2061
1217,0.1647
1218,0.2484
1219,0.03107
1220,0.1761
1221,0.1106
1222,0.02627
1223,0.3449
1224,0.07068
1225,0.03305
1226,0.06512
1227,0.131
1228,0.2886
1229,0.05344
1230,0.1467
1231,0.3322
1232,0.1147
1233,0.3714
1234,0.215
1235,0.3773
1236,0.1727
1237,0.1814
1238,0.01036
1239,0.3158
1240,0.2772
1241,0.4243
1242,0.3847
1243,0.166
1244,0.3941
1245,0.3371
1246,0.6428
1247,0.6218
1248,0.5192
1249,0.4702
1250,0.6043
1251,0.3523
1252,0.1031
1253,0.1535
1254,0.077
1255,1.095
1256,0.7892
1257,0.4232
1258,0.4434
1259,0.1684
1260,0.2241
1261,0.3054
1262,0.3099
1263,0.05883
1264,0.3492
1265,0.3942
1266,0.217
1267,0.1749
1268,0.0475
1269,0.06969
1270,0.2844
1271,0.1031
1272,0.5871
1273,0.3419
1274,0.2252
1275,0.1203
1276,0.02269
1277,0.04327
1278,0.3413
1279,0.05953
1280,0.04435
1281,0.1011
1282,0.2449
1283,0.1086
1284,0.5345
1285,0.1122
1286,0.3912
1287,0.5607
1288,0.1198
1289,0.4473
1290,0.1889
1291,0.6068
1292,0.1601
1293,0.001062
1294,0.08123
1295,0.2212
1296,0.4458
1297,0.07893
1298,0.1157
1299,0.04042
1300,0.006833
1301,0.6795
1302,0.1733
1303,0.1527
1304,0.2794
1305,0.4234
1306,0.1455
1307,0.1905
1308,0.4422
1309,0.008683
1310,0.5449
1311,0.1844
1312,0.3408
1313,0.4708
1314,0.6912
1315,0.1472
1316,0.3607
1317,0.06569
1318,0.1428
1319,0.3245
1320,0.3204
1321,0.07505
1322,0.6478
1323,0.03838
1324,0.3202
1325,0.4837
1326,0.355
1327,0.06633
1328,0.05438
1329,0.2717
1330,0.05654
1331,0.103
1332,0.2878
1333,0.01312
1334,0.3624
1335,0.09425
1336,0.7393
1337,0.1997
1338,0.08234
1339,0.139
1340,0.3156
1341,0.3664
1342,0.1179
1343,0.2888
1344,0.02938
1345,0.1411
1346,0.4125
1347,0.1095
1348,0.1839
1349,0.2048
1350,0.3356
1351,0.09713
1352,0.1955
1353,0.2156
1354,0.2983
1355,0.06424
1356,0.2437
1357,0.03556
1358,0.1219
1359,0.2303
1360,0.0261
1361,0.2367
1362,0.6422
1363,0.483
1364,0.6973
1365,0.4655
1366,0.517
1367,0.2501
1368,0.1013
1369,0.1073
1370,0.1875
1371,0.08551
1372,0.0748
1373,0.009583
1374,0.1257
1375,0.3178
1376,0.8491
1377,0.2022
1378,0.4135
1379,0.8546
1380,0.07222
1381,0.1283
1382,0.09978
1383,0.3147
1384,0.2176
1385,0.6686
1386,0.1794
1387,0.2279
1388,0.2175
1389,0.104
1390,0.1793
1391,0.2044
1392,0.3383
1393,0.3624
1394,0.5128
1395,0.04988
1396,0.4486
1397,0.07532
1398,0.02914
1399,0.3642
1400,0.4958
1401,0.3554
1402,0.3257
1403,0.1894
1404,0.5813
1405,0.3243
1406,0.0497
1407,0.2614
1408,0.1164
1409,0.246
1410,0.1354
1411,0.06054
1412,0.03624
1413,0.3526
1414,0.1224
1415,0.0654
1416,0.4983
1417,0.1207
1418,0.1766
1419,0.1453
1420,0.09123
1421,0.1207
1422,0.2495
1423,0.01245
1424,0.155
1425,0.04486
1426,0.05034
1427,0.2678
1428,0.8049
1429,0.1272
1430,0.4009
1431,0.1346
1432,0.2734
1433,0.2857
1434,0.5769
1435,0.2137
1436,0.2577
1437,0.2068
1438,0.482
1439,0.2784
1440,0.2165
1441,0.2118
1442,0.3894
1443,0.03371
1444,0.09569
1445,0.207
1446,0.5861
1447,0.05262
1448,0.258
1449,0.6367
1450,0.3048
1451,0.2491
1452,0.333
1453,0.2108
1454,0.3734
1455,0.002572
1456,0.225
1457,0.07239
1458,0.5451
1459,0.04729
1460,0.1135
1461,0.2325
1462,0.3706
1463,0.06197
1464,0.1162
1465,0.5148
1466,0.6462
1467,0.2342
1468,0.005393
1469,0.0891
1470,0.05521
1471,0.2942
1472,0.1166
1473,0.04918
1474,0.01708
1475,0.04064
1476,0.4792
1477,0.1248
1478,0.3442
1479,0.2485
1480,0.1234
1481,0.01088
1482,0.1403
1483,0.1755
1484,0.01511
1485,0.1218
1486,0.2024
1487,0.2518
1488,0.09378
1489,0.6171
1490,0.3523
1491,0.4668
1492,0.195
1493,0.2029
1494,0.1053
1495,0.05507
1496,0.4556
1497,0.2913
1498,0.401
1499,0.3636
1500,0.1166
1501,0.6305
1502,0.1127
1503,0.292
1504,0.07397
1505,0.159
1506,0.378
1507,0.3051
1508,0.8447
1509,0.04282
1510,0.8044
1511,0.3374
1512,0.2322
1513,0.08081
1514,0.1662
1515,0.4144
1516,0.01679
1517,0.1799
1518,0.2264
1519,0.1151
1520,0.3949
1521,0.3146
1522,0.02387
1523,0.1381
1524,0.02533
1525,0.3473
1526,0.3009
1527,0.4434
1528,0.03364
1529,0.3692
1530,0.1233
1531,0.1162
1532,0.3407
1533,0.3871
1534,0.331
1535,0.2584
1536,0.2384
1537,0.06019
1538,0.08511
1539,0.2243
1540,0.1618
1541,0.3631
1542,0.05543
1543,0.289
1544,0.7568
1545,0.2258
1546,0.1169
1547,0.5357
1548,0.4142
1549,0.4197
1550,0.1749
1551,0.1724
1552,0.471
1553,0.5789
1554,0.0266
1555,0.8563
1556,0.2601
1557,0.1245
1558,0.1818
1559,0.361
1560,0.5061
1561,0.01082
1562,0.3739
1563,0.2357
1564,0.4533
1565,0.02049
1566,0.1129
1567,0.1564
1568,0.3669
1569,0.04759
1570,0.1431
1571,0.3776
1572,0.01677
1573,0.868
1574,0.2549
1575,0.2291
1576,0.09075
1577,0.03149
1578,0.2744
1579,0.1197
1580,0.1761
1581,0.147
1582,0.1827
1583,0.1037
1584,0.04711
1585,0.06289
1586,0.2601
1587,0.01269
1588,0.1862
1589,0.6826
1590,0.2458
1591,0.2838
1592,0.3554
1593,0.3092
1594,0.5748
1595,0.2074
1596,0.643
1597,0.2742
1598,0.01209
1599,0.2627
1600,0.1509
1601,0.602
1602,0.1033
1603,0.2042
1604,0.2646
1605,0.02289
1606,0.3658
1607,0.01757
1608,0.06817
1609,0.5575
1610,0.02223
1611,0.4882
1612,0.06701
1613,0.4833
1614,0.02958
1615,0.3985
1616,0.00855
1617,0.0523
1618,0.2849
1619,0.2922
1620,0.7149
1621,0.009157
1622,0.05756
1623,0.4695
1624,0.1431
1625,0.5133
1626,0.08926
1627,0.08428
1628,0.03902
1629,0.1161
1630,0.07206
1631,0.4213
1632,0.2429
1633,0.1956
1634,0.421
1635,0.1997
1636,0.4006
1637,0.1455
1638,0.02276
1639,0.07331
1640,0.3336
1641,0.1049
1642,0.6697
1643,0.174
1644,0.8604
1645,0.5432
1646,0.09629
1647,0.09232
1648,0.2567
1649,0.4481
1650,0.3383
1651,0.6218
1652,0.09549
1653,0.1313
1654,0.2047
1655,0.02113
1656,0.4196
1657,0.1088
1658,0.05622
1659,0.1673
1660,0.09195
1661,0.2457
1662,0.1683
1663,0.5396
1664,0.09149
1665,0.6573
1666,0.5327
1667,0.09463
1668,0.1636
1669,0.2757
1670,0.2609
1671,0.2518
1672,0.05671
1673,0.3123
1674,0.3736
1675,0.4255
1676,0.2855
1677,0.4438
1678,0.27
1679,0.619
1680,0.4344
1681,0.2593
1682,0.2291
1683,0.2605
1684,0.6174
1685,0.2175
1686,0.7176
1687,0.1349
1688,0.3522
1689,0.2546
1690,0.2898
1691,0.1303
1692,0.5836
1693,0.1526
1694,0.08849
1695,0.722
1696,0.473
1697,0.08631
1698,0.1427
1699,0.7595
1700,0.3205
1701,0.1722
1702,0.9007
1703,0.481
1704,0.1175
1705,0.4623
1706,0.5179
1707,0.3139
1708,0.002071
1709,0.138
1710,0.4935
1711,0.4969
1712,0.06019
1713,0.7855
1714,0.1013
1715,0.2762
1716,0.07849
1717,0.4338
1718,0.04626
1719,0.1771
1720,0.6325
1721,0.0796
1722,0.4727
1723,0.3742
1724,3.037e-05
1725,0.1939
1726,0.2303
1727,0.2054
1728,0.2149
1729,0.4228
1730,0.2847
1731,0.2823
1732,0.4191
1733,0.2246
1734,0.1549
1735,0.06529
1736,0.01317
1737,0.2563
1738,0.02421
1739,0.2419
1740,0.04321
1741,0.3044
1742,0.2884
1743,0.6535
1744,0.3525
1745,0.3669
1746,0.2991
1747,0.009333
1748,0.1668
1749,0.3318
1750,0.3519
1751,0.1398
1752,0.2073
1753,0.4167
1754,0.2678
1755,0.3383
1756,0.1402
1757,0.4965
1758,0.5676
1759,0.04788
1760,0.1982
1761,0.5454
1762,0.09526
1763,0.5276
1764,0.3941
1765,0.365
1766,0.001303
1767,0.4354
1768,0.3934
1769,0.05275
1770,0.7039
1771,0.2921
1772,0.3014
1773,0.627
1774,0.006683
1775,0.217
1776,0.2406
1777,0.02232
1778,0.4025
1779,0.02223
1780,0.554
1781,0.3209
1782,0.285
1783,0.2822
1784,0.0932
1785,0.1579
1786,0.2072
1787,0.6411
1788,0.2836
1789,0.207
1790,0.1101
1791,0.1419
1792,0.1208
1793,0.4388
1794,0.01892
1795,0.1372
1796,0.8251
1797,0.05824
1798,0.1489
1799,0.1616
1800,0.3625
1801,0.1299
1802,0.2107
1803,0.2716
1804,0.5514
1805,0.01156
1806,0.03425
1807,0.05371
1808,0.4733
1809,0.2415
1810,0.2768
1811,0.3543
1812,0.5204
1813,0.4784
1814,0.07371
1815,0.2101
1816,0.2798
1817,0.6906
1818,0.4702
1819,0.06947
1820,0.3484
1821,0.4576
1822,0.1179
1823,0.4536
1824,0.3242
1825,0.1487
1826,0.5784
1827,0.171
1828,0.1073
1829,0.02046
1830,0.3784
1831,0.073
1832,0.2698
1833,0.2991
1834,0.2726
1835,0.00705
1836,0.5881
1837,0.3568
1838,0.9875
1839,0.4725
1840,0.04836
1841,0.19
1842,0.2449
1843,0.2126
1844,0.3561
1845,0.3273
1846,0.2896
1847,0.4723
1848,0.3853
1849,0.4089
1850,0.01722
1851,0.3511
1852,0.4737
1853,0.3157
1854,0.07383
1855,0.3545
1856,0.2976
1857,0.338
1858,0.1208
1859,0.3272
1860,0.2602
1861,0.5155
1862,0.1785
1863,0.6075
1864,0.04187
1865,0.01887
1866,0.3164
1867,0.4695
1868,0.3961
1869,0.09649
1870,0.7533
1871,0.4191
1872,0.5767
1873,0.6916
1874,0.08006
1875,0.2431
1876,0.4039
1877,0.5532
1878,0.3903
1879,0.4079
1880,0.3011
1881,0.257
1882,0.004911
1883,0.464
1884,0.01913
1885,0.1381
1886,0.5009
1887,0.2692
1888,0.2804
1889,0.3094
1890,0.2447
1891,0.1982
