MDTU,S_F
1,1.00078
2,1.00268
3,0.996884
4,1.0022
5,0.993839
6,1.0027
7,0.998968
8,0.996009
9,1.00315
10,1.0009
11,1.00245
12,1.0005
13,0.991898
14,0.996832
15,1.00311
16,1.00166
17,1.00309
18,0.997709
19,0.999747
20,1.00252
21,0.998943
22,0.998283
23,1.00054
24,1.00446
25,0.99825
26,1.00152
27,1.00218
28,0.994416
29,1.00358
30,1.00069
31,0.998937
32,1.0014
33,0.995526
34,0.999587
35,0.996279
36,0.999483
37,0.997987
38,1.00481
39,0.999775
40,1.00049
41,0.995926
42,1.0047
43,0.995432
44,0.998412
45,0.998329
46,0.99119
47,0.997
48,1.00466
49,1.00463
50,0.998695
51,1.00251
52,1.00046
53,0.998849
54,0.993494
55,1.00058
56,1.00131
57,0.995144
58,1.00152
59,1.00109
60,0.997763
61,1.01008
62,1.00124
63,1.00536
64,1.00104
65,0.994482
66,1.00138
67,1.00164
68,1.00624
69,1.00192
70,0.996687
71,0.995295
72,1.00686
73,0.999258
74,1.00245
75,1.00229
76,1.0025
77,1.00244
78,0.999559
79,1.00493
80,1.00541
81,0.995679
82,0.996894
83,0.999264
84,0.995242
85,0.99952
86,1.00992
87,0.9955
88,0.999126
89,0.994328
90,1.00273
91,1.00797
92,1.00225
93,0.997208
94,1.00293
95,0.995289
96,0.996588
97,1.00234
98,0.999298
99,0.993536
100,1.00159
101,1.00455
102,1.00266
103,0.999837
104,1.00469
105,0.997877
106,1.00196
107,1.00505
108,1.00042
109,0.998374
110,1.00258
111,1.00766
112,0.995987
113,1.00228
114,0.994201
115,0.996557
116,0.999326
117,1.00339
118,0.999925
119,1.00179
120,0.997071
121,0.999383
122,1.00216
123,0.993979
124,1.00302
125,1.00231
126,0.996486
127,1.00044
128,1.00683
129,1.00398
130,1.00733
131,0.999738
132,1.00212
133,1.00014
134,1.00033
135,0.99928
136,0.995762
137,1.00184
138,0.999044
139,1.00398
140,0.997
141,0.992899
142,0.996305
143,0.999937
144,1.001
145,1.00341
146,0.988146
147,0.99481
148,0.998429
149,0.996721
150,1.00103
151,0.995226
152,1.00666
153,1.00397
154,1.00407
155,1.00542
156,1.00325
157,0.995978
158,1.00048
159,0.999594
160,1.00508
161,1.00491
162,0.997782
163,0.995701
164,0.999621
165,0.998011
166,0.995782
167,1.00028
168,1.00136
169,1.00151
170,0.995363
171,0.999787
172,1.00336
173,0.995251
174,0.999399
175,1.00542
176,0.998665
177,0.99941
178,0.994247
179,1.00172
180,0.995209
181,1.00247
182,1.00474
183,0.99826
184,1.00502
185,1.00996
186,0.996447
187,1.00224
188,1.00677
189,0.997811
190,0.99164
191,1.00496
192,1.00016
193,1.00512
194,0.999126
195,0.997065
196,1.00492
197,0.995531
198,1.00516
199,0.994546
200,1.00214
201,0.992107
202,1.00074
203,1.00679
204,0.999746
205,0.999169
206,1.00527
207,0.998931
208,1.00136
209,1.00059
210,0.999729
211,0.999111
212,0.999725
213,0.998912
214,1.00044
215,1.0049
216,1.00019
217,0.994357
218,1.001
219,0.997882
220,0.996084
221,1.00254
222,1.00458
223,0.995974
224,0.997057
225,0.995413
226,0.997717
227,0.998967
228,1.00109
229,1.00176
230,0.994745
231,1.00282
232,0.997533
233,1.00167
234,0.996994
235,1.00021
236,1.00543
237,1.00504
238,1.0001
239,0.998124
240,1.00299
241,1.00637
242,1.00158
243,0.998764
244,1.00563
245,1.00112
246,0.996805
247,0.994556
248,1.00038
249,1.00141
250,1.00001
251,0.994491
252,1.00265
253,0.998416
254,0.999511
255,1.00741
256,1.00042
257,1.00279
258,1.0073
259,1.00187
260,0.999343
261,1.00074
262,0.997505
263,1.00034
264,1.00376
265,0.996519
266,1.00048
267,1.00158
268,1.00295
269,0.999495
270,0.997642
271,1.00161
272,1.00388
273,1.00161
274,0.998029
275,0.998308
276,1.00503
277,0.995389
278,0.99772
279,0.995895
280,0.998876
281,1.00185
282,1.00098
283,1.00126
284,0.999502
285,0.998867
286,0.996696
287,0.998662
288,1.00813
289,1.00443
290,1.00276
291,1.00199
292,0.998354
293,0.999881
294,0.996931
295,1.0034
296,0.992973
297,0.999641
298,1.00122
299,1.00195
300,1.00114
301,1.00271
302,0.99946
303,0.999586
304,0.997365
305,1.00199
306,0.994538
307,0.997697
308,0.998549
309,1.00341
310,0.998639
311,0.999683
312,0.994412
313,1.00311
314,0.998415
315,0.998205
316,1.00481
317,0.999258
318,0.999741
319,0.996344
320,0.998311
321,1.0018
322,1.00488
323,0.996665
324,1.00379
325,0.99258
326,1.00126
327,1.00158
328,1.00051
329,1.00153
330,0.998058
331,0.993501
332,0.997685
333,0.99668
334,1.00244
335,0.997982
336,1.00177
337,0.991931
338,0.999272
339,1.00117
340,0.99821
341,1.00017
342,1.00396
343,0.987365
344,1.00475
345,0.998133
346,1.00433
347,1.00031
348,1.00387
349,0.998448
350,1.00067
351,0.999538
352,1.00563
353,0.997524
354,0.992845
355,0.996246
356,0.999793
357,0.998771
358,0.994906
359,0.998057
360,0.994675
361,0.997411
362,0.996242
363,1.00484
364,1.00496
365,1.00147
366,1.00497
367,0.994978
368,1.00505
369,1.00096
370,1.00683
371,1.00218
372,1.0031
373,1.00696
374,0.997105
375,1.00353
376,1.00373
377,0.996369
378,0.997204
379,1.00014
380,0.994531
381,1.00168
382,0.997476
383,1.0004
384,1.007
385,1.0011
386,0.999127
387,1.00123
388,0.997252
389,0.99973
390,1.00018
391,0.997282
392,1.00147
393,0.9968
394,1.00091
395,0.999888
396,1.00631
397,0.999548
398,0.991398
399,0.992026
400,1.00367
401,1.00055
402,1.00501
403,1.00056
404,1.00526
405,1.00243
406,1.00376
407,0.999486
408,1.00251
409,0.999826
410,1.00126
411,1.00255
412,0.998916
413,0.994364
414,0.996034
415,0.995294
416,0.997275
417,0.996459
418,0.994927
419,0.995564
420,1.00406
421,0.995511
422,0.99768
423,0.997579
424,1.00065
425,0.997078
426,0.992775
427,0.994094
428,0.99885
429,0.999227
430,0.997689
431,1.00152
432,1.00981
433,1.00895
434,1.00463
435,0.997976
436,1.00097
437,1.00592
438,0.996644
439,0.999173
440,1.0052
441,1.00303
442,1.0037
443,0.998409
444,0.999187
445,1.00061
446,0.996657
447,0.997698
448,0.998128
449,1.00026
450,1.00151
451,0.993063
452,1.0059
453,0.991656
454,0.998245
455,1.00363
456,0.999677
457,0.997777
458,0.994535
459,0.998655
460,1.00313
461,0.997991
462,0.998001
463,1.00257
464,1.00284
465,0.996931
466,0.998342
467,0.999573
468,1.003
469,0.997326
470,0.997124
471,0.999872
472,1.00004
473,1.00143
474,0.996684
475,0.997657
476,0.994594
477,0.997629
478,1.00082
479,0.996235
480,1.00857
481,1.00438
482,0.9981
483,1.00611
484,1.00042
485,1.00063
486,0.995794
487,0.997511
488,1.00176
489,0.995684
490,1.00193
491,1.00196
492,0.996065
493,1.00247
494,1.00006
495,0.999541
496,1.00592
497,0.993191
498,1.0002
499,1.00395
500,0.996741
501,0.99647
502,0.997029
503,1.00127
504,1.00889
505,0.998033
506,0.998899
507,1.00119
508,1.00061
509,0.991986
510,0.999955
511,1.00046
512,0.996346
513,0.997458
514,0.998894
515,1.00036
516,0.999592
517,1.00573
518,1.00076
519,0.997206
520,0.998991
521,0.998078
522,0.998764
523,1.00168
524,1.00156
525,0.997052
526,0.999554
527,0.999687
528,1.00366
529,1.00412
530,1.00074
531,1.00164
532,0.999044
533,0.997796
534,0.997597
535,0.99594
536,1.00063
537,1.00014
538,1.00367
539,1.00348
540,0.996662
541,0.99961
542,1.0047
543,1.00047
544,0.998097
545,0.999483
546,0.996592
547,0.997554
548,0.994117
549,1.00844
550,1.01142
551,0.998581
552,0.997904
553,0.996181
554,0.999726
555,1.0025
556,1.00056
557,0.996371
558,1.00026
559,0.999044
560,1.00621
561,1.0039
562,0.995889
563,0.998938
564,0.996858
565,1.00772
566,1.00324
567,0.99887
568,0.994186
569,1.00022
570,1.00132
571,0.998814
572,1.0055
573,1.00217
574,0.998229
575,0.999008
576,0.998918
577,0.996291
578,1.00216
579,1.0005
580,1.00456
581,1.00072
582,1.00091
583,0.998733
584,0.999799
585,0.998308
586,0.995125
587,0.996201
588,0.996402
589,1.00481
590,1.00022
591,1.00164
592,1.00024
593,0.999063
594,1.003
595,0.994377
596,0.993671
597,0.996849
598,1.00643
599,0.997764
600,1.00572
601,0.998478
602,1.00059
603,0.99834
604,0.998626
605,0.998127
606,0.995771
607,1.0025
608,0.998949
609,0.996607
610,1.00433
611,1.00474
612,1.00368
613,0.995008
614,1.00542
615,1.00334
616,0.996788
617,1.00127
618,0.999795
619,1.00019
620,0.993333
621,1.00032
622,1.00338
623,0.997825
624,0.99321
625,1.00394
626,1.00233
627,1.00228
628,1.00206
629,0.999319
630,0.999702
631,1.0028
632,0.997018
633,0.998928
634,1.00102
635,0.997564
636,1.00384
637,0.996859
638,1.00099
639,1.00006
640,1.00199
