ReTr(L),ImTr(L)
-0.140082,1.16393
-0.274432,1.14892
-0.242931,1.151
-0.336167,1.20982
-0.336167,1.20982
-0.3378,1.14427
-0.473895,1.12544
-0.50309,1.10548
-0.49128,1.06475
-0.54239,1.02836
-0.475769,1.03388
-0.502358,1.10353
-0.463993,1.07454
-0.388329,1.14967
-0.402619,1.21413
-0.479498,1.16651
-0.309837,1.2717
-0.308745,1.22116
-0.376696,1.18046
-0.508142,1.15347
-0.552313,1.17969
-0.56402,1.08717
-0.410806,1.17722
-0.296193,1.21591
-0.135672,1.22606
0.0657591,1.21437
0.168463,1.24494
0.0650609,1.32383
0.0509851,1.2175
0.0263324,1.24626
0.117422,1.2149
0.335288,1.0587
0.440018,1.08627
0.518998,0.991274
0.496711,1.09841
0.496711,1.09841
0.455951,1.19954
0.376883,1.11208
0.426926,1.19259
0.354111,1.16768
0.504896,1.16161
0.470145,1.06803
0.505034,1.10392
0.604447,1.06697
0.673938,1.04
0.733607,0.989712
0.676054,1.11142
0.63319,1.02153
0.670082,0.967586
0.534713,1.11047
0.665392,1.00999
0.467332,1.13911
0.540979,1.10628
0.619489,1.04158
0.619489,1.04158
0.496628,1.07387
0.359462,1.13993
0.36292,1.08868
0.366617,1.13733
0.501177,1.08253
0.528826,1.08199
0.605729,1.0713
0.38041,1.20719
0.519921,1.12473
0.371546,1.1388
0.499968,1.08796
0.732088,1.02016
0.718934,0.953486
0.814975,0.901551
0.810198,0.892495
0.809877,0.958367
0.808082,0.878276
0.808082,0.878276
0.689743,1.03259
0.664102,1.04481
0.664102,1.04481
0.647709,1.02495
0.745402,0.953222
0.745402,0.953222
0.745402,0.953222
0.73351,0.923201
0.73351,0.923201
0.788593,0.926204
0.831016,0.846187
0.80196,1.03436
0.767942,0.996511
0.617579,1.07807
0.617579,1.07807
0.617579,1.07807
0.751061,0.916612
0.738733,0.972088
0.621612,1.00278
0.497603,1.07261
0.594478,1.03357
0.480453,1.12746
0.465905,1.12209
0.450329,1.18404
0.421499,1.11822
0.421499,1.11822
0.396593,1.13493
0.369708,1.10676
0.353994,1.16404
0.48975,1.12277
0.468604,1.14051
0.468604,1.14051
0.490389,1.07888
0.601304,1.06107
0.679939,0.987296
0.679939,0.987296
0.666831,0.980183
0.720071,0.843632
0.66572,0.970642
0.66572,0.970642
0.735281,0.905648
0.708176,0.846309
0.720773,0.930693
0.629246,0.918955
0.517243,0.978186
0.473136,1.04588
0.655486,1.01091
0.544965,1.05655
0.544965,1.05655
0.501058,1.1396
0.607646,1.07333
0.609632,0.981756
