MDTU,0,2,4,6,8,10
10,0.049299,0.0495533,0.0512451,0.0514723,0.0522782,0.0523806
20,0.0521499,0.0523361,0.0537412,0.0538102,0.054943,0.0551396
30,0.0500103,0.0500394,0.0509742,0.0512294,0.0516711,0.0518428
40,0.0518075,0.0519596,0.0520944,0.0523325,0.0533154,0.0536602
50,0.0532756,0.0534173,0.0540426,0.0542107,0.0547099,0.0550503
60,0.0538819,0.0539627,0.055308,0.0555174,0.0563494,0.0565465
70,0.0503045,0.0506287,0.0527898,0.0528314,0.0532036,0.053465
80,0.0502271,0.0502606,0.0514636,0.0515937,0.0530315,0.0533834
90,0.0550542,0.0550597,0.0560867,0.0563112,0.0571141,0.0574686
100,0.0525202,0.0525392,0.0534723,0.0535245,0.0548388,0.0553049
110,0.0505582,0.0506826,0.0529638,0.0529839,0.0537836,0.0541363
120,0.051813,0.0520742,0.05359,0.0537721,0.0544671,0.0546358
130,0.0529194,0.0530786,0.0540833,0.0544834,0.0551434,0.0554043
140,0.0496127,0.0498271,0.0516042,0.0518616,0.0532862,0.0533928
150,0.0511204,0.0512989,0.0532855,0.0536621,0.0544343,0.054506
160,0.0518102,0.0519587,0.0527742,0.0528857,0.0538803,0.0540855
170,0.0500882,0.0501884,0.0524421,0.052667,0.0537208,0.0537771
180,0.0494243,0.0496591,0.051492,0.0515005,0.052851,0.0533125
190,0.0509163,0.0510117,0.0524219,0.0528337,0.0530491,0.0533116
200,0.0538778,0.0539815,0.054599,0.0546752,0.0554977,0.0558679
210,0.0492483,0.0493323,0.0534389,0.053576,0.0537339,0.0539973
220,0.0517312,0.0518142,0.0530185,0.0533753,0.0539864,0.05407
230,0.0530255,0.0532651,0.0547004,0.0550752,0.0556708,0.0558161
240,0.0509735,0.0512617,0.0531471,0.0532292,0.0540622,0.0543253
250,0.0486947,0.0487756,0.0505666,0.0508618,0.0513118,0.0514116
260,0.0483021,0.0485623,0.0502666,0.0502958,0.0523506,0.0526614
270,0.0508289,0.0510327,0.0531058,0.053147,0.0538377,0.0541972
280,0.049469,0.0495241,0.0516024,0.05161,0.0528257,0.0529014
290,0.0516491,0.0522001,0.0529322,0.0530406,0.053927,0.0543427
300,0.0544116,0.0544854,0.0554416,0.055548,0.0559108,0.0559918
310,0.0511108,0.0515787,0.0524876,0.0524957,0.055217,0.055451
320,0.0541652,0.0542135,0.0552018,0.0553149,0.0566473,0.0566634
330,0.0559968,0.0560728,0.0566382,0.0566701,0.0570416,0.0570693
340,0.0545276,0.0546501,0.0559005,0.0561,0.0563516,0.0566388
350,0.0516672,0.0517165,0.0531255,0.0534497,0.0541472,0.0548025
360,0.050073,0.0501311,0.0514715,0.0515731,0.0521978,0.0523158
370,0.0520554,0.052183,0.055044,0.055174,0.0552762,0.0554599
380,0.0545117,0.0546076,0.0565664,0.0565923,0.0567289,0.0568279
390,0.0505221,0.0505475,0.0517578,0.052007,0.0528422,0.0529317
400,0.0518799,0.0520896,0.0529386,0.0532494,0.054071,0.0542893
410,0.0498121,0.0498406,0.0520371,0.052293,0.0526832,0.0527853
420,0.0510622,0.0511968,0.0530253,0.0531232,0.0544275,0.0546513
430,0.0514459,0.0515011,0.0530644,0.0531979,0.0537805,0.0540377
440,0.0540191,0.0540287,0.0546577,0.0547691,0.0563898,0.0565783
450,0.0507274,0.0508415,0.0521378,0.0522132,0.0525448,0.0526433
460,0.0549242,0.0552523,0.0558265,0.0562839,0.0568259,0.0570315
470,0.0502875,0.0503121,0.0526268,0.0527536,0.0536402,0.0537335
480,0.0537829,0.0541757,0.0547884,0.055252,0.0562272,0.0563865
490,0.0470657,0.0470928,0.0489841,0.0491075,0.0500685,0.0502964
500,0.0518408,0.0519287,0.0527415,0.0527618,0.0532404,0.0533563
510,0.0535566,0.0536234,0.0547495,0.0549366,0.0561632,0.0562038
520,0.0515595,0.0517406,0.0526357,0.0527452,0.0537049,0.0541542
530,0.0534103,0.0534747,0.0544915,0.0546802,0.0561855,0.056402
540,0.0529427,0.0531914,0.0545074,0.0546244,0.0547217,0.0550455
550,0.0516806,0.051906,0.0527267,0.0530111,0.0539734,0.0539846
560,0.0518203,0.0518889,0.0525385,0.0528213,0.0540026,0.0541849
570,0.054985,0.0551358,0.0567798,0.057134,0.0585428,0.0590917
580,0.0472169,0.0473611,0.0502986,0.0503239,0.0521539,0.0522386
590,0.0505409,0.0506915,0.0540975,0.054393,0.0544306,0.0544633
600,0.0522944,0.0523398,0.0551135,0.0551307,0.0555935,0.0561555
610,0.052322,0.0525851,0.053249,0.0533412,0.0546866,0.0551015
620,0.0527369,0.0529342,0.0547965,0.0549248,0.0552491,0.0553551
630,0.0521745,0.0524003,0.0525654,0.0530572,0.0535603,0.0535935
640,0.0501724,0.0503951,0.0521677,0.0524209,0.0532733,0.0535349
650,0.0490893,0.0491871,0.0518926,0.0521428,0.0536171,0.0537367
660,0.0504924,0.0505012,0.0540464,0.0541261,0.0550802,0.0551237
670,0.0552893,0.0554571,0.0558259,0.0561111,0.057504,0.0579967
680,0.0528462,0.0528873,0.0536738,0.0537936,0.0551123,0.0555621
690,0.0550781,0.0552353,0.0563239,0.0564806,0.0571768,0.0574092
700,0.0534745,0.0538395,0.0548625,0.0551509,0.0551678,0.0553094
710,0.0500511,0.0501786,0.0514882,0.0515534,0.0516717,0.0517961
720,0.0518706,0.0518925,0.0530684,0.0530801,0.0550388,0.0552845
730,0.0495881,0.0496663,0.051267,0.0515843,0.0522231,0.052288
740,0.0512199,0.0514838,0.0532824,0.0536248,0.054924,0.0550324
750,0.0542899,0.0544349,0.0555404,0.0557823,0.056306,0.0564448
760,0.0525078,0.0525205,0.0532739,0.0532858,0.0540866,0.0544188
770,0.0521022,0.0521202,0.0539387,0.0540917,0.0544481,0.0545538
780,0.0510532,0.0512109,0.054492,0.0549436,0.0551593,0.0552694
790,0.0508493,0.0510472,0.0519514,0.0521235,0.0540176,0.0542477
800,0.053374,0.0534036,0.0547824,0.0549672,0.0553504,0.0554036
810,0.0526704,0.0530546,0.0539828,0.0540655,0.0546034,0.0548109
820,0.0492134,0.0492387,0.0512142,0.0514187,0.0528998,0.0530344
830,0.0528143,0.0530209,0.054226,0.0545062,0.0551802,0.0553272
840,0.052056,0.0521486,0.0533998,0.0536971,0.0541334,0.0542154
850,0.0518325,0.0520805,0.0526154,0.0532238,0.0541155,0.0544831
860,0.0493044,0.0494203,0.0505213,0.0506824,0.0519141,0.0522103
870,0.0513223,0.0513421,0.0529184,0.0530286,0.0537971,0.0542395
880,0.0538017,0.054001,0.0551958,0.0553226,0.0553992,0.0561285
890,0.052165,0.0525535,0.0533269,0.0534722,0.0542865,0.0547124
900,0.0497524,0.0499093,0.0509617,0.051179,0.0516138,0.051992
910,0.0515462,0.0518328,0.0525735,0.0526775,0.0540644,0.0541691
920,0.0538689,0.0540773,0.0547426,0.0548931,0.0558557,0.0562894
930,0.0516269,0.0519748,0.0537975,0.0538405,0.0548894,0.0550591
940,0.0515745,0.0516949,0.0526443,0.0529621,0.0542616,0.0543807
950,0.0513676,0.0518034,0.0519549,0.0521953,0.0534888,0.0537884
960,0.0505776,0.0509344,0.0524318,0.0524787,0.0534321,0.0535414
970,0.0537027,0.0538638,0.0555836,0.0557208,0.0558997,0.0565252
980,0.0519109,0.051975,0.052748,0.0529446,0.0544347,0.0546113
990,0.0549905,0.0550104,0.0562136,0.0562583,0.0573266,0.0574376
1000,0.0521289,0.0521412,0.0531878,0.0532645,0.0539815,0.0544786
1010,0.0495844,0.0497097,0.0509957,0.0513776,0.052513,0.0526601
1020,0.0511025,0.0516944,0.0533275,0.0537834,0.055249,0.0555341
1030,0.0518908,0.0523697,0.052394,0.0526372,0.0533885,0.0536568
1040,0.052421,0.0525078,0.0532733,0.053422,0.0541157,0.054203
1050,0.0558875,0.0562389,0.0567933,0.0568257,0.0572686,0.0577115
1060,0.0511797,0.0513955,0.0531559,0.0532195,0.0539877,0.0540279
1070,0.0495812,0.0495968,0.0510753,0.0515275,0.0528263,0.0532929
1080,0.0519828,0.0523019,0.0535923,0.0538078,0.054504,0.0546567
1090,0.0514198,0.0517336,0.0528614,0.0528752,0.0534647,0.0538367
1100,0.0501687,0.050231,0.0533512,0.0534216,0.0540397,0.0542611
1110,0.0525178,0.0526304,0.0533266,0.0533535,0.0547785,0.0548025
1120,0.0539021,0.0539667,0.055286,0.0554365,0.0556097,0.0557685
1130,0.0547055,0.0547934,0.0562325,0.0564773,0.0568213,0.0568977
1140,0.055338,0.0553467,0.0564091,0.0564482,0.0568959,0.0574973
1150,0.0499954,0.0500553,0.0522274,0.0522941,0.052469,0.0526374
1160,0.0499429,0.0499973,0.0525084,0.0525693,0.0533756,0.0534658
1170,0.0526206,0.0529731,0.0545047,0.0545962,0.0561228,0.0563914
1180,0.0525181,0.0525663,0.0536441,0.0539199,0.0545484,0.0546987
1190,0.053028,0.0531633,0.0556016,0.0557825,0.0564698,0.0567478
1200,0.054182,0.0542503,0.0549191,0.0551385,0.0559082,0.056236
1210,0.052353,0.0524022,0.0538363,0.0542114,0.0547295,0.0551201
1220,0.0522617,0.0523262,0.0532981,0.0535234,0.0539663,0.0542536
1230,0.0497607,0.0500213,0.0531186,0.0533177,0.0545897,0.0548358
1240,0.0526364,0.0532593,0.0543705,0.0545241,0.0560245,0.0564152
1250,0.0526804,0.0532147,0.0534717,0.0540135,0.0556925,0.0560624
1260,0.049794,0.0500773,0.0530658,0.053078,0.054021,0.0540998
1270,0.0490945,0.0492425,0.0508945,0.0511794,0.0518584,0.0521848
1280,0.0559529,0.0561525,0.0573977,0.0574091,0.0580011,0.0580335
1290,0.0530695,0.0530952,0.0547437,0.0549382,0.0559156,0.0562204
1300,0.0523565,0.0528142,0.0539854,0.0541201,0.0548228,0.054931
1310,0.04897,0.0490547,0.0528539,0.0531092,0.053157,0.0533042
1320,0.0508587,0.0511392,0.0516792,0.0519092,0.0534917,0.053921
1330,0.0544721,0.0545851,0.0561299,0.0564489,0.0567689,0.0570289
1340,0.0500624,0.0501077,0.0516014,0.0516366,0.0529511,0.0529872
1350,0.0508799,0.0510028,0.0527239,0.053229,0.0545341,0.0548129
1360,0.0509354,0.0511628,0.0532614,0.0533592,0.0538557,0.0542768
1370,0.0516682,0.0517083,0.0527421,0.0527926,0.0538981,0.0540204
1380,0.0514029,0.0515355,0.0532698,0.0533785,0.0545403,0.0548457
1390,0.0522284,0.0523247,0.0531022,0.0536411,0.0549179,0.0550037
1400,0.0549551,0.0553698,0.0561184,0.0562321,0.0567607,0.0567742
1410,0.0530721,0.0534386,0.0545753,0.0548025,0.0549463,0.0553367
1420,0.0531252,0.0531724,0.0541679,0.0544119,0.0548672,0.0549574
1430,0.0522106,0.0522782,0.0533469,0.05354,0.0547189,0.0548169
1440,0.0537639,0.0539842,0.0565003,0.0565151,0.0566725,0.0569883
1450,0.0509014,0.0509331,0.0528224,0.0529203,0.0531847,0.0531972
1460,0.0519997,0.0521264,0.0542477,0.0543893,0.0549793,0.0550945
1470,0.0516587,0.0517949,0.0544994,0.0547366,0.0549826,0.055363
1480,0.051819,0.0519872,0.0537406,0.0539,0.0543242,0.0544268
1490,0.0487425,0.0487524,0.0515535,0.0517462,0.0524331,0.0526022
1500,0.0508408,0.0510264,0.051818,0.0519326,0.0531222,0.0531343
1510,0.0509065,0.0513268,0.0528768,0.0530923,0.0536465,0.053986
1520,0.0520549,0.0522615,0.0536762,0.0538401,0.0544952,0.0547366
1530,0.051173,0.0513614,0.0526187,0.0526637,0.0529569,0.0532432
