MDTU,min_ave,max_ave
1,-2.08315,-0.42701
2,-2.09164,-0.439173
3,-2.14697,-0.455069
4,-2.02683,-0.456803
5,-2.02683,-0.456803
6,-2.19602,-0.46569
7,-2.12361,-0.465102
8,-1.97829,-0.480084
9,-2.04482,-0.474515
10,-2.16343,-0.481025
11,-2.16343,-0.481025
12,-2.03645,-0.478554
13,-2.17625,-0.491805
14,-2.09435,-0.498008
15,-2.11835,-0.502616
16,-2.21814,-0.496686
17,-2.12886,-0.489756
18,-2.11069,-0.501824
19,-2.06923,-0.488837
20,-2.13433,-0.49624
21,-2.14653,-0.49623
22,-2.07994,-0.503748
23,-2.17918,-0.491986
24,-2.15782,-0.494824
25,-2.08524,-0.503075
26,-2.13751,-0.500685
27,-2.18513,-0.502788
28,-2.13025,-0.49978
29,-2.13578,-0.500581
30,-2.16455,-0.504026
31,-2.05515,-0.500965
32,-2.21022,-0.496793
33,-2.09092,-0.504848
34,-2.07776,-0.502201
35,-2.14852,-0.500676
36,-2.16293,-0.498791
37,-2.12185,-0.499059
38,-2.11646,-0.495012
39,-2.09281,-0.496998
40,-2.19034,-0.494271
41,-2.07793,-0.498727
42,-2.11488,-0.494801
43,-2.16221,-0.506084
44,-2.15777,-0.496557
45,-2.04459,-0.499606
46,-2.12638,-0.495894
47,-2.14105,-0.495198
48,-2.18189,-0.492267
49,-2.19177,-0.500107
50,-1.993,-0.495184
51,-2.08671,-0.486089
52,-2.08755,-0.502694
53,-2.20128,-0.500146
54,-2.07517,-0.503107
55,-2.14689,-0.484711
56,-2.17267,-0.492271
57,-2.13211,-0.504752
58,-2.01382,-0.503062
59,-2.12213,-0.499793
60,-2.08567,-0.490472
61,-2.03753,-0.498879
62,-2.13353,-0.497092
63,-2.14405,-0.504679
64,-2.10061,-0.499353
65,-2.21567,-0.497575
66,-2.2008,-0.505476
67,-2.179,-0.499001
68,-2.1671,-0.50052
69,-2.07031,-0.509559
70,-2.1808,-0.510307
71,-2.12478,-0.509195
72,-2.04395,-0.497065
73,-2.13545,-0.495144
74,-2.06727,-0.507957
75,-2.08762,-0.496771
76,-2.11603,-0.488924
77,-2.1167,-0.500401
78,-2.10631,-0.487656
79,-2.19512,-0.494736
80,-2.15601,-0.494443
81,-2.07859,-0.505195
82,-2.18189,-0.493313
83,-2.14847,-0.513969
84,-2.1293,-0.501121
85,-2.09566,-0.498479
86,-2.14285,-0.49456
87,-2.1102,-0.508219
88,-2.15337,-0.499876
89,-2.09474,-0.497145
90,-2.06873,-0.4991
91,-2.09406,-0.50249
92,-2.06709,-0.503588
93,-2.18499,-0.4944
94,-2.11445,-0.503781
95,-2.09843,-0.515926
96,-2.21914,-0.50686
97,-2.20967,-0.49614
98,-2.16334,-0.499243
99,-2.12958,-0.50563
100,-2.21454,-0.506746
101,-2.05566,-0.496773
102,-2.10986,-0.491045
103,-2.14991,-0.49455
104,-2.08461,-0.495285
105,-2.04954,-0.503018
106,-2.12362,-0.503253
107,-2.05601,-0.493628
108,-2.20794,-0.500707
109,-2.1924,-0.494556
110,-2.11524,-0.517009
111,-2.04063,-0.507584
112,-2.21795,-0.511109
113,-2.1566,-0.503593
114,-2.08356,-0.500896
115,-2.15988,-0.517065
116,-2.11662,-0.497324
117,-2.12227,-0.500984
118,-2.20489,-0.498781
119,-2.16714,-0.492561
120,-2.14914,-0.496077
121,-2.19836,-0.493557
122,-2.17867,-0.50149
123,-2.15947,-0.505599
124,-2.13076,-0.50267
125,-2.09361,-0.501724
126,-2.11358,-0.499272
127,-2.16446,-0.494345
128,-2.07242,-0.496075
129,-2.12004,-0.495232
130,-2.13053,-0.492024
131,-2.17,-0.49312
132,-2.13108,-0.498999
133,-2.14195,-0.499338
134,-2.23462,-0.507542
135,-2.1753,-0.504873
136,-2.06279,-0.504525
137,-2.20804,-0.509952
138,-2.08989,-0.494804
139,-2.20145,-0.504899
140,-2.15107,-0.509047
141,-2.10831,-0.503142
142,-2.19519,-0.502774
