MDTU,min_min,min_max,max_min,max_max5
1,-7.72089,0.654584,-1.73902,0.797705
2,-8.22225,0.535422,-1.70377,0.691154
3,-7.26854,0.503096,-1.63672,0.670295
4,-6.34022,0.471232,-1.62436,0.633744
5,-6.34022,0.471232,-1.62436,0.633744
6,-8.44268,0.455393,-1.68244,0.61576
7,-7.27326,0.421619,-1.59862,0.606837
8,-6.10652,0.415549,-1.63818,0.586732
9,-5.97479,0.409171,-1.66463,0.584713
10,-6.64918,0.403065,-1.61551,0.580581
11,-6.64918,0.403065,-1.61551,0.580581
12,-7.12838,0.385274,-1.64174,0.564141
13,-6.51308,0.386576,-1.60772,0.575601
14,-6.35601,0.383994,-1.63228,0.563705
15,-8.95336,0.388593,-1.62469,0.569995
16,-6.86186,0.370272,-1.67486,0.572209
17,-6.76555,0.37977,-1.6242,0.565014
18,-6.87758,0.37248,-1.66552,0.558394
19,-7.05713,0.378832,-1.60575,0.563947
20,-6.75887,0.379759,-1.63962,0.556822
21,-6.58037,0.359274,-1.63096,0.551598
22,-6.53352,0.361823,-1.64221,0.562441
23,-7.43055,0.361852,-1.62566,0.566576
24,-7.22557,0.381633,-1.64859,0.56717
25,-6.54456,0.355828,-1.65537,0.5463
26,-7.1141,0.368319,-1.64152,0.551258
27,-7.05081,0.357876,-1.65373,0.543301
28,-6.70813,0.358814,-1.65172,0.561159
29,-7.0185,0.353748,-1.64354,0.543322
30,-6.61058,0.361047,-1.60879,0.545549
31,-6.45737,0.353778,-1.63634,0.541249
32,-6.91216,0.358083,-1.66129,0.557354
33,-7.2318,0.364547,-1.6533,0.549961
34,-7.10308,0.34604,-1.66744,0.558821
35,-7.53984,0.36179,-1.61603,0.553166
36,-6.7612,0.354584,-1.61385,0.54172
37,-8.6984,0.365442,-1.64619,0.553743
38,-7.31936,0.378844,-1.61997,0.554376
39,-6.47267,0.362949,-1.60476,0.557001
40,-7.23415,0.375372,-1.64534,0.5583
41,-7.69184,0.360781,-1.645,0.548747
42,-7.16205,0.370094,-1.63126,0.563693
43,-7.27757,0.387801,-1.64212,0.556901
44,-6.65093,0.370864,-1.61724,0.560238
45,-7.38935,0.368454,-1.61423,0.556961
46,-7.65608,0.362545,-1.58903,0.557277
47,-7.30146,0.371452,-1.63178,0.566131
48,-7.32551,0.370148,-1.64311,0.563218
49,-8.70554,0.365218,-1.67447,0.562643
50,-6.97102,0.382676,-1.65129,0.558621
51,-9.67378,0.377621,-1.59214,0.571776
52,-6.96776,0.371744,-1.63079,0.560191
53,-6.47958,0.370599,-1.64093,0.56061
54,-7.5828,0.368601,-1.61437,0.545205
55,-7.28218,0.367758,-1.62377,0.557818
56,-6.97399,0.376542,-1.66056,0.568939
57,-6.12267,0.365308,-1.64167,0.554512
58,-6.47239,0.36318,-1.63411,0.558866
59,-7.21269,0.36778,-1.66004,0.560549
60,-7.00216,0.363613,-1.62119,0.562138
61,-7.33578,0.374187,-1.65017,0.559036
62,-6.53645,0.374525,-1.64059,0.553766
63,-7.74099,0.394251,-1.62614,0.55634
64,-6.59145,0.374261,-1.62417,0.559993
65,-7.00817,0.363781,-1.61419,0.567907
66,-8.21686,0.352182,-1.6584,0.556975
67,-6.78843,0.363961,-1.65333,0.56037
68,-6.63226,0.373847,-1.64907,0.568239
69,-6.82284,0.370507,-1.68169,0.550914
70,-7.54777,0.361284,-1.63867,0.547285
71,-7.13757,0.371485,-1.64687,0.555979
72,-8.02879,0.366521,-1.62567,0.567066
73,-8.21594,0.362642,-1.64434,0.557956
74,-7.69935,0.383466,-1.62503,0.557873
75,-7.39317,0.369253,-1.61774,0.561485
76,-6.73426,0.38098,-1.60913,0.564761
77,-7.35003,0.379425,-1.65707,0.576201
78,-6.83347,0.378247,-1.63026,0.554695
79,-7.56292,0.383303,-1.65608,0.570324
80,-7.44733,0.373728,-1.69021,0.565675
81,-6.17482,0.36521,-1.62575,0.55314
82,-7.3962,0.352668,-1.60893,0.55993
83,-6.5645,0.355201,-1.64802,0.551308
84,-6.44503,0.359446,-1.63102,0.555158
85,-7.00563,0.381748,-1.63785,0.558248
86,-7.40376,0.375887,-1.65978,0.571188
87,-6.06261,0.361456,-1.62443,0.548308
88,-7.62436,0.347992,-1.6018,0.564345
89,-7.6476,0.360028,-1.65251,0.575799
90,-7.07583,0.36039,-1.61415,0.558236
91,-6.4877,0.373358,-1.63691,0.559183
92,-6.98443,0.373052,-1.61817,0.539388
93,-6.80552,0.35058,-1.63991,0.560077
94,-7.17598,0.360348,-1.63456,0.550176
95,-6.34377,0.355101,-1.64443,0.550773
96,-7.80614,0.355725,-1.67409,0.553511
97,-6.84719,0.347773,-1.68005,0.551893
98,-6.85288,0.349609,-1.61946,0.533116
99,-7.62383,0.358845,-1.64554,0.540361
100,-6.41398,0.356702,-1.63382,0.55028
101,-6.41147,0.368225,-1.67288,0.558045
102,-7.72648,0.360192,-1.62992,0.543895
103,-6.72627,0.358631,-1.62884,0.540914
104,-7.50582,0.354763,-1.60634,0.539643
105,-5.84593,0.362734,-1.62366,0.547895
106,-6.3233,0.359288,-1.61849,0.542351
107,-6.00041,0.354951,-1.65707,0.553749
108,-6.86257,0.366775,-1.62913,0.555215
109,-6.90579,0.349136,-1.6318,0.543021
110,-7.62677,0.368926,-1.68453,0.550315
111,-6.43977,0.36131,-1.62616,0.573717
112,-7.71836,0.362167,-1.63781,0.552378
113,-6.53159,0.365714,-1.68525,0.551995
114,-6.65099,0.359627,-1.63369,0.550969
115,-6.45554,0.364604,-1.659,0.547068
116,-6.72317,0.360718,-1.65147,0.560853
117,-7.01405,0.370726,-1.65931,0.558399
118,-6.71253,0.354602,-1.64393,0.552727
119,-6.49322,0.374522,-1.62916,0.553493
120,-7.01624,0.355714,-1.60144,0.551816
121,-6.50508,0.357015,-1.62299,0.555276
122,-7.56164,0.373549,-1.62631,0.553439
123,-7.11054,0.371137,-1.61126,0.546248
124,-7.91402,0.37082,-1.63019,0.571281
125,-7.10053,0.365841,-1.64792,0.56116
126,-8.48103,0.36909,-1.61541,0.548398
127,-6.28447,0.372229,-1.62341,0.576157
128,-6.48869,0.373656,-1.65443,0.55268
129,-7.50744,0.367776,-1.62525,0.559445
130,-6.91915,0.38143,-1.59335,0.553993
131,-7.21258,0.366447,-1.63838,0.579449
132,-6.55306,0.386063,-1.66681,0.566141
133,-7.02912,0.382722,-1.63583,0.57176
134,-6.67642,0.369753,-1.64252,0.551453
135,-6.97232,0.359081,-1.68151,0.562251
136,-6.49696,0.35572,-1.62639,0.547763
