MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.974082,0.239091,-0.944283
2,0.964293,0.281003,-0.922442
3,0.959176,0.252175,-0.925433
4,0.959098,0.172453,-0.943467
5,0.959098,0.172453,-0.943467
6,0.95791,0.0782511,-0.954708
7,0.960424,0.125418,-0.9522
8,0.957447,0.061932,-0.955442
9,0.958651,-0.0499334,-0.95735
10,0.956486,0.08659,-0.952558
11,0.956486,0.08659,-0.952558
12,0.953545,0.0985167,-0.948442
13,0.950702,0.208159,-0.927633
14,0.949086,0.149737,-0.9372
15,0.953427,0.201765,-0.931833
16,0.955787,0.250627,-0.922342
17,0.954358,0.244778,-0.922433
18,0.951608,0.172412,-0.935858
19,0.955309,0.139906,-0.945008
20,0.954171,0.155844,-0.941358
21,0.949374,0.131066,-0.940283
22,0.957641,0.140802,-0.947233
23,0.955992,0.0840317,-0.952292
24,0.955071,0.031803,-0.954542
25,0.952065,0.0533973,-0.950567
26,0.954007,0.0858833,-0.950133
27,0.953022,0.020571,-0.9528
28,0.954532,0.0318783,-0.954
29,0.951594,0.0082195,-0.951558
30,0.95414,0.0124795,-0.954058
31,0.954809,0.0338699,-0.954208
32,0.953739,-0.00330949,-0.953733
33,0.954218,-0.0713097,-0.95155
34,0.951383,-0.0575302,-0.949642
35,0.950476,-0.0273257,-0.950083
36,0.955144,-0.0558772,-0.953508
37,0.955309,0.0378666,-0.954558
38,0.953921,0.0649383,-0.951708
39,0.953673,-0.071356,-0.951
40,0.954804,-0.00629426,-0.954783
41,0.952573,0.063812,-0.950433
42,0.950961,0.0273932,-0.950567
43,0.952593,0.145872,-0.941358
44,0.951937,0.161087,-0.938208
45,0.952102,0.131873,-0.942925
46,0.949207,0.166395,-0.934508
47,0.953878,0.1956,-0.933608
48,0.956562,0.132314,-0.947367
49,0.954424,0.0722736,-0.951683
50,0.95427,0.0446362,-0.953225
51,0.955596,0.00845792,-0.955558
52,0.95353,-0.0635798,-0.951408
53,0.950704,-0.110876,-0.944217
54,0.951275,-0.118223,-0.9439
55,0.957015,-0.186249,-0.938717
56,0.956165,-0.234159,-0.92705
57,0.953999,-0.247317,-0.921383
58,0.952785,-0.313613,-0.899692
59,0.953359,-0.459953,-0.835067
60,0.95752,-0.514548,-0.807517
61,0.954806,-0.491978,-0.818298
62,0.951437,-0.46314,-0.831104
63,0.953622,-0.326213,-0.896092
64,0.955447,-0.42559,-0.855425
65,0.956049,-0.438287,-0.849667
66,0.952845,-0.359029,-0.882617
67,0.952751,-0.325129,-0.895558
68,0.954418,-0.322191,-0.898392
69,0.955472,-0.42805,-0.854225
70,0.953427,-0.346717,-0.88815
71,0.955009,-0.39776,-0.868233
72,0.9536,-0.419459,-0.856392
73,0.95794,-0.507295,-0.812589
74,0.95392,-0.451274,-0.840425
75,0.948854,-0.402848,-0.859092
76,0.955816,-0.463616,-0.83585
77,0.954146,-0.458934,-0.836525
78,0.955502,-0.458867,-0.838108
79,0.95403,-0.398065,-0.867017
80,0.956357,-0.298362,-0.908625
81,0.95322,-0.233648,-0.924142
82,0.949086,-0.205747,-0.926517
83,0.952276,-0.155767,-0.93945
84,0.952785,-0.00592298,-0.952767
85,0.95106,0.0281989,-0.950642
86,0.955001,0.0229761,-0.954725
87,0.952192,0.000316389,-0.952192
88,0.955695,0.00623214,-0.955675
89,0.955083,-0.152579,-0.942817
90,0.953909,-0.178678,-0.937025
91,0.951841,-0.127839,-0.943217
92,0.955722,-0.0842625,-0.952
93,0.953838,-0.110488,-0.947417
94,0.955694,-0.0403597,-0.954842
95,0.951679,0.0847292,-0.9479
96,0.951813,0.0522936,-0.950375
97,0.952877,-0.0964458,-0.947983
98,0.951131,-0.183901,-0.933183
99,0.952878,-0.153598,-0.940417
100,0.952364,-0.183295,-0.934558
101,0.954244,-0.155987,-0.941408
102,0.953811,-0.136164,-0.944042
103,0.95316,-0.105006,-0.947358
104,0.953254,-0.113556,-0.946467
105,0.952186,-0.163843,-0.937983
106,0.952619,-0.0727923,-0.949833
107,0.954015,-0.0581336,-0.952242
108,0.955243,0.00184146,-0.955242
109,0.956234,0.00408968,-0.956225
110,0.951494,-0.0861758,-0.947583
111,0.953824,-0.0326145,-0.953267
112,0.951987,-0.02855,-0.951558
113,0.955142,0.0106069,-0.955083
114,0.952847,0.0289041,-0.952408
115,0.953241,-0.0323589,-0.952692
116,0.953815,-0.0516358,-0.952417
117,0.94954,0.00367285,-0.949533
118,0.948159,0.0597497,-0.946275
119,0.950706,-0.0516838,-0.9493
120,0.948688,-0.0693502,-0.94615
121,0.949343,-0.207894,-0.9263
122,0.953899,-0.170292,-0.938575
123,0.953551,-0.0859825,-0.949667
124,0.95461,-0.249268,-0.921492
125,0.95815,-0.222533,-0.93195
126,0.954848,-0.254284,-0.920367
127,0.954273,-0.242962,-0.922825
128,0.955253,-0.226035,-0.928125
129,0.952288,-0.0910483,-0.947925
130,0.95167,-0.122714,-0.943725
131,0.955106,-0.11977,-0.947567
132,0.952117,-0.0725408,-0.94935
133,0.954742,-0.0239377,-0.954442
134,0.952363,-0.134158,-0.942867
135,0.954175,-0.20176,-0.9326
136,0.953947,-0.134155,-0.944467
137,0.954522,-0.064473,-0.952342
138,0.948648,-0.0634238,-0.946525
139,0.947923,-0.0579548,-0.94615
140,0.950454,-0.154927,-0.937742
141,0.952442,-0.125092,-0.944192
142,0.948998,-0.144977,-0.937858
143,0.952988,-0.0140978,-0.952883
144,0.954347,0.0308055,-0.95385
145,0.95423,0.118578,-0.946833
146,0.951327,0.0942183,-0.94665
147,0.953131,0.0807945,-0.9497
148,0.954417,0.0584552,-0.952625
149,0.952932,0.0971558,-0.947967
150,0.953329,0.14903,-0.941608
151,0.953411,0.183933,-0.9355
152,0.953439,0.220007,-0.927708
153,0.952728,0.146911,-0.941333
154,0.95429,0.136403,-0.944492
155,0.951397,0.145156,-0.940258
156,0.95491,0.15659,-0.941983
157,0.951528,0.142369,-0.940817
158,0.954193,0.209173,-0.930983
159,0.954383,0.150556,-0.942433
160,0.954294,0.15789,-0.941142
161,0.951917,0.29664,-0.904517
162,0.953992,0.285561,-0.91025
163,0.953819,0.412291,-0.860108
164,0.952755,0.302648,-0.903408
165,0.952969,0.349033,-0.88675
166,0.95225,0.369294,-0.877725
167,0.951296,0.343601,-0.887075
168,0.953015,0.337244,-0.89135
169,0.952476,0.242392,-0.921117
170,0.955532,0.357091,-0.8863
171,0.955601,0.404465,-0.865783
172,0.95532,0.355049,-0.886892
173,0.952111,0.373699,-0.875708
174,0.953863,0.400576,-0.865675
175,0.954907,0.411433,-0.861725
176,0.95285,0.414749,-0.85785
177,0.956984,0.438679,-0.850517
178,0.956266,0.515162,-0.805638
179,0.951983,0.568997,-0.763227
180,0.953781,0.562373,-0.770348
181,0.952891,0.6152,-0.727688
182,0.954413,0.626148,-0.720307
183,0.951788,0.624605,-0.718171
184,0.952322,0.666608,-0.680111
185,0.957494,0.622765,-0.727295
186,0.954586,0.648973,-0.700048
187,0.951591,0.617152,-0.724327
188,0.954056,0.601368,-0.740661
189,0.949419,0.598448,-0.737059
190,0.951023,0.527666,-0.79121
191,0.955296,0.567622,-0.768373
192,0.953012,0.513705,-0.802708
193,0.953784,0.469177,-0.830408
194,0.953369,0.452003,-0.839408
195,0.956704,0.489158,-0.822197
196,0.955819,0.600684,-0.743484
197,0.954734,0.605487,-0.738176
198,0.953035,0.634098,-0.711474
199,0.953188,0.597502,-0.74267
200,0.956693,0.616639,-0.731449
201,0.95347,0.613818,-0.729611
202,0.953112,0.658922,-0.688654
203,0.952463,0.639493,-0.705858
204,0.953607,0.573863,-0.761609
205,0.954537,0.6213,-0.724657
206,0.955113,0.666289,-0.684324
207,0.957453,0.578356,-0.763033
208,0.950903,0.67671,-0.668042
209,0.955996,0.590043,-0.752182
210,0.954079,0.560264,-0.772251
211,0.953556,0.523626,-0.796922
212,0.953681,0.471793,-0.828805
213,0.954802,0.433474,-0.850733
214,0.954802,0.433474,-0.850733
215,0.955439,0.363578,-0.883558
216,0.954184,0.385958,-0.872642
217,0.955091,0.318604,-0.900383
218,0.955605,0.472753,-0.830473
219,0.955813,0.45124,-0.842592
220,0.952682,0.389843,-0.869267
221,0.952321,0.393087,-0.867408
222,0.953391,0.381026,-0.873942
223,0.955102,0.387115,-0.873133
224,0.954153,0.400385,-0.866083
225,0.954344,0.323199,-0.89795
226,0.955371,0.328505,-0.897117
227,0.954183,0.277988,-0.912792
228,0.95714,0.288157,-0.912733
229,0.952928,0.327477,-0.894892
230,0.951779,0.315926,-0.897817
231,0.952137,0.316128,-0.898125
232,0.952185,0.321152,-0.896392
233,0.95463,0.322631,-0.898458
234,0.949801,0.242583,-0.9183
235,0.956025,0.229546,-0.928058
236,0.954003,0.114904,-0.947058
237,0.949703,0.0542925,-0.94815
238,0.951042,0.0986817,-0.945908
239,0.953156,0.0828319,-0.94955
240,0.953384,0.0173872,-0.953225
241,0.954377,0.0296392,-0.953917
242,0.956329,0.0978658,-0.951308
243,0.9516,0.203247,-0.929642
244,0.948948,0.298005,-0.900942
245,0.955898,0.320783,-0.900467
246,0.955014,0.333543,-0.894875
247,0.951887,0.321709,-0.895875
248,0.954767,0.292188,-0.908958
249,0.950769,0.303158,-0.901142
250,0.952633,0.338101,-0.890617
251,0.94792,0.329209,-0.888917
252,0.952222,0.312691,-0.899417
253,0.953768,0.257709,-0.918292
254,0.953726,0.236452,-0.92395
255,0.952993,0.147609,-0.941492
256,0.952629,0.094715,-0.947908
257,0.956136,0.0520761,-0.954717
258,0.957521,0.125457,-0.949267
259,0.953471,0.09634,-0.948592
260,0.954841,0.127984,-0.946225
261,0.953511,0.132687,-0.944233
262,0.953393,0.165414,-0.938933
263,0.956169,0.125227,-0.947933
264,0.95399,0.237873,-0.923858
265,0.953445,0.198669,-0.932517
266,0.951842,0.172983,-0.935992
267,0.951998,0.14226,-0.941308
268,0.954246,0.220974,-0.928308
269,0.954651,0.295625,-0.907725
270,0.951379,0.31479,-0.897792
271,0.955086,0.348947,-0.889058
272,0.953848,0.349633,-0.887458
273,0.955305,0.319667,-0.900233
274,0.953003,0.298522,-0.905042
275,0.95529,0.323563,-0.898825
276,0.954171,0.293401,-0.907942
277,0.953794,0.281011,-0.911458
278,0.952697,0.245957,-0.9204
279,0.954272,0.221957,-0.9281
280,0.95259,0.157825,-0.939425
281,0.948472,0.242398,-0.916975
282,0.952198,0.221681,-0.926033
283,0.954416,0.19496,-0.934292
284,0.953172,0.159592,-0.939717
285,0.953938,0.258454,-0.918258
286,0.958236,0.25046,-0.924925
287,0.952019,0.29889,-0.903883
288,0.954539,0.314092,-0.901383
289,0.9514,0.276778,-0.91025
290,0.955903,0.164411,-0.941658
291,0.953924,0.114863,-0.946983
292,0.953921,0.189791,-0.93485
293,0.955579,0.122262,-0.947725
294,0.954413,0.156666,-0.941467
295,0.955509,0.147697,-0.944025
296,0.953587,0.14889,-0.941892
297,0.952399,0.190146,-0.933225
298,0.951456,0.263004,-0.914383
299,0.951456,0.263004,-0.914383
300,0.954498,0.133909,-0.945058
301,0.951702,-0.0427405,-0.950742
302,0.950911,-0.0276648,-0.950508
303,0.955623,0.0452773,-0.95455
304,0.950743,0.0576817,-0.948992
305,0.951812,-0.00256706,-0.951808
306,0.954002,-0.00825103,-0.953967
307,0.952701,0.00152181,-0.9527
308,0.953706,0.0428681,-0.952742
309,0.95277,0.0596677,-0.9509
310,0.954544,0.103342,-0.948933
311,0.954756,0.107217,-0.948717
312,0.953524,0.09243,-0.949033
313,0.954063,0.145737,-0.942867
314,0.955883,0.164672,-0.941592
315,0.955883,0.164672,-0.941592
316,0.953459,0.252048,-0.919542
317,0.95338,0.207238,-0.930583
318,0.955544,0.242321,-0.924308
319,0.952939,0.241995,-0.9217
320,0.952791,0.272529,-0.912983
321,0.95132,0.288639,-0.906475
322,0.950465,0.210591,-0.926842
323,0.953791,0.225606,-0.926725
324,0.952707,0.291654,-0.906967
325,0.954792,0.275328,-0.914233
326,0.9482,0.313808,-0.894767
327,0.952645,0.260363,-0.916375
328,0.954927,0.259912,-0.918875
329,0.954467,0.12573,-0.94615
330,0.953749,0.0882408,-0.949658
331,0.954104,0.118296,-0.946742
332,0.955124,0.0641655,-0.952967
333,0.954346,-0.0263249,-0.953983
334,0.95339,0.0810195,-0.949942
335,0.955069,0.147512,-0.943608
336,0.953089,0.151633,-0.94095
337,0.950875,0.132368,-0.941617
338,0.953934,0.0451234,-0.952867
339,0.955493,0.0126945,-0.955408
340,0.950805,-0.0611959,-0.948833
341,0.952068,-0.060532,-0.950142
342,0.954583,-0.0421958,-0.95365
343,0.954583,-0.0421958,-0.95365
344,0.954084,0.0132467,-0.953992
345,0.954337,-0.0122765,-0.954258
346,0.953589,-0.0891967,-0.949408
347,0.953846,-0.0996633,-0.948625
348,0.953655,-0.0979,-0.948617
349,0.953728,-0.105497,-0.947875
350,0.954866,-0.113817,-0.948058
351,0.952385,-0.148891,-0.940675
352,0.953671,-0.09973,-0.948442
353,0.953671,-0.09973,-0.948442
354,0.954212,-0.107679,-0.948117
355,0.955605,-0.0525609,-0.954158
356,0.954531,-0.0474663,-0.95335
357,0.951981,-0.0869692,-0.948
358,0.952068,-0.143115,-0.94125
359,0.952416,-0.0711074,-0.949758
360,0.954895,-0.099075,-0.949742
361,0.954895,-0.165749,-0.9404
362,0.955233,-0.0988967,-0.9501
363,0.952155,-0.0842008,-0.948425
364,0.95255,0.0534283,-0.95105
365,0.95255,0.0534283,-0.95105
366,0.951971,0.00749318,-0.951942
367,0.953746,0.0574164,-0.952017
368,0.949159,0.0467158,-0.948008
369,0.950455,0.0686164,-0.947975
370,0.955218,0.0568396,-0.953525
371,0.954904,0.119678,-0.947375
372,0.953093,0.0714813,-0.950408
373,0.956545,0.0877892,-0.952508
374,0.954227,0.132734,-0.94495
375,0.955355,0.160559,-0.941767
376,0.954167,0.115573,-0.947142
377,0.954133,0.11953,-0.946617
378,0.948639,0.139956,-0.938258
379,0.952769,0.111193,-0.946258
380,0.953051,0.203901,-0.930983
381,0.952966,0.152971,-0.940608
382,0.948335,0.127315,-0.93975
383,0.953427,0.214902,-0.928892
384,0.952534,0.250519,-0.919
385,0.956375,0.295587,-0.90955
386,0.953267,0.369977,-0.878542
387,0.956903,0.417526,-0.861008
388,0.95474,0.281438,-0.912317
389,0.952495,0.349305,-0.886133
390,0.954892,0.293993,-0.908508
391,0.954382,0.279324,-0.912592
392,0.955011,0.256156,-0.920017
393,0.952927,0.363838,-0.880733
394,0.954261,0.370382,-0.87945
395,0.953344,0.331304,-0.893925
396,0.952462,0.332071,-0.8927
397,0.953805,0.323252,-0.897358
398,0.954183,0.376608,-0.876717
399,0.954157,0.385326,-0.872892
400,0.951907,0.464216,-0.831042
401,0.952338,0.476255,-0.824699
402,0.955901,0.504792,-0.811747
403,0.952214,0.515673,-0.800495
404,0.953396,0.516453,-0.801399
405,0.952201,0.594797,-0.743574
406,0.956512,0.578323,-0.761878
407,0.954714,0.579864,-0.758443
408,0.954714,0.579864,-0.758443
409,0.954172,0.541987,-0.785299
410,0.956086,0.570543,-0.76719
411,0.95646,0.603006,-0.742428
412,0.954814,0.711785,-0.636421
413,0.953968,0.693368,-0.655206
414,0.951686,0.804905,-0.507774
415,0.952677,0.810975,-0.499913
416,0.953859,0.863267,-0.405732
417,0.956326,0.829887,-0.475235
418,0.956245,0.851083,-0.43596
419,0.952573,0.862117,-0.405154
420,0.952807,0.829838,-0.468199
421,0.952436,0.804483,-0.509846
422,0.952822,0.799194,-0.518804
423,0.953761,0.772211,-0.559777
424,0.952261,0.80591,-0.507258
425,0.955794,0.819278,-0.492266
426,0.955435,0.835717,-0.463069
427,0.955435,0.835717,-0.463069
428,0.956524,0.843608,-0.450847
429,0.95469,0.856475,-0.421762
430,0.95465,0.869467,-0.394188
431,0.951989,0.830603,-0.465168
432,0.953672,0.818646,-0.489193
433,0.954869,0.806775,-0.510772
434,0.956405,0.827134,-0.480166
435,0.956549,0.835083,-0.466499
436,0.953571,0.839208,-0.4528
437,0.955615,0.874225,-0.385915
438,0.954334,0.862433,-0.408611
439,0.952594,0.892883,-0.331956
440,0.954197,0.9241,-0.237763
441,0.955369,0.935,-0.196225
442,0.953848,0.940967,-0.156232
443,0.95615,0.95345,-0.0718088
444,0.95291,0.92565,-0.226296
445,0.950995,0.911208,-0.272195
446,0.955368,0.902092,-0.314576
447,0.955486,0.908533,-0.29584
448,0.957617,0.918158,-0.272059
449,0.953123,0.929725,-0.209893
450,0.952448,0.927542,-0.216386
451,0.952241,0.922108,-0.237653
452,0.956058,0.910775,-0.290752
453,0.950655,0.906492,-0.286386
454,0.955269,0.879442,-0.372989
455,0.954557,0.871625,-0.389164
456,0.954832,0.850517,-0.433966
457,0.957775,0.85875,-0.424123
458,0.954439,0.8245,-0.480785
459,0.955729,0.790687,-0.536872
460,0.955731,0.712983,-0.636456
461,0.954906,0.771416,-0.562817
462,0.953765,0.735578,-0.607118
463,0.952006,0.787578,-0.534823
464,0.956635,0.778963,-0.555308
465,0.956635,0.778963,-0.555308
466,0.952917,0.817128,-0.490258
467,0.949335,0.800238,-0.510742
468,0.952976,0.832937,-0.463012
469,0.955015,0.788641,-0.538608
470,0.955015,0.788641,-0.538608
471,0.955883,0.796791,-0.52805
472,0.953911,0.798357,-0.522084
473,0.956526,0.765937,-0.57296
474,0.952044,0.799051,-0.517597
475,0.951883,0.849858,-0.428746
476,0.952453,0.8762,-0.373417
477,0.955386,0.894925,-0.334471
478,0.954766,0.905125,-0.303853
479,0.954173,0.887633,-0.350077
480,0.952434,0.888758,-0.342402
481,0.955328,0.869183,-0.396449
482,0.95755,0.85145,-0.438103
483,0.955037,0.842833,-0.449141
484,0.957478,0.8985,-0.33085
485,0.953852,0.915217,-0.268722
486,0.953441,0.917533,-0.259196
487,0.952279,0.939342,-0.156436
488,0.956742,0.935908,-0.198573
489,0.955919,0.932483,-0.21037
490,0.954961,0.931925,-0.208488
491,0.953521,0.914117,-0.271279
492,0.953567,0.900658,-0.313216
493,0.949235,0.885992,-0.340684
494,0.952342,0.900125,-0.311015
495,0.952456,0.900008,-0.311701
496,0.953517,0.881925,-0.362497
497,0.954523,0.875975,-0.379187
498,0.953901,0.863208,-0.405954
499,0.954073,0.875492,-0.379171
500,0.954715,0.830704,-0.470544
501,0.95572,0.81715,-0.495648
502,0.949728,0.792813,-0.522907
503,0.954669,0.801827,-0.518138
504,0.950479,0.768046,-0.559924
505,0.953759,0.830636,-0.468722
506,0.957801,0.869108,-0.402534
507,0.955368,0.850642,-0.434897
508,0.952642,0.834233,-0.45998
509,0.952642,0.834233,-0.45998
510,0.952459,0.818295,-0.487413
511,0.950652,0.661099,-0.683145
512,0.951714,0.620495,-0.721627
513,0.954304,0.628782,-0.717865
514,0.951984,0.652238,-0.69344
515,0.954503,0.665453,-0.684286
516,0.950841,0.583753,-0.750553
517,0.954998,0.431478,-0.851967
518,0.952305,0.35862,-0.8822
519,0.952863,0.369451,-0.878325
520,0.950619,0.309208,-0.898925
521,0.955044,0.373827,-0.878842
522,0.953999,0.46469,-0.833173
523,0.953732,0.504252,-0.809527
524,0.9543,0.584442,-0.754398
525,0.954609,0.670451,-0.679539
526,0.953514,0.590997,-0.748272
527,0.951257,0.569074,-0.762263
528,0.955306,0.608336,-0.736571
529,0.955429,0.583464,-0.756581
530,0.953664,0.44916,-0.841267
531,0.952263,0.459254,-0.8342
532,0.95701,0.502467,-0.814491
533,0.953228,0.403033,-0.863833
534,0.953695,0.358744,-0.88365
535,0.954223,0.395339,-0.868475
536,0.954636,0.50715,-0.808782
537,0.952306,0.449397,-0.8396
538,0.951453,0.465828,-0.829619
539,0.953248,0.415558,-0.8579
540,0.955393,0.459796,-0.837475
541,0.955952,0.471122,-0.831798
542,0.956516,0.509447,-0.809559
543,0.954609,0.527443,-0.795665
544,0.954609,0.527443,-0.795665
545,0.954107,0.508917,-0.807047
546,0.955519,0.490277,-0.82015
547,0.955883,0.507643,-0.809945
548,0.953659,0.434079,-0.849142
549,0.952991,0.446993,-0.841658
550,0.953125,0.446619,-0.842008
551,0.950871,0.469246,-0.827022
552,0.956909,0.428413,-0.85565
553,0.9538,0.344081,-0.889575
554,0.952586,0.357498,-0.882958
555,0.953585,0.451374,-0.839992
556,0.954582,0.420533,-0.856958
557,0.9549,0.329659,-0.896192
558,0.954711,0.27004,-0.915725
559,0.956322,0.314727,-0.90305
560,0.953142,0.255861,-0.918158
561,0.954272,0.261623,-0.917708
