MDTU,|det-1|^2,1-Re(det),Im(det)
1,1,1,1.03483e-22
2,1,1,1.04555e-20
3,1,1,-6.88701e-21
4,1,1,-8.81678e-21
5,1,1,-8.81678e-21
6,1,1,9.77204e-22
7,1,1,3.94893e-23
8,1,1,9.76995e-22
9,1,1,-1.10001e-21
10,1,1,-1.97087e-22
11,1,1,-1.97087e-22
12,1,1,-1.65034e-21
13,1,1,4.90981e-22
14,1,1,-4.11374e-22
15,1,1,-9.39652e-22
16,1,1,2.59876e-22
17,1,1,4.13715e-22
18,1,1,1.52963e-21
19,1,1,8.66004e-22
20,1,1,3.39273e-22
21,1,1,-4.60781e-23
22,1,1,1.37458e-22
23,1,1,5.3195e-22
24,1,1,2.80464e-22
25,1,1,2.12194e-22
26,1,1,-1.05919e-22
27,1,1,-5.12172e-22
28,1,1,-1.87992e-22
29,1,1,-2.32452e-22
30,1,1,-1.51304e-22
31,1,1,4.15116e-23
32,1,1,-1.26963e-21
33,1,1,-1.85232e-21
34,1,1,-5.25533e-22
35,1,1,-1.0023e-22
36,1,1,3.79638e-22
37,1,1,-2.07992e-22
38,1,1,-8.92321e-23
39,1,1,-8.21836e-22
40,1,1,9.56305e-22
41,1,1,-2.61217e-22
42,1,1,-5.44398e-23
43,1,1,7.293e-23
44,1,1,-2.467e-22
45,1,1,-1.91641e-21
46,1,1,4.22147e-22
47,1,1,-4.9277e-22
48,1,1,1.50004e-21
49,1,1,-1.48865e-22
50,1,1,-1.89403e-22
51,1,1,-6.6167e-22
52,1,1,-1.19356e-22
53,1,1,-1.66551e-22
54,1,1,-2.69885e-22
55,1,1,1.25068e-22
56,1,1,-2.47054e-22
57,1,1,-4.14477e-23
58,1,1,1.26352e-21
59,1,1,-2.86607e-24
60,1,1,-6.58583e-23
61,1,1,1.88161e-21
62,1,1,6.47189e-22
63,1,1,2.71677e-24
64,1,1,-6.74043e-23
65,1,1,5.60598e-22
66,1,1,5.33985e-23
67,1,1,-6.48393e-23
68,1,1,9.26961e-23
69,1,1,-1.34589e-23
70,1,1,-2.13024e-22
71,1,1,1.82632e-22
72,1,1,6.338e-22
73,1,1,1.31995e-22
74,1,1,1.39436e-22
75,1,1,6.23186e-23
76,1,1,2.89262e-23
77,1,1,-2.68741e-22
78,1,1,4.70555e-22
79,1,1,-4.61272e-23
80,1,1,7.919e-22
81,1,1,4.59469e-22
82,1,1,-4.69598e-24
83,1,1,3.27002e-23
84,1,1,-2.20052e-22
85,1,1,-5.80972e-23
86,1,1,1.17973e-22
87,1,1,-2.2909e-22
88,1,1,-1.57274e-22
89,1,1,1.98784e-22
90,1,1,-3.38684e-22
91,1,1,-1.79777e-23
92,1,1,-2.75598e-22
93,1,1,4.48736e-22
94,1,1,-4.6273e-22
95,1,1,-5.87006e-23
96,1,1,-1.55438e-22
97,1,1,2.2201e-22
98,1,1,2.40205e-22
99,1,1,-8.48113e-23
100,1,1,-2.04338e-22
101,1,1,-4.45253e-22
102,1,1,1.68088e-22
103,1,1,5.25411e-22
104,1,1,6.95056e-22
105,1,1,-1.13856e-22
106,1,1,4.57402e-22
107,1,1,9.26071e-23
108,1,1,-2.46759e-23
109,1,1,4.25479e-23
110,1,1,1.50741e-22
111,1,1,-1.06592e-21
112,1,1,-9.31235e-23
113,1,1,4.03226e-22
114,1,1,1.08255e-23
115,1,1,-2.54038e-23
116,1,1,-1.01369e-22
117,1,1,-4.10066e-22
118,1,1,-5.62326e-23
119,1,1,5.82363e-24
120,1,1,-2.29589e-22
121,1,1,-2.0237e-22
122,1,1,-4.90092e-22
123,1,1,-1.88108e-22
124,1,1,-4.11234e-22
125,1,1,-1.56187e-23
126,1,1,6.95787e-22
127,1,1,3.16539e-22
128,1,1,-3.4384e-22
129,1,1,1.40516e-22
130,1,1,2.37768e-22
131,1,1,-8.72829e-22
132,1,1,6.32072e-23
133,1,1,-2.66303e-22
134,1,1,1.93522e-22
135,1,1,-3.00038e-22
136,1,1,-3.60126e-22
137,1,1,1.12952e-22
138,1,1,-1.05776e-23
139,1,1,-1.12054e-22
140,1,1,4.10175e-23
141,1,1,-1.30111e-22
142,1,1,4.92409e-24
143,1,1,-5.94949e-23
144,1,1,-1.30363e-22
145,1,1,-2.47479e-23
146,1,1,-8.54161e-23
147,1,1,-3.38063e-22
148,1,1,-9.50059e-22
149,1,1,1.33378e-22
150,1,1,-9.29599e-22
151,1,1,-2.7684e-23
152,1,1,-1.00721e-21
153,1,1,-6.70664e-23
154,1,1,-3.37549e-22
155,1,1,7.17375e-22
156,1,1,-1.9973e-22
157,1,1,-9.19758e-23
158,1,1,-3.81131e-22
159,1,1,8.36421e-23
160,1,1,-1.67764e-22
161,1,1,-7.58732e-23
162,1,1,-4.51273e-22
163,1,1,6.69709e-23
164,1,1,-3.50537e-22
165,1,1,3.72858e-22
166,1,1,-5.2055e-22
167,1,1,5.34182e-22
168,1,1,-3.13407e-23
169,1,1,7.66547e-23
170,1,1,2.96558e-22
171,1,1,-3.483e-22
172,1,1,3.30191e-22
173,1,1,-5.29794e-22
174,1,1,4.47694e-23
175,1,1,-3.96515e-23
176,1,1,-3.53666e-22
177,1,1,-4.87166e-23
178,1,1,-9.40812e-22
179,1,1,-4.17646e-22
180,1,1,-1.54163e-22
181,1,1,4.38085e-23
182,1,1,1.30024e-22
183,1,1,-4.06321e-22
184,1,1,-1.40548e-22
185,1,1,-2.81513e-22
186,1,1,-1.19181e-22
187,1,1,-2.74495e-22
188,1,1,1.51929e-22
189,1,1,-1.99633e-22
190,1,1,2.83873e-23
191,1,1,1.60177e-22
192,1,1,1.85784e-22
193,1,1,7.08331e-22
194,1,1,1.71151e-22
195,1,1,-3.57305e-23
196,1,1,9.85913e-23
197,1,1,-2.82756e-22
198,1,1,3.29816e-22
199,1,1,1.4674e-21
